,hpso01 (Ingest) [Nf_max=32768] [Na=256],hpso01 (RCAL) [Nf_max=32768] [Na=256],hpso01 (FastImg) [Nf_max=32768] [Na=256],hpso01 (ICAL) [Nf_max=32768] [Na=256],hpso01 (DPrepA) [Nf_max=32768] [Na=256],hpso01 (DPrepB) [Nf_max=32768] [Na=256],hpso01 (DPrepC) [Nf_max=32768] [Na=256],hpso01 (DPrepD) [Nf_max=32768] [Na=256],hpso02a (Ingest) [Nf_max=32768] [Na=256],hpso02a (RCAL) [Nf_max=32768] [Na=256],hpso02a (FastImg) [Nf_max=32768] [Na=256],hpso02a (ICAL) [Nf_max=32768] [Na=256],hpso02a (DPrepA) [Nf_max=32768] [Na=256],hpso02a (DPrepB) [Nf_max=32768] [Na=256],hpso02a (DPrepC) [Nf_max=32768] [Na=256],hpso02a (DPrepD) [Nf_max=32768] [Na=256],hpso02b (Ingest) [Nf_max=32768] [Na=256],hpso02b (RCAL) [Nf_max=32768] [Na=256],hpso02b (FastImg) [Nf_max=32768] [Na=256],hpso02b (ICAL) [Nf_max=32768] [Na=256],hpso02b (DPrepA) [Nf_max=32768] [Na=256],hpso02b (DPrepB) [Nf_max=32768] [Na=256],hpso02b (DPrepC) [Nf_max=32768] [Na=256],hpso02b (DPrepD) [Nf_max=32768] [Na=256],hpso04a (Ingest) [Nf_max=32768] [Na=256],hpso04a (RCAL) [Nf_max=32768] [Na=256],hpso04a (FastImg) [Nf_max=32768] [Na=256],hpso04a (PSS) [Nf_max=32768] [Na=256],hpso05a (Ingest) [Nf_max=32768] [Na=256],hpso05a (RCAL) [Nf_max=32768] [Na=256],hpso05a (FastImg) [Nf_max=32768] [Na=256],hpso05a (PST) [Nf_max=32768] [Na=256],max_low (Ingest) [Nf_max=32768] [Na=256],max_low (RCAL) [Nf_max=32768] [Na=256],max_low (FastImg) [Nf_max=32768] [Na=256],max_low (ICAL) [Nf_max=32768] [Na=256],max_low (DPrepA) [Nf_max=32768] [Na=256],max_low (DPrepA_Image) [Nf_max=32768] [Na=256],max_low (DPrepB) [Nf_max=32768] [Na=256],max_low (DPrepC) [Nf_max=32768] [Na=256],max_low (DPrepD) [Nf_max=32768] [Na=256]
Coalesce time pred3 [s],,5.4,1.0,5.4,3.6,3.6,1.8,,,5.4,1.0,1.8,3.6,3.6,1.8,,,5.4,1.0,1.8,3.6,3.6,1.8,,,4.5,1.0,,,4.5,1.0,,,4.5,1.0,4.5,3.6,3.6,3.6,1.8,
Coalesce time pred4 [s],,2.7,0.9,2.7,1.8,1.8,0.9,,,2.7,0.9,0.9,1.8,1.8,0.9,,,2.7,0.9,0.9,1.8,1.8,0.9,,,1.8,0.9,,,1.8,0.9,,,1.8,0.9,1.8,1.8,1.8,1.8,0.9,
Coalesce time bw0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time bw1 [s],,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,8.1,10.0,10.0,7.2,,,10.0,1.0,8.1,10.0,10.0,7.2,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,10.0,10.0,10.0,7.2,
Coalesce time bw2 [s],,10.0,1.0,10.0,7.2,7.2,3.6,,,10.0,1.0,3.6,7.2,7.2,3.6,,,10.0,1.0,3.6,7.2,7.2,3.6,,,9.0,1.0,,,9.0,1.0,,,9.0,1.0,9.0,7.2,7.2,7.2,3.6,
Coalesce time bw3 [s],,5.4,1.0,5.4,3.6,3.6,1.8,,,5.4,1.0,1.8,3.6,3.6,1.8,,,5.4,1.0,1.8,3.6,3.6,1.8,,,4.5,1.0,,,4.5,1.0,,,4.5,1.0,4.5,3.6,3.6,3.6,1.8,
Coalesce time bw4 [s],,2.7,0.9,2.7,1.8,1.8,0.9,,,2.7,0.9,0.9,1.8,1.8,0.9,,,2.7,0.9,0.9,1.8,1.8,0.9,,,1.8,0.9,,,1.8,0.9,,,1.8,0.9,1.8,1.8,1.8,1.8,0.9,
Combined samples full0,33.0,12.0,1.1111111111111112,12.0,33.0,33.0,17.0,17.0,33.0,12.0,1.1111111111111112,18.0,33.0,33.0,17.0,17.0,33.0,12.0,1.1111111111111112,18.0,33.0,33.0,17.0,17.0,33.0,12.0,1.1111111111111112,(undefined),33.0,12.0,1.1111111111111112,(undefined),33.0,12.0,1.1111111111111112,12.0,33.0,33.0,33.0,17.0,17.0
Combined samples full1,16.0,6.0,1.1111111111111112,6.0,16.0,16.0,8.0,8.0,16.0,6.0,1.1111111111111112,9.0,16.0,16.0,8.0,8.0,16.0,6.0,1.1111111111111112,9.0,16.0,16.0,8.0,8.0,16.0,6.0,1.1111111111111112,,16.0,6.0,1.1111111111111112,,16.0,6.0,1.1111111111111112,6.0,16.0,16.0,16.0,8.0,8.0
Combined samples full2,8.0,3.0,1.1111111111111112,3.0,8.0,8.0,4.0,4.0,8.0,3.0,1.1111111111111112,4.0,8.0,8.0,4.0,4.0,8.0,3.0,1.1111111111111112,4.0,8.0,8.0,4.0,4.0,8.0,3.0,1.1111111111111112,,8.0,3.0,1.1111111111111112,,8.0,3.0,1.1111111111111112,3.0,8.0,8.0,8.0,4.0,4.0
Combined samples full3,4.0,1.0,1.1111111111111112,1.0,4.0,4.0,2.0,2.0,4.0,1.0,1.1111111111111112,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.1111111111111112,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.1111111111111112,,4.0,1.0,1.1111111111111112,,4.0,1.0,1.1111111111111112,1.0,4.0,4.0,4.0,2.0,2.0
Combined samples full4,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
Combined samples facet0,(undefined),52.0,1.1111111111111112,52.0,33.0,33.0,17.0,(undefined),(undefined),52.0,1.1111111111111112,18.0,33.0,33.0,17.0,(undefined),(undefined),52.0,1.1111111111111112,18.0,33.0,33.0,17.0,(undefined),(undefined),41.0,1.1111111111111112,(undefined),(undefined),41.0,1.1111111111111112,(undefined),(undefined),41.0,1.1111111111111112,41.0,33.0,33.0,33.0,17.0,(undefined)
Combined samples facet1,,26.0,1.1111111111111112,26.0,16.0,16.0,8.0,,,26.0,1.1111111111111112,9.0,16.0,16.0,8.0,,,26.0,1.1111111111111112,9.0,16.0,16.0,8.0,,,20.0,1.1111111111111112,,,20.0,1.1111111111111112,,,20.0,1.1111111111111112,20.0,16.0,16.0,16.0,8.0,
Combined samples facet2,,13.0,1.1111111111111112,13.0,8.0,8.0,4.0,,,13.0,1.1111111111111112,4.0,8.0,8.0,4.0,,,13.0,1.1111111111111112,4.0,8.0,8.0,4.0,,,10.0,1.1111111111111112,,,10.0,1.1111111111111112,,,10.0,1.1111111111111112,10.0,8.0,8.0,8.0,4.0,
Combined samples facet3,,6.0,1.1111111111111112,6.0,4.0,4.0,2.0,,,6.0,1.1111111111111112,2.0,4.0,4.0,2.0,,,6.0,1.1111111111111112,2.0,4.0,4.0,2.0,,,5.0,1.1111111111111112,,,5.0,1.1111111111111112,,,5.0,1.1111111111111112,5.0,4.0,4.0,4.0,2.0,
Combined samples facet4,,3.0,1.0,3.0,2.0,2.0,1.0,,,3.0,1.0,1.0,2.0,2.0,1.0,,,3.0,1.0,1.0,2.0,2.0,1.0,,,2.0,1.0,,,2.0,1.0,,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred4 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward4 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0,(undefined),1.887878348147838,32.55476508226232,1.8878783481195398,2.704098023081553,2.3561958331323005,3.0588792562942757,(undefined),(undefined),1.887878348147838,32.55476508226232,3.916411281655418,2.704098023081553,2.3561958331323005,3.0588792562942757,(undefined),(undefined),1.887878348147838,32.55476508226232,3.916411281655418,2.704098023081553,2.3561958331323005,3.0588792562942757,(undefined),(undefined),2.370099806326929,32.64426593397331,(undefined),(undefined),2.370099806326929,32.64426593397331,(undefined),(undefined),2.3376778342956857,32.567468020591605,2.3376778342762243,2.802455252241613,2.7603995171550024,2.485469274856648,38.9611007998764,(undefined)
Visibilities kernel pred1,,3.7724559151040253,64.99502025817469,3.772455915047478,5.405129559031498,4.709719705359273,6.720183342753839,,,3.7724559151040253,64.99502025817469,9.667102871156057,5.405129559031498,4.709719705359273,6.720183342753839,,,3.7724559151040253,64.99502025817469,9.667102871156057,5.405129559031498,4.709719705359273,6.720183342753839,,,4.672991664012866,65.24680525561551,,,4.672991664012866,65.24680525561551,,,4.672085370516526,65.03229589341818,4.672085370477631,5.601733633887361,5.517669838205312,4.968121015249578,42.58031295268915,
Visibilities kernel pred2,,7.541609605607149,128.46894958994176,7.541609605494104,15.009988557395287,13.078842627899686,26.87680754907535,,,7.541609605607149,128.46894958994176,43.4951028453729,15.009988557395287,13.078842627899686,26.87680754907535,,,7.541609605607149,128.46894958994176,43.4951028453729,15.009988557395287,13.078842627899686,26.87680754907535,,,10.380798342726655,130.1123243148036,,,10.380798342726655,130.1123243148036,,,10.37877699867755,128.72715467010218,10.378776998591146,15.555957634161972,15.322513323942367,13.796421801830752,85.1606259053783,
Visibilities kernel pred3,,27.925770858904333,236.03072712920883,27.925770858485738,60.031432585186415,52.307945239717725,107.49937797911086,,,27.925770858904333,236.03072712920883,173.9666901500653,60.031432585186415,52.307945239717725,107.49937797911086,,,27.925770858904333,236.03072712920883,173.9666901500653,60.031432585186415,52.307945239717725,107.49937797911086,,,41.515936948868145,254.60091587588127,,,41.515936948868145,254.60091587588127,,,41.50783685027382,238.794756687367,41.50783684992827,62.21500214243594,61.281357387030006,55.17785739361142,170.3212518107566,
Visibilities kernel pred4,,111.69084895749991,348.8162235438715,111.69084895582571,240.10868584260345,209.2169293613483,429.9818069083602,,,111.69084895749991,348.8162235438715,695.8393170539961,240.10868584260345,209.2169293613483,429.9818069083602,,,111.69084895749991,348.8162235438715,695.8393170539961,240.10868584260345,209.2169293613483,429.9818069083602,,,207.56154210397804,488.16617844465105,,,207.56154210397804,488.16617844465105,,,207.52100479826225,363.78097022837926,207.52100479653464,248.8423505284528,245.10803649657552,220.69576883586734,340.6425036215132,
Visibilities kernel bw0,(undefined),1.887878348147838,32.55476508226232,1.8878783481195398,2.704098023081553,2.3561958331323005,3.0588792562942757,(undefined),(undefined),1.887878348147838,32.55476508226232,3.916411281655418,2.704098023081553,2.3561958331323005,3.0588792562942757,(undefined),(undefined),1.887878348147838,32.55476508226232,3.916411281655418,2.704098023081553,2.3561958331323005,3.0588792562942757,(undefined),(undefined),2.370099806326929,32.64426593397331,(undefined),(undefined),2.370099806326929,32.64426593397331,(undefined),(undefined),2.3376778342956857,32.567468020591605,2.3376778342762243,2.802455252241613,2.7603995171550024,2.485469274856648,38.9611007998764,(undefined)
Visibilities kernel bw1,,3.7724559151040253,64.99502025817469,3.772455915047478,5.405129559031498,4.709719705359273,6.720183342753839,,,3.7724559151040253,64.99502025817469,9.667102871156057,5.405129559031498,4.709719705359273,6.720183342753839,,,3.7724559151040253,64.99502025817469,9.667102871156057,5.405129559031498,4.709719705359273,6.720183342753839,,,4.672991664012866,65.24680525561551,,,4.672991664012866,65.24680525561551,,,4.672085370516526,65.03229589341818,4.672085370477631,5.601733633887361,5.517669838205312,4.968121015249578,42.58031295268915,
Visibilities kernel bw2,,7.541609605607149,128.46894958994176,7.541609605494104,15.009988557395287,13.078842627899686,26.87680754907535,,,7.541609605607149,128.46894958994176,43.4951028453729,15.009988557395287,13.078842627899686,26.87680754907535,,,7.541609605607149,128.46894958994176,43.4951028453729,15.009988557395287,13.078842627899686,26.87680754907535,,,10.380798342726655,130.1123243148036,,,10.380798342726655,130.1123243148036,,,10.37877699867755,128.72715467010218,10.378776998591146,15.555957634161972,15.322513323942367,13.796421801830752,85.1606259053783,
Visibilities kernel bw3,,27.925770858904333,236.03072712920883,27.925770858485738,60.031432585186415,52.307945239717725,107.49937797911086,,,27.925770858904333,236.03072712920883,173.9666901500653,60.031432585186415,52.307945239717725,107.49937797911086,,,27.925770858904333,236.03072712920883,173.9666901500653,60.031432585186415,52.307945239717725,107.49937797911086,,,41.515936948868145,254.60091587588127,,,41.515936948868145,254.60091587588127,,,41.50783685027382,238.794756687367,41.50783684992827,62.21500214243594,61.281357387030006,55.17785739361142,170.3212518107566,
Visibilities kernel bw4,,111.69084895749991,348.8162235438715,111.69084895582571,240.10868584260345,209.2169293613483,429.9818069083602,,,111.69084895749991,348.8162235438715,695.8393170539961,240.10868584260345,209.2169293613483,429.9818069083602,,,111.69084895749991,348.8162235438715,695.8393170539961,240.10868584260345,209.2169293613483,429.9818069083602,,,207.56154210397804,488.16617844465105,,,207.56154210397804,488.16617844465105,,,207.52100479826225,363.78097022837926,207.52100479653464,248.8423505284528,245.10803649657552,220.69576883586734,340.6425036215132,
Oversampling used pred0,(undefined),1.874775305655973,25.671297738388773,1.8747753056282903,2.6682298203128525,2.331277709654991,3.009948487778587,(undefined),(undefined),1.874775305655973,25.671297738388773,3.828065429400411,2.6682298203128525,2.331277709654991,3.009948487778587,(undefined),(undefined),1.874775305655973,25.671297738388773,3.828065429400411,2.6682298203128525,2.331277709654991,3.009948487778587,(undefined),(undefined),2.3447795067120083,25.725283657850348,(undefined),(undefined),2.3447795067120083,25.725283657850348,(undefined),(undefined),2.313290757434075,25.678964643980194,2.3132907574151673,2.763157032263159,2.7225859028239796,2.456697915511157,29.349583003602447,(undefined)
Oversampling used pred1,,3.6914972676802194,41.00404563732292,3.6914972676265094,5.222379800359178,4.575135312143502,6.427142240690124,,,3.6914972676802194,41.00404563732292,9.037996749376802,5.222379800359178,4.575135312143502,6.427142240690124,,,3.6914972676802194,41.00404563732292,9.037996749376802,5.222379800359178,4.575135312143502,6.427142240690124,,,4.540753653357356,41.09504865417958,,,4.540753653357356,41.09504865417958,,,4.539905007269979,41.01754099116667,4.539905007233557,5.404085105632369,5.326460556405927,4.816467252254348,31.269311790426556,
Oversampling used pred2,,7.16711478887003,55.53696204160445,7.167114788768849,13.473374979701212,11.913135246066183,22.086099591103995,,,7.16711478887003,55.53696204160445,31.73746411310816,13.473374979701212,11.913135246066183,22.086099591103995,,,7.16711478887003,55.53696204160445,31.73746411310816,13.473374979701212,11.913135246066183,22.086099591103995,,,9.652285267443098,55.753179318800974,,,9.652285267443098,55.753179318800974,,,9.650555197384016,55.57130546895441,9.650555197310062,13.905946443688443,13.721443509877155,12.498439512364271,47.26096952074516,
Oversampling used pred3,,22.772806490593204,62.44451571090015,22.772806490321422,39.13436689093017,35.91827835408036,52.225401930536826,,,22.772806490593204,62.44451571090015,59.866214610827505,39.13436689093017,35.91827835408036,52.225401930536826,,,22.772806490593204,62.44451571090015,59.866214610827505,39.13436689093017,35.91827835408036,52.225401930536826,,,30.716050345874386,62.838935826255636,,,30.716050345874386,62.838935826255636,,,30.71180426646262,62.51077177952567,30.71180426628147,39.97490231437504,39.61904263507999,37.1592168970995,59.62195091585277,
Oversampling used pred4,,52.97753212334858,63.736683703544735,52.97753212305797,62.54127059311455,61.62722490573273,63.92665815073057,,,52.97753212334858,63.736683703544735,63.99888560416626,62.54127059311455,61.62722490573273,63.92665815073057,,,52.97753212334858,63.736683703544735,63.99888560416626,62.54127059311455,61.62722490573273,63.92665815073057,,,61.5645541863878,63.970663774298096,,,61.5645541863878,63.970663774298096,,,61.562998911229435,63.7919692750352,61.562998911163135,62.728719171729615,62.651713901988025,62.0196227945315,63.700510722137466,
Oversampling used bw0,(undefined),1.874775305655973,25.671297738388773,1.8747753056282903,2.6682298203128525,2.331277709654991,3.009948487778587,(undefined),(undefined),1.874775305655973,25.671297738388773,3.828065429400411,2.6682298203128525,2.331277709654991,3.009948487778587,(undefined),(undefined),1.874775305655973,25.671297738388773,3.828065429400411,2.6682298203128525,2.331277709654991,3.009948487778587,(undefined),(undefined),2.3447795067120083,25.725283657850348,(undefined),(undefined),2.3447795067120083,25.725283657850348,(undefined),(undefined),2.313290757434075,25.678964643980194,2.3132907574151673,2.763157032263159,2.7225859028239796,2.456697915511157,29.349583003602447,(undefined)
Oversampling used bw1,,3.6914972676802194,41.00404563732292,3.6914972676265094,5.222379800359178,4.575135312143502,6.427142240690124,,,3.6914972676802194,41.00404563732292,9.037996749376802,5.222379800359178,4.575135312143502,6.427142240690124,,,3.6914972676802194,41.00404563732292,9.037996749376802,5.222379800359178,4.575135312143502,6.427142240690124,,,4.540753653357356,41.09504865417958,,,4.540753653357356,41.09504865417958,,,4.539905007269979,41.01754099116667,4.539905007233557,5.404085105632369,5.326460556405927,4.816467252254348,31.269311790426556,
Oversampling used bw2,,7.16711478887003,55.53696204160445,7.167114788768849,13.473374979701212,11.913135246066183,22.086099591103995,,,7.16711478887003,55.53696204160445,31.73746411310816,13.473374979701212,11.913135246066183,22.086099591103995,,,7.16711478887003,55.53696204160445,31.73746411310816,13.473374979701212,11.913135246066183,22.086099591103995,,,9.652285267443098,55.753179318800974,,,9.652285267443098,55.753179318800974,,,9.650555197384016,55.57130546895441,9.650555197310062,13.905946443688443,13.721443509877155,12.498439512364271,47.26096952074516,
Oversampling used bw3,,22.772806490593204,62.44451571090015,22.772806490321422,39.13436689093017,35.91827835408036,52.225401930536826,,,22.772806490593204,62.44451571090015,59.866214610827505,39.13436689093017,35.91827835408036,52.225401930536826,,,22.772806490593204,62.44451571090015,59.866214610827505,39.13436689093017,35.91827835408036,52.225401930536826,,,30.716050345874386,62.838935826255636,,,30.716050345874386,62.838935826255636,,,30.71180426646262,62.51077177952567,30.71180426628147,39.97490231437504,39.61904263507999,37.1592168970995,59.62195091585277,
Oversampling used bw4,,52.97753212334858,63.736683703544735,52.97753212305797,62.54127059311455,61.62722490573273,63.92665815073057,,,52.97753212334858,63.736683703544735,63.99888560416626,62.54127059311455,61.62722490573273,63.92665815073057,,,52.97753212334858,63.736683703544735,63.99888560416626,62.54127059311455,61.62722490573273,63.92665815073057,,,61.5645541863878,63.970663774298096,,,61.5645541863878,63.970663774298096,,,61.562998911229435,63.7919692750352,61.562998911163135,62.728719171729615,62.651713901988025,62.0196227945315,63.700510722137466,
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),396.0980287317132,1186.6956875807953,396.0980287317132,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),396.0980287317132,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),396.0980287317132,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),303.29369179712205,727.1815092638062,(undefined),(undefined),303.29369179712205,727.1815092638062,(undefined),(undefined),695.0020427868894,1666.3443177517802,695.0020427868894,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels predict, no-smear1",,791.5035165883376,2372.6984303939844,791.5035165883376,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,791.5035165883376,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,791.5035165883376,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,606.1640304773304,1453.9394929925988,,,606.1640304773304,1453.9394929925988,,,1389.0318113753438,3331.7159644487933,1389.0318113753438,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels predict, no-smear2",,1582.3141894581538,4744.703814848597,1582.3141894581538,2441.466451169051,2441.466451169051,4744.703814848597,,,1582.3141894581538,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,1582.3141894581538,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,1211.9045600514535,2907.4553987723175,,,1211.9045600514535,2907.4553987723175,,,2777.0910083918284,6662.459115881312,2777.0910083918284,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels predict, no-smear3",,3163.935383545188,9488.714533153065,3163.935383545188,4882.239853545328,4882.239853545328,9488.714533153065,,,3163.935383545188,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,3163.935383545188,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,2423.3855452164803,5814.487179478897,,,2423.3855452164803,5814.487179478897,,,5553.209232136797,13323.945347729323,5553.209232136797,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
"Channels predict, no-smear4",,6327.177695833534,18976.73594444234,6327.177695833534,9763.786609120725,9763.786609120725,18976.73594444234,,,6327.177695833534,18976.73594444234,17574.26139906265,9763.786609120725,9763.786609120725,18976.73594444234,,,6327.177695833534,18976.73594444234,17574.26139906265,9763.786609120725,9763.786609120725,18976.73594444234,,,4846.3474785322,11628.550725478857,,,4846.3474785322,11628.550725478857,,,11105.445594430317,26646.917775907757,11105.445594430317,13710.1984478155,13710.1984478155,13710.1984478155,26646.917775907757,
"Channels backward, no-smear0",(undefined),396.0980287317132,1186.6956875807953,396.0980287317132,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),396.0980287317132,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),396.0980287317132,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),303.29369179712205,727.1815092638062,(undefined),(undefined),303.29369179712205,727.1815092638062,(undefined),(undefined),695.0020427868894,1666.3443177517802,695.0020427868894,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels backward, no-smear1",,791.5035165883376,2372.6984303939844,791.5035165883376,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,791.5035165883376,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,791.5035165883376,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,606.1640304773304,1453.9394929925988,,,606.1640304773304,1453.9394929925988,,,1389.0318113753438,3331.7159644487933,1389.0318113753438,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels backward, no-smear2",,1582.3141894581538,4744.703814848597,1582.3141894581538,2441.466451169051,2441.466451169051,4744.703814848597,,,1582.3141894581538,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,1582.3141894581538,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,,,1211.9045600514535,2907.4553987723175,,,1211.9045600514535,2907.4553987723175,,,2777.0910083918284,6662.459115881312,2777.0910083918284,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels backward, no-smear3",,3163.935383545188,9488.714533153065,3163.935383545188,4882.239853545328,4882.239853545328,9488.714533153065,,,3163.935383545188,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,3163.935383545188,9488.714533153065,8787.477259465464,4882.239853545328,4882.239853545328,9488.714533153065,,,2423.3855452164803,5814.487179478897,,,2423.3855452164803,5814.487179478897,,,5553.209232136797,13323.945347729323,5553.209232136797,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
"Channels backward, no-smear4",,6327.177695833534,18976.73594444234,6327.177695833534,9763.786609120725,9763.786609120725,18976.73594444234,,,6327.177695833534,18976.73594444234,17574.26139906265,9763.786609120725,9763.786609120725,18976.73594444234,,,6327.177695833534,18976.73594444234,17574.26139906265,9763.786609120725,9763.786609120725,18976.73594444234,,,4846.3474785322,11628.550725478857,,,4846.3474785322,11628.550725478857,,,11105.445594430317,26646.917775907757,11105.445594430317,13710.1984478155,13710.1984478155,13710.1984478155,26646.917775907757,
Frequencies predict ifft,32768.0,200.0,40.0,200.0,200,200.0,200.0,10240.0,32768.0,200.0,40.0,200.0,200,200.0,200.0,10240.0,32768.0,200.0,40.0,200.0,200,200.0,200.0,10240.0,32768.0,200.0,40.0,(undefined),32768.0,200.0,40.0,(undefined),32768.0,200.0,40.0,200.0,200,200.0,200.0,200.0,32768.0
