,hpso01 (Ingest) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (RCAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (FastImg) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (ICAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepA) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepB) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepC) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso01 (DPrepD) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (Ingest) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (RCAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (FastImg) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (ICAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepA) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepB) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepC) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02a (DPrepD) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (Ingest) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (RCAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (FastImg) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (ICAL) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepA) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepB) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepC) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso02b (DPrepD) [Nf_max=65536] [Na=64] [Bmax=4062.5],hpso04a (Ingest) [Na=64] [Bmax=4062.5],hpso04a (RCAL) [Na=64] [Bmax=4062.5],hpso04a (FastImg) [Na=64] [Bmax=4062.5],hpso04a (PSS) [Na=64] [Bmax=4062.5],hpso05a (Ingest) [Na=64] [Bmax=4062.5],hpso05a (RCAL) [Na=64] [Bmax=4062.5],hpso05a (FastImg) [Na=64] [Bmax=4062.5],hpso05a (PST) [Na=64] [Bmax=4062.5],max_low (Ingest) [Na=64] [Bmax=4062.5],max_low (RCAL) [Na=64] [Bmax=4062.5],max_low (FastImg) [Na=64] [Bmax=4062.5],max_low (ICAL) [Na=64] [Bmax=4062.5],max_low (DPrepA) [Na=64] [Bmax=4062.5],max_low (DPrepA_Image) [Na=64] [Bmax=4062.5],max_low (DPrepB) [Na=64] [Bmax=4062.5],max_low (DPrepC) [Na=64] [Bmax=4062.5],max_low (DPrepD) [Na=64] [Bmax=4062.5]
-> Subtract Visibility [Mvis/s],,0.13604881848995515,1.1076869803952338,0.13604881848995515,0.050424456588365286,0.050424456588365286,0.24065248772643114,,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.050424456588365286,0.050424456588365286,0.24065248772643114,,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.050424456588365286,0.050424456588365286,0.24065248772643114,,,0.08358375654896634,0.6787666784546506,,,0.08358375654896634,0.6787666784546506,,,0.1911077624528398,1.5554012076946695,0.19110776245283978,0.07083121099923648,0.07083121099923648,0.07083121099923648,10.51809704906536,
-> Flag [Mvis/s],,0.13604881848995515,1.1076869803952338,0.13604881848995515,0.050424456588365286,0.050424456588365286,0.24065248772643114,1.3142834529699492,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.050424456588365286,0.050424456588365286,0.24065248772643114,1.3142834529699492,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.050424456588365286,0.050424456588365286,0.24065248772643114,1.3142834529699492,,0.08358375654896634,0.6787666784546506,,,0.08358375654896634,0.6787666784546506,,,0.1911077624528398,1.5554012076946695,0.19110776245283978,0.07083121099923648,0.07083121099923648,0.07083121099923648,10.51809704906536,2.62952426226634
-> Degrid [Mvis/s],,15.212886947921866,359.04149054103743,15.212886947951588,2.0000668868974523,4.273879996215492,10.48765616039967,,,15.212886947921866,359.04149054103743,8.301915195014038,2.0000668868974523,4.273879996215492,10.48765616039967,,,15.212886947921866,359.04149054103743,8.301915195014038,2.0000668868974523,4.273879996215492,10.48765616039967,,,4.283853233556691,109.97115254884922,,,4.283853233556691,109.97115254884922,,,9.870163826573652,252.06771780350985,9.870163826589042,1.3801068259676894,1.3804893240403275,2.9097134882482423,233.25487117362783,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.80518313047418,,,
-> Visibility Weighting [Mvis/s],,0.15384789866547618,1.1076869803952338,0.15384789866547618,0.057021419028650336,0.057021419028650336,0.14001318855216002,,,0.15384789866547618,1.1076869803952338,0.1025868248321787,0.057021419028650336,0.057021419028650336,0.14001318855216002,,,0.15384789866547618,1.1076869803952338,0.1025868248321787,0.057021419028650336,0.057021419028650336,0.14001318855216002,,,0.09427471217819587,0.6787666784546506,,,0.09427471217819587,0.6787666784546506,,,0.21603144738592017,1.5554012076946695,0.21603144738592017,0.08006879906847648,0.08006879906847648,0.08006879906847648,6.117269549969572,
-> Subtract Image Component [Mvis/s],,,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,,,,,,,,,9.596634409283244,1.3164107557315834,1.3164107557315834,1.3164107557315832,1.3164107557315834,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.003095588196433459,0.0006879084880963243,0.003095588196433459,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.003095588196433459,0.0006879084880963243,0.0020637254642889725,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.003095588196433459,0.0006879084880963243,0.0020637254642889725,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.0031116454917607963,0.0006914767759468436,,,0.0031116454917607963,0.0006914767759468436,,,0.0030978435094890194,0.0006884096687753374,0.0030978435094890194,0.001147349447958896,0.0011473494479588959,0.001147349447958896,0.001147349447958896,
-> Grid [Mvis/s],,15.212886947921866,359.04149054103743,15.212886947951588,2.0000668868974523,4.273879996215492,10.48765616039967,,,15.212886947921866,359.04149054103743,8.301915195014038,2.0000668868974523,4.273879996215492,10.48765616039967,,,15.212886947921866,359.04149054103743,8.301915195014038,2.0000668868974523,4.273879996215492,10.48765616039967,,,4.283853233556691,109.97115254884922,,,4.283853233556691,109.97115254884922,,,9.870163826573652,252.06771780350985,9.870163826589042,1.3801068259676894,1.3804893240403275,2.9097134882482423,233.25487117362783,
-> Gridding Kernel Update [Mvis/s],,0.011537395197564136,0.07563891364452953,0.011537395197586677,0.008185103858703842,0.008745245440997643,0.008739713466999725,,,0.011537395197564136,0.07563891364452953,0.009442226291770174,0.008185103858703842,0.008745245440997643,0.008739713466999725,,,0.011537395197564136,0.07563891364452953,0.009442226291770174,0.008185103858703842,0.008745245440997643,0.008739713466999725,,,0.010603691005106313,0.07561465132700039,,,0.010603691005106313,0.07561465132700039,,,0.010661666203485909,0.07563494384629878,0.010661666203502534,0.00804446340707072,0.008046692938648072,0.008480170969685894,0.008897967192597497,
-> Correct [Mvis/s],,0.13604881848995515,1.1076869803952338,0.13604881848995515,0.050424456588365286,0.050424456588365286,0.24065248772643114,1.3142834529699492,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.050424456588365286,0.050424456588365286,0.24065248772643114,1.3142834529699492,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.050424456588365286,0.050424456588365286,0.24065248772643114,1.3142834529699492,,0.08358375654896634,0.6787666784546506,,,0.08358375654896634,0.6787666784546506,,,0.1911077624528398,1.5554012076946695,0.19110776245283978,0.07083121099923648,0.07083121099923648,0.07083121099923648,10.51809704906536,2.62952426226634
-> IFFT [Mvis/s],,0.015477940982167296,0.0006879084880963243,0.015477940982167296,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.015477940982167296,0.0006879084880963243,0.010318627321444862,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.015477940982167296,0.0006879084880963243,0.010318627321444862,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.01555822745880398,0.0006914767759468436,,,0.01555822745880398,0.0006914767759468436,,,0.015489217547445098,0.0006884096687753374,0.015489217547445098,0.001147349447958896,0.00573674723979448,0.00045893977918355834,3.5014326414761233e-06,
-> Identify Component [Mvis/s],,,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,,,,,,,,,9.596634409283244,1.3164107557315834,1.3164107557315834,1.3164107557315832,1.3164107557315834,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,0.13604881848995515,1.1076869803952338,0.13604881848995515,0.050424456588365286,0.050424456588365286,0.24065248772643114,,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.050424456588365286,0.050424456588365286,0.24065248772643114,,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.050424456588365286,0.050424456588365286,0.24065248772643114,,,0.08358375654896634,0.6787666784546506,,,0.08358375654896634,0.6787666784546506,,,0.1911077624528398,1.5554012076946695,0.19110776245283978,0.07083121099923646,0.07083121099923648,0.07083121099923648,10.51809704906536,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,0.13604881848995515,,0.13604881848995515,,,,,,0.13604881848995515,,0.09071827715633173,,,,,,0.13604881848995515,,0.09071827715633173,,,,,,0.08358375654896634,,,,0.08358375654896634,,,,0.19110776245283978,,0.19110776245283978,,,,,
-> Degridding Kernel Update [Mvis/s],,0.011537395197564136,0.07563891364452953,0.011537395197586677,0.008185103858703842,0.008745245440997643,0.008739713466999725,,,0.011537395197564136,0.07563891364452953,0.009442226291770174,0.008185103858703842,0.008745245440997643,0.008739713466999725,,,0.011537395197564136,0.07563891364452953,0.009442226291770174,0.008185103858703842,0.008745245440997643,0.008739713466999725,,,0.010603691005106313,0.07561465132700039,,,0.010603691005106313,0.07561465132700039,,,0.010661666203485909,0.07563494384629878,0.010661666203502534,0.00804446340707072,0.008046692938648072,0.008480170969685894,0.008897967192597497,
-> Phase Rotation [Mvis/s],,0.13604881848995515,1.1076869803952338,0.13604881848995515,0.010084891317673057,0.050424456588365286,0.24065248772643114,,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.010084891317673057,0.050424456588365286,0.24065248772643114,,,0.13604881848995515,1.1076869803952338,0.09071827715633171,0.010084891317673057,0.050424456588365286,0.24065248772643114,,,0.08358375654896634,0.6787666784546506,,,0.08358375654896634,0.6787666784546506,,,0.1911077624528398,1.5554012076946695,0.19110776245283978,0.014166242199847292,0.07083121099923648,0.07083121099923648,10.51809704906536,
-> Reprojection [Mvis/s],,9.582666281898154,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.582666281898154,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.582666281898154,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.682337666395286,,,,9.682337666395286,,,,9.596634409283247,,9.596634409283245,1.3164107557315834,0.16455134446644792,1.3164107557315832,1.3164107557315834,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,47.91333140949077,,47.91333140949077,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,47.91333140949077,,21.29481395977367,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,47.91333140949077,,21.29481395977367,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,48.411688331976436,,,,48.411688331976436,,,,47.98317204641623,,47.98317204641622,1.3164107557315834,0.16455134446644792,0.5265643022926333,0.0040173668082628886,
