,hpso01 (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=64] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=64] [Bmax=32500.0]
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max3 [lambda],189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,14.500452378669118,,497.87250865477796,497.87250865477796,14.500452378669118,,207.4468786061575,207.4468786061575,6.041855157778799,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W stack [lambda],(undefined),43.968849961911445,5.523976040696204,29.603535675665135,38.965719007758466,20.679983183596015,20.10953617431195,(undefined),(undefined),43.968849961911445,5.523976040696204,29.60353567574046,38.965719007758466,20.679983183596015,20.10953617431195,(undefined),(undefined),43.968849961911445,5.523976040696204,29.60353567574046,38.965719007758466,20.679983183596015,20.10953617431195,(undefined),(undefined),143.90986739797754,14.50044628316408,(undefined),(undefined),143.90986739797754,14.50044628316408,(undefined),(undefined),39.12810658892343,6.041848736001472,23.379981160108716,13.813387955399424,14.158837534559819,21.113487026093086,86.11254911026109,(undefined)
Delta W theory [lambda],(undefined),100.63937084657701,12.587303150687525,44.446252284836,81.42182316591781,12.587303150687525,12.587303150687525,(undefined),(undefined),100.63937084657701,12.587303150687525,44.446252284836,81.42182316591781,12.587303150687525,12.587303150687525,(undefined),(undefined),100.63937084657701,12.587303150687525,44.446252284836,81.42182316591781,12.587303150687525,12.587303150687525,(undefined),(undefined),213.49087800652876,89.35330487828081,(undefined),(undefined),213.49087800652876,89.35330487828081,(undefined),(undefined),95.02867157184744,15.152462172657435,36.810035269866255,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),2.6981193008528086,0.18455205923435844,4.966105869132538,3.161399749960686,11.342095968603218,11.105135497739544,(undefined),(undefined),2.6981193008528086,0.18455205923435844,4.966105869132537,3.161399749960686,11.342095968603218,11.105135497739544,(undefined),(undefined),2.6981193008528086,0.18455205923435844,4.966105869132537,3.161399749960686,11.342095968603218,11.105135497739544,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.012751334709158,0.17264561380323334,5.653625780023188,7.312275226826833,7.4496743256201805,10.069128597406717,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,4.293762877435828,0.5223241974335304,5.869984498430129,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,0.5223241974335304,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,0.5223241974335304,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,5.345906648726479,0.254136932091098,,,5.345906648726479,0.254136932091098,,,4.105531844491613,0.4886127695866622,5.653625780023188,7.312275226826833,7.4496743256201805,10.069128597406717,19.856457837827552,
W kernel support pred2 [uv-pixels],,4.293762877435828,1.4792330461194296,5.869984498430129,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,1.4792330461194296,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,1.4792330461194296,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,5.963333225716726,0.7193736457952092,,,5.963333225716726,0.7193736457952092,,,4.105531844491613,1.3836854797576588,5.653625780023188,7.312275226826833,7.4496743256201805,10.069128597406717,29.16086872733185,
W kernel support pred3 [uv-pixels],,4.293762877435828,4.194497970033475,5.869984498430129,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,4.194497970033475,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,4.194497970033475,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,5.963333225716726,2.037892469650513,,,5.963333225716726,2.037892469650513,,,4.105531844491613,3.9231359149225455,5.653625780023188,7.312275226826833,7.4496743256201805,10.069128597406717,29.16086872733185,
AW kernel support pred0 [uv-pixels],(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,14.479058704246121,14.294195829886858,(undefined),(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,14.479058704246121,14.294195829886858,(undefined),(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,14.479058704246121,14.294195829886858,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.49087301594494,9.001655764800468,10.628428127458113,11.596092833056547,11.6832207698821,13.505086105283214,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,9.97178016442631,9.015144068023794,10.745078781089044,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.015144068023794,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.015144068023794,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,10.467985379092672,9.003587372833826,,,10.467985379092672,9.003587372833826,,,9.892188419461828,9.013253709876537,10.628428127458113,11.596092833056547,11.6832207698821,13.505086105283214,21.800892593318814,
AW kernel support pred2 [uv-pixels],,9.97178016442631,9.120752732353388,10.745078781089044,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.120752732353388,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.120752732353388,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,10.796357865546002,9.028704139701594,,,10.796357865546002,9.028704139701594,,,9.892188419461828,9.105744643184991,10.628428127458113,11.596092833056547,11.6832207698821,13.505086105283214,30.518130102165184,
AW kernel support pred3 [uv-pixels],,9.97178016442631,9.929441737611182,10.745078781089044,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.929441737611182,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.929441737611182,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,10.796357865546002,9.227838626561383,,,10.796357865546002,9.227838626561383,,,9.892188419461828,9.81789159682236,10.628428127458113,11.596092833056547,11.6832207698821,13.505086105283214,30.518130102165184,
W kernel support bw0 [uv-pixels],(undefined),2.6981193008528086,0.18455205923435844,4.966105869132538,3.161399749960686,11.342095968603218,11.105135497739544,(undefined),(undefined),2.6981193008528086,0.18455205923435844,4.966105869132537,3.161399749960686,11.342095968603218,11.105135497739544,(undefined),(undefined),2.6981193008528086,0.18455205923435844,4.966105869132537,3.161399749960686,11.342095968603218,11.105135497739544,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.1731796300291037,0.08981558727294352,(undefined),(undefined),3.012751334709158,0.17264561380323334,5.653625780023188,7.312275226826833,7.4496743256201805,10.069128597406717,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,4.293762877435828,0.5223241974335304,5.869984498430129,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,0.5223241974335304,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,0.5223241974335304,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,5.345906648726479,0.254136932091098,,,5.345906648726479,0.254136932091098,,,4.105531844491613,0.4886127695866622,5.653625780023188,7.312275226826833,7.4496743256201805,10.069128597406717,19.856457837827552,
W kernel support bw2 [uv-pixels],,4.293762877435828,1.4792330461194296,5.869984498430129,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,1.4792330461194296,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,1.4792330461194296,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,5.963333225716726,0.7193736457952092,,,5.963333225716726,0.7193736457952092,,,4.105531844491613,1.3836854797576588,5.653625780023188,7.312275226826833,7.4496743256201805,10.069128597406717,29.16086872733185,
W kernel support bw3 [uv-pixels],,4.293762877435828,4.194497970033475,5.869984498430129,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,4.194497970033475,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,4.293762877435828,4.194497970033475,5.869984498441377,4.594410779281318,11.342095968603218,11.105135497739544,,,5.963333225716726,2.037892469650513,,,5.963333225716726,2.037892469650513,,,4.105531844491613,3.9231359149225455,5.653625780023188,7.312275226826833,7.4496743256201805,10.069128597406717,29.16086872733185,
AW kernel support bw0 [uv-pixels],(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,14.479058704246121,14.294195829886858,(undefined),(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,14.479058704246121,14.294195829886858,(undefined),(undefined),9.395735615779875,9.001891993496013,10.279212397038629,9.53910102572834,14.479058704246121,14.294195829886858,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.543011524903008,9.000448146604544,(undefined),(undefined),9.49087301594494,9.001655764800468,10.628428127458113,11.596092833056547,11.6832207698821,13.505086105283214,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,9.97178016442631,9.015144068023794,10.745078781089044,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.015144068023794,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.015144068023794,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,10.467985379092672,9.003587372833826,,,10.467985379092672,9.003587372833826,,,9.892188419461828,9.013253709876537,10.628428127458113,11.596092833056547,11.6832207698821,13.505086105283214,21.800892593318814,
AW kernel support bw2 [uv-pixels],,9.97178016442631,9.120752732353388,10.745078781089044,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.120752732353388,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.120752732353388,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,10.796357865546002,9.028704139701594,,,10.796357865546002,9.028704139701594,,,9.892188419461828,9.105744643184991,10.628428127458113,11.596092833056547,11.6832207698821,13.505086105283214,30.518130102165184,
AW kernel support bw3 [uv-pixels],,9.97178016442631,9.929441737611182,10.745078781089044,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.929441737611182,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,9.97178016442631,9.929441737611182,10.745078781095188,10.104880524220777,14.479058704246121,14.294195829886858,,,10.796357865546002,9.227838626561383,,,10.796357865546002,9.227838626561383,,,9.892188419461828,9.81789159682236,10.628428127458113,11.596092833056547,11.6832207698821,13.505086105283214,30.518130102165184,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.0023772419225918167,3.8948731659744324,0.005097724624974644,3.8948731659744324,0.23212530511992968,0.18570024409594374,0.16312718799918857,0.029869480224460804,0.0023772419225918167,3.8948731659744324,0.005097724624974644,3.8948731659744324,0.23212530511992968,0.18570024409594374,0.16312718799918857,0.029869480224460804,0.0023772419225918167,3.8948731659744324,0.005097724624974644,3.8948731659744324,0.23212530511992968,0.18570024409594374,0.16312718799918857,0.029869480224460804,0.0023833995088161372,3.8501261096150308,0.0036182439546422035,(undefined),0.0023833995088161372,3.8501261096150308,0.0036182439546422035,(undefined),0.002378107743274917,3.896291726581624,0.005097724624974644,3.896291726581624,0.3260664271842334,1.630332135921167,0.2608531417473867,0.0037336850280576006,0.014934740112230402
Snapshot vis size1 [GB],0.0006709450464638754,1.0992763641264136,0.001438765256854733,1.0992763641264136,0.06551429290769509,0.05241143432615607,0.04604048821935145,0.008430265176883202,0.0006709450464638754,1.0992763641264136,0.001438765256854733,1.0992763641264136,0.06551429290769509,0.05241143432615607,0.04604048821935145,0.008430265176883202,0.0006709450464638754,1.0992763641264136,0.001438765256854733,1.0992763641264136,0.06551429290769509,0.05241143432615607,0.04604048821935145,0.008430265176883202,0.0006726829436194488,1.086647100136551,0.001021201433137391,,0.0006726829436194488,1.086647100136551,0.001021201433137391,,0.0006711894128840245,1.0996767340691858,0.001438765256854733,1.0996767340691858,0.09202793037526269,0.46013965187631356,0.07362234430021017,0.0010537831471104002,0.004215132588441601
Snapshot vis size2 [GB],0.0007590433899259537,1.2436166900546826,0.0016276821233369091,1.2436166900546826,0.07411663777733274,0.059293310221866194,0.052085827946781085,0.009537199941427203,0.0007590433899259537,1.2436166900546826,0.0016276821233369091,1.2436166900546826,0.07411663777733274,0.059293310221866194,0.052085827946781085,0.009537199941427203,0.0007590433899259537,1.2436166900546826,0.0016276821233369091,1.2436166900546826,0.07411663777733274,0.059293310221866194,0.052085827946781085,0.009537199941427203,0.0007610094814192309,1.229329142361086,0.0011552901414074032,,0.0007610094814192309,1.229329142361086,0.0011552901414074032,,0.0007593198428439855,1.244069630515586,0.0016276821233369091,1.244069630515586,0.10411164462434111,0.5205582231217056,0.0832893156994729,0.0011921499926784004,0.004768599970713602
Snapshot vis size3 [GB],0.0009543594578834197,1.5636225357961948,0.0020465151919521795,1.5636225357961948,0.0931882355977269,0.07455058847818152,0.06548848614246973,0.011991299952844802,0.0009543594578834197,1.5636225357961948,0.0020465151919521795,1.5636225357961948,0.0931882355977269,0.07455058847818152,0.06548848614246973,0.011991299952844802,0.0009543594578834197,1.5636225357961948,0.0020465151919521795,1.5636225357961948,0.0931882355977269,0.07455058847818152,0.06548848614246973,0.011991299952844802,0.0009568314615087411,1.5456585347228509,0.0014525679133562915,,0.0009568314615087411,1.5456585347228509,0.0014525679133562915,,0.0009547070473104337,1.5641920263134148,0.0020465151919521795,1.5641920263134148,0.13090151899317667,0.6545075949658834,0.10472121519454135,0.0014989124941056002,0.005995649976422401
Facet size [GB],(undefined),0.08722355797923297,0.24228766105342497,0.1962530054532742,0.1076834049126333,0.6730212807039582,0.6730212807039582,(undefined),(undefined),0.08722355797923297,0.24228766105342497,0.19625300545327415,0.1076834049126333,0.6730212807039582,0.6730212807039582,(undefined),(undefined),0.08722355797923297,0.24228766105342497,0.19625300545327415,0.1076834049126333,0.6730212807039582,0.6730212807039582,(undefined),(undefined),0.28554375658719666,0.2448077474170067,(undefined),(undefined),0.28554375658719666,0.2448077474170067,(undefined),(undefined),0.11055322839494298,0.24264083049644533,0.28301626469105406,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706,(undefined)
Image size [GB],0.6730212807039583,4.906325136331856,0.24228766105342492,4.906325136331856,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6740023069345706,4.913476817553018,0.24264083049644541,4.913476817553018,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706
Image cube size [GB],352856.9812177169,1570.0240436261938,38.76602576854799,1570.0240436261938,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,178263.56149689938,793.1771016311017,19.58461979336053,(undefined),178263.56149689938,793.1771016311017,19.58461979336053,(undefined),176685.6607490561,786.1562908084829,19.411266439715632,786.1562908084829,53.920184554765655,53.920184554765655,1348.0046138691414,176685.6607490561,44171.41518726402
Calibration output [GB],0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.0393216,0.0,(undefined),0.0,0.0393216,0.0,(undefined),0.0,0.3538944,0.0,2.4895488,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,1.4358778870947841,0.0,448.71183971712,0.0,0.0,0.0,0.0,0.0,1.4358778870947841,0.0,448.71183971712,0.0,0.0,0.0,0.0,0.0,1.4358778870947841,0.0,448.71183971712,0.0,0.0,0.0,0.0,0.0,2.3931298118246405,0.0,(undefined),0.0,2.3931298118246405,0.0,(undefined),0.0,1.02562706221056,0.0,443.5837044060672,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.05461333333333333,0.0,(undefined),0.0,0.05461333333333333,0.0,(undefined),0.0,0.023405714285714287,0.0,10.122971428571429,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.002296160163803308,0.00031497395936945245,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0010205156283570258,0.00031497395936945245,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0010205156283570258,0.00031497395936945245,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.0032193100108607394,0.0003066710496552297,0.0003066710496552297,0.021905074975373546,2.8711419871721615,(undefined)
Working (cache) memory [TeraBytes],(undefined),0.0005252779049329706,6.045467757692312e-06,0.0005964901926059794,7.150261410034373e-05,0.00011952806711150786,0.0001121919068075647,(undefined),(undefined),0.0005252779049329706,6.045467757692312e-06,0.00026510675227084813,7.150261410034373e-05,0.00011952806711150786,0.0001121919068075647,(undefined),(undefined),0.0005252779049329706,6.045467757692312e-06,0.00026510675227084813,7.150261410034373e-05,0.00011952806711150786,0.0001121919068075647,(undefined),(undefined),0.0001302922071384454,2.079960042415444e-07,(undefined),(undefined),0.0001302922071384454,2.079960042415444e-07,(undefined),(undefined),0.0002539663824682668,3.4624861628992384e-06,0.00025906525355181404,2.2420514373338298e-05,2.370826896183996e-05,5.854147303197948e-05,0.0014219664743805982,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.01936425747770081,0.01936425747770081,0.015206706043850588,0.01936425747770081,0.009682128738850404,0.01936425747770081,0.030413412087701177,0.030413412087701177,0.01936425747770081,0.01936425747770081,0.015206706043850588,0.01936425747770081,0.009682128738850404,0.01936425747770081,0.030413412087701177,0.030413412087701177,0.01936425747770081,0.01936425747770081,0.015206706043850588,0.01936425747770081,0.009682128738850404,0.01936425747770081,0.030413412087701177,0.030413412087701177,0.0012942943479257595,0.0012942943479257595,0.0010137804029233726,0.002102152,0.0012942943479257595,0.0012942943479257595,0.0010137804029233726,0.00077309411328,0.011622786106754154,0.011622786106754154,0.009124023626310353,0.011622786106754154,0.005811393053377077,0.005811393053377077,0.011622786106754154,0.018248047252620705,0.018248047252620705
Total buffer ingest rate [TeraBytes/s],0.0010757920820944893,0.0010757920820944893,0.0008448170024361437,0.0010757920820944893,0.0005378960410472447,0.0010757920820944893,0.0016896340048722874,0.0016896340048722874,0.0010757920820944893,0.0010757920820944893,0.0008448170024361437,0.0010757920820944893,0.0005378960410472447,0.0010757920820944893,0.0016896340048722874,0.0016896340048722874,0.0010757920820944893,0.0010757920820944893,0.0008448170024361437,0.0010757920820944893,0.0005378960410472447,0.0010757920820944893,0.0016896340048722874,0.0016896340048722874,0.0005392893116357331,0.0005392893116357331,0.00042240850121807186,(undefined),0.0005392893116357331,0.0005392893116357331,0.00042240850121807186,(undefined),0.0005380919493867664,0.0005380919493867664,0.00042240850121807186,0.0005380919493867664,0.0002690459746933832,0.0002690459746933832,0.0005380919493867664,0.0008448170024361437,0.0008448170024361437
Output size [TB],0.0,0.0,0.0,0.0,0.028967912755547484,1.1872095391617823,3.5616286174853466,2.9406779127701177,0.0,0.0,0.0,0.0,0.028967912755547484,1.1872095391617823,3.5616286174853466,2.9406779127701177,0.0,0.0,0.0,0.0,0.028967912755547484,1.1872095391617823,3.5616286174853466,2.9406779127701177,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.016645160972056153,0.016645160972056153,0.5944700347162911,77.91837639033372,3.5288134953241417
Buffer Read Rate [TeraBytes/s],0.0010401851674602296,0.002080370334920459,0.0016337099515389543,0.010401851674602296,0.0037195557712214745,0.007439111542442949,0.019604519418467452,0.019604519418467452,0.0010401851674602296,0.002080370334920459,0.0016337099515389543,0.010401851674602296,0.0037195557712214745,0.007439111542442949,0.019604519418467452,0.019604519418467452,0.0010401851674602296,0.002080370334920459,0.0016337099515389543,0.010401851674602296,0.0037195557712214745,0.007439111542442949,0.019604519418467452,0.019604519418467452,0.0005214397393975769,0.0010282347849114024,0.0005797842754034631,0.0008758966666666667,0.0005214397393975769,0.0010282347849114024,0.0005797842754034631,0.0003221225472,0.0005202820078319873,0.0010405640156639746,0.0008168549757694772,0.005202820078319873,0.002612430084708056,0.002612430084708056,0.005224860169416112,0.009802259709233726,0.009802259709233726
Facet visibility rate [TeraBytes/s],0.0,1.199519081821897e-05,0.0002983985677266171,0.00019638947959334515,7.980610499948627e-05,0.0008862851306154288,0.0024552678807266445,(undefined),0.0,1.199519081821897e-05,0.0002983985677266171,0.00019638947959334515,7.980610499948627e-05,0.0008862851306154288,0.0024552678807266445,(undefined),0.0,1.199519081821897e-05,0.0002983985677266171,0.00019638947959334515,7.980610499948627e-05,0.0008862851306154288,0.0024552678807266445,(undefined),0.0,9.271571402159395e-06,9.857240436569631e-05,(undefined),0.0,9.271571402159395e-06,9.857240436569631e-05,(undefined),0.0,1.0316903004694288e-05,0.00017972551621802765,0.00019092996370420693,0.0003112291377942915,0.0003112291377942915,0.000622458275588583,0.001820560720145091,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.0037680577047028646,0.038766025768548,0.03391251934232578,0.014214209448467598,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.014214209448467598,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0037680577047028646,0.038766025768548,0.015072230818811455,0.014214209448467598,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0019036250439146444,0.019584619793360535,(undefined),0.0,0.0019036250439146444,0.019584619793360535,(undefined),0.0,0.00188677509794036,0.019411266439715625,0.016980975881463245,0.0049426835841868515,0.0009885367168373704,0.024713417920934257,3.2392371137326954,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
