,hpso01 (Ingest) [Nf_max=8192] [Na=512],hpso01 (RCAL) [Nf_max=8192] [Na=512],hpso01 (FastImg) [Nf_max=8192] [Na=512],hpso01 (ICAL) [Nf_max=8192] [Na=512],hpso01 (DPrepA) [Nf_max=8192] [Na=512],hpso01 (DPrepB) [Nf_max=8192] [Na=512],hpso01 (DPrepC) [Nf_max=8192] [Na=512],hpso01 (DPrepD) [Nf_max=8192] [Na=512],hpso02a (Ingest) [Nf_max=8192] [Na=512],hpso02a (RCAL) [Nf_max=8192] [Na=512],hpso02a (FastImg) [Nf_max=8192] [Na=512],hpso02a (ICAL) [Nf_max=8192] [Na=512],hpso02a (DPrepA) [Nf_max=8192] [Na=512],hpso02a (DPrepB) [Nf_max=8192] [Na=512],hpso02a (DPrepC) [Nf_max=8192] [Na=512],hpso02a (DPrepD) [Nf_max=8192] [Na=512],hpso02b (Ingest) [Nf_max=8192] [Na=512],hpso02b (RCAL) [Nf_max=8192] [Na=512],hpso02b (FastImg) [Nf_max=8192] [Na=512],hpso02b (ICAL) [Nf_max=8192] [Na=512],hpso02b (DPrepA) [Nf_max=8192] [Na=512],hpso02b (DPrepB) [Nf_max=8192] [Na=512],hpso02b (DPrepC) [Nf_max=8192] [Na=512],hpso02b (DPrepD) [Nf_max=8192] [Na=512],hpso04a (Ingest) [Nf_max=8192] [Na=512],hpso04a (RCAL) [Nf_max=8192] [Na=512],hpso04a (FastImg) [Nf_max=8192] [Na=512],hpso04a (PSS) [Nf_max=8192] [Na=512],hpso05a (Ingest) [Nf_max=8192] [Na=512],hpso05a (RCAL) [Nf_max=8192] [Na=512],hpso05a (FastImg) [Nf_max=8192] [Na=512],hpso05a (PST) [Nf_max=8192] [Na=512],max_low (Ingest) [Nf_max=8192] [Na=512],max_low (RCAL) [Nf_max=8192] [Na=512],max_low (FastImg) [Nf_max=8192] [Na=512],max_low (ICAL) [Nf_max=8192] [Na=512],max_low (DPrepA) [Nf_max=8192] [Na=512],max_low (DPrepA_Image) [Nf_max=8192] [Na=512],max_low (DPrepB) [Nf_max=8192] [Na=512],max_low (DPrepC) [Nf_max=8192] [Na=512],max_low (DPrepD) [Nf_max=8192] [Na=512]
Delta W earth4 [lambda],22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,58.001809514676474,58.001809514676474,58.001809514676474,,58.001809514676474,58.001809514676474,58.001809514676474,,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W snapshot4 [lambda],379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,1.660104632481867,,995.7450173095559,995.7450173095559,1.660104632481867,,414.893757212315,414.893757212315,0.6917102635341112,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max3 [lambda],189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,14.500452378669118,,497.87250865477796,497.87250865477796,14.500452378669118,,207.4468786061575,207.4468786061575,6.041855157778799,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W max4 [lambda],379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,58.001809514676474,,995.7450173095559,995.7450173095559,58.001809514676474,,414.893757212315,414.893757212315,24.167420631115196,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W stack [lambda],(undefined),2.487031506524725,17.978567057220566,2.4870315065427255,5.317820213862109,8.599713858901284,8.394287630214023,(undefined),(undefined),2.487031506524725,17.978567057220566,3.4199849173106913,5.317820213862109,8.599713858901284,8.394287630214023,(undefined),(undefined),2.487031506524725,17.978567057220566,3.4199849173106913,5.317820213862109,8.599713858901284,8.394287630214023,(undefined),(undefined),13.623139910181857,58.00180257885792,(undefined),(undefined),13.623139910181857,58.00180257885792,(undefined),(undefined),2.6614264649678674,19.728080397029235,2.66142646499475,5.597246863360384,5.912588979125438,8.937255002317816,34.778196941435425,(undefined)
Delta W theory [lambda],(undefined),1.0,12.587303150687525,1.0,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),1.3581201072478302,15.152462172657435,1.3581201072478302,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),10.26998069826319,0.18455205923435844,10.269980698319277,4.076149389540945,5.853241585656062,5.747626656681987,(undefined),(undefined),10.26998069826319,0.18455205923435844,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,(undefined),(undefined),10.26998069826319,0.18455205923435844,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,(undefined),(undefined),8.67140619381916,0.08981558727294352,(undefined),(undefined),8.67140619381916,0.08981558727294352,(undefined),(undefined),9.446967064055595,0.17264561380323334,9.44696706412757,3.703890584029355,3.8598166497949897,5.267592524101456,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,10.26998069826319,0.5223241974335304,10.269980698319277,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,0.5223241974335304,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,0.5223241974335304,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,8.67140619381916,0.254136932091098,,,8.67140619381916,0.254136932091098,,,9.446967064055595,0.4886127695866622,9.44696706412757,3.703890584029355,3.8598166497949897,5.267592524101456,14.677481698165474,
W kernel support pred2 [uv-pixels],,10.26998069826319,1.4792330461194296,10.269980698319277,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,1.4792330461194296,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,1.4792330461194296,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,8.67140619381916,0.7193736457952092,,,8.67140619381916,0.7193736457952092,,,9.446967064055595,1.3836854797576588,9.44696706412757,3.703890584029355,3.8598166497949897,5.267592524101456,14.677481698165474,
W kernel support pred3 [uv-pixels],,10.26998069826319,4.194501294411046,10.269980698319277,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,4.194501294411046,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,4.194501294411046,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,8.67140619381916,2.037893113490042,,,8.67140619381916,2.037893113490042,,,9.446967064055595,3.923139052367293,9.44696706412757,3.703890584029355,3.8598166497949897,5.267592524101456,14.677481698165474,
W kernel support pred4 [uv-pixels],,10.26998069826319,10.20499478582849,10.269980698319277,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,10.20499478582849,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,10.20499478582849,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,8.67140619381916,5.782075196390473,,,8.67140619381916,5.782075196390473,,,9.446967064055595,9.566559052808294,9.44696706412757,3.703890584029355,3.8598166497949897,5.267592524101456,14.677481698165474,
AW kernel support pred0 [uv-pixels],(undefined),13.655493529810576,9.001891993496013,13.655493529852755,9.880030052882178,10.735941368135983,10.678727086343267,(undefined),(undefined),13.655493529810576,9.001891993496013,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,(undefined),(undefined),13.655493529810576,9.001891993496013,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,(undefined),(undefined),12.49773120923175,9.000448146604544,(undefined),(undefined),12.49773120923175,9.000448146604544,(undefined),(undefined),13.047803903697783,9.001655764800468,13.047803903749898,9.732358679090147,9.792761845875484,10.428208427144593,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,13.655493529810576,9.015144068023794,13.655493529852755,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.015144068023794,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.015144068023794,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,12.49773120923175,9.003587372833826,,,12.49773120923175,9.003587372833826,,,13.047803903697783,9.013253709876537,13.047803903749898,9.732358679090147,9.792761845875484,10.428208427144593,17.217098158516215,
AW kernel support pred2 [uv-pixels],,13.655493529810576,9.120752732353388,13.655493529852755,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.120752732353388,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.120752732353388,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,12.49773120923175,9.028704139701594,,,12.49773120923175,9.028704139701594,,,13.047803903697783,9.105744643184991,13.047803903749898,9.732358679090147,9.792761845875484,10.428208427144593,17.217098158516215,
AW kernel support pred3 [uv-pixels],,13.655493529810576,9.92944314192976,13.655493529852755,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.92944314192976,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.92944314192976,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,12.49773120923175,9.227838768748084,,,12.49773120923175,9.227838768748084,,,13.047803903697783,9.817892850515804,13.047803903749898,9.732358679090147,9.792761845875484,10.428208427144593,17.217098158516215,
AW kernel support pred4 [uv-pixels],,13.655493529810576,13.606686539300693,13.655493529852755,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,13.606686539300693,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,13.606686539300693,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,12.49773120923175,10.69730777236562,,,12.49773120923175,10.69730777236562,,,13.047803903697783,13.134650818003053,13.047803903749898,9.732358679090147,9.792761845875484,10.428208427144593,17.217098158516215,
W kernel support bw0 [uv-pixels],(undefined),10.26998069826319,0.18455205923435844,10.269980698319277,4.076149389540945,5.853241585656062,5.747626656681987,(undefined),(undefined),10.26998069826319,0.18455205923435844,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,(undefined),(undefined),10.26998069826319,0.18455205923435844,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,(undefined),(undefined),8.67140619381916,0.08981558727294352,(undefined),(undefined),8.67140619381916,0.08981558727294352,(undefined),(undefined),9.446967064055595,0.17264561380323334,9.44696706412757,3.703890584029355,3.8598166497949897,5.267592524101456,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,10.26998069826319,0.5223241974335304,10.269980698319277,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,0.5223241974335304,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,0.5223241974335304,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,8.67140619381916,0.254136932091098,,,8.67140619381916,0.254136932091098,,,9.446967064055595,0.4886127695866622,9.44696706412757,3.703890584029355,3.8598166497949897,5.267592524101456,14.677481698165474,
W kernel support bw2 [uv-pixels],,10.26998069826319,1.4792330461194296,10.269980698319277,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,1.4792330461194296,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,1.4792330461194296,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,8.67140619381916,0.7193736457952092,,,8.67140619381916,0.7193736457952092,,,9.446967064055595,1.3836854797576588,9.44696706412757,3.703890584029355,3.8598166497949897,5.267592524101456,14.677481698165474,
W kernel support bw3 [uv-pixels],,10.26998069826319,4.194501294411046,10.269980698319277,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,4.194501294411046,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,4.194501294411046,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,8.67140619381916,2.037893113490042,,,8.67140619381916,2.037893113490042,,,9.446967064055595,3.923139052367293,9.44696706412757,3.703890584029355,3.8598166497949897,5.267592524101456,14.677481698165474,
W kernel support bw4 [uv-pixels],,10.26998069826319,10.20499478582849,10.269980698319277,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,10.20499478582849,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,10.26998069826319,10.20499478582849,7.084817396173627,4.076149389540945,5.853241585656062,5.747626656681987,,,8.67140619381916,5.782075196390473,,,8.67140619381916,5.782075196390473,,,9.446967064055595,9.566559052808294,9.44696706412757,3.703890584029355,3.8598166497949897,5.267592524101456,14.677481698165474,
AW kernel support bw0 [uv-pixels],(undefined),13.655493529810576,9.001891993496013,13.655493529852755,9.880030052882178,10.735941368135983,10.678727086343267,(undefined),(undefined),13.655493529810576,9.001891993496013,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,(undefined),(undefined),13.655493529810576,9.001891993496013,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,(undefined),(undefined),12.49773120923175,9.000448146604544,(undefined),(undefined),12.49773120923175,9.000448146604544,(undefined),(undefined),13.047803903697783,9.001655764800468,13.047803903749898,9.732358679090147,9.792761845875484,10.428208427144593,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,13.655493529810576,9.015144068023794,13.655493529852755,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.015144068023794,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.015144068023794,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,12.49773120923175,9.003587372833826,,,12.49773120923175,9.003587372833826,,,13.047803903697783,9.013253709876537,13.047803903749898,9.732358679090147,9.792761845875484,10.428208427144593,17.217098158516215,
AW kernel support bw2 [uv-pixels],,13.655493529810576,9.120752732353388,13.655493529852755,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.120752732353388,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.120752732353388,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,12.49773120923175,9.028704139701594,,,12.49773120923175,9.028704139701594,,,13.047803903697783,9.105744643184991,13.047803903749898,9.732358679090147,9.792761845875484,10.428208427144593,17.217098158516215,
AW kernel support bw3 [uv-pixels],,13.655493529810576,9.92944314192976,13.655493529852755,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.92944314192976,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,9.92944314192976,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,12.49773120923175,9.227838768748084,,,12.49773120923175,9.227838768748084,,,13.047803903697783,9.817892850515804,13.047803903749898,9.732358679090147,9.792761845875484,10.428208427144593,17.217098158516215,
AW kernel support bw4 [uv-pixels],,13.655493529810576,13.606686539300693,13.655493529852755,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,13.606686539300693,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,13.655493529810576,13.606686539300693,11.454022766570898,9.880030052882178,10.735941368135983,10.678727086343267,,,12.49773120923175,10.69730777236562,,,12.49773120923175,10.69730777236562,,,13.047803903697783,13.134650818003053,13.047803903749898,9.732358679090147,9.792761845875484,10.428208427144593,17.217098158516215,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.24227467293173763,396.9428241313589,0.3307856867761324,396.9428241313589,39.69428241313589,31.75542593050871,10.585141976836235,1.938197383453901,0.24227467293173763,396.9428241313589,0.3307856867761324,396.9428241313589,39.69428241313589,31.75542593050871,10.585141976836235,1.938197383453901,0.24227467293173763,396.9428241313589,0.3307856867761324,396.9428241313589,39.69428241313589,31.75542593050871,10.585141976836235,1.938197383453901,0.24227467293173763,396.9428241313589,0.3307856867761324,(undefined),0.24227467293173763,396.9428241313589,0.3307856867761324,(undefined),0.24227467293173763,396.9428241313589,0.3307856867761324,396.9428241313589,39.69428241313589,198.47141206567946,31.75542593050871,0.24227467293173763,0.9690986917269505
Snapshot vis size1 [GB],0.06837881754583042,112.03185466708854,0.09335987888924045,112.03185466708854,11.203185466708854,8.962548373367083,2.987516124455694,0.5470305403666433,0.06837881754583042,112.03185466708854,0.09335987888924045,112.03185466708854,11.203185466708854,8.962548373367083,2.987516124455694,0.5470305403666433,0.06837881754583042,112.03185466708854,0.09335987888924045,112.03185466708854,11.203185466708854,8.962548373367083,2.987516124455694,0.5470305403666433,0.06837881754583042,112.03185466708854,0.09335987888924045,,0.06837881754583042,112.03185466708854,0.09335987888924045,,0.06837881754583042,112.03185466708854,0.09335987888924045,112.03185466708854,11.203185466708854,56.01592733354427,8.962548373367083,0.06837881754583042,0.27351527018332167
Snapshot vis size2 [GB],0.07735728841379842,126.74218133716732,0.10561848444763944,126.74218133716732,12.674218133716732,10.139374506973386,3.3797915023244616,0.6188583073103874,0.07735728841379842,126.74218133716732,0.10561848444763944,126.74218133716732,12.674218133716732,10.139374506973386,3.3797915023244616,0.6188583073103874,0.07735728841379842,126.74218133716732,0.10561848444763944,126.74218133716732,12.674218133716732,10.139374506973386,3.3797915023244616,0.6188583073103874,0.07735728841379842,126.74218133716732,0.10561848444763944,,0.07735728841379842,126.74218133716732,0.10561848444763944,,0.07735728841379842,126.74218133716732,0.10561848444763944,126.74218133716732,12.674218133716732,63.37109066858366,10.139374506973386,0.07735728841379842,0.3094291536551937
Snapshot vis size3 [GB],0.0972627662841856,159.3553162800097,0.13279609690000807,159.3553162800097,15.935531628000968,12.748425302400776,4.249475100800258,0.7781021302734848,0.0972627662841856,159.3553162800097,0.13279609690000807,159.3553162800097,15.935531628000968,12.748425302400776,4.249475100800258,0.7781021302734848,0.0972627662841856,159.3553162800097,0.13279609690000807,159.3553162800097,15.935531628000968,12.748425302400776,4.249475100800258,0.7781021302734848,0.0972627662841856,159.3553162800097,0.13279609690000807,,0.0972627662841856,159.3553162800097,0.13279609690000807,,0.0972627662841856,159.3553162800097,0.13279609690000807,159.3553162800097,15.935531628000968,79.67765814000485,12.748425302400776,0.0972627662841856,0.3890510651367424
Snapshot vis size4 [GB],0.03799045482444801,62.243561184375615,0.05186963432031301,62.243561184375615,6.224356118437561,4.9794848947500485,1.659828298250016,0.3039236385955841,0.03799045482444801,62.243561184375615,0.05186963432031301,62.243561184375615,6.224356118437561,4.9794848947500485,1.659828298250016,0.3039236385955841,0.03799045482444801,62.243561184375615,0.05186963432031301,62.243561184375615,6.224356118437561,4.9794848947500485,1.659828298250016,0.3039236385955841,0.03799045482444801,62.243561184375615,0.05186963432031301,,0.03799045482444801,62.243561184375615,0.05186963432031301,,0.03799045482444801,62.243561184375615,0.05186963432031301,62.243561184375615,6.224356118437561,31.121780592187807,4.9794848947500485,0.03799045482444801,0.15196181929779204
Facet size [GB],(undefined),19.62530054532742,0.9691506442136999,19.62530054532742,2.6920851228158327,2.6920851228158327,2.6920851228158327,(undefined),(undefined),19.62530054532742,0.9691506442136999,8.722355797923296,2.6920851228158327,2.6920851228158327,2.6920851228158327,(undefined),(undefined),19.62530054532742,0.9691506442136999,8.722355797923296,2.6920851228158327,2.6920851228158327,2.6920851228158327,(undefined),(undefined),19.829427540777544,0.9792309896680268,(undefined),(undefined),19.829427540777544,0.9792309896680268,(undefined),(undefined),19.653907270212084,0.9705633219857813,19.653907270212084,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826,(undefined)
Image size [GB],2.692085122815833,19.625300545327423,0.9691506442136997,19.625300545327423,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.6960092277382826,19.653907270212073,0.9705633219857817,19.653907270212073,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826
Image cube size [GB],1411427.9248708675,6280.096174504775,155.06410307419196,6280.096174504775,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),706742.6429962243,3144.6251632339317,77.64506575886253,3144.6251632339317,215.68073821906262,215.68073821906262,5392.018455476566,706742.6429962243,176685.6607490561
Calibration output [GB],0.0,2.359296,0.0,11.8784,0.0,0.0,0.0,0.0,0.0,2.359296,0.0,11.8784,0.0,0.0,0.0,0.0,0.0,2.359296,0.0,11.8784,0.0,0.0,0.0,0.0,0.0,0.3145728,0.0,(undefined),0.0,0.3145728,0.0,(undefined),0.0,2.8311552,0.0,19.9163904,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
