,hpso01 (Ingest) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (RCAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (FastImg) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (ICAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (DPrepA) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (DPrepB) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (DPrepC) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso01 (DPrepD) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (Ingest) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (RCAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (FastImg) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (ICAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (DPrepA) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (DPrepB) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (DPrepC) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02a (DPrepD) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (Ingest) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (RCAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (FastImg) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (ICAL) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (DPrepA) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (DPrepB) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (DPrepC) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso02b (DPrepD) [Nf_max=65536] [Na=64] [Bmax=8125.0],hpso04a (Ingest) [Na=64] [Bmax=8125.0],hpso04a (RCAL) [Na=64] [Bmax=8125.0],hpso04a (FastImg) [Na=64] [Bmax=8125.0],hpso04a (PSS) [Na=64] [Bmax=8125.0],hpso05a (Ingest) [Na=64] [Bmax=8125.0],hpso05a (RCAL) [Na=64] [Bmax=8125.0],hpso05a (FastImg) [Na=64] [Bmax=8125.0],hpso05a (PST) [Na=64] [Bmax=8125.0],max_low (Ingest) [Na=64] [Bmax=8125.0],max_low (RCAL) [Na=64] [Bmax=8125.0],max_low (FastImg) [Na=64] [Bmax=8125.0],max_low (ICAL) [Na=64] [Bmax=8125.0],max_low (DPrepA) [Na=64] [Bmax=8125.0],max_low (DPrepA_Image) [Na=64] [Bmax=8125.0],max_low (DPrepB) [Na=64] [Bmax=8125.0],max_low (DPrepC) [Na=64] [Bmax=8125.0],max_low (DPrepD) [Na=64] [Bmax=8125.0]
-> Identify Component [PetaFLOP/s],,,,8.39462103325638e-05,1.0260963153683917e-05,0.0010260963153683918,0.0030782889461051753,,,,,8.39355629255839e-05,1.0260963153683917e-05,0.0010260963153683918,0.0030782889461051753,,,,,8.39355629255839e-05,1.0260963153683917e-05,0.0010260963153683918,0.0030782889461051753,,,,,,,,,,,,,4.896863899014416e-05,5.985564571818358e-06,5.985564571818358e-06,0.0004275403265584542,0.056038565682669704,
-> Average [PetaFLOP/s],9.353246915302746e-07,,,,,,,,9.353246915302746e-07,,,,,,,,9.353246915302746e-07,,,,,,,,4.6887369543491637e-07,,,,4.6887369543491637e-07,,,,4.6783267413088855e-07,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],4.685678764310882e-07,,,,,,,,4.685678764310882e-07,,,,,,,,4.685678764310882e-07,,,,,,,,2.348907858135213e-07,,,,2.348907858135213e-07,,,,2.3436926730111065e-07,,,,,,,,
-> Solve [PetaFLOP/s],,2.8615951614500437e-07,,2.9886074386560562e-05,,,,,,2.8615951614500437e-07,,2.0362959194085985e-05,,,,,,2.8615951614500437e-07,,2.0362959194085985e-05,,,,,,1.0003436285410899e-07,,,,1.0003436285410899e-07,,,,1.882533763769702e-07,,2.0976918576252186e-05,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,6.130648957040257e-05,1.3042633720308273e-05,0.0005517584061356396,5.07871359181175e-05,0.00012246867819932467,0.00032512811000464417,,,6.130648957040257e-05,1.3042633720308273e-05,0.0002492486193874344,5.07871359181175e-05,0.00012246867819932467,0.00032512811000464417,,,6.130648957040257e-05,1.3042633720308273e-05,0.0002492486193874344,5.07871359181175e-05,0.00012246867819932467,0.00032512811000464417,,,2.1790685118407085e-05,3.9873038695776115e-06,,,2.1790685118407085e-05,3.9873038695776115e-06,,,5.043658953212318e-05,9.154008732518378e-06,0.00045392930577755724,3.381282248222554e-05,3.3823576560757265e-05,7.898210925894627e-05,0.0030065246576396116,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,1.0221510700691364e-06,,9.19935963062223e-06,3.855851087366427e-06,1.9279255436832134e-05,5.7837766310496404e-05,,,1.0221510700691364e-06,,4.088604280276546e-06,3.855851087366427e-06,1.9279255436832134e-05,5.7837766310496404e-05,,,1.0221510700691364e-06,,4.088604280276546e-06,3.855851087366427e-06,1.9279255436832134e-05,5.7837766310496404e-05,,,5.163913422077487e-07,,,,5.163913422077487e-07,,,,5.118205018284398e-07,,4.606384516455958e-06,1.930735775072989e-06,4.826839437682472e-08,9.653678875364944e-06,0.0012653269975518339,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,5.110755350345682e-06,,4.599679815311114e-05,3.855851087366427e-06,7.711702174732854e-06,7.711702174732854e-06,,,5.110755350345682e-06,,2.0443021401382728e-05,3.855851087366427e-06,7.711702174732854e-06,7.711702174732854e-06,,,5.110755350345682e-06,,2.0443021401382728e-05,3.855851087366427e-06,7.711702174732854e-06,7.711702174732854e-06,,,2.5819567110387435e-06,,,,2.5819567110387435e-06,,,,2.5591025091421985e-06,,2.3031922582279788e-05,1.930735775072989e-06,4.826839437682472e-08,3.861471550145978e-06,3.861471550145978e-06,
-> DFT [Tera/s],,6.697348684350133e-05,0.0001363106186973872,0.0006027613815915118,0.000136476238514399,0.000272952477028798,0.0010308697006473268,,,6.697348684350133e-05,0.0001363106186973872,0.0004018831705002512,0.000136476238514399,0.000272952477028798,0.0010308697006473268,,,6.697348684350133e-05,0.0001363106186973872,0.0004018831705002512,0.000136476238514399,0.000272952477028798,0.0010308697006473268,,,2.0573124856232694e-05,4.176413430793179e-05,,,2.0573124856232694e-05,4.176413430793179e-05,,,4.703882891309106e-05,9.570290489098655e-05,0.00042334946021781953,9.585407452991077e-05,9.585407452991077e-05,0.00019170814905982155,0.014241945305973825,
-> Subtract Visibility [Tera/s],,6.697348684350133e-05,0.0001363106186973872,0.0006027613815915118,0.000136476238514399,0.000272952477028798,0.0010308697006473268,,,6.697348684350133e-05,0.0001363106186973872,0.0004018831705002512,0.000136476238514399,0.000272952477028798,0.0010308697006473268,,,6.697348684350133e-05,0.0001363106186973872,0.0004018831705002512,0.000136476238514399,0.000272952477028798,0.0010308697006473268,,,2.0573124856232694e-05,4.176413430793179e-05,,,2.0573124856232694e-05,4.176413430793179e-05,,,4.703882891309106e-05,9.570290489098655e-05,0.00042334946021781953,9.585407452991077e-05,9.585407452991077e-05,0.00019170814905982155,0.014241945305973825,
-> Flag [Tera/s],0.0014029870372954116,6.697348684350133e-05,0.0001363106186973872,0.0006027613815915118,0.000136476238514399,0.000272952477028798,0.0010308697006473268,0.0035591900258056127,0.0014029870372954116,6.697348684350133e-05,0.0001363106186973872,0.0004018831705002512,0.000136476238514399,0.000272952477028798,0.0010308697006473268,0.0035591900258056127,0.0014029870372954116,6.697348684350133e-05,0.0001363106186973872,0.0004018831705002512,0.000136476238514399,0.000272952477028798,0.0010308697006473268,0.0035591900258056127,0.0007033105431523745,2.0573124856232694e-05,4.176413430793179e-05,,0.0007033105431523745,2.0573124856232694e-05,4.176413430793179e-05,,0.0007017490111963329,4.703882891309106e-05,9.570290489098655e-05,0.0004233494602178196,9.585407452991077e-05,9.585407452991077e-05,0.00019170814905982155,0.014241945305973825,0.0035604863264934563
-> Degrid [Tera/s],,2.9511121695754777e-05,8.317269048846498e-05,0.000265600095261793,0.00023546225809565553,9.418490323826222e-05,0.00026130774838591125,,,2.9511121695754777e-05,8.317269048846498e-05,0.00017709465684166516,0.00023546225809565553,9.418490323826222e-05,0.00026130774838591125,,,2.9511121695754777e-05,8.317269048846498e-05,0.00017709465684166516,0.00023546225809565553,9.418490323826222e-05,0.00026130774838591125,,,1.2552449270526427e-05,2.5483221890714654e-05,,,1.2552449270526427e-05,2.5483221890714654e-05,,,2.870019473655815e-05,5.839506579044093e-05,0.00025830175262902335,0.0001653166648163379,3.306333296326758e-05,6.612666592653516e-05,0.004797335733464335,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.145261972303321e-07,,,
-> Visibility Weighting [Tera/s],,1.0747048835011263e-05,4.59596944816128e-05,9.672343951510136e-05,5.055566392977408e-05,0.00010111132785954816,0.00011710852218384019,,,1.0747048835011263e-05,4.59596944816128e-05,9.672343951510136e-05,5.055566392977408e-05,0.00010111132785954816,0.00011710852218384019,,,1.0747048835011263e-05,4.59596944816128e-05,9.672343951510136e-05,5.055566392977408e-05,0.00010111132785954816,0.00011710852218384019,,,8.149553206494895e-06,2.29798472408064e-05,,,8.149553206494895e-06,2.29798472408064e-05,,,8.13145908309051e-06,2.29798472408064e-05,7.318313174781458e-05,2.527783196488704e-05,2.527783196488704e-05,5.055566392977408e-05,5.856122721514082e-05,
-> Subtract Image Component [Tera/s],,,,7.666133025518524e-06,1.285283695788809e-06,0.0001285283695788809,0.0003855851087366427,,,,,3.4071702335637873e-06,1.285283695788809e-06,0.0001285283695788809,0.0003855851087366427,,,,,3.4071702335637873e-06,1.285283695788809e-06,0.0001285283695788809,0.0003855851087366427,,,,,,,,,,,,,4.478429390998848e-06,7.508416903061624e-07,7.508416903061624e-07,5.363154930758302e-05,0.0070295944308435224,
-> Demix [Tera/s],0.0014029870372954116,,,,,,,,0.0014029870372954116,,,,,,,,0.0014029870372954116,,,,,,,,0.0007033105431523745,,,,0.0007033105431523745,,,,0.0007017490111963329,,,,,,,,
-> FFT [Tera/s],,0.00016354417121106183,0.00242287661053425,0.0014718975408995565,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00016354417121106183,0.00242287661053425,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00016354417121106183,0.00242287661053425,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,8.262261475323978e-05,0.0012240387370850334,,,8.262261475323978e-05,0.0012240387370850334,,,8.189128029255035e-05,0.0012132041524822266,0.0007370215226329533,0.0003089177240116782,6.178354480233564e-05,0.001544588620058391,0.20245231960829344,
-> Grid [Tera/s],,0.02022039411085764,0.2159127316934151,0.18198354699771874,0.02827979566385492,0.011311918265541968,0.023912916412135953,,,0.02022039411085764,0.2159127316934151,0.05393731650877814,0.02827979566385492,0.011311918265541968,0.023912916412135953,,,0.02022039411085764,0.2159127316934151,0.05393731650877814,0.02827979566385492,0.011311918265541968,0.023912916412135953,,,0.006259743826694925,0.06684093937497909,,,0.006259743826694925,0.06684093937497909,,,0.014217313283188879,0.1518118928515525,0.12795581954869992,0.019884008299019557,0.0039768016598039115,0.007953603319607823,0.4052575435910449,
-> Gridding Kernel Update [Tera/s],,1.1220377751454047,2.5957232542199898e-05,10.098339976403599,0.36477042903929174,2.020943145239692,3.4802632040882435,,,1.1220377751454047,2.5957232542199898e-05,2.8191739967459615,0.36477042903929174,2.020943145239692,3.4802632040882435,,,1.1220377751454047,2.5957232542199898e-05,2.8191739967459615,0.36477042903929174,2.020943145239692,3.4802632040882435,,,0.21584651060187435,9.127572575969063e-07,,,0.21584651060187435,9.127572575969063e-07,,,0.5124738436423237,1.4910814537052985e-05,4.612264592449975,0.17123878322256353,0.17169553566650683,0.9419228426873958,3.6106125822945767,
-> Correct [Tera/s],,6.697348684350133e-05,0.0001363106186973872,0.0006027613815915118,0.000136476238514399,0.000272952477028798,0.0010308697006473268,0.0035591900258056127,,6.697348684350133e-05,0.0001363106186973872,0.0004018831705002512,0.000136476238514399,0.000272952477028798,0.0010308697006473268,0.0035591900258056127,,6.697348684350133e-05,0.0001363106186973872,0.0004018831705002512,0.000136476238514399,0.000272952477028798,0.0010308697006473268,0.0035591900258056127,,2.0573124856232694e-05,4.176413430793179e-05,,,2.0573124856232694e-05,4.176413430793179e-05,,,4.703882891309106e-05,9.570290489098655e-05,0.0004233494602178196,9.585407452991077e-05,9.585407452991077e-05,0.00019170814905982155,0.014241945305973825,0.0035604863264934563
-> IFFT [Tera/s],,0.0008179850129147382,0.0024263987019933026,0.0073618651162326455,0.0006174742712848726,0.0012349485425697452,0.0012349485425697452,,,0.0008179850129147382,0.0024263987019933026,0.0032724683653778106,0.0006174742712848726,0.0012349485425697452,0.0012349485425697452,,,0.0008179850129147382,0.0024263987019933026,0.0032724683653778106,0.0006174742712848726,0.0012349485425697452,0.0012349485425697452,,,0.0004132458373071806,0.0012258089176314573,,,0.0004132458373071806,0.0012258089176314573,,,0.0004095885761191566,0.0012149664812342916,0.0036862971850724086,0.0003091869686821326,0.0003091869686821326,0.0006183739373642652,0.0006183739373642652,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.0013317732080268922,,,,,,,,0.0013317732080268922,,,,,,,,0.0013317732080268922,,,,,,,,0.0006676113986760617,,,,0.0006676113986760617,,,,0.0006661291280867746,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.0014029870372954116,,,,,,,,0.0014029870372954116,,,,,,,,0.0014029870372954116,,,,,,,,0.0007033105431523745,,,,0.0007033105431523745,,,,0.0007017490111963329,,,,,,,,
-> Solve [Tera/s],,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,3.2768e-08,,6.826666666666667e-07,,,,,,1.6384e-08,,,,1.6384e-08,,,,1.6384e-08,,4.724053333333334e-07,,,,,
-> Degridding Kernel Update [Tera/s],,1.1220377751454047,2.5957232542199898e-05,10.098339976403599,0.36477042903929174,2.020943145239692,3.4802632040882435,,,1.1220377751454047,2.5957232542199898e-05,2.8191739967459615,0.36477042903929174,2.020943145239692,3.4802632040882435,,,1.1220377751454047,2.5957232542199898e-05,2.8191739967459615,0.36477042903929174,2.020943145239692,3.4802632040882435,,,0.21584651060187435,9.127572575969063e-07,,,0.21584651060187435,9.127572575969063e-07,,,0.5124738436423237,1.4910814537052985e-05,4.612264592449975,0.17123878322256353,0.17169553566650683,0.9419228426873958,3.6106125822945767,
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.00016354417121106183,,0.0014718975408995565,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00016354417121106183,,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00016354417121106183,,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,8.262261475323978e-05,,,,8.262261475323978e-05,,,,8.189128029255035e-05,,0.0007370215226329533,0.0003089177240116782,7.722943100291955e-06,0.001544588620058391,0.20245231960829344,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0008177208560553092,,0.007359487704497783,0.0006169361739786283,0.0012338723479572565,0.0012338723479572565,,,0.0008177208560553092,,0.0032708834242212363,0.0006169361739786283,0.0012338723479572565,0.0012338723479572565,,,0.0008177208560553092,,0.0032708834242212363,0.0006169361739786283,0.0012338723479572565,0.0012338723479572565,,,0.0004131130737661989,,,,0.0004131130737661989,,,,0.0004094564014627518,,0.0036851076131647663,0.0003089177240116782,7.722943100291955e-06,0.0006178354480233564,0.0006178354480233564,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,0.6976404879531388,2.8398045561955665,0.6976404879531388,0.258477724459089,0.258477724459089,0.9762023680372414,,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.258477724459089,0.258477724459089,0.9762023680372414,,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.258477724459089,0.258477724459089,0.9762023680372414,,,0.4286067678381812,1.7401722628304912,,,0.4286067678381812,1.7401722628304912,,,0.9799756023560638,3.9876210371244403,0.9799756023560637,0.3630836156436015,0.3630836156436015,0.3630836156436015,26.973381261314064,
-> Subtract Visibility [Mvis/s],,0.6976404879531388,2.8398045561955665,0.6976404879531388,0.258477724459089,0.258477724459089,0.9762023680372414,,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.258477724459089,0.258477724459089,0.9762023680372414,,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.258477724459089,0.258477724459089,0.9762023680372414,,,0.4286067678381812,1.7401722628304912,,,0.4286067678381812,1.7401722628304912,,,0.9799756023560638,3.9876210371244403,0.9799756023560637,0.3630836156436015,0.3630836156436015,0.3630836156436015,26.973381261314064,
-> Flag [Mvis/s],,0.6976404879531388,2.8398045561955665,0.6976404879531388,0.258477724459089,0.258477724459089,0.9762023680372414,3.370445100194709,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.258477724459089,0.258477724459089,0.9762023680372414,3.370445100194709,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.258477724459089,0.258477724459089,0.9762023680372414,3.370445100194709,,0.4286067678381812,1.7401722628304912,,,0.4286067678381812,1.7401722628304912,,,0.9799756023560638,3.9876210371244403,0.9799756023560637,0.3630836156436015,0.3630836156436015,0.3630836156436015,26.973381261314064,6.743345315328516
-> Degrid [Mvis/s],,61.98695245965742,562.248692210584,61.98695245984025,3.5585078877100105,8.287493107429103,29.529555099142932,,,61.98695245965742,562.248692210584,29.36391890248204,3.5585078877100105,8.287493107429103,29.529555099142932,,,61.98695245965742,562.248692210584,29.36391890248204,3.5585078877100105,8.287493107429103,29.529555099142932,,,29.445371867948616,172.07217537600428,,,29.445371867948616,172.07217537600428,,,67.80779534561673,394.6785112721006,67.80779534423925,2.393160316853495,2.3937765794054946,5.4292663167222015,549.3601869304833,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.2207325218967,,,
-> Visibility Weighting [Mvis/s],,0.3074075176641123,1.7327643851763537,0.3074075176641123,0.0891902492786574,0.0891902492786574,0.2474505193048402,,,0.3074075176641123,1.7327643851763537,0.20497066764081612,0.0891902492786574,0.0891902492786574,0.2474505193048402,,,0.3074075176641123,1.7327643851763537,0.20497066764081612,0.0891902492786574,0.0891902492786574,0.2474505193048402,,,0.26150935980263396,1.0618009121131105,,,0.26150935980263396,1.0618009121131105,,,0.5979207236782949,2.4331277412683723,0.5979207236782949,0.12523989758813478,0.12523989758813478,0.12523989758813478,9.085863131561242,
-> Subtract Image Component [Mvis/s],,,,38.33066512759262,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,,,,,,,,,38.386537637132975,5.265643022926334,5.265643022926334,5.265643022926333,5.265643022926334,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.006191176392866918,0.0013758169761926486,0.006191176392866918,0.002293028293654414,0.002293028293654414,0.002293028293654414,,,0.006191176392866918,0.0013758169761926486,0.004127450928577945,0.002293028293654414,0.002293028293654414,0.002293028293654414,,,0.006191176392866918,0.0013758169761926486,0.004127450928577945,0.002293028293654414,0.002293028293654414,0.002293028293654414,,,0.0062232909835215925,0.0013829535518936871,,,0.0062232909835215925,0.0013829535518936871,,,0.006195687018978039,0.0013768193375506747,0.006195687018978039,0.002294698895917792,0.0022946988959177917,0.002294698895917792,0.002294698895917792,
-> Grid [Mvis/s],,61.98695245965742,562.248692210584,61.98695245984025,3.5585078877100105,8.287493107429103,29.529555099142932,,,61.98695245965742,562.248692210584,29.36391890248204,3.5585078877100105,8.287493107429103,29.529555099142932,,,61.98695245965742,562.248692210584,29.36391890248204,3.5585078877100105,8.287493107429103,29.529555099142932,,,29.445371867948616,172.07217537600428,,,29.445371867948616,172.07217537600428,,,67.80779534561673,394.6785112721006,67.80779534423925,2.393160316853495,2.3937765794054946,5.4292663167222015,549.3601869304833,
-> Gridding Kernel Update [Mvis/s],,0.025486159126337653,0.09704989439396722,0.02548615912641283,0.01193813463444697,0.013901501924477748,0.01575988091262226,,,0.025486159126337653,0.09704989439396722,0.018107030097660556,0.01193813463444697,0.013901501924477748,0.01575988091262226,,,0.025486159126337653,0.09704989439396722,0.018107030097660556,0.01193813463444697,0.013901501924477748,0.01575988091262226,,,0.03369114131091306,0.09697077497968659,,,0.03369114131091306,0.09697077497968659,,,0.0339329748691847,0.09703694734694601,0.03393297486849537,0.011435232577290655,0.011438177263261405,0.012971325535223075,0.016968073036485013,
-> Correct [Mvis/s],,0.6976404879531388,2.8398045561955665,0.6976404879531388,0.258477724459089,0.258477724459089,0.9762023680372414,3.370445100194709,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.258477724459089,0.258477724459089,0.9762023680372414,3.370445100194709,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.258477724459089,0.258477724459089,0.9762023680372414,3.370445100194709,,0.4286067678381812,1.7401722628304912,,,0.4286067678381812,1.7401722628304912,,,0.9799756023560638,3.9876210371244403,0.9799756023560637,0.3630836156436015,0.3630836156436015,0.3630836156436015,26.973381261314064,6.743345315328516
-> IFFT [Mvis/s],,0.030955881964334592,0.0013758169761926486,0.030955881964334592,0.002293028293654414,0.0009172113174617656,0.00030573710582058845,,,0.030955881964334592,0.0013758169761926486,0.020637254642889725,0.002293028293654414,0.0009172113174617656,0.00030573710582058845,,,0.030955881964334592,0.0013758169761926486,0.020637254642889725,0.002293028293654414,0.0009172113174617656,0.00030573710582058845,,,0.03111645491760796,0.0013829535518936871,,,0.03111645491760796,0.0013829535518936871,,,0.030978435094890195,0.0013768193375506747,0.030978435094890195,0.002294698895917792,0.01147349447958896,0.0009178795583671167,7.002865282952247e-06,
-> Identify Component [Mvis/s],,,,38.33066512759262,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,,,,,,,,,38.386537637132975,5.265643022926334,5.265643022926334,5.265643022926333,5.265643022926334,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,0.6976404879531388,2.8398045561955665,0.6976404879531388,0.258477724459089,0.258477724459089,0.9762023680372414,,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.258477724459089,0.258477724459089,0.9762023680372414,,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.258477724459089,0.258477724459089,0.9762023680372414,,,0.4286067678381812,1.7401722628304912,,,0.4286067678381812,1.7401722628304912,,,0.9799756023560638,3.9876210371244403,0.9799756023560637,0.3630836156436015,0.3630836156436015,0.3630836156436015,26.973381261314064,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,0.6976404879531388,,0.6976404879531388,,,,,,0.6976404879531388,,0.46514255844936486,,,,,,0.6976404879531388,,0.46514255844936486,,,,,,0.42860676783818125,,,,0.42860676783818125,,,,0.9799756023560638,,0.9799756023560638,,,,,
-> Degridding Kernel Update [Mvis/s],,0.025486159126337653,0.09704989439396722,0.02548615912641283,0.01193813463444697,0.013901501924477748,0.01575988091262226,,,0.025486159126337653,0.09704989439396722,0.018107030097660556,0.01193813463444697,0.013901501924477748,0.01575988091262226,,,0.025486159126337653,0.09704989439396722,0.018107030097660556,0.01193813463444697,0.013901501924477748,0.01575988091262226,,,0.03369114131091306,0.09697077497968659,,,0.03369114131091306,0.09697077497968659,,,0.0339329748691847,0.09703694734694601,0.03393297486849537,0.011435232577290655,0.011438177263261405,0.012971325535223075,0.016968073036485013,
-> Phase Rotation [Mvis/s],,0.6976404879531388,2.8398045561955665,0.6976404879531388,0.0516955448918178,0.258477724459089,0.9762023680372414,,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.0516955448918178,0.258477724459089,0.9762023680372414,,,0.6976404879531388,2.8398045561955665,0.46514255844936486,0.0516955448918178,0.258477724459089,0.9762023680372414,,,0.4286067678381812,1.7401722628304912,,,0.4286067678381812,1.7401722628304912,,,0.9799756023560638,3.9876210371244403,0.9799756023560637,0.07261672312872029,0.3630836156436015,0.3630836156436015,26.973381261314064,
-> Reprojection [Mvis/s],,38.33066512759262,,38.33066512759262,5.257978755499673,5.257978755499673,5.257978755499673,,,38.33066512759262,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,38.33066512759262,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,38.729350665581144,,,,38.729350665581144,,,,38.38653763713299,,38.38653763713298,5.265643022926334,0.6582053778657917,5.265643022926333,5.265643022926334,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,191.6533256379631,,191.6533256379631,5.257978755499673,2.103191502199869,0.701063834066623,,,191.6533256379631,,85.17925583909468,5.257978755499673,2.103191502199869,0.701063834066623,,,191.6533256379631,,85.17925583909468,5.257978755499673,2.103191502199869,0.701063834066623,,,193.64675332790574,,,,193.64675332790574,,,,191.93268818566492,,191.9326881856649,5.265643022926334,0.6582053778657917,2.106257209170533,0.016069467233051554,
