,hpso01 (Ingest) [Na=256] [Bmax=4062.5],hpso01 (RCAL) [Na=256] [Bmax=4062.5],hpso01 (FastImg) [Na=256] [Bmax=4062.5],hpso01 (ICAL) [Na=256] [Bmax=4062.5],hpso01 (DPrepA) [Na=256] [Bmax=4062.5],hpso01 (DPrepB) [Na=256] [Bmax=4062.5],hpso01 (DPrepC) [Na=256] [Bmax=4062.5],hpso01 (DPrepD) [Na=256] [Bmax=4062.5],hpso02a (Ingest) [Na=256] [Bmax=4062.5],hpso02a (RCAL) [Na=256] [Bmax=4062.5],hpso02a (FastImg) [Na=256] [Bmax=4062.5],hpso02a (ICAL) [Na=256] [Bmax=4062.5],hpso02a (DPrepA) [Na=256] [Bmax=4062.5],hpso02a (DPrepB) [Na=256] [Bmax=4062.5],hpso02a (DPrepC) [Na=256] [Bmax=4062.5],hpso02a (DPrepD) [Na=256] [Bmax=4062.5],hpso02b (Ingest) [Na=256] [Bmax=4062.5],hpso02b (RCAL) [Na=256] [Bmax=4062.5],hpso02b (FastImg) [Na=256] [Bmax=4062.5],hpso02b (ICAL) [Na=256] [Bmax=4062.5],hpso02b (DPrepA) [Na=256] [Bmax=4062.5],hpso02b (DPrepB) [Na=256] [Bmax=4062.5],hpso02b (DPrepC) [Na=256] [Bmax=4062.5],hpso02b (DPrepD) [Na=256] [Bmax=4062.5],hpso04a (Ingest) [Nf_max=32768] [Na=256] [Bmax=4062.5],hpso04a (RCAL) [Nf_max=32768] [Na=256] [Bmax=4062.5],hpso04a (FastImg) [Nf_max=32768] [Na=256] [Bmax=4062.5],hpso04a (PSS) [Nf_max=32768] [Na=256] [Bmax=4062.5],hpso05a (Ingest) [Nf_max=32768] [Na=256] [Bmax=4062.5],hpso05a (RCAL) [Nf_max=32768] [Na=256] [Bmax=4062.5],hpso05a (FastImg) [Nf_max=32768] [Na=256] [Bmax=4062.5],hpso05a (PST) [Nf_max=32768] [Na=256] [Bmax=4062.5],max_low (Ingest) [Nf_max=32768] [Na=256] [Bmax=4062.5],max_low (RCAL) [Nf_max=32768] [Na=256] [Bmax=4062.5],max_low (FastImg) [Nf_max=32768] [Na=256] [Bmax=4062.5],max_low (ICAL) [Nf_max=32768] [Na=256] [Bmax=4062.5],max_low (DPrepA) [Nf_max=32768] [Na=256] [Bmax=4062.5],max_low (DPrepA_Image) [Nf_max=32768] [Na=256] [Bmax=4062.5],max_low (DPrepB) [Nf_max=32768] [Na=256] [Bmax=4062.5],max_low (DPrepC) [Nf_max=32768] [Na=256] [Bmax=4062.5],max_low (DPrepD) [Nf_max=32768] [Na=256] [Bmax=4062.5]
-> Visibility Weighting [Mvis/s],,2.490870740298186,17.9339796825895,2.490870740298186,0.9232039271305292,0.9232039271305292,2.2668801956064004,,,2.490870740298186,17.9339796825895,1.6609295449019408,0.9232039271305292,0.9232039271305292,2.2668801956064004,,,2.490870740298186,17.9339796825895,1.6609295449019408,0.9232039271305292,0.9232039271305292,2.2668801956064004,,,1.5263524828850759,10.989555746408628,,,1.5263524828850759,10.989555746408628,,,3.497652005295851,25.182686219818457,3.497652005295851,1.2963519849181906,1.2963519849181906,1.2963519849181906,49.52075349975368,
-> Subtract Image Component [Mvis/s],,,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,,,,,,,,,9.596634409283244,1.3164107557315834,1.3164107557315834,1.3164107557315832,1.3164107557315834,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.003095588196433459,0.0006879084880963243,0.003095588196433459,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.003095588196433459,0.0006879084880963243,0.0020637254642889725,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.003095588196433459,0.0006879084880963243,0.0020637254642889725,0.001146514146827207,0.001146514146827207,0.001146514146827207,,,0.0031116454917607963,0.0006914767759468436,,,0.0031116454917607963,0.0006914767759468436,,,0.0030978435094890194,0.0006884096687753374,0.0030978435094890194,0.001147349447958896,0.0011473494479588959,0.001147349447958896,0.001147349447958896,
-> Grid [Mvis/s],,177.87676991344594,5813.05270399775,177.87676991347686,30.377910366766,61.604949552657345,151.24767062017048,,,177.87676991344594,5813.05270399775,112.74876343785665,30.377910366766,61.604949552657345,151.24767062017048,,,177.87676991344594,5813.05270399775,112.74876343785665,30.377910366766,61.604949552657345,151.24767062017048,,,53.2928439356143,1780.485326981368,,,53.2928439356143,1780.485326981368,,,122.29197781379982,4081.0963834853974,122.29197781381612,21.25425390030086,21.255920220445738,42.970454724056644,1677.1414028534464,
-> Gridding Kernel Update [Mvis/s],,0.1349010610532378,1.22463003043524,0.13490106105326122,0.1243190180244829,0.12605651181018848,0.12603972551680875,,,0.1349010610532378,1.22463003043524,0.12823539068875128,0.1243190180244829,0.12605651181018848,0.12603972551680875,,,0.1349010610532378,1.22463003043524,0.12823539068875128,0.1243190180244829,0.12605651181018848,0.12603972551680875,,,0.13191414809685953,1.2242372119609586,,,0.13191414809685953,1.2242372119609586,,,0.13209874422798254,1.2245657575115039,0.13209874422800014,0.12388828497074857,0.1238979977344113,0.125234599274765,0.12795573447063038,
-> Correct [Mvis/s],,2.202695156504036,17.9339796825895,2.202695156504036,0.8163959638116284,0.8163959638116284,3.896278372713647,21.2788749528468,,2.202695156504036,17.9339796825895,1.4687721063406085,0.8163959638116284,0.8163959638116284,3.896278372713647,21.2788749528468,,2.202695156504036,17.9339796825895,1.4687721063406085,0.8163959638116284,0.8163959638116284,3.896278372713647,21.2788749528468,,1.3532608203165981,10.989555746408628,,,1.3532608203165981,10.989555746408628,,,3.0941256778078827,25.182686219818457,3.0941256778078823,1.1467910352257331,1.1467910352257331,1.1467910352257331,85.14649992100532,42.57324996050266
-> IFFT [Mvis/s],,0.015477940982167296,0.0006879084880963243,0.015477940982167296,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.015477940982167296,0.0006879084880963243,0.010318627321444862,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.015477940982167296,0.0006879084880963243,0.010318627321444862,0.001146514146827207,0.0004586056587308828,0.00015286855291029422,,,0.01555822745880398,0.0006914767759468436,,,0.01555822745880398,0.0006914767759468436,,,0.015489217547445098,0.0006884096687753374,0.015489217547445098,0.001147349447958896,0.00573674723979448,0.00045893977918355834,3.5014326414761233e-06,
-> Identify Component [Mvis/s],,,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,,,,,,,,,,,9.596634409283244,1.3164107557315834,1.3164107557315834,1.3164107557315832,1.3164107557315834,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,2.202695156504036,17.9339796825895,2.202695156504036,0.8163959638116284,0.8163959638116284,3.896278372713647,,,2.202695156504036,17.9339796825895,1.4687721063406085,0.8163959638116284,0.8163959638116284,3.896278372713647,,,2.202695156504036,17.9339796825895,1.4687721063406085,0.8163959638116284,0.8163959638116284,3.896278372713647,,,1.3532608203165981,10.989555746408628,,,1.3532608203165981,10.989555746408628,,,3.0941256778078827,25.182686219818457,3.0941256778078823,1.1467910352257331,1.1467910352257331,1.1467910352257331,85.14649992100532,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,2.202695156504036,,2.202695156504036,,,,,,2.202695156504036,,1.4687721063406085,,,,,,2.202695156504036,,1.4687721063406085,,,,,,1.3532608203165981,,,,1.3532608203165981,,,,3.0941256778078823,,3.0941256778078823,,,,,
-> Degridding Kernel Update [Mvis/s],,0.1349010610532378,1.22463003043524,0.13490106105326122,0.1243190180244829,0.12605651181018848,0.12603972551680875,,,0.1349010610532378,1.22463003043524,0.12823539068875128,0.1243190180244829,0.12605651181018848,0.12603972551680875,,,0.1349010610532378,1.22463003043524,0.12823539068875128,0.1243190180244829,0.12605651181018848,0.12603972551680875,,,0.13191414809685953,1.2242372119609586,,,0.13191414809685953,1.2242372119609586,,,0.13209874422798254,1.2245657575115039,0.13209874422800014,0.12388828497074857,0.1238979977344113,0.125234599274765,0.12795573447063038,
-> Phase Rotation [Mvis/s],,2.202695156504036,17.9339796825895,2.202695156504036,0.16327919276232566,0.8163959638116284,3.896278372713647,,,2.202695156504036,17.9339796825895,1.4687721063406085,0.16327919276232566,0.8163959638116284,3.896278372713647,,,2.202695156504036,17.9339796825895,1.4687721063406085,0.16327919276232566,0.8163959638116284,3.896278372713647,,,1.3532608203165981,10.989555746408628,,,1.3532608203165981,10.989555746408628,,,3.0941256778078827,25.182686219818457,3.0941256778078823,0.22935820704514664,1.1467910352257331,1.1467910352257331,85.14649992100532,
-> Reprojection [Mvis/s],,9.582666281898154,,9.582666281898154,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.582666281898154,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.582666281898154,,4.258962791954734,1.3144946888749183,1.3144946888749183,1.3144946888749183,,,9.682337666395286,,,,9.682337666395286,,,,9.596634409283247,,9.596634409283245,1.3164107557315834,0.16455134446644792,1.3164107557315832,1.3164107557315834,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,47.91333140949077,,47.91333140949077,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,47.91333140949077,,21.29481395977367,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,47.91333140949077,,21.29481395977367,1.3144946888749183,0.5257978755499673,0.17526595851665575,,,48.411688331976436,,,,48.411688331976436,,,,47.98317204641623,,47.98317204641622,1.3164107557315834,0.16455134446644792,0.5265643022926333,0.0040173668082628886,
