,hpso01 (Ingest) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (RCAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (FastImg) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (ICAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (DPrepA) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (DPrepB) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (DPrepC) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso01 (DPrepD) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (Ingest) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (RCAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (FastImg) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (ICAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (DPrepA) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (DPrepB) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (DPrepC) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02a (DPrepD) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (Ingest) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (RCAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (FastImg) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (ICAL) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (DPrepA) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (DPrepB) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (DPrepC) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso02b (DPrepD) [Nf_max=65536] [Na=32] [Bmax=8125.0],hpso04a (Ingest) [Na=32] [Bmax=8125.0],hpso04a (RCAL) [Na=32] [Bmax=8125.0],hpso04a (FastImg) [Na=32] [Bmax=8125.0],hpso04a (PSS) [Na=32] [Bmax=8125.0],hpso05a (Ingest) [Na=32] [Bmax=8125.0],hpso05a (RCAL) [Na=32] [Bmax=8125.0],hpso05a (FastImg) [Na=32] [Bmax=8125.0],hpso05a (PST) [Na=32] [Bmax=8125.0],max_low (Ingest) [Na=32] [Bmax=8125.0],max_low (RCAL) [Na=32] [Bmax=8125.0],max_low (FastImg) [Na=32] [Bmax=8125.0],max_low (ICAL) [Na=32] [Bmax=8125.0],max_low (DPrepA) [Na=32] [Bmax=8125.0],max_low (DPrepA_Image) [Na=32] [Bmax=8125.0],max_low (DPrepB) [Na=32] [Bmax=8125.0],max_low (DPrepC) [Na=32] [Bmax=8125.0],max_low (DPrepD) [Na=32] [Bmax=8125.0]
-> IFFT [PetaFLOP/s],,3.232342915060764e-05,1.5788463220950887e-05,0.0006711061178092417,2.0415520319567014e-05,2.7204301655206032e-05,2.8539160620012773e-05,,,3.232342915060764e-05,1.5788463220950887e-05,0.00020436050473208593,2.0415520319567014e-05,2.7204301655206032e-05,2.8539160620012773e-05,,,3.232342915060764e-05,1.5788463220950887e-05,0.00020436050473208593,2.0415520319567014e-05,2.7204301655206032e-05,2.8539160620012773e-05,,,5.022947925947137e-06,7.981947785380368e-06,,,5.022947925947137e-06,7.981947785380368e-06,,,2.2705351622774544e-05,7.906470357068307e-06,0.00036068749518224465,1.105612649076443e-05,1.1091905177428874e-05,1.467604140929237e-05,1.1454101926088073e-05,
-> Identify Component [PetaFLOP/s],,,,8.39462103325638e-05,1.0260963153683917e-05,0.0010260963153683918,0.0030782889461051753,,,,,8.39355629255839e-05,1.0260963153683917e-05,0.0010260963153683918,0.0030782889461051753,,,,,8.39355629255839e-05,1.0260963153683917e-05,0.0010260963153683918,0.0030782889461051753,,,,,,,,,,,,,4.896863899014416e-05,5.985564571818358e-06,5.985564571818358e-06,0.0004275403265584542,0.056038565682669704,
-> Average [PetaFLOP/s],2.421769348822772e-07,,,,,,,,2.421769348822772e-07,,,,,,,,2.421769348822772e-07,,,,,,,,1.2140211355008263e-07,,,,1.2140211355008263e-07,,,,1.211325693470486e-07,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,6.151638791551233e-07,0.0,0.0,0.0,0.0,0.0,,,6.151638791551233e-07,0.0,0.0,0.0,0.0,0.0,,,6.151638791551233e-07,0.0,0.0,0.0,0.0,0.0,,,1.8896796164243367e-07,0.0,,,1.8896796164243367e-07,0.0,,,2.430339493843039e-07,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],1.2154123277411411e-07,,,,,,,,1.2154123277411411e-07,,,,,,,,1.2154123277411411e-07,,,,,,,,6.092802582307289e-08,,,,6.092802582307289e-08,,,,6.079274979135748e-08,,,,,,,,
-> Solve [PetaFLOP/s],,7.0653986353136e-08,,7.358124333201408e-06,,,,,,7.0653986353136e-08,,5.015135674735441e-06,,,,,,7.0653986353136e-08,,5.015135674735441e-06,,,,,,2.473645943236015e-08,,,,2.473645943236015e-08,,,,4.64411373625879e-08,,5.164587182411251e-06,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,3.3388823280271836e-05,3.208901947059972e-06,0.0002553101150509672,1.6317505325004578e-05,4.4584428314576886e-05,0.00011674806026218472,,,3.3388823280271836e-05,3.208901947059972e-06,9.80901992318551e-05,1.6317505325004578e-05,4.4584428314576886e-05,0.00011674806026218472,,,3.3388823280271836e-05,3.208901947059972e-06,9.80901992318551e-05,1.6317505325004578e-05,4.4584428314576886e-05,0.00011674806026218472,,,1.0026157392191055e-05,9.810033329940493e-07,,,1.0026157392191055e-05,9.810033329940493e-07,,,1.9270624005155914e-05,2.252176751651347e-06,0.00020035446176507426,1.0384105303028673e-05,1.036606730975303e-05,2.7254754144238414e-05,0.0012280460097532945,
-> Phase Rotation [PetaFLOP/s],,6.151638791551233e-07,0.0,0.0,0.0,0.0,0.0,,,6.151638791551233e-07,0.0,0.0,0.0,0.0,0.0,,,6.151638791551233e-07,0.0,0.0,0.0,0.0,0.0,,,1.8896796164243367e-07,0.0,,,1.8896796164243367e-07,0.0,,,2.430339493843039e-07,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,1.4718975408995564e-06,,9.19935963062223e-06,3.855851087366427e-06,1.9279255436832134e-05,5.7837766310496404e-05,,,1.4718975408995564e-06,,4.088604280276546e-06,3.855851087366427e-06,1.9279255436832134e-05,5.7837766310496404e-05,,,1.4718975408995564e-06,,4.088604280276546e-06,3.855851087366427e-06,1.9279255436832134e-05,5.7837766310496404e-05,,,7.43603532779158e-07,,,,7.43603532779158e-07,,,,7.370215226329532e-07,,4.606384516455958e-06,1.930735775072989e-06,4.826839437682472e-08,9.653678875364944e-06,0.0012653269975518339,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,7.359487704497782e-06,,4.599679815311114e-05,3.855851087366427e-06,7.711702174732854e-06,7.711702174732854e-06,,,7.359487704497782e-06,,2.0443021401382728e-05,3.855851087366427e-06,7.711702174732854e-06,7.711702174732854e-06,,,7.359487704497782e-06,,2.0443021401382728e-05,3.855851087366427e-06,7.711702174732854e-06,7.711702174732854e-06,,,3.7180176638957907e-06,,,,3.7180176638957907e-06,,,,3.6851076131647658e-06,,2.3031922582279788e-05,1.930735775072989e-06,4.826839437682472e-08,3.861471550145978e-06,3.861471550145978e-06,
-> DFT [Tera/s],,1.64776039059408e-05,3.353673952078574e-05,0.0001482984351534672,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,,,1.64776039059408e-05,3.353673952078574e-05,9.887601813895069e-05,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,,,1.64776039059408e-05,3.353673952078574e-05,9.887601813895069e-05,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,,,5.061641829708044e-06,1.0275302885284806e-05,,,5.061641829708044e-06,1.0275302885284806e-05,,,1.1573045208776371e-05,2.354595279063955e-05,0.00010415740687898734,2.3583145320851064e-05,2.3583145320851064e-05,4.716629064170213e-05,0.0035039706705173703,
-> Subtract Visibility [Tera/s],,1.64776039059408e-05,3.353673952078574e-05,0.0001482984351534672,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,,,1.64776039059408e-05,3.353673952078574e-05,9.887601813895069e-05,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,,,1.64776039059408e-05,3.353673952078574e-05,9.887601813895069e-05,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,,,5.061641829708044e-06,1.0275302885284806e-05,,,5.061641829708044e-06,1.0275302885284806e-05,,,1.1573045208776371e-05,2.354595279063955e-05,0.00010415740687898734,2.3583145320851064e-05,2.3583145320851064e-05,4.716629064170213e-05,0.0035039706705173703,
-> Flag [Tera/s],0.0003632654023234158,1.64776039059408e-05,3.353673952078574e-05,0.0001482984351534672,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,0.0008756737365077301,0.0003632654023234158,1.64776039059408e-05,3.353673952078574e-05,9.887601813895069e-05,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,0.0008756737365077301,0.0003632654023234158,1.64776039059408e-05,3.353673952078574e-05,9.887601813895069e-05,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,0.0008756737365077301,0.00018210317032512396,5.061641829708044e-06,1.0275302885284806e-05,,0.00018210317032512396,5.061641829708044e-06,1.0275302885284806e-05,,0.00018169885402057287,1.1573045208776371e-05,2.354595279063955e-05,0.00010415740687898736,2.3583145320851064e-05,2.3583145320851064e-05,4.716629064170213e-05,0.0035039706705173703,0.0008759926676293426
-> Degrid [Tera/s],,2.7307342378155057e-05,2.0463122263035034e-05,6.534605518345701e-05,5.793119048385176e-05,2.3172476193540703e-05,6.429000158700991e-05,,,2.7307342378155057e-05,2.0463122263035034e-05,4.357090763564778e-05,5.793119048385176e-05,2.3172476193540703e-05,6.429000158700991e-05,,,2.7307342378155057e-05,2.0463122263035034e-05,4.357090763564778e-05,5.793119048385176e-05,2.3172476193540703e-05,6.429000158700991e-05,,,8.366662892484793e-06,6.2696815762869396e-06,,,8.366662892484793e-06,6.2696815762869396e-06,,,1.437511941548557e-05,1.4367039996060866e-05,6.355043120237876e-05,4.067314769290853e-05,8.134629538581706e-06,1.6269259077163412e-05,0.0011802968868047177,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.145261972303321e-07,,,
-> Visibility Weighting [Tera/s],,3.618414041726977e-05,1.13075438803968e-05,2.3797036706096366e-05,1.2438298268436483e-05,2.4876596536872966e-05,2.8812414188087664e-05,,,3.618414041726977e-05,1.13075438803968e-05,2.3797036706096366e-05,1.2438298268436483e-05,2.4876596536872966e-05,2.8812414188087664e-05,,,3.618414041726977e-05,1.13075438803968e-05,2.3797036706096366e-05,1.2438298268436483e-05,2.4876596536872966e-05,2.8812414188087664e-05,,,1.8092070208634885e-05,5.6537719401984e-06,,,1.8092070208634885e-05,5.6537719401984e-06,,,1.0176789492357122e-05,5.6537719401984e-06,1.800537368398613e-05,6.2191491342182415e-06,6.2191491342182415e-06,1.2438298268436483e-05,1.4407920981502902e-05,
-> Subtract Image Component [Tera/s],,,,7.666133025518524e-06,1.285283695788809e-06,0.0001285283695788809,0.0003855851087366427,,,,,3.4071702335637873e-06,1.285283695788809e-06,0.0001285283695788809,0.0003855851087366427,,,,,3.4071702335637873e-06,1.285283695788809e-06,0.0001285283695788809,0.0003855851087366427,,,,,,,,,,,,,4.478429390998848e-06,7.508416903061624e-07,7.508416903061624e-07,5.363154930758302e-05,0.0070295944308435224,
-> Demix [Tera/s],0.0003632654023234158,,,,,,,,0.0003632654023234158,,,,,,,,0.0003632654023234158,,,,,,,,0.00018210317032512396,,,,0.00018210317032512396,,,,0.00018169885402057287,,,,,,,,
-> FFT [Tera/s],,0.00023550360654392904,0.00242287661053425,0.0014718975408995565,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00023550360654392904,0.00242287661053425,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00023550360654392904,0.00242287661053425,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00011897656524466528,0.0012240387370850334,,,0.00011897656524466528,0.0012240387370850334,,,0.0001179234436212725,0.0012132041524822266,0.0007370215226329533,0.0003089177240116782,6.178354480233564e-05,0.001544588620058391,0.20245231960829344,
-> Grid [Tera/s],,0.008747509291191936,0.2159127316934151,0.18198354699771874,0.02827979566385492,0.011311918265541968,0.023912916412135953,,,0.008747509291191936,0.2159127316934151,0.05393731650877814,0.02827979566385492,0.011311918265541968,0.023912916412135953,,,0.008747509291191936,0.2159127316934151,0.05393731650877814,0.02827979566385492,0.011311918265541968,0.023912916412135953,,,0.002708001728648254,0.06684093937497909,,,0.002708001728648254,0.06684093937497909,,,0.008196579970429484,0.1518118928515525,0.12795581954869992,0.019884008299019557,0.0039768016598039115,0.007953603319607823,0.4052575435910449,
-> Gridding Kernel Update [Tera/s],,0.5263197616188635,6.386303244509499e-06,10.581302057866692,0.34731594520541864,1.977556701897678,3.3847239609412267,,,0.5263197616188635,6.386303244509499e-06,2.810154839377654,0.34731594520541864,1.977556701897678,3.3847239609412267,,,0.5263197616188635,6.386303244509499e-06,2.810154839377654,0.34731594520541864,1.977556701897678,3.3847239609412267,,,0.1284886861388787,2.2456726406537663e-07,,,0.1284886861388787,2.2456726406537663e-07,,,0.32912012049627026,3.6685337353066875e-06,4.748839951914738,0.16051426652329975,0.1592341905972099,0.906118756487515,3.370019804456371,
-> Correct [Tera/s],,1.64776039059408e-05,3.353673952078574e-05,0.0001482984351534672,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,0.0008756737365077301,,1.64776039059408e-05,3.353673952078574e-05,9.887601813895069e-05,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,0.0008756737365077301,,1.64776039059408e-05,3.353673952078574e-05,9.887601813895069e-05,3.357748725354261e-05,6.715497450708522e-05,0.00025362667238148525,0.0008756737365077301,,5.061641829708044e-06,1.0275302885284806e-05,,,5.061641829708044e-06,1.0275302885284806e-05,,,1.1573045208776371e-05,2.354595279063955e-05,0.00010415740687898736,2.3583145320851064e-05,2.3583145320851064e-05,4.716629064170213e-05,0.0035039706705173703,0.0008759926676293426
-> IFFT [Tera/s],,0.0011787859856449044,0.0024263987019933026,0.0073618651162326455,0.0006174742712848726,0.0012349485425697452,0.0012349485425697452,,,0.0011787859856449044,0.0024263987019933026,0.0032724683653778106,0.0006174742712848726,0.0012349485425697452,0.0012349485425697452,,,0.0011787859856449044,0.0024263987019933026,0.0032724683653778106,0.0006174742712848726,0.0012349485425697452,0.0012349485425697452,,,0.0005955200912200389,0.0012258089176314573,,,0.0005955200912200389,0.0012258089176314573,,,0.0005900930468694201,0.0012149664812342916,0.0036862971850724086,0.0003091869686821326,0.0003091869686821326,0.0006183739373642652,0.0006183739373642652,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.00032765848768915597,,,,,,,,0.00032765848768915597,,,,,,,,0.00032765848768915597,,,,,,,,0.0001642535980869676,,,,0.0001642535980869676,,,,0.00016388891246579376,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0002636416624950528,0.0,0.0,0.0,0.0,0.0,,,0.0002636416624950528,0.0,0.0,0.0,0.0,0.0,,,0.0002636416624950528,0.0,0.0,0.0,0.0,0.0,,,8.09862692753287e-05,0.0,,,8.09862692753287e-05,0.0,,,0.00010415740687898734,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.0003632654023234158,,,,,,,,0.0003632654023234158,,,,,,,,0.0003632654023234158,,,,,,,,0.00018210317032512396,,,,0.00018210317032512396,,,,0.00018169885402057287,,,,,,,,
-> Solve [Tera/s],,1.6384e-08,,3.4133333333333337e-07,,,,,,1.6384e-08,,3.4133333333333337e-07,,,,,,1.6384e-08,,3.4133333333333337e-07,,,,,,8.192e-09,,,,8.192e-09,,,,8.192e-09,,2.362026666666667e-07,,,,,
-> Degridding Kernel Update [Tera/s],,0.5263197616188635,6.386303244509499e-06,10.581302057866692,0.34731594520541864,1.977556701897678,3.3847239609412267,,,0.5263197616188635,6.386303244509499e-06,2.810154839377654,0.34731594520541864,1.977556701897678,3.3847239609412267,,,0.5263197616188635,6.386303244509499e-06,2.810154839377654,0.34731594520541864,1.977556701897678,3.3847239609412267,,,0.1284886861388787,2.2456726406537663e-07,,,0.1284886861388787,2.2456726406537663e-07,,,0.32912012049627026,3.6685337353066875e-06,4.748839951914738,0.16051426652329975,0.1592341905972099,0.906118756487515,3.370019804456371,
-> Phase Rotation [Tera/s],,2.7307342378155057e-05,0.0,0.0,0.0,0.0,0.0,,,2.7307342378155057e-05,0.0,0.0,0.0,0.0,0.0,,,2.7307342378155057e-05,0.0,0.0,0.0,0.0,0.0,,,8.366662892484793e-06,0.0,,,8.366662892484793e-06,0.0,,,1.437511941548557e-05,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.00023550360654392904,,0.0014718975408995565,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00023550360654392904,,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00023550360654392904,,0.0006541766848442472,0.0006169361739786283,0.0030846808698931417,0.009254042609679424,,,0.00011897656524466528,,,,0.00011897656524466528,,,,0.0001179234436212725,,0.0007370215226329533,0.0003089177240116782,7.722943100291955e-06,0.001544588620058391,0.20245231960829344,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0011775180327196454,,0.007359487704497783,0.0006169361739786283,0.0012338723479572565,0.0012338723479572565,,,0.0011775180327196454,,0.0032708834242212363,0.0006169361739786283,0.0012338723479572565,0.0012338723479572565,,,0.0011775180327196454,,0.0032708834242212363,0.0006169361739786283,0.0012338723479572565,0.0012338723479572565,,,0.0005948828262233263,,,,0.0005948828262233263,,,,0.0005896172181063626,,0.0036851076131647663,0.0003089177240116782,7.722943100291955e-06,0.0006178354480233564,0.0006178354480233564,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,0.17164170735355,0.6986820733497029,0.17164170735355,0.06359372585898222,0.06359372585898222,0.24017677308852767,,,0.17164170735355,0.6986820733497029,0.11443983580897073,0.06359372585898222,0.06359372585898222,0.24017677308852767,,,0.17164170735355,0.6986820733497029,0.11443983580897073,0.06359372585898222,0.06359372585898222,0.24017677308852767,,,0.10545087145225092,0.42813762022020024,,,0.10545087145225092,0.42813762022020024,,,0.24110510851617445,0.981081366276648,0.24110510851617442,0.08933009591231465,0.08933009591231465,0.08933009591231465,6.63630808810108,
-> Subtract Visibility [Mvis/s],,0.17164170735355,0.6986820733497029,0.17164170735355,0.06359372585898222,0.06359372585898222,0.24017677308852767,,,0.17164170735355,0.6986820733497029,0.11443983580897073,0.06359372585898222,0.06359372585898222,0.24017677308852767,,,0.17164170735355,0.6986820733497029,0.11443983580897073,0.06359372585898222,0.06359372585898222,0.24017677308852767,,,0.10545087145225092,0.42813762022020024,,,0.10545087145225092,0.42813762022020024,,,0.24110510851617445,0.981081366276648,0.24110510851617442,0.08933009591231465,0.08933009591231465,0.08933009591231465,6.63630808810108,
-> Flag [Mvis/s],,0.17164170735355,0.6986820733497029,0.17164170735355,0.06359372585898222,0.06359372585898222,0.24017677308852767,0.8292364929050475,,0.17164170735355,0.6986820733497029,0.11443983580897073,0.06359372585898222,0.06359372585898222,0.24017677308852767,0.8292364929050475,,0.17164170735355,0.6986820733497029,0.11443983580897073,0.06359372585898222,0.06359372585898222,0.24017677308852767,0.8292364929050475,,0.10545087145225092,0.42813762022020024,,,0.10545087145225092,0.42813762022020024,,,0.24110510851617445,0.981081366276648,0.24110510851617442,0.08933009591231465,0.08933009591231465,0.08933009591231465,6.63630808810108,1.65907702202527
-> Degrid [Mvis/s],,1.5639165201826044,138.3310274486357,25.528389042195627,1.088257712517835,2.8136571729805646,9.889321043655974,,,1.5639165201826044,138.3310274486357,10.572855712042722,1.088257712517835,2.8136571729805646,9.889321043655974,,,1.5639165201826044,138.3310274486357,10.572855712042722,1.088257712517835,2.8136571729805646,9.889321043655974,,,0.47124597759357256,42.33521775133422,,,0.47124597759357256,42.33521775133422,,,1.5879186182045861,97.10344324948507,26.745274115119354,0.7050868499081071,0.7040872085220962,1.7621525624673893,188.90931761640655,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.2207325218967,,,
-> Visibility Weighting [Mvis/s],,0.017778217694111365,0.4263150471465632,0.07563200831418636,0.021943632759034756,0.021943632759034756,0.06088068332103211,,,0.017778217694111365,0.4263150471465632,0.050429291244962704,0.021943632759034756,0.021943632759034756,0.06088068332103211,,,0.017778217694111365,0.4263150471465632,0.050429291244962704,0.021943632759034756,0.021943632759034756,0.06088068332103211,,,0.010894092307922907,0.26123673234528916,,,0.010894092307922907,0.26123673234528916,,,0.03327573938769808,0.598626666502536,0.14710747963513604,0.030812990676445856,0.030812990676445856,0.030812990676445856,2.2354107704634805,
-> Subtract Image Component [Mvis/s],,,,38.33066512759262,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,,,,,,,,,38.386537637132975,5.265643022926334,5.265643022926334,5.265643022926333,5.265643022926334,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.001857352917860075,0.0013758169761926486,0.006191176392866918,0.002293028293654414,0.002293028293654414,0.002293028293654414,,,0.001857352917860075,0.0013758169761926486,0.004127450928577945,0.002293028293654414,0.002293028293654414,0.002293028293654414,,,0.001857352917860075,0.0013758169761926486,0.004127450928577945,0.002293028293654414,0.002293028293654414,0.002293028293654414,,,0.0018669872950564778,0.0013829535518936871,,,0.0018669872950564778,0.0013829535518936871,,,0.0024782748075912156,0.0013768193375506747,0.006195687018978039,0.002294698895917792,0.0022946988959177917,0.002294698895917792,0.002294698895917792,
-> Grid [Mvis/s],,1.5639165201826044,138.3310274486357,25.528389042195627,1.088257712517835,2.8136571729805646,9.889321043655974,,,1.5639165201826044,138.3310274486357,10.572855712042722,1.088257712517835,2.8136571729805646,9.889321043655974,,,1.5639165201826044,138.3310274486357,10.572855712042722,1.088257712517835,2.8136571729805646,9.889321043655974,,,0.47124597759357256,42.33521775133422,,,0.47124597759357256,42.33521775133422,,,1.5879186182045861,97.10344324948507,26.745274115119354,0.7050868499081071,0.7040872085220962,1.7621525624673893,188.90931761640655,
-> Gridding Kernel Update [Mvis/s],,0.0032379669966325457,0.02387735496994431,0.010496089250264264,0.003650902990515423,0.004719649247122411,0.005277916359777155,,,0.0032379669966325457,0.02387735496994431,0.006519668482669657,0.003650902990515423,0.004719649247122411,0.005277916359777155,,,0.0032379669966325457,0.02387735496994431,0.006519668482669657,0.003650902990515423,0.004719649247122411,0.005277916359777155,,,0.0030991299882038993,0.02385788908233654,,,0.0030991299882038993,0.02385788908233654,,,0.0035129954927223153,0.02387416958535973,0.01338410590982984,0.0033691149143277492,0.0033643383301338635,0.004210044819516554,0.005834836915463168,
-> Correct [Mvis/s],,0.17164170735355,0.6986820733497029,0.17164170735355,0.06359372585898222,0.06359372585898222,0.24017677308852767,0.8292364929050475,,0.17164170735355,0.6986820733497029,0.11443983580897073,0.06359372585898222,0.06359372585898222,0.24017677308852767,0.8292364929050475,,0.17164170735355,0.6986820733497029,0.11443983580897073,0.06359372585898222,0.06359372585898222,0.24017677308852767,0.8292364929050475,,0.10545087145225092,0.42813762022020024,,,0.10545087145225092,0.42813762022020024,,,0.24110510851617445,0.981081366276648,0.24110510851617442,0.08933009591231465,0.08933009591231465,0.08933009591231465,6.63630808810108,1.65907702202527
-> IFFT [Mvis/s],,0.009286764589300377,0.0013758169761926486,0.030955881964334592,0.002293028293654414,0.0009172113174617656,0.00030573710582058845,,,0.009286764589300377,0.0013758169761926486,0.020637254642889725,0.002293028293654414,0.0009172113174617656,0.00030573710582058845,,,0.009286764589300377,0.0013758169761926486,0.020637254642889725,0.002293028293654414,0.0009172113174617656,0.00030573710582058845,,,0.009334936475282388,0.0013829535518936871,,,0.009334936475282388,0.0013829535518936871,,,0.01239137403795608,0.0013768193375506747,0.030978435094890195,0.002294698895917792,0.01147349447958896,0.0009178795583671167,7.002865282952247e-06,
-> Identify Component [Mvis/s],,,,38.33066512759262,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,17.035851167818937,5.257978755499673,5.257978755499673,5.257978755499673,,,,,,,,,,,,,38.386537637132975,5.265643022926334,5.265643022926334,5.265643022926333,5.265643022926334,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,0.17164170735355,0.6986820733497029,0.17164170735355,0.06359372585898222,0.06359372585898222,0.24017677308852767,,,0.17164170735355,0.6986820733497029,0.11443983580897073,0.06359372585898222,0.06359372585898222,0.24017677308852767,,,0.17164170735355,0.6986820733497029,0.11443983580897073,0.06359372585898222,0.06359372585898222,0.24017677308852767,,,0.10545087145225092,0.42813762022020024,,,0.10545087145225092,0.42813762022020024,,,0.24110510851617445,0.981081366276648,0.24110510851617442,0.08933009591231465,0.08933009591231465,0.08933009591231465,6.63630808810108,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,0.17164170735355,,0.17164170735355,,,,,,0.17164170735355,,0.1144398358089707,,,,,,0.17164170735355,,0.1144398358089707,,,,,,0.10545087145225092,,,,0.10545087145225092,,,,0.24110510851617442,,0.24110510851617442,,,,,
-> Degridding Kernel Update [Mvis/s],,0.0032379669966325457,0.02387735496994431,0.010496089250264264,0.003650902990515423,0.004719649247122411,0.005277916359777155,,,0.0032379669966325457,0.02387735496994431,0.006519668482669657,0.003650902990515423,0.004719649247122411,0.005277916359777155,,,0.0032379669966325457,0.02387735496994431,0.006519668482669657,0.003650902990515423,0.004719649247122411,0.005277916359777155,,,0.0030991299882038993,0.02385788908233654,,,0.0030991299882038993,0.02385788908233654,,,0.0035129954927223153,0.02387416958535973,0.01338410590982984,0.0033691149143277492,0.0033643383301338635,0.004210044819516554,0.005834836915463168,
