,hpso01 (Ingest) [Nf_max=8192] [Na=64],hpso01 (RCAL) [Nf_max=8192] [Na=64],hpso01 (FastImg) [Nf_max=8192] [Na=64],hpso01 (ICAL) [Nf_max=8192] [Na=64],hpso01 (DPrepA) [Nf_max=8192] [Na=64],hpso01 (DPrepB) [Nf_max=8192] [Na=64],hpso01 (DPrepC) [Nf_max=8192] [Na=64],hpso01 (DPrepD) [Nf_max=8192] [Na=64],hpso02a (Ingest) [Nf_max=8192] [Na=64],hpso02a (RCAL) [Nf_max=8192] [Na=64],hpso02a (FastImg) [Nf_max=8192] [Na=64],hpso02a (ICAL) [Nf_max=8192] [Na=64],hpso02a (DPrepA) [Nf_max=8192] [Na=64],hpso02a (DPrepB) [Nf_max=8192] [Na=64],hpso02a (DPrepC) [Nf_max=8192] [Na=64],hpso02a (DPrepD) [Nf_max=8192] [Na=64],hpso02b (Ingest) [Nf_max=8192] [Na=64],hpso02b (RCAL) [Nf_max=8192] [Na=64],hpso02b (FastImg) [Nf_max=8192] [Na=64],hpso02b (ICAL) [Nf_max=8192] [Na=64],hpso02b (DPrepA) [Nf_max=8192] [Na=64],hpso02b (DPrepB) [Nf_max=8192] [Na=64],hpso02b (DPrepC) [Nf_max=8192] [Na=64],hpso02b (DPrepD) [Nf_max=8192] [Na=64],hpso04a (Ingest) [Nf_max=8192] [Na=64],hpso04a (RCAL) [Nf_max=8192] [Na=64],hpso04a (FastImg) [Nf_max=8192] [Na=64],hpso04a (PSS) [Nf_max=8192] [Na=64],hpso05a (Ingest) [Nf_max=8192] [Na=64],hpso05a (RCAL) [Nf_max=8192] [Na=64],hpso05a (FastImg) [Nf_max=8192] [Na=64],hpso05a (PST) [Nf_max=8192] [Na=64],max_low (Ingest) [Nf_max=8192] [Na=64],max_low (RCAL) [Nf_max=8192] [Na=64],max_low (FastImg) [Nf_max=8192] [Na=64],max_low (ICAL) [Nf_max=8192] [Na=64],max_low (DPrepA) [Nf_max=8192] [Na=64],max_low (DPrepA_Image) [Nf_max=8192] [Na=64],max_low (DPrepB) [Nf_max=8192] [Na=64],max_low (DPrepC) [Nf_max=8192] [Na=64],max_low (DPrepD) [Nf_max=8192] [Na=64]
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W earth3 [lambda],5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,14.500452378669118,14.500452378669118,14.500452378669118,,14.500452378669118,14.500452378669118,14.500452378669118,,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799
Delta W earth4 [lambda],22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,58.001809514676474,58.001809514676474,58.001809514676474,,58.001809514676474,58.001809514676474,58.001809514676474,,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W snapshot4 [lambda],379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,1.660104632481867,,995.7450173095559,995.7450173095559,1.660104632481867,,414.893757212315,414.893757212315,0.6917102635341112,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max3 [lambda],189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,14.500452378669118,,497.87250865477796,497.87250865477796,14.500452378669118,,207.4468786061575,207.4468786061575,6.041855157778799,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W max4 [lambda],379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,58.001809514676474,,995.7450173095559,995.7450173095559,58.001809514676474,,414.893757212315,414.893757212315,24.167420631115196,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W stack [lambda],(undefined),105.6522430298566,22.095921530125793,89.56143118309741,103.95509833725335,114.91728088880686,39.16377737578326,(undefined),(undefined),105.6522430298566,22.095921530125793,79.86593474399317,103.95509833725335,114.91728088880686,39.16377737578326,(undefined),(undefined),105.6522430298566,22.095921530125793,79.86593474399317,103.95509833725335,114.91728088880686,39.16377737578326,(undefined),(undefined),677.2109223227822,58.00180413531103,(undefined),(undefined),677.2109223227822,58.00180413531103,(undefined),(undefined),100.22349368630952,24.167414153498104,90.786494673814,98.4598346059183,98.81897464924481,116.99528908330468,175.6650389183783,(undefined)
Delta W theory [lambda],(undefined),150.58680283337057,12.587303150687525,124.36448458761114,145.14256061009894,81.42182316591781,12.587303150687525,(undefined),(undefined),150.58680283337057,12.587303150687525,100.63937084657701,145.14256061009894,81.42182316591781,12.587303150687525,(undefined),(undefined),150.58680283337057,12.587303150687525,100.63937084657701,145.14256061009894,81.42182316591781,12.587303150687525,(undefined),(undefined),855.4679146542821,89.35330487828081,(undefined),(undefined),855.4679146542821,89.35330487828081,(undefined),(undefined),180.1125029416239,15.152462172657435,148.76599551641874,173.60437969053595,173.60437969053595,97.4319468180022,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),1.9954354713889435,0.18455205923435844,2.302825103591136,2.0512375021615408,3.161399749960686,12.574818499158333,(undefined),(undefined),1.9954354713889435,0.18455205923435844,2.6981193008528086,2.0512375021615408,3.161399749960686,12.574818499158333,(undefined),(undefined),1.9954354713889435,0.18455205923435844,2.6981193008528086,2.0512375021615408,3.161399749960686,12.574818499158333,(undefined),(undefined),1.1195300136541178,0.08981558727294352,(undefined),(undefined),1.1195300136541178,0.08981558727294352,(undefined),(undefined),1.8664999397613022,0.17264561380323334,2.153998756863252,1.9186915624855225,1.9186915624855225,2.956984018341332,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,3.3602042988313445,0.5223241974335304,3.878323616818725,3.454253067333084,5.326038284555795,18.376752720423482,,,3.3602042988313445,0.5223241974335304,4.544765348140602,3.454253067333084,5.326038284555795,18.376752720423482,,,3.3602042988313445,0.5223241974335304,4.544765348140602,3.454253067333084,5.326038284555795,18.376752720423482,,,1.8844614776603903,0.254136932091098,,,1.8844614776603903,0.254136932091098,,,3.1429104038832887,0.4886127695866622,3.627456426394172,3.2308660860870924,3.2308660860870924,4.981285774550603,19.856457837827552,
W kernel support pred2 [uv-pixels],,5.661367598698702,1.4792330461194296,6.259881097885052,5.820015910073925,8.97917354708604,18.376752720423482,,,5.661367598698702,1.4792330461194296,6.730124302283981,5.820015910073925,8.97917354708604,18.376752720423482,,,5.661367598698702,1.4792330461194296,6.730124302283981,5.820015910073925,8.97917354708604,18.376752720423482,,,3.1731796300291037,0.7193736457952092,,,3.1731796300291037,0.7193736457952092,,,5.159765580234997,1.3836854797576588,5.5287330274430255,5.233888177936344,5.248255746956462,8.397076450289363,33.58605179576777,
W kernel support pred3 [uv-pixels],,6.141286528741796,4.194501294411046,6.259881097885052,6.236875411867346,10.379340274864001,18.376752720423482,,,6.141286528741796,4.194501294411046,6.730124302283981,6.236875411867346,10.379340274864001,18.376752720423482,,,6.141286528741796,4.194501294411046,6.730124302283981,6.236875411867346,10.379340274864001,18.376752720423482,,,5.345906648726479,2.037893113490042,,,5.345906648726479,2.037893113490042,,,5.159765580234997,3.923139052367293,5.5287330274430255,5.233888177936344,5.248255746956462,9.195195277915998,50.15250312470878,
W kernel support pred4 [uv-pixels],,6.141286528741796,11.923566473329585,6.259881097885052,6.236875411867346,10.379340274864001,18.376752720423482,,,6.141286528741796,11.923566473329585,6.730124302283981,6.236875411867346,10.379340274864001,18.376752720423482,,,6.141286528741796,11.923566473329585,6.730124302283981,6.236875411867346,10.379340274864001,18.376752720423482,,,6.739889004457703,5.78207531324351,,,6.739889004457703,5.78207531324351,,,5.159765580234997,11.14977512771514,5.5287330274430255,5.233888177936344,5.248255746956462,9.195195277915998,50.15250312470878,
AW kernel support pred0 [uv-pixels],(undefined),9.218555348886136,9.001891993496013,9.289940982467517,9.230794943571972,9.53910102572834,15.463701377315028,(undefined),(undefined),9.218555348886136,9.001891993496013,9.395735615779875,9.230794943571972,9.53910102572834,15.463701377315028,(undefined),(undefined),9.218555348886136,9.001891993496013,9.395735615779875,9.230794943571972,9.53910102572834,15.463701377315028,(undefined),(undefined),9.069363122704504,9.000448146604544,(undefined),(undefined),9.069363122704504,9.000448146604544,(undefined),(undefined),9.191508147476613,9.001655764800468,9.254172607238772,9.20224849218674,9.20224849218674,9.473318029324574,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,9.606819084894056,9.015144068023794,9.800071126107907,9.640117439802276,10.457852734120616,20.46228336592942,,,9.606819084894056,9.015144068023794,10.082405073674611,9.640117439802276,10.457852734120616,20.46228336592942,,,9.606819084894056,9.015144068023794,10.082405073674611,9.640117439802276,10.457852734120616,20.46228336592942,,,9.195172377981068,9.003587372833826,,,9.195172377981068,9.003587372833826,,,9.532989342637379,9.013253709876537,9.703527200218918,9.562347811402162,9.562347811402162,10.286554718064751,21.800892593318814,
AW kernel support pred2 [uv-pixels],,10.632548287574128,9.120752732353388,10.962942641447075,10.717862902347353,12.713204064620756,20.46228336592942,,,10.632548287574128,9.120752732353388,11.238085830077713,10.717862902347353,12.713204064620756,20.46228336592942,,,10.632548287574128,9.120752732353388,11.238085830077713,10.717862902347353,12.713204064620756,20.46228336592942,,,9.543011524903008,9.028704139701594,,,9.543011524903008,9.028704139701594,,,10.37415928367103,9.105744643184991,10.562522846779519,10.41122401349341,10.418454222458413,12.308976111440149,34.77100624411084,
AW kernel support pred3 [uv-pixels],,10.895659696783184,9.92944314192976,10.962942641447075,10.94982259688053,13.737929412448366,20.46228336592942,,,10.895659696783184,9.92944314192976,11.238085830077713,10.94982259688053,13.737929412448366,20.46228336592942,,,10.895659696783184,9.92944314192976,11.238085830077713,10.94982259688053,13.737929412448366,20.46228336592942,,,10.467985379092672,9.227838768748084,,,10.467985379092672,9.227838768748084,,,10.37415928367103,9.817892850515804,10.562522846779519,10.41122401349341,10.418454222458413,12.866686294419734,50.95364137796163,
AW kernel support pred4 [uv-pixels],,10.895659696783184,14.938923570455445,10.962942641447075,10.94982259688053,13.737929412448366,20.46228336592942,,,10.895659696783184,14.938923570455445,11.238085830077713,10.94982259688053,13.737929412448366,20.46228336592942,,,10.895659696783184,14.938923570455445,11.238085830077713,10.94982259688053,13.737929412448366,20.46228336592942,,,11.243936312182218,10.697307835526658,,,11.243936312182218,10.697307835526658,,,10.37415928367103,14.328903844977646,10.562522846779519,10.41122401349341,10.418454222458413,12.866686294419734,50.95364137796163,
W kernel support bw0 [uv-pixels],(undefined),1.9954354713889435,0.18455205923435844,2.302825103591136,2.0512375021615408,3.161399749960686,12.574818499158333,(undefined),(undefined),1.9954354713889435,0.18455205923435844,2.6981193008528086,2.0512375021615408,3.161399749960686,12.574818499158333,(undefined),(undefined),1.9954354713889435,0.18455205923435844,2.6981193008528086,2.0512375021615408,3.161399749960686,12.574818499158333,(undefined),(undefined),1.1195300136541178,0.08981558727294352,(undefined),(undefined),1.1195300136541178,0.08981558727294352,(undefined),(undefined),1.8664999397613022,0.17264561380323334,2.153998756863252,1.9186915624855225,1.9186915624855225,2.956984018341332,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,3.3602042988313445,0.5223241974335304,3.878323616818725,3.454253067333084,5.326038284555795,18.376752720423482,,,3.3602042988313445,0.5223241974335304,4.544765348140602,3.454253067333084,5.326038284555795,18.376752720423482,,,3.3602042988313445,0.5223241974335304,4.544765348140602,3.454253067333084,5.326038284555795,18.376752720423482,,,1.8844614776603903,0.254136932091098,,,1.8844614776603903,0.254136932091098,,,3.1429104038832887,0.4886127695866622,3.627456426394172,3.2308660860870924,3.2308660860870924,4.981285774550603,19.856457837827552,
W kernel support bw2 [uv-pixels],,5.661367598698702,1.4792330461194296,6.259881097885052,5.820015910073925,8.97917354708604,18.376752720423482,,,5.661367598698702,1.4792330461194296,6.730124302283981,5.820015910073925,8.97917354708604,18.376752720423482,,,5.661367598698702,1.4792330461194296,6.730124302283981,5.820015910073925,8.97917354708604,18.376752720423482,,,3.1731796300291037,0.7193736457952092,,,3.1731796300291037,0.7193736457952092,,,5.159765580234997,1.3836854797576588,5.5287330274430255,5.233888177936344,5.248255746956462,8.397076450289363,33.58605179576777,
W kernel support bw3 [uv-pixels],,6.141286528741796,4.194501294411046,6.259881097885052,6.236875411867346,10.379340274864001,18.376752720423482,,,6.141286528741796,4.194501294411046,6.730124302283981,6.236875411867346,10.379340274864001,18.376752720423482,,,6.141286528741796,4.194501294411046,6.730124302283981,6.236875411867346,10.379340274864001,18.376752720423482,,,5.345906648726479,2.037893113490042,,,5.345906648726479,2.037893113490042,,,5.159765580234997,3.923139052367293,5.5287330274430255,5.233888177936344,5.248255746956462,9.195195277915998,50.15250312470878,
W kernel support bw4 [uv-pixels],,6.141286528741796,11.923566473329585,6.259881097885052,6.236875411867346,10.379340274864001,18.376752720423482,,,6.141286528741796,11.923566473329585,6.730124302283981,6.236875411867346,10.379340274864001,18.376752720423482,,,6.141286528741796,11.923566473329585,6.730124302283981,6.236875411867346,10.379340274864001,18.376752720423482,,,6.739889004457703,5.78207531324351,,,6.739889004457703,5.78207531324351,,,5.159765580234997,11.14977512771514,5.5287330274430255,5.233888177936344,5.248255746956462,9.195195277915998,50.15250312470878,
AW kernel support bw0 [uv-pixels],(undefined),9.218555348886136,9.001891993496013,9.289940982467517,9.230794943571972,9.53910102572834,15.463701377315028,(undefined),(undefined),9.218555348886136,9.001891993496013,9.395735615779875,9.230794943571972,9.53910102572834,15.463701377315028,(undefined),(undefined),9.218555348886136,9.001891993496013,9.395735615779875,9.230794943571972,9.53910102572834,15.463701377315028,(undefined),(undefined),9.069363122704504,9.000448146604544,(undefined),(undefined),9.069363122704504,9.000448146604544,(undefined),(undefined),9.191508147476613,9.001655764800468,9.254172607238772,9.20224849218674,9.20224849218674,9.473318029324574,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,9.606819084894056,9.015144068023794,9.800071126107907,9.640117439802276,10.457852734120616,20.46228336592942,,,9.606819084894056,9.015144068023794,10.082405073674611,9.640117439802276,10.457852734120616,20.46228336592942,,,9.606819084894056,9.015144068023794,10.082405073674611,9.640117439802276,10.457852734120616,20.46228336592942,,,9.195172377981068,9.003587372833826,,,9.195172377981068,9.003587372833826,,,9.532989342637379,9.013253709876537,9.703527200218918,9.562347811402162,9.562347811402162,10.286554718064751,21.800892593318814,
AW kernel support bw2 [uv-pixels],,10.632548287574128,9.120752732353388,10.962942641447075,10.717862902347353,12.713204064620756,20.46228336592942,,,10.632548287574128,9.120752732353388,11.238085830077713,10.717862902347353,12.713204064620756,20.46228336592942,,,10.632548287574128,9.120752732353388,11.238085830077713,10.717862902347353,12.713204064620756,20.46228336592942,,,9.543011524903008,9.028704139701594,,,9.543011524903008,9.028704139701594,,,10.37415928367103,9.105744643184991,10.562522846779519,10.41122401349341,10.418454222458413,12.308976111440149,34.77100624411084,
AW kernel support bw3 [uv-pixels],,10.895659696783184,9.92944314192976,10.962942641447075,10.94982259688053,13.737929412448366,20.46228336592942,,,10.895659696783184,9.92944314192976,11.238085830077713,10.94982259688053,13.737929412448366,20.46228336592942,,,10.895659696783184,9.92944314192976,11.238085830077713,10.94982259688053,13.737929412448366,20.46228336592942,,,10.467985379092672,9.227838768748084,,,10.467985379092672,9.227838768748084,,,10.37415928367103,9.817892850515804,10.562522846779519,10.41122401349341,10.418454222458413,12.866686294419734,50.95364137796163,
AW kernel support bw4 [uv-pixels],,10.895659696783184,14.938923570455445,10.962942641447075,10.94982259688053,13.737929412448366,20.46228336592942,,,10.895659696783184,14.938923570455445,11.238085830077713,10.94982259688053,13.737929412448366,20.46228336592942,,,10.895659696783184,14.938923570455445,11.238085830077713,10.94982259688053,13.737929412448366,20.46228336592942,,,11.243936312182218,10.697307835526658,,,11.243936312182218,10.697307835526658,,,10.37415928367103,14.328903844977646,10.562522846779519,10.41122401349341,10.418454222458413,12.866686294419734,50.95364137796163,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.0037336850280576006,6.117269549969572,0.005097724624974644,6.117269549969572,0.6117269549969572,0.48938156399756577,0.16312718799918857,0.029869480224460804,0.0037336850280576006,6.117269549969572,0.005097724624974644,6.117269549969572,0.6117269549969572,0.48938156399756577,0.16312718799918857,0.029869480224460804,0.0037336850280576006,6.117269549969572,0.005097724624974644,6.117269549969572,0.6117269549969572,0.48938156399756577,0.16312718799918857,0.029869480224460804,0.0037336850280576006,6.117269549969572,0.005097724624974644,(undefined),0.0037336850280576006,6.117269549969572,0.005097724624974644,(undefined),0.0037336850280576006,6.117269549969572,0.005097724624974644,6.117269549969572,0.6117269549969572,3.058634774984786,0.48938156399756577,0.0037336850280576006,0.014934740112230402
Snapshot vis size1 [GB],0.0010537831471104002,1.7265183082256796,0.001438765256854733,1.7265183082256796,0.17265183082256794,0.13812146465805436,0.04604048821935145,0.008430265176883202,0.0010537831471104002,1.7265183082256796,0.001438765256854733,1.7265183082256796,0.17265183082256794,0.13812146465805436,0.04604048821935145,0.008430265176883202,0.0010537831471104002,1.7265183082256796,0.001438765256854733,1.7265183082256796,0.17265183082256794,0.13812146465805436,0.04604048821935145,0.008430265176883202,0.0010537831471104002,1.7265183082256796,0.001438765256854733,,0.0010537831471104002,1.7265183082256796,0.001438765256854733,,0.0010537831471104002,1.7265183082256796,0.001438765256854733,1.7265183082256796,0.17265183082256794,0.8632591541128398,0.13812146465805436,0.0010537831471104002,0.004215132588441601
Snapshot vis size2 [GB],0.0011921499926784004,1.953218548004291,0.0016276821233369091,1.953218548004291,0.1953218548004291,0.15625748384034327,0.052085827946781085,0.009537199941427203,0.0011921499926784004,1.953218548004291,0.0016276821233369091,1.953218548004291,0.1953218548004291,0.15625748384034327,0.052085827946781085,0.009537199941427203,0.0011921499926784004,1.953218548004291,0.0016276821233369091,1.953218548004291,0.1953218548004291,0.15625748384034327,0.052085827946781085,0.009537199941427203,0.0011921499926784004,1.953218548004291,0.0016276821233369091,,0.0011921499926784004,1.953218548004291,0.0016276821233369091,,0.0011921499926784004,1.953218548004291,0.0016276821233369091,1.953218548004291,0.1953218548004291,0.9766092740021455,0.15625748384034327,0.0011921499926784004,0.004768599970713602
Snapshot vis size3 [GB],0.0014989124941056002,2.455818230342615,0.0020465151919521795,2.455818230342615,0.24558182303426151,0.1964654584274092,0.06548848614246973,0.011991299952844802,0.0014989124941056002,2.455818230342615,0.0020465151919521795,2.455818230342615,0.24558182303426151,0.1964654584274092,0.06548848614246973,0.011991299952844802,0.0014989124941056002,2.455818230342615,0.0020465151919521795,2.455818230342615,0.24558182303426151,0.1964654584274092,0.06548848614246973,0.011991299952844802,0.0014989124941056002,2.455818230342615,0.0020465151919521795,,0.0014989124941056002,2.455818230342615,0.0020465151919521795,,0.0014989124941056002,2.455818230342615,0.0020465151919521795,2.455818230342615,0.24558182303426151,1.2279091151713075,0.1964654584274092,0.0014989124941056002,0.005995649976422401
Snapshot vis size4 [GB],0.000585469338048,0.9592329634578431,0.000799360802881536,0.9592329634578431,0.09592329634578431,0.07673863707662745,0.02557954569220915,0.004683754704384,0.000585469338048,0.9592329634578431,0.000799360802881536,0.9592329634578431,0.09592329634578431,0.07673863707662745,0.02557954569220915,0.004683754704384,0.000585469338048,0.9592329634578431,0.000799360802881536,0.9592329634578431,0.09592329634578431,0.07673863707662745,0.02557954569220915,0.004683754704384,0.000585469338048,0.9592329634578431,0.000799360802881536,,0.000585469338048,0.9592329634578431,0.000799360802881536,,0.000585469338048,0.9592329634578431,0.000799360802881536,0.9592329634578431,0.09592329634578431,0.4796164817289216,0.07673863707662745,0.000585469338048,0.002341877352192
Facet size [GB],(undefined),0.23355729574604536,0.9691506442136999,0.28260432785271483,0.24228766105342492,0.4307336196505332,2.6920851228158327,(undefined),(undefined),0.23355729574604536,0.9691506442136999,0.3488942319169318,0.24228766105342492,0.4307336196505332,2.6920851228158327,(undefined),(undefined),0.23355729574604536,0.9691506442136999,0.3488942319169318,0.24228766105342492,0.4307336196505332,2.6920851228158327,(undefined),(undefined),0.28554375658719666,0.9792309896680268,(undefined),(undefined),0.28554375658719666,0.9792309896680268,(undefined),(undefined),0.23389773941409425,0.9705633219857813,0.28301626469105406,0.24264083049644541,0.24264083049644541,0.43136147643812517,2.6960092277382826,(undefined)
