,hpso01 (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=512] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=512] [Bmax=32500.0]
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max3 [lambda],189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,14.500452378669118,,497.87250865477796,497.87250865477796,14.500452378669118,,207.4468786061575,207.4468786061575,6.041855157778799,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W stack [lambda],(undefined),1.2859755938412083,4.48879194229393,1.2859755938408655,2.657011334389291,4.235972103093722,4.142840941865748,(undefined),(undefined),1.2859755938412083,4.48879194229393,1.6697409949167088,2.657011334389291,4.235972103093722,4.142840941865748,(undefined),(undefined),1.2859755938412083,4.48879194229393,1.6697409949167088,2.657011334389291,4.235972103093722,4.142840941865748,(undefined),(undefined),7.008856286049054,14.500448709580878,(undefined),(undefined),7.008856286049054,14.500448709580878,(undefined),(undefined),1.3504522276227646,4.86452032900423,1.350452227615277,2.6806424215189453,2.8082754185344654,4.283302859967109,15.98814271508785,(undefined)
Delta W theory [lambda],(undefined),1.0,12.587303150687525,1.0,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),1.3581201072478302,15.152462172657435,1.3581201072478302,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),6.246315100063581,0.18455205923435844,6.246315100062326,2.418874982338622,3.435052025524659,3.3780879307652607,(undefined),(undefined),6.246315100063581,0.18455205923435844,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,(undefined),(undefined),6.246315100063581,0.18455205923435844,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,(undefined),(undefined),5.255539666318021,0.08981558727294352,(undefined),(undefined),5.255539666318021,0.08981558727294352,(undefined),(undefined),5.665525818746787,0.17264561380323334,5.665525818723131,2.1292840830834274,2.2050436743140045,3.0287146339418345,8.164227799011746,(undefined)
W kernel support pred1 [uv-pixels],,6.246315100063581,0.5223241974335304,6.246315100062326,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,0.5223241974335304,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,0.5223241974335304,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,5.255539666318021,0.254136932091098,,,5.255539666318021,0.254136932091098,,,5.665525818746787,0.4886127695866622,5.665525818723131,2.1292840830834274,2.2050436743140045,3.0287146339418345,8.164227799011746,
W kernel support pred2 [uv-pixels],,6.246315100063581,1.4792330461194296,6.246315100062326,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,1.4792330461194296,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,1.4792330461194296,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,5.255539666318021,0.7193736457952092,,,5.255539666318021,0.7193736457952092,,,5.665525818746787,1.3836854797576588,5.665525818723131,2.1292840830834274,2.2050436743140045,3.0287146339418345,8.164227799011746,
W kernel support pred3 [uv-pixels],,6.246315100063581,3.5881626511015727,6.246315100062326,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,3.5881626511015727,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,3.5881626511015727,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,5.255539666318021,2.0378927259415156,,,5.255539666318021,2.0378927259415156,,,5.665525818746787,3.3328859080720936,5.665525818723131,2.1292840830834274,2.2050436743140045,3.0287146339418345,8.164227799011746,
AW kernel support pred0 [uv-pixels],(undefined),10.955202067021963,9.001891993496013,10.955202067021247,9.319386040946242,9.633253989076643,9.613088893169662,(undefined),(undefined),10.955202067021963,9.001891993496013,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,(undefined),(undefined),10.955202067021963,9.001891993496013,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,(undefined),(undefined),10.422125367900836,9.000448146604544,(undefined),(undefined),10.422125367900836,9.000448146604544,(undefined),(undefined),10.634762940605984,9.001655764800468,10.634762940593381,9.248451259885215,9.266186788837802,9.495952418470377,12.151321555870217,(undefined)
AW kernel support pred1 [uv-pixels],,10.955202067021963,9.015144068023794,10.955202067021247,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.015144068023794,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.015144068023794,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.422125367900836,9.003587372833826,,,10.422125367900836,9.003587372833826,,,10.634762940605984,9.013253709876537,10.634762940593381,9.248451259885215,9.266186788837802,9.495952418470377,12.151321555870217,
AW kernel support pred2 [uv-pixels],,10.955202067021963,9.120752732353388,10.955202067021247,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.120752732353388,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.120752732353388,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.422125367900836,9.028704139701594,,,10.422125367900836,9.028704139701594,,,10.634762940605984,9.105744643184991,10.634762940593381,9.248451259885215,9.266186788837802,9.495952418470377,12.151321555870217,
AW kernel support pred3 [uv-pixels],,10.955202067021963,9.688906605533994,10.955202067021247,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.688906605533994,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.688906605533994,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.422125367900836,9.227838683161153,,,10.422125367900836,9.227838683161153,,,10.634762940605984,9.597297977880313,10.634762940593381,9.248451259885215,9.266186788837802,9.495952418470377,12.151321555870217,
W kernel support bw0 [uv-pixels],(undefined),6.246315100063581,0.18455205923435844,6.246315100062326,2.418874982338622,3.435052025524659,3.3780879307652607,(undefined),(undefined),6.246315100063581,0.18455205923435844,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,(undefined),(undefined),6.246315100063581,0.18455205923435844,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,(undefined),(undefined),5.255539666318021,0.08981558727294352,(undefined),(undefined),5.255539666318021,0.08981558727294352,(undefined),(undefined),5.665525818746787,0.17264561380323334,5.665525818723131,2.1292840830834274,2.2050436743140045,3.0287146339418345,8.164227799011746,(undefined)
W kernel support bw1 [uv-pixels],,6.246315100063581,0.5223241974335304,6.246315100062326,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,0.5223241974335304,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,0.5223241974335304,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,5.255539666318021,0.254136932091098,,,5.255539666318021,0.254136932091098,,,5.665525818746787,0.4886127695866622,5.665525818723131,2.1292840830834274,2.2050436743140045,3.0287146339418345,8.164227799011746,
W kernel support bw2 [uv-pixels],,6.246315100063581,1.4792330461194296,6.246315100062326,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,1.4792330461194296,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,1.4792330461194296,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,5.255539666318021,0.7193736457952092,,,5.255539666318021,0.7193736457952092,,,5.665525818746787,1.3836854797576588,5.665525818723131,2.1292840830834274,2.2050436743140045,3.0287146339418345,8.164227799011746,
W kernel support bw3 [uv-pixels],,6.246315100063581,3.5881626511015727,6.246315100062326,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,3.5881626511015727,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,6.246315100063581,3.5881626511015727,4.129181749186002,2.418874982338622,3.435052025524659,3.3780879307652607,,,5.255539666318021,2.0378927259415156,,,5.255539666318021,2.0378927259415156,,,5.665525818746787,3.3328859080720936,5.665525818723131,2.1292840830834274,2.2050436743140045,3.0287146339418345,8.164227799011746,
AW kernel support bw0 [uv-pixels],(undefined),10.955202067021963,9.001891993496013,10.955202067021247,9.319386040946242,9.633253989076643,9.613088893169662,(undefined),(undefined),10.955202067021963,9.001891993496013,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,(undefined),(undefined),10.955202067021963,9.001891993496013,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,(undefined),(undefined),10.422125367900836,9.000448146604544,(undefined),(undefined),10.422125367900836,9.000448146604544,(undefined),(undefined),10.634762940605984,9.001655764800468,10.634762940593381,9.248451259885215,9.266186788837802,9.495952418470377,12.151321555870217,(undefined)
AW kernel support bw1 [uv-pixels],,10.955202067021963,9.015144068023794,10.955202067021247,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.015144068023794,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.015144068023794,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.422125367900836,9.003587372833826,,,10.422125367900836,9.003587372833826,,,10.634762940605984,9.013253709876537,10.634762940593381,9.248451259885215,9.266186788837802,9.495952418470377,12.151321555870217,
AW kernel support bw2 [uv-pixels],,10.955202067021963,9.120752732353388,10.955202067021247,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.120752732353388,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.120752732353388,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.422125367900836,9.028704139701594,,,10.422125367900836,9.028704139701594,,,10.634762940605984,9.105744643184991,10.634762940593381,9.248451259885215,9.266186788837802,9.495952418470377,12.151321555870217,
AW kernel support bw3 [uv-pixels],,10.955202067021963,9.688906605533994,10.955202067021247,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.688906605533994,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.955202067021963,9.688906605533994,9.902027162041659,9.319386040946242,9.633253989076643,9.613088893169662,,,10.422125367900836,9.227838683161153,,,10.422125367900836,9.227838683161153,,,10.634762940605984,9.597297977880313,10.634762940593381,9.248451259885215,9.266186788837802,9.495952418470377,12.151321555870217,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.15425658697706898,252.7339921032298,0.3307856867761324,252.7339921032298,15.062353132226548,12.049882505781238,10.585141976836235,1.938197383453901,0.15425658697706898,252.7339921032298,0.3307856867761324,252.7339921032298,15.062353132226548,12.049882505781238,10.585141976836235,1.938197383453901,0.15425658697706898,252.7339921032298,0.3307856867761324,252.7339921032298,15.062353132226548,12.049882505781238,10.585141976836235,1.938197383453901,0.15465614590540266,249.83040533501978,0.23478382994567187,(undefined),0.15465614590540266,249.83040533501978,0.23478382994567187,(undefined),0.15431276911917235,252.82604092485204,0.3307856867761324,252.82604092485204,21.158088163954698,105.79044081977351,16.926470531163762,0.24227467293173763,0.9690986917269505
Snapshot vis size1 [GB],0.04353687857054481,71.33082184998061,0.09335987888924045,71.33082184998061,4.251149673121548,3.400919738497238,2.987516124455694,0.5470305403666433,0.04353687857054481,71.33082184998061,0.09335987888924045,71.33082184998061,4.251149673121548,3.400919738497238,2.987516124455694,0.5470305403666433,0.04353687857054481,71.33082184998061,0.09335987888924045,71.33082184998061,4.251149673121548,3.400919738497238,2.987516124455694,0.5470305403666433,0.043649648785973126,70.51132294219398,0.06626462632802627,,0.043649648785973126,70.51132294219398,0.06626462632802627,,0.04355273523603003,71.35680141071161,0.09335987888924045,71.35680141071161,5.9715901487948235,29.857950743974122,4.777272119035859,0.06837881754583042,0.27351527018332167
Snapshot vis size2 [GB],0.04925348219075077,80.69690522132606,0.10561848444763944,80.69690522132606,4.809346273551369,3.847477018841095,3.3797915023244616,0.6188583073103874,0.04925348219075077,80.69690522132606,0.10561848444763944,80.69690522132606,4.809346273551369,3.847477018841095,3.3797915023244616,0.6188583073103874,0.04925348219075077,80.69690522132606,0.10561848444763944,80.69690522132606,4.809346273551369,3.847477018841095,3.3797915023244616,0.6188583073103874,0.04938105968320342,79.76980212654158,0.07496549362021371,,0.04938105968320342,79.76980212654158,0.07496549362021371,,0.04927142091343195,80.72629602456692,0.10561848444763944,80.72629602456692,6.755688940068357,33.77844470034179,5.404551152054686,0.07735728841379842,0.3094291536551937
Snapshot vis size3 [GB],0.06192732482265745,101.46172898944197,0.13279609690000807,101.46172898944197,6.046881065452501,4.837504852362001,4.249475100800258,0.7781021302734848,0.06192732482265745,101.46172898944197,0.13279609690000807,101.46172898944197,6.046881065452501,4.837504852362001,4.249475100800258,0.7781021302734848,0.06192732482265745,101.46172898944197,0.13279609690000807,101.46172898944197,6.046881065452501,4.837504852362001,4.249475100800258,0.7781021302734848,0.06208773039123386,100.29606491979388,0.09425551793334158,,0.06208773039123386,100.29606491979388,0.09425551793334158,,0.06194987951436592,101.49868259633713,0.13279609690000807,101.49868259633713,8.494054121335019,42.4702706066751,6.795243297068016,0.0972627662841856,0.3890510651367424
Facet size [GB],(undefined),4.906325136331855,0.24228766105342497,4.906325136331855,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),4.906325136331855,0.24228766105342497,2.180588949480824,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),4.906325136331855,0.24228766105342497,2.180588949480824,0.6730212807039582,0.6730212807039582,0.6730212807039582,(undefined),(undefined),4.957356885194386,0.2448077474170067,(undefined),(undefined),4.957356885194386,0.2448077474170067,(undefined),(undefined),4.913476817553021,0.24264083049644533,4.913476817553021,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706,(undefined)
Image size [GB],0.6730212807039583,4.906325136331856,0.24228766105342492,4.906325136331856,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,4.906325136331856,0.24228766105342492,2.1805889494808244,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6730212807039583,0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6800215206027961,4.957356885194385,0.24480774741700664,(undefined),0.6740023069345706,4.913476817553018,0.24264083049644541,4.913476817553018,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706,0.6740023069345706
Image cube size [GB],352856.9812177169,1570.0240436261938,38.76602576854799,1570.0240436261938,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,352856.9812177169,1570.0240436261938,38.76602576854799,697.7884638338637,107.68340491263334,2692.085122815833,8076.255368447499,44107.12265221461,178263.56149689938,793.1771016311017,19.58461979336053,(undefined),178263.56149689938,793.1771016311017,19.58461979336053,(undefined),176685.6607490561,786.1562908084829,19.411266439715632,786.1562908084829,53.920184554765655,53.920184554765655,1348.0046138691414,176685.6607490561,44171.41518726402
Calibration output [GB],0.0,2.359296,0.0,11.8784,0.0,0.0,0.0,0.0,0.0,2.359296,0.0,11.8784,0.0,0.0,0.0,0.0,0.0,2.359296,0.0,11.8784,0.0,0.0,0.0,0.0,0.0,0.3145728,0.0,(undefined),0.0,0.3145728,0.0,(undefined),0.0,2.8311552,0.0,19.9163904,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,93.17252067370599,0.0,29116.412710533124,0.0,0.0,0.0,0.0,0.0,93.17252067370599,0.0,29116.412710533124,0.0,0.0,0.0,0.0,0.0,93.17252067370599,0.0,29116.412710533124,0.0,0.0,0.0,0.0,0.0,155.28753445617667,0.0,(undefined),0.0,155.28753445617667,0.0,(undefined),0.0,66.55180048121856,0.0,28783.653708127033,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.262144,0.0,81.92,0.0,0.0,0.0,0.0,0.0,0.262144,0.0,81.92,0.0,0.0,0.0,0.0,0.0,0.262144,0.0,81.92,0.0,0.0,0.0,0.0,0.0,0.43690666666666667,0.0,(undefined),0.0,0.43690666666666667,0.0,(undefined),0.0,0.1872457142857143,0.0,80.98377142857143,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.001594555669307853,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0007086914085812679,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),0.0007086914085812679,0.00021873191622878645,0.021873191622878645,0.06561957486863593,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.0022356319519866246,0.0003066710496552297,0.0003066710496552297,0.021905074975373546,2.8711419871721615,(undefined)
Working (cache) memory [TeraBytes],(undefined),1.9964645813068337e-05,3.7844808124578944e-06,1.996464581305631e-05,1.1593917666923171e-06,3.320396143452635e-06,3.1579321412519697e-06,(undefined),(undefined),1.9964645813068337e-05,3.7844808124578944e-06,5.767424805114305e-06,1.1593917666923171e-06,3.320396143452635e-06,3.1579321412519697e-06,(undefined),(undefined),1.9964645813068337e-05,3.7844808124578944e-06,5.767424805114305e-06,1.1593917666923171e-06,3.320396143452635e-06,3.1579321412519697e-06,(undefined),(undefined),3.5674931936414038e-06,2.0799608271601536e-07,(undefined),(undefined),3.5674931936414038e-06,2.0799608271601536e-07,(undefined),(undefined),1.0428183214753802e-05,2.122996728170619e-06,1.0428183214623173e-05,5.535907267426557e-07,6.148080862909423e-07,1.5931734175771796e-06,3.1205656630704336e-05,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],1.2200636713008817,1.2200636713008817,0.9581131435387493,1.2200636713008817,0.6100318356504408,1.2200636713008817,1.9162262870774986,1.9162262870774986,1.2200636713008817,1.2200636713008817,0.9581131435387493,1.2200636713008817,0.6100318356504408,1.2200636713008817,1.9162262870774986,1.9162262870774986,1.2200636713008817,1.2200636713008817,0.9581131435387493,1.2200636713008817,0.6100318356504408,1.2200636713008817,1.9162262870774986,1.9162262870774986,0.08154826053582188,0.08154826053582188,0.06387420956924995,0.002102152,0.08154826053582188,0.08154826053582188,0.06387420956924995,0.00077309411328,0.7323048200779794,0.7323048200779794,0.5748678861232496,0.7323048200779794,0.3661524100389897,0.3661524100389897,0.7323048200779794,1.1497357722464991,1.1497357722464991
Total buffer ingest rate [TeraBytes/s],0.06778131507227121,0.06778131507227121,0.053228507974374964,0.06778131507227121,0.033890657536135606,0.06778131507227121,0.10645701594874993,0.10645701594874993,0.06778131507227121,0.06778131507227121,0.053228507974374964,0.06778131507227121,0.033890657536135606,0.06778131507227121,0.10645701594874993,0.10645701594874993,0.06778131507227121,0.06778131507227121,0.053228507974374964,0.06778131507227121,0.033890657536135606,0.06778131507227121,0.10645701594874993,0.10645701594874993,0.03397844188992579,0.03397844188992579,0.026614253987187482,(undefined),0.03397844188992579,0.03397844188992579,0.026614253987187482,(undefined),0.03390300092953608,0.03390300092953608,0.026614253987187482,0.03390300092953608,0.01695150046476804,0.01695150046476804,0.03390300092953608,0.053228507974374964,0.053228507974374964
Output size [TB],0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,190.81732233974986,0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,190.81732233974986,0.0,0.0,0.0,0.0,0.023744190783235645,1.1872095391617823,3.5616286174853466,190.81732233974986,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.016645160972056153,0.016645160972056153,0.5944700347162911,77.91837639033372,228.98078680769987
Buffer Read Rate [TeraBytes/s],0.06749645975519712,0.13499291951039424,0.10600962352208326,0.6749645975519712,0.24135784115481568,0.48271568230963136,1.2721154822649994,1.2721154822649994,0.06749645975519712,0.13499291951039424,0.10600962352208326,0.6749645975519712,0.24135784115481568,0.48271568230963136,1.2721154822649994,1.2721154822649994,0.06749645975519712,0.13499291951039424,0.10600962352208326,0.6749645975519712,0.24135784115481568,0.48271568230963136,1.2721154822649994,1.2721154822649994,0.03383564531202054,0.06672101270980654,0.03762155742618027,0.0008758966666666667,0.03383564531202054,0.06672101270980654,0.03762155742618027,0.0003221225472,0.03376052139709784,0.06752104279419568,0.05300481176104163,0.3376052139709785,0.16951768549661161,0.16951768549661161,0.33903537099322323,0.6360577411324997,0.6360577411324997
Facet visibility rate [TeraBytes/s],0.0,0.019771426768359964,0.01936275150581604,0.17794284091523963,0.02875502868218947,0.05751005736437894,0.15931960470492892,(undefined),0.0,0.019771426768359964,0.01936275150581604,0.14864612072034045,0.02875502868218947,0.05751005736437894,0.15931960470492892,(undefined),0.0,0.019771426768359964,0.01936275150581604,0.14864612072034045,0.02875502868218947,0.05751005736437894,0.15931960470492892,(undefined),0.0,0.010034854731933494,0.006396253794396294,(undefined),0.0,0.010034854731933494,0.006396253794396294,(undefined),0.0,0.013724402462693616,0.011662189052369794,0.12351962216424256,0.02019531294131847,0.02019531294131847,0.04039062588263694,0.11813416228497037,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.002616706739376989,0.038766025768548,0.023550360654392907,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.002616706739376989,0.038766025768548,0.010466826957507955,0.009870978783658054,0.04935489391829027,0.14806468175487078,(undefined),0.0,0.0013219618360518365,0.019584619793360535,(undefined),0.0,0.0013219618360518365,0.019584619793360535,(undefined),0.0,0.0013102604846808056,0.019411266439715625,0.011792344362127253,0.0049426835841868515,0.0009885367168373704,0.024713417920934257,3.2392371137326954,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
