,hpso01 (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso01 (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02a (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso02b (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso04a (PSS) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],hpso05a (PST) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (Ingest) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (RCAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (FastImg) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (ICAL) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepA) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepA_Image) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepB) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepC) [Nf_max=16384] [Na=32] [Bmax=4062.5],max_low (DPrepD) [Nf_max=16384] [Na=32] [Bmax=4062.5]
Oversampling used pred0,(undefined),5.722624016659047,25.671297738388773,5.7226240166474724,2.9354404715835685,2.753014091922232,3.4653068788351575,(undefined),(undefined),5.722624016659047,25.671297738388773,4.546972383754984,2.9354404715835685,2.753014091922232,3.4653068788351575,(undefined),(undefined),5.722624016659047,25.671297738388773,4.546972383754984,2.9354404715835685,2.753014091922232,3.4653068788351575,(undefined),(undefined),6.114020271845888,25.725283690424163,(undefined),(undefined),6.114020271845888,25.725283690424163,(undefined),(undefined),6.075452499877244,25.678964643980194,6.075452499843699,2.9892415404943193,2.988920968140306,2.8360868303760185,20.331594940575513,(undefined)
Oversampling used bw0,(undefined),5.722624016659047,25.671297738388773,5.7226240166474724,2.9354404715835685,2.753014091922232,3.4653068788351575,(undefined),(undefined),5.722624016659047,25.671297738388773,4.546972383754984,2.9354404715835685,2.753014091922232,3.4653068788351575,(undefined),(undefined),5.722624016659047,25.671297738388773,4.546972383754984,2.9354404715835685,2.753014091922232,3.4653068788351575,(undefined),(undefined),6.114020271845888,25.725283690424163,(undefined),(undefined),6.114020271845888,25.725283690424163,(undefined),(undefined),6.075452499877244,25.678964643980194,6.075452499843699,2.9892415404943193,2.988920968140306,2.8360868303760185,20.331594940575513,(undefined)
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels backward, no-smear0",(undefined),1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),1009.991056768289,727.1815092638062,(undefined),(undefined),2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
Frequencies predict ifft,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,200.0,200,200.0,200.0,16384.0,16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,(undefined),16384.0,200.0,40.0,200.0,200,200.0,200.0,200.0,16384.0
Frequencies predict kernels0,(undefined),277.11029328921063,364.52288461678205,277.11029328979805,204.90228331319494,218.8036083124656,424.3586319596937,(undefined),(undefined),277.11029328921063,364.52288461678205,234.8562304515864,204.90228331319494,218.8036083124656,424.3586319596937,(undefined),(undefined),277.11029328921063,364.52288461678205,234.8562304515864,204.90228331319494,218.8036083124656,424.3586319596937,(undefined),(undefined),158.41087950783302,222.75933835694266,(undefined),(undefined),158.41087950783302,222.75933835694266,(undefined),(undefined),365.4241361026191,511.6591552951528,365.42413610474097,282.41936348516384,282.4503900912546,298.04109397362436,674.9915480564082,(undefined)
Frequencies predict de-grid0,16384.0,1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,16384.0,16384.0
Frequencies total0,16384.0,1648.2150744838107,1186.6956875807953,1648.2150744838107,610.88622741501,610.88622741501,1500.0,8192.0,16384.0,1648.2150744838107,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,16384.0,1648.2150744838107,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,16384.0,1009.9910567682889,727.1815092638062,(undefined),16384.0,1009.9910567682889,727.1815092638062,(undefined),16384.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,16384.0,16384.0
Frequencies backward kernels0,(undefined),277.11029328921063,364.52288461678205,277.11029328979805,204.90228331319494,218.8036083124656,424.3586319596937,(undefined),(undefined),277.11029328921063,364.52288461678205,234.8562304515864,204.90228331319494,218.8036083124656,424.3586319596937,(undefined),(undefined),277.11029328921063,364.52288461678205,234.8562304515864,204.90228331319494,218.8036083124656,424.3586319596937,(undefined),(undefined),158.41087950783302,222.75933835694266,(undefined),(undefined),158.41087950783302,222.75933835694266,(undefined),(undefined),365.4241361026191,511.6591552951528,365.42413610474097,282.41936348516384,282.4503900912546,298.04109397362436,674.9915480564082,(undefined)
Frequencies backward grid0,16384.0,1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,1009.991056768289,727.1815092638062,(undefined),16384.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,16384.0,16384.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],0.3790931859289438,0.3790931859289438,4.286894270814618,0.3790931859289438,0.3790931859289438,0.3790931859289438,0.7368247102717721,0.7368247102717721,0.3790931859289438,0.3790931859289438,4.286894270814618,0.3790931859289438,0.3790931859289438,0.3790931859289438,0.7368247102717721,0.7368247102717721,0.3790931859289438,0.3790931859289438,4.286894270814618,0.3790931859289438,0.3790931859289438,0.3790931859289438,0.7368247102717721,0.7368247102717721,0.38007512174171326,0.38007512174171326,4.286894270814618,(undefined),0.38007512174171326,0.38007512174171326,4.286894270814618,(undefined),0.3792312563197107,0.3792312563197107,4.286894270814618,0.3792312563197107,0.3792312563197107,0.3792312563197107,0.3792312563197107,0.7370930708739935,0.7370930708739935
Averaged rate0 [M/s],0.3327300158322514,0.03347232835863976,0.2725261618432718,0.03347232835863976,0.012406017097137489,0.012406017097137489,0.059208151742217184,0.32335545271482874,0.3327300158322514,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.012406017097137489,0.012406017097137489,0.059208151742217184,0.32335545271482874,0.3327300158322514,0.03347232835863976,0.2725261618432718,0.02231957612576415,0.012406017097137489,0.012406017097137489,0.059208151742217184,0.32335545271482874,0.33359186070484764,0.020564257563634575,0.1669981510483664,(undefined),0.33359186070484764,0.020564257563634575,0.1669981510483664,(undefined),0.33285120018747333,0.047018576476492324,0.38267807490900596,0.047018576476492324,0.01742672651568516,0.01742672651568516,0.01742672651568516,0.6469464454782266,0.6469464454782266
Predict rate0 [M/s],(undefined),0.03785146713198223,0.2725261618432718,0.03785146713198223,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.03785146713198223,0.2725261618432718,0.0252396156333138,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.03785146713198223,0.2725261618432718,0.0252396156333138,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.023194572043841837,0.1669981510483664,(undefined),(undefined),0.023194572043841837,0.1669981510483664,(undefined),(undefined),0.053150594198123215,0.38267807490900596,0.053150594198123215,0.019699466437482306,0.019699466437482306,0.019699466437482306,0.37626062708146174,(undefined)
Backward rate0 [M/s],(undefined),0.03785146713198223,0.2725261618432718,0.03785146713198223,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.03785146713198223,0.2725261618432718,0.0252396156333138,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.03785146713198223,0.2725261618432718,0.0252396156333138,0.014029079284826666,0.014029079284826666,0.03444768924696,(undefined),(undefined),0.023194572043841837,0.1669981510483664,(undefined),(undefined),0.023194572043841837,0.1669981510483664,(undefined),(undefined),0.053150594198123215,0.38267807490900596,0.053150594198123215,0.019699466437482306,0.019699466437482306,0.019699466437482306,0.37626062708146174,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W stack [lambda],(undefined),2.3318386213730418,0.1,2.3318386213851765,5.065006547693765,7.701802367979972,7.67744855637635,(undefined),(undefined),2.3318386213730418,0.1,3.218613224883512,5.065006547693765,7.701802367979972,7.67744855637635,(undefined),(undefined),2.3318386213730418,0.1,3.218613224883512,5.065006547693765,7.701802367979972,7.67744855637635,(undefined),(undefined),13.421643195403723,0.22656453798091633,(undefined),(undefined),13.421643195403723,0.22656453798091633,(undefined),(undefined),2.3695673110343525,0.1,2.369567311072594,5.113708994368264,5.119526139618222,7.794641048760869,14.935444144533292,(undefined)
Delta W theory [lambda],(undefined),1.0,12.587303150687525,1.0,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),1.0,12.587303150687525,3.4612509132075626,12.587303150687525,12.587303150687525,12.587303150687525,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),11.803825775723876,89.35330487828081,(undefined),(undefined),1.3581201072478302,15.152462172657435,1.3581201072478302,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),9.782674956920777,0.18455205923435844,9.782674956959184,3.929462086439538,5.386805931342143,5.3739751074520745,(undefined),(undefined),9.782674956920777,0.18455205923435844,6.768145671211837,3.929462086439538,5.386805931342143,5.3739751074520745,(undefined),(undefined),9.782674956920777,0.18455205923435844,6.768145671211837,3.929462086439538,5.386805931342143,5.3739751074520745,(undefined),(undefined),8.57451762255608,0.08981409127053162,(undefined),(undefined),8.57451762255608,0.08981409127053162,(undefined),(undefined),8.654615118311536,0.17264561380323334,8.654615118416856,3.4605098079566634,3.4634705461814095,4.752124203649442,7.755621767043986,(undefined)
AW kernel support pred0 [uv-pixels],(undefined),13.292882656247475,9.001891993496013,13.29288265627574,9.820421186933164,10.488931220193164,10.482347468745466,(undefined),(undefined),13.292882656247475,9.001891993496013,11.26089675943899,9.820421186933164,10.488931220193164,10.482347468745466,(undefined),(undefined),13.292882656247475,9.001891993496013,11.26089675943899,9.820421186933164,10.488931220193164,10.482347468745466,(undefined),(undefined),12.430702009923847,9.000448131676041,(undefined),(undefined),12.430702009923847,9.000448131676041,(undefined),(undefined),12.48608677072631,9.001655764800468,12.486086770799314,9.642361128425145,9.643424092316284,10.17755788226777,11.880642617023982,(undefined)
W kernel support bw0 [uv-pixels],(undefined),9.782674956920777,0.18455205923435844,9.782674956959184,3.929462086439538,5.386805931342143,5.3739751074520745,(undefined),(undefined),9.782674956920777,0.18455205923435844,6.768145671211837,3.929462086439538,5.386805931342143,5.3739751074520745,(undefined),(undefined),9.782674956920777,0.18455205923435844,6.768145671211837,3.929462086439538,5.386805931342143,5.3739751074520745,(undefined),(undefined),8.57451762255608,0.08981409127053162,(undefined),(undefined),8.57451762255608,0.08981409127053162,(undefined),(undefined),8.654615118311536,0.17264561380323334,8.654615118416856,3.4605098079566634,3.4634705461814095,4.752124203649442,7.755621767043986,(undefined)
AW kernel support bw0 [uv-pixels],(undefined),13.292882656247475,9.001891993496013,13.29288265627574,9.820421186933164,10.488931220193164,10.482347468745466,(undefined),(undefined),13.292882656247475,9.001891993496013,11.26089675943899,9.820421186933164,10.488931220193164,10.482347468745466,(undefined),(undefined),13.292882656247475,9.001891993496013,11.26089675943899,9.820421186933164,10.488931220193164,10.482347468745466,(undefined),(undefined),12.430702009923847,9.000448131676041,(undefined),(undefined),12.430702009923847,9.000448131676041,(undefined),(undefined),12.48608677072631,9.001655764800468,12.486086770799314,9.642361128425145,9.643424092316284,10.17755788226777,11.880642617023982,(undefined)
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.00014621924523878238,0.024100076418220626,0.00016351569710596308,0.024100076418220626,0.0008932332309938995,0.0007145865847951195,0.0011367965134505699,0.00113679651345057,0.00014621924523878238,0.024100076418220626,0.00016351569710596308,0.016070094810550186,0.0008932332309938995,0.0007145865847951195,0.0011367965134505699,0.00113679651345057,0.00014621924523878238,0.024100076418220626,0.00016351569710596308,0.016070094810550186,0.0008932332309938995,0.0007145865847951195,0.0011367965134505699,0.00113679651345057,0.00014659798566131002,0.014806265445816895,0.00010019889062901985,(undefined),0.00014659798566131002,0.014806265445816895,0.00010019889062901985,(undefined),0.00014627250008238576,0.03385337506307449,0.0002296068449454036,0.03385337506307449,0.001254724309129332,0.00627362154564666,0.0010037794473034655,0.0002843026371730488,0.0011372105486921952
Facet size [GB],(undefined),0.07666133025518523,0.0037857447039597652,0.07666133025518523,0.010515957510999346,0.010515957510999346,0.010515957510999346,(undefined),(undefined),0.07666133025518523,0.0037857447039597652,0.034071702335637874,0.010515957510999346,0.010515957510999346,0.010515957510999346,(undefined),(undefined),0.07666133025518523,0.0037857447039597652,0.034071702335637874,0.010515957510999346,0.010515957510999346,0.010515957510999346,(undefined),(undefined),0.07745870133116228,0.0038251210533907297,(undefined),(undefined),0.07745870133116228,0.0038251210533907297,(undefined),(undefined),0.07677307527426595,0.0037912629765069583,0.07677307527426595,0.010531286045852666,0.010531286045852666,0.010531286045852666,0.010531286045852666,(undefined)
Image size [GB],0.010515957510999348,0.07666133025518525,0.0037857447039597644,0.07666133025518525,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.07666133025518525,0.0037857447039597644,0.03407170233563788,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.07666133025518525,0.0037857447039597644,0.03407170233563788,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010515957510999348,0.010625336259418689,0.07745870133116227,0.003825121053390729,(undefined),0.010625336259418689,0.07745870133116227,0.003825121053390729,(undefined),0.010531286045852666,0.07677307527426591,0.0037912629765069596,0.07677307527426591,0.010531286045852666,0.010531286045852666,0.010531286045852666,0.010531286045852666,0.010531286045852666
Image cube size [GB],5513.390331526826,24.53162568165928,0.6057191526335624,24.53162568165928,1.6825532017598959,42.06383004399739,126.19149013199217,689.1737914408533,5513.390331526826,24.53162568165928,0.6057191526335624,10.90294474740412,1.6825532017598959,42.06383004399739,126.19149013199217,689.1737914408533,5513.390331526826,24.53162568165928,0.6057191526335624,10.90294474740412,1.6825532017598959,42.06383004399739,126.19149013199217,689.1737914408533,2785.3681483890527,12.393392212985963,0.3060096842712583,(undefined),2785.3681483890527,12.393392212985963,0.3060096842712583,(undefined),2760.7134492040013,12.283692043882546,0.30330103812055675,12.283692043882546,0.8425028836682134,0.8425028836682134,21.062572091705334,2760.7134492040013,690.1783623010003
Calibration output [GB],0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.147456,0.0,0.7424,0.0,0.0,0.0,0.0,0.0,0.0196608,0.0,(undefined),0.0,0.0196608,0.0,(undefined),0.0,0.1769472,0.0,1.2447744,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,0.1763721689444352,0.0,55.116302795136,0.0,0.0,0.0,0.0,0.0,0.1763721689444352,0.0,55.116302795136,0.0,0.0,0.0,0.0,0.0,0.1763721689444352,0.0,55.116302795136,0.0,0.0,0.0,0.0,0.0,0.293953614907392,0.0,(undefined),0.0,0.293953614907392,0.0,(undefined),0.0,0.12598012067459657,0.0,54.48640219176302,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.016384,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.027306666666666667,0.0,(undefined),0.0,0.027306666666666667,0.0,(undefined),0.0,0.011702857142857143,0.0,5.061485714285714,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),2.4914932332935202e-05,3.4176861910747882e-06,0.0003417686191074788,0.0010253058573224364,(undefined),(undefined),(undefined),(undefined),1.107330325908231e-05,3.4176861910747882e-06,0.0003417686191074788,0.0010253058573224364,(undefined),(undefined),(undefined),(undefined),1.107330325908231e-05,3.4176861910747882e-06,0.0003417686191074788,0.0010253058573224364,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),3.493174924979101e-05,4.791735150862964e-06,4.791735150862964e-06,0.00034226679649021165,0.044861593549565024,(undefined)
Working (cache) memory [TeraBytes],(undefined),7.66942517663367e-05,5.149281446521983e-10,7.669425176723997e-05,4.970376097615273e-06,1.2805128251702902e-05,1.2713844486381366e-05,(undefined),(undefined),7.66942517663367e-05,5.149281446521983e-10,2.539797176586485e-05,4.970376097615273e-06,1.2805128251702902e-05,1.2713844486381366e-05,(undefined),(undefined),7.66942517663367e-05,5.149281446521983e-10,2.539797176586485e-05,4.970376097615273e-06,1.2805128251702902e-05,1.2713844486381366e-05,(undefined),(undefined),1.5493170138709388e-05,1.7805109080970873e-11,(undefined),(undefined),1.5493170138709388e-05,1.7805109080970873e-11,(undefined),(undefined),3.7173312333383215e-05,2.950900944178148e-10,3.717331233474034e-05,2.3763381325101208e-06,2.3824427848811925e-06,6.153912724724119e-06,2.6750866021437017e-05,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.0006550730252852148,0.0006550730252852148,0.0037038766499838303,0.0006550730252852148,0.0003275365126426074,0.0006550730252852148,0.0012732330993496224,0.0012732330993496224,0.0006550730252852148,0.0006550730252852148,0.0037038766499838303,0.0006550730252852148,0.0003275365126426074,0.0006550730252852148,0.0012732330993496224,0.0012732330993496224,0.0006550730252852148,0.0006550730252852148,0.0037038766499838303,0.0006550730252852148,0.0003275365126426074,0.0006550730252852148,0.0012732330993496224,0.0012732330993496224,4.378465402464537e-05,4.378465402464537e-05,0.00024692510999892197,0.002102152,4.378465402464537e-05,4.378465402464537e-05,0.00024692510999892197,0.00077309411328,0.000393186966552276,0.000393186966552276,0.002222325989990298,0.000393186966552276,0.000196593483276138,0.000196593483276138,0.000393186966552276,0.0007642180958821564,0.0007642180958821564
Total buffer ingest rate [TeraBytes/s],3.63929458491786e-05,3.63929458491786e-05,0.00020577092499910168,3.63929458491786e-05,1.81964729245893e-05,3.63929458491786e-05,7.073517218609013e-05,7.073517218609013e-05,3.63929458491786e-05,3.63929458491786e-05,0.00020577092499910168,3.63929458491786e-05,1.81964729245893e-05,3.63929458491786e-05,7.073517218609013e-05,7.073517218609013e-05,3.63929458491786e-05,3.63929458491786e-05,0.00020577092499910168,3.63929458491786e-05,1.81964729245893e-05,3.63929458491786e-05,7.073517218609013e-05,7.073517218609013e-05,1.8243605843602236e-05,1.8243605843602236e-05,0.00010288546249955084,(undefined),1.8243605843602236e-05,1.8243605843602236e-05,0.00010288546249955084,(undefined),1.8203100303346112e-05,1.8203100303346112e-05,0.00010288546249955084,1.8203100303346112e-05,9.101550151673056e-06,9.101550151673056e-06,1.8203100303346112e-05,3.5380467401951687e-05,3.5380467401951687e-05
Output size [TB],0.0,0.0,0.0,0.0,0.00037100298098805695,0.01855014904940285,0.05565044714820854,0.3612102019982033,0.0,0.0,0.0,0.0,0.00037100298098805695,0.01855014904940285,0.05565044714820854,0.3612102019982033,0.0,0.0,0.0,0.0,0.00037100298098805695,0.01855014904940285,0.05565044714820854,0.3612102019982033,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.0002600806401883774,0.0002600806401883774,0.009288594292442049,1.2174746310989644,0.4334522423978439
Buffer Read Rate [TeraBytes/s],3.194208151989613e-05,6.426687044858834e-06,2.616251153695409e-05,3.213343522429417e-05,7.145865847951194e-06,1.4291731695902388e-05,6.820779080703419e-05,0.00037250548152748274,3.194208151989613e-05,6.426687044858834e-06,2.616251153695409e-05,2.1426793080733584e-05,7.145865847951194e-06,1.4291731695902388e-05,6.820779080703419e-05,0.00037250548152748274,3.194208151989613e-05,6.426687044858834e-06,2.616251153695409e-05,2.1426793080733584e-05,7.145865847951194e-06,1.4291731695902388e-05,6.820779080703419e-05,0.00037250548152748274,1.601240931383269e-05,1.9741687261089195e-06,8.015911250321588e-06,0.0008758966666666667,1.601240931383269e-05,1.9741687261089195e-06,8.015911250321588e-06,0.0003221225472,1.5976857608998724e-05,4.513783341743263e-06,1.8368547595632285e-05,2.2568916708716316e-05,5.018897236517326e-06,5.018897236517326e-06,1.0037794473034653e-05,0.0003726411525954585,0.0003726411525954585
