,hpso01 (Ingest) [Nf_max=8192] [Na=32],hpso01 (RCAL) [Nf_max=8192] [Na=32],hpso01 (FastImg) [Nf_max=8192] [Na=32],hpso01 (ICAL) [Nf_max=8192] [Na=32],hpso01 (DPrepA) [Nf_max=8192] [Na=32],hpso01 (DPrepB) [Nf_max=8192] [Na=32],hpso01 (DPrepC) [Nf_max=8192] [Na=32],hpso01 (DPrepD) [Nf_max=8192] [Na=32],hpso02a (Ingest) [Nf_max=8192] [Na=32],hpso02a (RCAL) [Nf_max=8192] [Na=32],hpso02a (FastImg) [Nf_max=8192] [Na=32],hpso02a (ICAL) [Nf_max=8192] [Na=32],hpso02a (DPrepA) [Nf_max=8192] [Na=32],hpso02a (DPrepB) [Nf_max=8192] [Na=32],hpso02a (DPrepC) [Nf_max=8192] [Na=32],hpso02a (DPrepD) [Nf_max=8192] [Na=32],hpso02b (Ingest) [Nf_max=8192] [Na=32],hpso02b (RCAL) [Nf_max=8192] [Na=32],hpso02b (FastImg) [Nf_max=8192] [Na=32],hpso02b (ICAL) [Nf_max=8192] [Na=32],hpso02b (DPrepA) [Nf_max=8192] [Na=32],hpso02b (DPrepB) [Nf_max=8192] [Na=32],hpso02b (DPrepC) [Nf_max=8192] [Na=32],hpso02b (DPrepD) [Nf_max=8192] [Na=32],hpso04a (Ingest) [Nf_max=8192] [Na=32],hpso04a (RCAL) [Nf_max=8192] [Na=32],hpso04a (FastImg) [Nf_max=8192] [Na=32],hpso04a (PSS) [Nf_max=8192] [Na=32],hpso05a (Ingest) [Nf_max=8192] [Na=32],hpso05a (RCAL) [Nf_max=8192] [Na=32],hpso05a (FastImg) [Nf_max=8192] [Na=32],hpso05a (PST) [Nf_max=8192] [Na=32],max_low (Ingest) [Nf_max=8192] [Na=32],max_low (RCAL) [Nf_max=8192] [Na=32],max_low (FastImg) [Nf_max=8192] [Na=32],max_low (ICAL) [Nf_max=8192] [Na=32],max_low (DPrepA) [Nf_max=8192] [Na=32],max_low (DPrepA_Image) [Nf_max=8192] [Na=32],max_low (DPrepB) [Nf_max=8192] [Na=32],max_low (DPrepC) [Nf_max=8192] [Na=32],max_low (DPrepD) [Nf_max=8192] [Na=32]
Frequencies predict ifft,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,200.0,200,200.0,200.0,200.0,8192.0
Frequencies predict kernels0,(undefined),189.0813957109374,364.52288461678205,192.3867842059064,190.31133974495188,199.05237204583554,625.6905261468467,(undefined),(undefined),189.0813957109374,364.52288461678205,191.35044221511887,190.31133974495188,199.05237204583554,625.6905261468467,(undefined),(undefined),189.0813957109374,364.52288461678205,191.35044221511887,190.31133974495188,199.05237204583554,625.6905261468467,(undefined),(undefined),115.4710549542711,222.75933872570835,(undefined),(undefined),115.4710549542711,222.75933872570835,(undefined),(undefined),265.19250921058676,511.6591552951528,271.08861703840586,266.70490555653464,266.70490555653464,277.48520338519785,841.0439984309672,(undefined)
Frequencies predict kernels1,,191.33238082499076,365.0584953999703,200.4605351511323,194.75922002843842,218.15734719428568,932.9886152281582,,,191.33238082499076,365.0584953999703,197.62610273014388,194.75922002843842,218.15734719428568,932.9886152281582,,,191.33238082499076,365.0584953999703,197.62610273014388,194.75922002843842,218.15734719428568,932.9886152281582,,,116.67595285006595,222.83688638800666,,,116.67595285006595,222.83688638800666,,,267.96127933222925,512.317136997464,284.2047257022032,272.1835795172644,272.1835795172644,301.22257589075963,1237.7927625562772,
Frequencies predict kernels2,,197.5764869512472,369.3268941633874,221.79005112820772,206.86074318611912,265.056189563791,1152.4982101991652,,,197.5764869512472,369.3268941633874,214.44261309807425,206.86074318611912,265.056189563791,1152.4982101991652,,,197.5764869512472,369.3268941633874,214.44261309807425,206.86074318611912,265.056189563791,1152.4982101991652,,,120.02678228761097,223.45734073105942,,,120.02678228761097,223.45734073105942,,,275.66116860131933,517.5643890331957,318.52399789931405,287.1597619299887,287.1597619299887,360.2545022701573,1973.620379632879,
Frequencies predict kernels3,,214.31272667271298,402.0118333134956,273.5004792175716,237.906904536263,367.178194107302,1152.4982101991652,,,214.31272667271298,402.0118333134956,256.2872263322324,237.906904536263,367.178194107302,1152.4982101991652,,,214.31272667271298,402.0118333134956,256.2872263322324,237.906904536263,367.178194107302,1152.4982101991652,,,129.06441552001476,228.37652250683485,,,129.06441552001476,228.37652250683485,,,296.42826123271453,557.966411514353,365.934075079649,325.96916765938124,325.96916765938124,490.91502752547393,3271.2805163917124,
Frequencies predict kernels4,,255.97799523033595,604.4805330959806,295.4734515198507,272.5990490701524,415.8415865959489,1152.4982101991652,,,255.97799523033595,604.4805330959806,282.39736722488067,272.5990490701524,415.8415865959489,1152.4982101991652,,,255.97799523033595,604.4805330959806,282.39736722488067,272.5990490701524,415.8415865959489,1152.4982101991652,,,151.84004607575022,264.67650795991324,,,151.84004607575022,264.67650795991324,,,340.93944174324776,813.8877130750407,365.934075079649,359.8218360337777,359.3347581780082,532.2917584988404,5362.345120025488,
Frequencies predict de-grid0,8192.0,116.98745054042826,1186.6956875807953,180.42193493103704,147.1384609198426,500.0,1500.0,8192.0,8192.0,116.98745054042826,1186.6956875807953,165.44438162355792,147.1384609198426,500.0,1500.0,8192.0,8192.0,116.98745054042826,1186.6956875807953,165.44438162355792,147.1384609198426,500.0,1500.0,8192.0,8192.0,110.55774057199137,727.1815092638062,(undefined),8192.0,110.55774057199137,727.1815092638062,(undefined),8192.0,164.272102841524,1666.3443177517802,278.5836390858683,206.60981055187344,206.60981055187344,500.0,8192.0,8192.0
Frequencies predict de-grid1,8192.0,233.283805304801,2372.6984303939844,360.1520532979532,293.5854060303608,500.0,2372.6984303939844,8192.0,8192.0,233.283805304801,2372.6984303939844,330.1970670581991,293.5854060303608,500.0,2372.6984303939844,8192.0,8192.0,233.283805304801,2372.6984303939844,330.1970670581991,293.5854060303608,500.0,2372.6984303939844,8192.0,8192.0,220.69264338979204,1453.9394929925988,,8192.0,220.69264338979204,1453.9394929925988,,8192.0,327.57412907764234,3331.7159644487933,556.1960211322845,412.2489551190896,412.2489551190896,686.4337711722908,8192.0,8192.0
Frequencies predict de-grid2,8192.0,465.87549267909014,4744.703814848597,719.611626215311,586.4784828086504,977.0023310935779,4744.703814848597,8192.0,8192.0,465.87549267909014,4744.703814848597,659.7017142056897,586.4784828086504,977.0023310935779,4744.703814848597,8192.0,8192.0,465.87549267909014,4744.703814848597,659.7017142056897,586.4784828086504,977.0023310935779,4744.703814848597,8192.0,8192.0,440.96204434445104,2907.4553987723175,,8192.0,440.96204434445104,2907.4553987723175,,8192.0,654.1767472916724,6662.459115881312,1111.4199379380743,823.5261028545824,823.5261028545824,1371.8952766430345,8192.0,8192.0
Frequencies predict de-grid3,8192.0,931.0583536950259,8192.0,1438.530439024606,1172.2642279642882,1953.3117608590187,8192.0,8192.0,8192.0,931.0583536950259,8192.0,1318.7106453111485,1172.2642279642882,1953.3117608590187,8192.0,8192.0,8192.0,931.0583536950259,8192.0,1318.7106453111485,1172.2642279642882,1953.3117608590187,8192.0,8192.0,8192.0,881.5006432339914,5814.487179478897,,8192.0,881.5006432339914,5814.487179478897,,8192.0,1307.3812628659814,8192.0,2221.867346610081,1646.0798252703783,1646.0798252703783,2742.8179431826493,8192.0,8192.0
Frequencies predict de-grid4,8192.0,1861.4238181919134,8192.0,2876.367897849623,2343.835513653477,3905.930497514414,8192.0,8192.0,8192.0,1861.4238181919134,8192.0,2636.728325593491,2343.835513653477,3905.930497514414,8192.0,8192.0,8192.0,1861.4238181919134,8192.0,2636.728325593491,2343.835513653477,3905.930497514414,8192.0,8192.0,8192.0,1762.5777393319966,8192.0,,8192.0,1762.5777393319966,8192.0,,8192.0,2613.789932649429,8192.0,4442.761951158458,3291.1869829821444,3291.1869829821444,5484.663103847904,8192.0,8192.0
Frequencies total0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,(undefined),8192.0,8192.0,8192.0,(undefined),8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total1,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total2,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total3,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies total4,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0
Frequencies backward kernels0,(undefined),189.0813957109374,364.52288461678205,192.3867842059064,190.31133974495188,199.05237204583554,625.6905261468467,(undefined),(undefined),189.0813957109374,364.52288461678205,191.35044221511887,190.31133974495188,199.05237204583554,625.6905261468467,(undefined),(undefined),189.0813957109374,364.52288461678205,191.35044221511887,190.31133974495188,199.05237204583554,625.6905261468467,(undefined),(undefined),115.4710549542711,222.75933872570835,(undefined),(undefined),115.4710549542711,222.75933872570835,(undefined),(undefined),265.19250921058676,511.6591552951528,271.08861703840586,266.70490555653464,266.70490555653464,277.48520338519785,841.0439984309672,(undefined)
Frequencies backward kernels1,,191.33238082499076,365.0584953999703,200.4605351511323,194.75922002843842,218.15734719428568,932.9886152281582,,,191.33238082499076,365.0584953999703,197.62610273014388,194.75922002843842,218.15734719428568,932.9886152281582,,,191.33238082499076,365.0584953999703,197.62610273014388,194.75922002843842,218.15734719428568,932.9886152281582,,,116.67595285006595,222.83688638800666,,,116.67595285006595,222.83688638800666,,,267.96127933222925,512.317136997464,284.2047257022032,272.1835795172644,272.1835795172644,301.22257589075963,1237.7927625562772,
Frequencies backward kernels2,,197.5764869512472,369.3268941633874,221.79005112820772,206.86074318611912,265.056189563791,1152.4982101991652,,,197.5764869512472,369.3268941633874,214.44261309807425,206.86074318611912,265.056189563791,1152.4982101991652,,,197.5764869512472,369.3268941633874,214.44261309807425,206.86074318611912,265.056189563791,1152.4982101991652,,,120.02678228761097,223.45734073105942,,,120.02678228761097,223.45734073105942,,,275.66116860131933,517.5643890331957,318.52399789931405,287.1597619299887,287.1597619299887,360.2545022701573,1973.620379632879,
Frequencies backward kernels3,,214.31272667271298,402.0118333134956,273.5004792175716,237.906904536263,367.178194107302,1152.4982101991652,,,214.31272667271298,402.0118333134956,256.2872263322324,237.906904536263,367.178194107302,1152.4982101991652,,,214.31272667271298,402.0118333134956,256.2872263322324,237.906904536263,367.178194107302,1152.4982101991652,,,129.06441552001476,228.37652250683485,,,129.06441552001476,228.37652250683485,,,296.42826123271453,557.966411514353,365.934075079649,325.96916765938124,325.96916765938124,490.91502752547393,3271.2805163917124,
Frequencies backward kernels4,,255.97799523033595,604.4805330959806,295.4734515198507,272.5990490701524,415.8415865959489,1152.4982101991652,,,255.97799523033595,604.4805330959806,282.39736722488067,272.5990490701524,415.8415865959489,1152.4982101991652,,,255.97799523033595,604.4805330959806,282.39736722488067,272.5990490701524,415.8415865959489,1152.4982101991652,,,151.84004607575022,264.67650795991324,,,151.84004607575022,264.67650795991324,,,340.93944174324776,813.8877130750407,365.934075079649,359.8218360337777,359.3347581780082,532.2917584988404,5362.345120025488,
Frequencies backward grid0,8192.0,116.98745054042826,1186.6956875807953,180.42193493103704,147.1384609198426,500.0,1500.0,8192.0,8192.0,116.98745054042826,1186.6956875807953,165.44438162355792,147.1384609198426,500.0,1500.0,8192.0,8192.0,116.98745054042826,1186.6956875807953,165.44438162355792,147.1384609198426,500.0,1500.0,8192.0,8192.0,110.55774057199137,727.1815092638062,(undefined),8192.0,110.55774057199137,727.1815092638062,(undefined),8192.0,164.272102841524,1666.3443177517802,278.5836390858683,206.60981055187344,206.60981055187344,500.0,8192.0,8192.0
Frequencies backward grid1,8192.0,233.283805304801,2372.6984303939844,360.1520532979532,293.5854060303608,500.0,2372.6984303939844,8192.0,8192.0,233.283805304801,2372.6984303939844,330.1970670581991,293.5854060303608,500.0,2372.6984303939844,8192.0,8192.0,233.283805304801,2372.6984303939844,330.1970670581991,293.5854060303608,500.0,2372.6984303939844,8192.0,8192.0,220.69264338979204,1453.9394929925988,,8192.0,220.69264338979204,1453.9394929925988,,8192.0,327.57412907764234,3331.7159644487933,556.1960211322845,412.2489551190896,412.2489551190896,686.4337711722908,8192.0,8192.0
Frequencies backward grid2,8192.0,465.87549267909014,4744.703814848597,719.611626215311,586.4784828086504,977.0023310935779,4744.703814848597,8192.0,8192.0,465.87549267909014,4744.703814848597,659.7017142056897,586.4784828086504,977.0023310935779,4744.703814848597,8192.0,8192.0,465.87549267909014,4744.703814848597,659.7017142056897,586.4784828086504,977.0023310935779,4744.703814848597,8192.0,8192.0,440.96204434445104,2907.4553987723175,,8192.0,440.96204434445104,2907.4553987723175,,8192.0,654.1767472916724,6662.459115881312,1111.4199379380743,823.5261028545824,823.5261028545824,1371.8952766430345,8192.0,8192.0
Frequencies backward grid3,8192.0,931.0583536950259,8192.0,1438.530439024606,1172.2642279642882,1953.3117608590187,8192.0,8192.0,8192.0,931.0583536950259,8192.0,1318.7106453111485,1172.2642279642882,1953.3117608590187,8192.0,8192.0,8192.0,931.0583536950259,8192.0,1318.7106453111485,1172.2642279642882,1953.3117608590187,8192.0,8192.0,8192.0,881.5006432339914,5814.487179478897,,8192.0,881.5006432339914,5814.487179478897,,8192.0,1307.3812628659814,8192.0,2221.867346610081,1646.0798252703783,1646.0798252703783,2742.8179431826493,8192.0,8192.0
Frequencies backward grid4,8192.0,1861.4238181919134,8192.0,2876.367897849623,2343.835513653477,3905.930497514414,8192.0,8192.0,8192.0,1861.4238181919134,8192.0,2636.728325593491,2343.835513653477,3905.930497514414,8192.0,8192.0,8192.0,1861.4238181919134,8192.0,2636.728325593491,2343.835513653477,3905.930497514414,8192.0,8192.0,8192.0,1762.5777393319966,8192.0,,8192.0,1762.5777393319966,8192.0,,8192.0,2613.789932649429,8192.0,4442.761951158458,3291.1869829821444,3291.1869829821444,5484.663103847904,8192.0,8192.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,(undefined),4.805973333333334,4.805973333333334,4.805973333333334,(undefined),4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334,4.805973333333334
Averaged rate0 [M/s],2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,(undefined),2.090336817119232,2.090336817119232,2.090336817119232,(undefined),2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232,2.090336817119232
Averaged rate1 [M/s],0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,,0.5899698804563058,0.5899698804563058,0.5899698804563058,,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058,0.5899698804563058
Averaged rate2 [M/s],0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,,0.6674357913153991,0.6674357913153991,0.6674357913153991,,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991,0.6674357913153991
Averaged rate3 [M/s],0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,,0.8391795099274808,0.8391795099274808,0.8391795099274808,,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808,0.8391795099274808
Averaged rate4 [M/s],0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,,0.3277802234038044,0.3277802234038044,0.3277802234038044,,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044,0.3277802234038044
Predict rate0 [M/s],(undefined),0.0026866315613405167,0.2725261618432718,0.004143412498559734,0.0033790533186951375,0.01148256308232,0.03444768924696,(undefined),(undefined),0.0026866315613405167,0.2725261618432718,0.003799451097215855,0.0033790533186951375,0.01148256308232,0.03444768924696,(undefined),(undefined),0.0026866315613405167,0.2725261618432718,0.003799451097215855,0.0033790533186951375,0.01148256308232,0.03444768924696,(undefined),(undefined),0.00253897246071332,0.1669981510483664,(undefined),(undefined),0.00253897246071332,0.1669981510483664,(undefined),(undefined),0.0037725295670863156,0.38267807490900596,0.0063977084190115,0.004744820366176142,0.004744820366176142,0.01148256308232,0.18813031354073087,(undefined)
Predict rate1 [M/s],,0.0015120529401276737,0.1537888853032914,0.0023343625176667224,0.0019029039576355367,0.00324080134528,0.021359567403234917,,,0.0015120529401276737,0.1537888853032914,0.002140206198259444,0.0019029039576355367,0.00324080134528,0.021359567403234917,,,0.0015120529401276737,0.1537888853032914,0.002140206198259444,0.0019029039576355367,0.00324080134528,0.021359567403234917,,,0.0014304420311820748,0.09423858129692272,,,0.0014304420311820748,0.09423858129692272,,,0.0021232053563874954,0.21594859159353008,0.0036050416270497826,0.0026720339366804405,0.0026720339366804405,0.004449190978121568,0.07374623505703823,
Predict rate2 [M/s],,0.003416110599360937,0.34791340706770013,0.005276673579888911,0.004300452358844746,0.007164034320964216,0.09664261307436114,,,0.003416110599360937,0.34791340706770013,0.0048373740489221165,0.004300452358844746,0.007164034320964216,0.09664261307436114,,,0.003416110599360937,0.34791340706770013,0.0048373740489221165,0.004300452358844746,0.007164034320964216,0.09664261307436114,,,0.0032334285388963047,0.21319406925225193,,,0.0032334285388963047,0.21319406925225193,,,0.00479686129748384,0.4885360479618242,0.008149674086734246,0.006038644000425677,0.006038644000425677,0.010059653425430809,0.16685894782884977,
Predict rate3 [M/s],,0.008583893843639051,0.7552615589347328,0.013262533471103387,0.01080769175165685,0.020009511794595407,0.4195897549637404,,,0.008583893843639051,0.7552615589347328,0.012157854709002996,0.01080769175165685,0.020009511794595407,0.4195897549637404,,,0.008583893843639051,0.7552615589347328,0.012157854709002996,0.01080769175165685,0.020009511794595407,0.4195897549637404,,,0.008126996460093678,0.5360667299291075,,,0.008126996460093678,0.5360667299291075,,,0.012053403451101327,0.7552615589347328,0.02048450922786753,0.015176035338924787,0.015176035338924787,0.028097126677005816,0.4195897549637404,
Predict rate4 [M/s],,0.006770884177202903,0.3277802234038044,0.016441415181164216,0.011722761967271537,0.031257001246948427,0.3277802234038044,,,0.006770884177202903,0.3277802234038044,0.015071627364993262,0.011722761967271537,0.031257001246948427,0.3277802234038044,,,0.006770884177202903,0.3277802234038044,0.015071627364993262,0.011722761967271537,0.031257001246948427,0.3277802234038044,,,0.010074953354576144,0.3277802234038044,,,0.010074953354576144,0.3277802234038044,,,0.009507597745632599,0.3277802234038044,0.029627472023125025,0.016460968086938175,0.016460968086938175,0.04389072503598313,0.3277802234038044,
Backward rate0 [M/s],(undefined),0.0026866315613405167,0.2725261618432718,0.004143412498559734,0.0033790533186951375,0.01148256308232,0.03444768924696,(undefined),(undefined),0.0026866315613405167,0.2725261618432718,0.003799451097215855,0.0033790533186951375,0.01148256308232,0.03444768924696,(undefined),(undefined),0.0026866315613405167,0.2725261618432718,0.003799451097215855,0.0033790533186951375,0.01148256308232,0.03444768924696,(undefined),(undefined),0.00253897246071332,0.1669981510483664,(undefined),(undefined),0.00253897246071332,0.1669981510483664,(undefined),(undefined),0.0037725295670863156,0.38267807490900596,0.0063977084190115,0.004744820366176142,0.004744820366176142,0.01148256308232,0.18813031354073087,(undefined)
Backward rate1 [M/s],,0.0015120529401276737,0.1537888853032914,0.0023343625176667224,0.0019029039576355367,0.00324080134528,0.021359567403234917,,,0.0015120529401276737,0.1537888853032914,0.002140206198259444,0.0019029039576355367,0.00324080134528,0.021359567403234917,,,0.0015120529401276737,0.1537888853032914,0.002140206198259444,0.0019029039576355367,0.00324080134528,0.021359567403234917,,,0.0014304420311820748,0.09423858129692272,,,0.0014304420311820748,0.09423858129692272,,,0.0021232053563874954,0.21594859159353008,0.0036050416270497826,0.0026720339366804405,0.0026720339366804405,0.004449190978121568,0.07374623505703823,
Backward rate2 [M/s],,0.003416110599360937,0.34791340706770013,0.005276673579888911,0.004300452358844746,0.007164034320964216,0.09664261307436114,,,0.003416110599360937,0.34791340706770013,0.0048373740489221165,0.004300452358844746,0.007164034320964216,0.09664261307436114,,,0.003416110599360937,0.34791340706770013,0.0048373740489221165,0.004300452358844746,0.007164034320964216,0.09664261307436114,,,0.0032334285388963047,0.21319406925225193,,,0.0032334285388963047,0.21319406925225193,,,0.00479686129748384,0.4885360479618242,0.008149674086734246,0.006038644000425677,0.006038644000425677,0.010059653425430809,0.16685894782884977,
Backward rate3 [M/s],,0.008583893843639051,0.7552615589347328,0.013262533471103387,0.01080769175165685,0.020009511794595407,0.4195897549637404,,,0.008583893843639051,0.7552615589347328,0.012157854709002996,0.01080769175165685,0.020009511794595407,0.4195897549637404,,,0.008583893843639051,0.7552615589347328,0.012157854709002996,0.01080769175165685,0.020009511794595407,0.4195897549637404,,,0.008126996460093678,0.5360667299291075,,,0.008126996460093678,0.5360667299291075,,,0.012053403451101327,0.7552615589347328,0.02048450922786753,0.015176035338924787,0.015176035338924787,0.028097126677005816,0.4195897549637404,
Backward rate4 [M/s],,0.006770884177202903,0.3277802234038044,0.016441415181164216,0.011722761967271537,0.031257001246948427,0.3277802234038044,,,0.006770884177202903,0.3277802234038044,0.015071627364993262,0.011722761967271537,0.031257001246948427,0.3277802234038044,,,0.006770884177202903,0.3277802234038044,0.015071627364993262,0.011722761967271537,0.031257001246948427,0.3277802234038044,,,0.010074953354576144,0.3277802234038044,,,0.010074953354576144,0.3277802234038044,,,0.009507597745632599,0.3277802234038044,0.029627472023125025,0.016460968086938175,0.016460968086938175,0.04389072503598313,0.3277802234038044,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
