,hpso01 (Ingest) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (RCAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (FastImg) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (ICAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (DPrepA) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (DPrepB) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (DPrepC) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso01 (DPrepD) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (Ingest) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (RCAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (FastImg) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (ICAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (DPrepA) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (DPrepB) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (DPrepC) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02a (DPrepD) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (Ingest) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (RCAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (FastImg) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (ICAL) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (DPrepA) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (DPrepB) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (DPrepC) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso02b (DPrepD) [Nf_max=65536] [Na=128] [Bmax=8125.0],hpso04a (Ingest) [Na=128] [Bmax=8125.0],hpso04a (RCAL) [Na=128] [Bmax=8125.0],hpso04a (FastImg) [Na=128] [Bmax=8125.0],hpso04a (PSS) [Na=128] [Bmax=8125.0],hpso05a (Ingest) [Na=128] [Bmax=8125.0],hpso05a (RCAL) [Na=128] [Bmax=8125.0],hpso05a (FastImg) [Na=128] [Bmax=8125.0],hpso05a (PST) [Na=128] [Bmax=8125.0],max_low (Ingest) [Na=128] [Bmax=8125.0],max_low (RCAL) [Na=128] [Bmax=8125.0],max_low (FastImg) [Na=128] [Bmax=8125.0],max_low (ICAL) [Na=128] [Bmax=8125.0],max_low (DPrepA) [Na=128] [Bmax=8125.0],max_low (DPrepA_Image) [Na=128] [Bmax=8125.0],max_low (DPrepB) [Na=128] [Bmax=8125.0],max_low (DPrepC) [Na=128] [Bmax=8125.0],max_low (DPrepD) [Na=128] [Bmax=8125.0]
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),6.739025879824586,0.18455205923435844,6.739025879866383,2.8580263479384027,3.934873120786193,3.793932098615465,(undefined),(undefined),6.739025879824586,0.18455205923435844,4.631231759049315,2.8580263479384027,3.934873120786193,3.793932098615465,(undefined),(undefined),6.739025879824586,0.18455205923435844,4.631231759049315,2.8580263479384027,3.934873120786193,3.793932098615465,(undefined),(undefined),5.896632503315763,0.08981558727294352,(undefined),(undefined),5.896632503315763,0.08981558727294352,(undefined),(undefined),5.953914189440102,0.17264561380323334,5.95391418940035,2.515888569708583,2.522367859586443,3.467715304628657,4.322656208281624,(undefined)
W kernel support pred1 [uv-pixels],,6.739025879824586,0.5223171648161031,6.739025879866383,2.8580263479384027,3.934873120786193,3.793932098615465,,,6.739025879824586,0.5223171648161031,4.631231759049315,2.8580263479384027,3.934873120786193,3.793932098615465,,,6.739025879824586,0.5223171648161031,4.631231759049315,2.8580263479384027,3.934873120786193,3.793932098615465,,,5.896632503315763,0.2541359860825316,,,5.896632503315763,0.2541359860825316,,,5.953914189440102,0.48860920411313985,5.95391418940035,2.515888569708583,2.522367859586443,3.467715304628657,4.322656208281624,
AW kernel support pred0 [uv-pixels],(undefined),11.24341895550217,9.001891993496013,11.243418955527225,9.442897574659494,9.822587565233798,9.766981149203922,(undefined),(undefined),11.24341895550217,9.001891993496013,10.121675138336887,9.442897574659494,9.822587565233798,9.766981149203922,(undefined),(undefined),11.24341895550217,9.001891993496013,10.121675138336887,9.442897574659494,9.822587565233798,9.766981149203922,(undefined),(undefined),10.75965960795972,9.000448146604544,(undefined),(undefined),10.75965960795972,9.000448146604544,(undefined),(undefined),10.791158148003216,9.001655764800468,10.791158147981282,9.345035863772289,9.34678231366681,9.644949426200006,9.984255440191605,(undefined)
AW kernel support pred1 [uv-pixels],,11.24341895550217,9.01514366056701,11.243418955527225,9.442897574659494,9.822587565233798,9.766981149203922,,,11.24341895550217,9.01514366056701,10.121675138336887,9.442897574659494,9.822587565233798,9.766981149203922,,,11.24341895550217,9.01514366056701,10.121675138336887,9.442897574659494,9.822587565233798,9.766981149203922,,,10.75965960795972,9.00358734613166,,,10.75965960795972,9.00358734613166,,,10.791158148003216,9.013253516591226,10.791158147981282,9.345035863772289,9.34678231366681,9.644949426200006,9.984255440191605,
W kernel support bw0 [uv-pixels],(undefined),6.739025879824586,0.18455205923435844,6.739025879866383,2.8580263479384027,3.934873120786193,3.793932098615465,(undefined),(undefined),6.739025879824586,0.18455205923435844,4.631231759049315,2.8580263479384027,3.934873120786193,3.793932098615465,(undefined),(undefined),6.739025879824586,0.18455205923435844,4.631231759049315,2.8580263479384027,3.934873120786193,3.793932098615465,(undefined),(undefined),5.896632503315763,0.08981558727294352,(undefined),(undefined),5.896632503315763,0.08981558727294352,(undefined),(undefined),5.953914189440102,0.17264561380323334,5.95391418940035,2.515888569708583,2.522367859586443,3.467715304628657,4.322656208281624,(undefined)
W kernel support bw1 [uv-pixels],,6.739025879824586,0.5223171648161031,6.739025879866383,2.8580263479384027,3.934873120786193,3.793932098615465,,,6.739025879824586,0.5223171648161031,4.631231759049315,2.8580263479384027,3.934873120786193,3.793932098615465,,,6.739025879824586,0.5223171648161031,4.631231759049315,2.8580263479384027,3.934873120786193,3.793932098615465,,,5.896632503315763,0.2541359860825316,,,5.896632503315763,0.2541359860825316,,,5.953914189440102,0.48860920411313985,5.95391418940035,2.515888569708583,2.522367859586443,3.467715304628657,4.322656208281624,
AW kernel support bw0 [uv-pixels],(undefined),11.24341895550217,9.001891993496013,11.243418955527225,9.442897574659494,9.822587565233798,9.766981149203922,(undefined),(undefined),11.24341895550217,9.001891993496013,10.121675138336887,9.442897574659494,9.822587565233798,9.766981149203922,(undefined),(undefined),11.24341895550217,9.001891993496013,10.121675138336887,9.442897574659494,9.822587565233798,9.766981149203922,(undefined),(undefined),10.75965960795972,9.000448146604544,(undefined),(undefined),10.75965960795972,9.000448146604544,(undefined),(undefined),10.791158148003216,9.001655764800468,10.791158147981282,9.345035863772289,9.34678231366681,9.644949426200006,9.984255440191605,(undefined)
AW kernel support bw1 [uv-pixels],,11.24341895550217,9.01514366056701,11.243418955527225,9.442897574659494,9.822587565233798,9.766981149203922,,,11.24341895550217,9.01514366056701,10.121675138336887,9.442897574659494,9.822587565233798,9.766981149203922,,,11.24341895550217,9.01514366056701,10.121675138336887,9.442897574659494,9.822587565233798,9.766981149203922,,,10.75965960795972,9.00358734613166,,,10.75965960795972,9.00358734613166,,,10.791158148003216,9.013253516591226,10.791158147981282,9.345035863772289,9.34678231366681,9.644949426200006,9.984255440191605,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.019168871375819727,1.5793890367364993,0.005357530442469233,1.5793890367364993,0.05851679931149647,0.04681343944919717,0.058934015225629806,0.037257588956960616,0.019168871375819727,1.5793890367364993,0.005357530442469233,1.0530367288313687,0.05851679931149647,0.04681343944919717,0.058934015225629806,0.037257588956960616,0.019168871375819727,1.5793890367364993,0.005357530442469233,1.0530367288313687,0.05851679931149647,0.04681343944919717,0.058934015225629806,0.037257588956960616,0.019218523023469804,0.9703233139189018,0.0032829815181875804,(undefined),0.019218523023469804,0.9703233139189018,0.0032829815181875804,(undefined),0.01917585291402631,2.218567800116525,0.007522982894303687,2.218567800116525,0.08219853805340957,0.4109926902670478,0.06575883044272765,0.03727115862810549,0.03727115862810549
Snapshot vis size1 [GB],0.005410160057200774,0.44576163686461234,0.001512092007756233,0.44576163686461234,0.01651559156005624,0.013212473248044991,0.016633345225862566,0.01051546101231707,0.005410160057200774,0.44576163686461234,0.001512092007756233,0.2972056694102162,0.01651559156005624,0.013212473248044991,0.016633345225862566,0.01051546101231707,0.005410160057200774,0.44576163686461234,0.001512092007756233,0.2972056694102162,0.01651559156005624,0.013212473248044991,0.016633345225862566,0.01051546101231707,0.005424173577121906,0.2738609035770756,0.0009265780509452275,,0.005424173577121906,0.2738609035770756,0.0009265780509452275,,0.00541213050389023,0.626161377008506,0.002123262281216386,0.626161377008506,0.023199448659133023,0.1159972432956651,0.018559558927306416,0.010519290872269594,0.010519290872269594
Facet size [GB],(undefined),0.30664532102074094,0.015142978815839061,0.30664532102074094,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.30664532102074094,0.015142978815839061,0.1362868093425515,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.30664532102074094,0.015142978815839061,0.1362868093425515,0.042063830043997386,0.042063830043997386,0.042063830043997386,(undefined),(undefined),0.30983480532464913,0.015300484213562919,(undefined),(undefined),0.30983480532464913,0.015300484213562919,(undefined),(undefined),0.3070923010970638,0.015165051906027833,0.3070923010970638,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665,(undefined)
Image size [GB],0.04206383004399739,0.306645321020741,0.015142978815839057,0.306645321020741,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.306645321020741,0.015142978815839057,0.13628680934255152,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.306645321020741,0.015142978815839057,0.13628680934255152,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.04206383004399739,0.042501345037674755,0.3098348053246491,0.015300484213562915,(undefined),0.042501345037674755,0.3098348053246491,0.015300484213562915,(undefined),0.042125144183410665,0.30709230109706365,0.015165051906027838,0.30709230109706365,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665,0.042125144183410665
Image cube size [GB],22053.561326107305,98.12650272663711,2.4228766105342494,98.12650272663711,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,22053.561326107305,98.12650272663711,2.4228766105342494,43.61177898961648,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,22053.561326107305,98.12650272663711,2.4228766105342494,43.61177898961648,6.7302128070395835,168.25532017598957,504.7659605279687,2756.695165763413,11141.472593556211,49.573568851943854,1.2240387370850332,(undefined),11141.472593556211,49.573568851943854,1.2240387370850332,(undefined),11042.853796816005,49.13476817553018,1.213204152482227,49.13476817553018,3.3700115346728534,3.3700115346728534,84.25028836682134,11042.853796816005,2760.7134492040013
Calibration output [GB],0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.0786432,0.0,(undefined),0.0,0.0786432,0.0,(undefined),0.0,0.7077888,0.0,4.9790976,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,3.705956316930048,0.0,1158.11134904064,0.0,0.0,0.0,0.0,0.0,3.705956316930048,0.0,1158.11134904064,0.0,0.0,0.0,0.0,0.0,3.705956316930048,0.0,1158.11134904064,0.0,0.0,0.0,0.0,0.0,6.176593861550081,0.0,(undefined),0.0,6.176593861550081,0.0,(undefined),0.0,2.6471116549500344,0.0,1144.8757907658899,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.10922666666666667,0.0,(undefined),0.0,0.10922666666666667,0.0,(undefined),0.0,0.04681142857142857,0.0,20.245942857142857,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),9.965972933174081e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),4.429321303632924e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),4.429321303632924e-05,1.3670744764299153e-05,0.0013670744764299153,0.0041012234292897454,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.00013972699699916404,1.9166940603451856e-05,1.9166940603451856e-05,0.0013690671859608466,0.1794463741982601,(undefined)
Working (cache) memory [TeraBytes],(undefined),2.5071557620612822e-05,1.1673278265312134e-08,2.507155762107933e-05,1.9124435649165737e-06,4.990937635729861e-06,4.473614993823786e-06,(undefined),(undefined),2.5071557620612822e-05,1.1673278265312134e-08,8.137284269088055e-06,1.9124435649165737e-06,4.990937635729861e-06,4.473614993823786e-06,(undefined),(undefined),2.5071557620612822e-05,1.1673278265312134e-08,8.137284269088055e-06,1.9124435649165737e-06,4.990937635729861e-06,4.473614993823786e-06,(undefined),(undefined),5.038756651049237e-06,4.033756674756786e-10,(undefined),(undefined),5.038756651049237e-06,4.033756674756786e-10,(undefined),(undefined),1.2103074231814776e-05,6.6891804943158076e-09,1.2103074231572347e-05,9.131921924124856e-07,9.202657424874875e-07,2.3912131438781504e-06,4.6316962762838624e-06,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.0992123820933326,0.0992123820933326,0.2804805046466186,0.0992123820933326,0.0496061910466663,0.0992123820933326,0.19283420911974447,0.19283420911974447,0.0992123820933326,0.0992123820933326,0.2804805046466186,0.0992123820933326,0.0496061910466663,0.0992123820933326,0.19283420911974447,0.19283420911974447,0.0992123820933326,0.0992123820933326,0.2804805046466186,0.0992123820933326,0.0496061910466663,0.0992123820933326,0.19283420911974447,0.19283420911974447,0.0066312909511518124,0.0066312909511518124,0.018698700309774573,0.002102152,0.0066312909511518124,0.0066312909511518124,0.018698700309774573,0.00077309411328,0.059549109876289745,0.059549109876289745,0.16828830278797116,0.059549109876289745,0.029774554938144873,0.029774554938144873,0.059549109876289745,0.11574266502316753,0.11574266502316753
Total buffer ingest rate [TeraBytes/s],0.005511799005185144,0.005511799005185144,0.015582250258145478,0.005511799005185144,0.002755899502592572,0.005511799005185144,0.010713011617763583,0.010713011617763583,0.005511799005185144,0.005511799005185144,0.015582250258145478,0.005511799005185144,0.002755899502592572,0.005511799005185144,0.010713011617763583,0.010713011617763583,0.005511799005185144,0.005511799005185144,0.015582250258145478,0.005511799005185144,0.002755899502592572,0.005511799005185144,0.010713011617763583,0.010713011617763583,0.0027630378963132553,0.0027630378963132553,0.007791125129072739,(undefined),0.0027630378963132553,0.0027630378963132553,0.007791125129072739,(undefined),0.002756903235013414,0.002756903235013414,0.007791125129072739,0.002756903235013414,0.001378451617506707,0.001378451617506707,0.002756903235013414,0.005358456714035534,0.005358456714035534
Output size [TB],0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,7.589798537072738,0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,7.589798537072738,0.0,0.0,0.0,0.0,0.0014840119239522278,0.0742005961976114,0.22260178859283417,7.589798537072738,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.0010403225607535096,0.0010403225607535096,0.037154377169768195,4.8698985243958575,9.107758244487288
Buffer Read Rate [TeraBytes/s],0.005369371346648104,0.0005400401796269629,0.0010991395920360747,0.002700200898134815,0.0006002591269724215,0.001200518253944843,0.004534041627089542,0.015654273013932914,0.005369371346648104,0.0005400401796269629,0.0010991395920360747,0.0018003231976554464,0.0006002591269724215,0.001200518253944843,0.004534041627089542,0.015654273013932914,0.005369371346648104,0.0005400401796269629,0.0010991395920360747,0.0018003231976554464,0.0006002591269724215,0.001200518253944843,0.004534041627089542,0.015654273013932914,0.0026916396073606297,0.0001658912289994636,0.00033676476553062454,0.0008758966666666667,0.0026916396073606297,0.0001658912289994636,0.00033676476553062454,0.0003221225472,0.0026856634687942977,0.0003792972236166707,0.0007716996140416057,0.001896486118083354,0.0004215919468501704,0.0004215919468501704,0.0008431838937003408,0.06263989796913164,0.01565997449228291
Facet visibility rate [TeraBytes/s],0.0,0.00011898134778923355,0.00033533116482650956,0.001070832130103102,0.00018986480494062385,0.0003797296098812477,0.0010535264776193882,(undefined),0.0,0.00011898134778923355,0.00033533116482650956,0.0007140006799648088,0.00018986480494062385,0.0003797296098812477,0.0010535264776193882,(undefined),0.0,0.00011898134778923355,0.00033533116482650956,0.0007140006799648088,0.00018986480494062385,0.0003797296098812477,0.0010535264776193882,(undefined),0.0,5.060828753513829e-05,0.00010274187873399242,(undefined),0.0,5.060828753513829e-05,0.00010274187873399242,(undefined),0.0,0.00011571189623945669,0.00023543407477415865,0.00104140706615511,0.00013330296147095186,0.00013330296147095186,0.00026660592294190373,0.019341639306348277,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.00016354417121106183,0.00242287661053425,0.0014718975408995567,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,0.00016354417121106183,0.00242287661053425,0.0006541766848442472,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,0.00016354417121106183,0.00242287661053425,0.0006541766848442472,0.0006169361739786284,0.0030846808698931417,0.009254042609679424,(undefined),0.0,8.262261475323978e-05,0.0012240387370850334,(undefined),0.0,8.262261475323978e-05,0.0012240387370850334,(undefined),0.0,8.189128029255035e-05,0.0012132041524822266,0.0007370215226329533,0.0003089177240116782,6.178354480233565e-05,0.001544588620058391,0.20245231960829346,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.007597092244602699,0.0013394489161563704,0.0028568009199172913,0.01258478056353925,0.0036894231510720714,0.009196291984257898,0.029303740835377658,0.001481611714631192,0.007597092244602699,0.0013394489161563704,0.0028568009199172913,0.007224173964252147,0.0036894231510720714,0.009196291984257898,0.029303740835377658,0.001481611714631192,0.007597092244602699,0.0013394489161563704,0.0028568009199172913,0.007224173964252147,0.0036894231510720714,0.009196291984257898,0.029303740835377658,0.001481611714631192,0.0038083792619971178,0.00042148795012183495,0.0008814989938902236,0.00050088,0.0038083792619971178,0.00042148795012183495,0.0008814989938902236,2.755e-07,0.0037999287640408646,0.0009651159859276458,0.001999356417903399,0.009008565180065386,0.002553294535414713,0.002274472980417965,0.004913588583455696,0.46489671332388993,0.0014821513358008595
-> DFT [PetaFLOP/s],,0.0006533405020288,0.002659477720182307,0.0058800645182592,0.0026627090327357426,0.0026627090327357426,0.010056351542827826,,,0.0006533405020288,0.002659477720182307,0.003920455164371329,0.0026627090327357426,0.0026627090327357426,0.010056351542827826,,,0.0006533405020288,0.002659477720182307,0.003920455164371329,0.0026627090327357426,0.0026627090327357426,0.010056351542827826,,,0.00020069517588774776,0.0008148358928751239,,,0.00020069517588774776,0.0008148358928751239,,,0.00045887370578060057,0.001867204079524757,0.0041298633520254055,0.0018701534630029407,0.0018701534630029407,0.0018701534630029407,0.13893318288496032,
-> Subtract Visibility [PetaFLOP/s],,4.500334830224692e-08,9.15949660030062e-08,4.0503013472022225e-07,9.170625550967551e-08,1.8341251101935103e-07,6.927008041386799e-07,,,4.500334830224692e-08,9.15949660030062e-08,2.700484796483169e-07,9.170625550967551e-08,1.8341251101935103e-07,6.927008041386799e-07,,,4.500334830224692e-08,9.15949660030062e-08,2.700484796483169e-07,9.170625550967551e-08,1.8341251101935103e-07,6.927008041386799e-07,,,1.3824269083288637e-08,2.806373046088538e-08,,,1.3824269083288637e-08,2.806373046088538e-08,,,3.160810196805589e-08,6.430830117013381e-08,2.844729177125031e-07,6.440988076877603e-08,6.440988076877603e-08,1.2881976153755206e-07,9.569984411950667e-06,
-> Flag [PetaFLOP/s],0.00012769001028678918,6.277967088163444e-06,1.2777497757419366e-05,5.650170379347101e-05,1.2793022643599736e-05,2.5586045287199472e-05,9.663176217734587e-05,0.0003336316936094452,0.00012769001028678918,6.277967088163444e-06,1.2777497757419366e-05,3.767176291094022e-05,1.2793022643599736e-05,2.5586045287199472e-05,9.663176217734587e-05,0.0003336316936094452,0.00012769001028678918,6.277967088163444e-06,1.2777497757419366e-05,3.767176291094022e-05,1.2793022643599736e-05,2.5586045287199472e-05,9.663176217734587e-05,0.0003336316936094452,6.401037793125708e-05,1.928485537118765e-06,3.9148903992935105e-06,,6.401037793125708e-05,1.928485537118765e-06,3.9148903992935105e-06,,6.386825827781075e-05,4.409330224543798e-06,8.971008013233668e-06,3.968397202089418e-05,8.985178367244256e-06,8.985178367244256e-06,1.7970356734488513e-05,0.0013350128254671176,0.0003337532063667794
-> Degrid [PetaFLOP/s],,4.010923732781258e-05,1.813475146939534e-05,0.0003609831359519218,0.0002257323287927915,9.770010120020244e-05,0.00026800005689057933,,,4.010923732781258e-05,1.813475146939534e-05,0.0001950617634451924,0.0002257323287927915,9.770010120020244e-05,0.00026800005689057933,,,4.010923732781258e-05,1.813475146939534e-05,0.0001950617634451924,0.0002257323287927915,9.770010120020244e-05,0.00026800005689057933,,,1.562382762428406e-05,5.55001048191879e-06,,,1.562382762428406e-05,5.55001048191879e-06,,,3.593212133968355e-05,1.2729948173093784e-05,0.0003233890920558374,0.0001552174267627296,3.105508957934326e-05,6.613607776281601e-05,0.005141541902184739,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2871571833819926e-08,,,
-> Visibility Weighting [PetaFLOP/s],,1.5864179705231138e-07,4.4710821976867936e-07,1.4277761734708025e-06,2.531530732541651e-07,5.063061465083302e-07,1.4047019701591842e-06,,,1.5864179705231138e-07,4.4710821976867936e-07,9.520009066197447e-07,2.531530732541651e-07,5.063061465083302e-07,1.4047019701591842e-06,,,1.5864179705231138e-07,4.4710821976867936e-07,9.520009066197447e-07,2.531530732541651e-07,5.063061465083302e-07,1.4047019701591842e-06,,,6.747771671351773e-08,1.3698917164532322e-07,,,6.747771671351773e-08,1.3698917164532322e-07,,,1.5428252831927556e-07,3.1391209969887823e-07,1.38854275487348e-06,1.7773728196126914e-07,1.7773728196126914e-07,3.554745639225383e-07,2.578885240846437e-05,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.007463888624249394,,,,,,,,0.007463888624249394,,,,,,,,0.007463888624249394,,,,,,,,0.003741604938293355,,,,0.003741604938293355,,,,0.0037333026966675695,,,,,,,,
-> FFT [PetaFLOP/s],,4.292156740352323e-05,1.5788463220950887e-05,0.0003862941066285291,6.152800544544212e-05,0.00020110702184404975,0.0006332904578950582,,,4.292156740352323e-05,1.5788463220950887e-05,0.0001197349519176134,6.152800544544212e-05,0.00020110702184404975,0.0006332904578950582,,,4.292156740352323e-05,1.5788463220950887e-05,0.0001197349519176134,6.152800544544212e-05,0.00020110702184404975,0.0006332904578950582,,,9.919730354110936e-06,7.981947993923172e-06,,,9.919730354110936e-06,7.981947993923172e-06,,,2.3180546214880223e-05,7.906470357068307e-06,0.00020862491593577143,3.3401274595714535e-05,6.657439760824348e-06,0.00010899991064004111,0.010659400266372868,
-> Grid [PetaFLOP/s],,4.010923732781258e-05,1.813475146939534e-05,0.0003609831359519218,0.0002257323287927915,9.770010120020244e-05,0.00026800005689057933,,,4.010923732781258e-05,1.813475146939534e-05,0.0001950617634451924,0.0002257323287927915,9.770010120020244e-05,0.00026800005689057933,,,4.010923732781258e-05,1.813475146939534e-05,0.0001950617634451924,0.0002257323287927915,9.770010120020244e-05,0.00026800005689057933,,,1.562382762428406e-05,5.55001048191879e-06,,,1.562382762428406e-05,5.55001048191879e-06,,,3.593212133968355e-05,1.2729948173093784e-05,0.0003233890920558374,0.0001552174267627296,3.105508957934326e-05,6.613607776281601e-05,0.005141541902184739,
-> Gridding Kernel Update [PetaFLOP/s],,0.00015649634200287486,5.258458674536988e-05,0.001408467078033807,0.00017827420001277367,0.0003930659492741643,0.0010546480471461605,,,0.00015649634200287486,5.258458674536988e-05,0.0007502182187912385,0.00017827420001277367,0.0003930659492741643,0.0010546480471461605,,,0.00015649634200287486,5.258458674536988e-05,0.0007502182187912385,0.00017827420001277367,0.0003930659492741643,0.0010546480471461605,,,5.894031881152351e-05,1.607579655335487e-05,,,5.894031881152351e-05,1.607579655335487e-05,,,0.00013584936810428347,3.6906638381899496e-05,0.0012226443129322129,0.00012197259516937353,0.00012202914176240708,0.0002637972428541931,0.008816415670990882,
-> Correct [PetaFLOP/s],,2.160160718507852e-05,1.0991395920360746e-05,0.0001944144646657067,4.401900264464425e-05,8.80380052892885e-05,0.0003324963859865664,0.001147980021021747,,2.160160718507852e-05,1.0991395920360746e-05,0.00012962327023119215,4.401900264464425e-05,8.80380052892885e-05,0.0003324963859865664,0.001147980021021747,,2.160160718507852e-05,1.0991395920360746e-05,0.00012962327023119215,4.401900264464425e-05,8.80380052892885e-05,0.0003324963859865664,0.001147980021021747,,6.635649159978546e-06,3.367647655306246e-06,,,6.635649159978546e-06,3.367647655306246e-06,,,1.517188894466683e-05,7.716996140416058e-06,0.00013654700050200145,3.0916742769012495e-05,3.0916742769012495e-05,6.183348553802499e-05,0.00459359251773632,0.00114839812943408
-> IFFT [PetaFLOP/s],,0.00021460783701761612,1.5788463220950887e-05,0.0019314705331426457,6.152800544544212e-05,8.04428087376199e-05,8.44387277193411e-05,,,0.00021460783701761612,1.5788463220950887e-05,0.0005986747595880669,6.152800544544212e-05,8.04428087376199e-05,8.44387277193411e-05,,,0.00021460783701761612,1.5788463220950887e-05,0.0005986747595880669,6.152800544544212e-05,8.04428087376199e-05,8.44387277193411e-05,,,4.9598651770554684e-05,7.981947993923172e-06,,,4.9598651770554684e-05,7.981947993923172e-06,,,0.00011590273107440112,7.906470357068307e-06,0.001043124579678857,3.3401274595714535e-05,3.3287198804121746e-05,4.3599964256016444e-05,3.252990803946798e-05,
-> Identify Component [PetaFLOP/s],,,,8.39462103325638e-05,1.0260963153683917e-05,0.0010260963153683918,0.0030782889461051753,,,,,8.39355629255839e-05,1.0260963153683917e-05,0.0010260963153683918,0.0030782889461051753,,,,,8.39355629255839e-05,1.0260963153683917e-05,0.0010260963153683918,0.0030782889461051753,,,,,,,,,,,,,4.896863899014416e-05,5.985564571818358e-06,5.985564571818358e-06,0.0004275403265584542,0.056038565682669704,
-> Average [PetaFLOP/s],3.6745326701234295e-06,,,,,,,,3.6745326701234295e-06,,,,,,,,3.6745326701234295e-06,,,,,,,,1.8420252642088373e-06,,,,1.8420252642088373e-06,,,,1.8379354900089423e-06,,,,,,,,
