,hpso01 (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=128] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=128] [Bmax=32500.0]
Coalesce time full2 [s],7.067678920932487,2.8270715683729946,1.0,2.8270715683729946,7.067678920932487,7.067678920932487,3.6,3.6,7.067678920932487,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,3.6,7.067678920932487,2.8270715683729946,1.0,4.240607352559492,7.067678920932487,7.067678920932487,3.6,3.6,7.049419354208371,2.8197677416833486,1.0,,7.049419354208371,2.8197677416833486,1.0,,7.065105722721194,2.8260422890884778,1.0,2.8260422890884778,7.065105722721194,7.065105722721194,7.065105722721194,3.6,3.6
Coalesce time full3 [s],2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8270715683729946,1.4135357841864973,1.0,1.4135357841864973,2.8270715683729946,2.8270715683729946,1.8,1.8,2.8197677416833486,1.4098838708416743,1.0,,2.8197677416833486,1.4098838708416743,1.0,,2.8260422890884778,1.4130211445442389,1.0,1.4130211445442389,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,1.8
Coalesce time pred0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time pred1 [s],,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,10.0,10.0,10.0,7.2,
Coalesce time pred2 [s],,10.0,1.0,10.0,7.067678920932487,7.067678920932487,3.6,,,10.0,1.0,10.0,7.067678920932487,7.067678920932487,3.6,,,10.0,1.0,10.0,7.067678920932487,7.067678920932487,3.6,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,7.065105722721194,7.065105722721194,7.065105722721194,3.6,
Coalesce time pred3 [s],,7.067678920932487,1.0,5.654143136745989,2.8270715683729946,2.8270715683729946,1.8,,,7.067678920932487,1.0,7.067678920932487,2.8270715683729946,2.8270715683729946,1.8,,,7.067678920932487,1.0,7.067678920932487,2.8270715683729946,2.8270715683729946,1.8,,,5.639535483366697,1.0,,,5.639535483366697,1.0,,,5.6520845781769555,1.0,5.6520845781769555,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,
Coalesce time bw0 [s],(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,(undefined),(undefined),10.0,1.0,10.0,10.0,10.0,10.0,10.0,(undefined)
Coalesce time bw1 [s],,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,10.0,10.0,10.0,7.2,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,10.0,10.0,10.0,7.2,
Coalesce time bw2 [s],,10.0,1.0,10.0,7.067678920932487,7.067678920932487,3.6,,,10.0,1.0,10.0,7.067678920932487,7.067678920932487,3.6,,,10.0,1.0,10.0,7.067678920932487,7.067678920932487,3.6,,,10.0,1.0,,,10.0,1.0,,,10.0,1.0,10.0,7.065105722721194,7.065105722721194,7.065105722721194,3.6,
Coalesce time bw3 [s],,7.067678920932487,1.0,5.654143136745989,2.8270715683729946,2.8270715683729946,1.8,,,7.067678920932487,1.0,7.067678920932487,2.8270715683729946,2.8270715683729946,1.8,,,7.067678920932487,1.0,7.067678920932487,2.8270715683729946,2.8270715683729946,1.8,,,5.639535483366697,1.0,,,5.639535483366697,1.0,,,5.6520845781769555,1.0,5.6520845781769555,2.8260422890884778,2.8260422890884778,2.8260422890884778,1.8,
Combined samples full0,21.0,8.0,1.1111111111111112,8.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,12.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,12.0,21.0,21.0,17.0,17.0,21.0,8.0,1.1111111111111112,(undefined),21.0,8.0,1.1111111111111112,(undefined),21.0,8.0,1.1111111111111112,8.0,21.0,21.0,21.0,17.0,17.0
Combined samples full1,10.0,4.0,1.1111111111111112,4.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,6.0,10.0,10.0,8.0,8.0,10.0,4.0,1.1111111111111112,,10.0,4.0,1.1111111111111112,,10.0,4.0,1.1111111111111112,4.0,10.0,10.0,10.0,8.0,8.0
Combined samples full2,5.0,2.0,1.1111111111111112,2.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,3.0,5.0,5.0,4.0,4.0,5.0,2.0,1.1111111111111112,,5.0,2.0,1.1111111111111112,,5.0,2.0,1.1111111111111112,2.0,5.0,5.0,5.0,4.0,4.0
Combined samples full3,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.1111111111111112,,2.0,1.0,1.1111111111111112,,2.0,1.0,1.1111111111111112,1.0,2.0,2.0,2.0,2.0,2.0
Combined samples facet0,(undefined),40.0,1.1111111111111112,33.0,21.0,21.0,17.0,(undefined),(undefined),40.0,1.1111111111111112,40.0,21.0,21.0,17.0,(undefined),(undefined),40.0,1.1111111111111112,40.0,21.0,21.0,17.0,(undefined),(undefined),33.0,1.1111111111111112,(undefined),(undefined),33.0,1.1111111111111112,(undefined),(undefined),33.0,1.1111111111111112,33.0,21.0,21.0,21.0,17.0,(undefined)
Combined samples facet1,,20.0,1.1111111111111112,16.0,10.0,10.0,8.0,,,20.0,1.1111111111111112,20.0,10.0,10.0,8.0,,,20.0,1.1111111111111112,20.0,10.0,10.0,8.0,,,16.0,1.1111111111111112,,,16.0,1.1111111111111112,,,16.0,1.1111111111111112,16.0,10.0,10.0,10.0,8.0,
Combined samples facet2,,10.0,1.1111111111111112,8.0,5.0,5.0,4.0,,,10.0,1.1111111111111112,10.0,5.0,5.0,4.0,,,10.0,1.1111111111111112,10.0,5.0,5.0,4.0,,,8.0,1.1111111111111112,,,8.0,1.1111111111111112,,,8.0,1.1111111111111112,8.0,5.0,5.0,5.0,4.0,
Combined samples facet3,,5.0,1.1111111111111112,4.0,2.0,2.0,2.0,,,5.0,1.1111111111111112,5.0,2.0,2.0,2.0,,,5.0,1.1111111111111112,5.0,2.0,2.0,2.0,,,4.0,1.1111111111111112,,,4.0,1.1111111111111112,,,4.0,1.1111111111111112,4.0,2.0,2.0,2.0,2.0,
Kernel time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time pred3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,(undefined),10.0,10.0,10.0,(undefined),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward1 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward2 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Kernel time backward3 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Visibilities kernel pred0,(undefined),1.624520832101154,32.55476508226232,1.9066827514387825,2.77486730807004,2.4772697449478667,3.15851067417326,(undefined),(undefined),1.624520832101154,32.55476508226232,1.624520832096952,2.77486730807004,2.4772697449478667,3.15851067417326,(undefined),(undefined),1.624520832101154,32.55476508226232,1.624520832096952,2.77486730807004,2.4772697449478667,3.15851067417326,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.9473001201006965,32.567468020591605,1.9473001201175903,2.86371308544438,2.8459536474176446,2.5984226597005775,9.7402751999691,(undefined)
Visibilities kernel pred1,,3.2456350604443487,64.99502025817469,3.8100318439209016,5.546587875593145,4.951730229384626,6.939067887956981,,,3.2456350604443487,64.99502025817469,3.245635060435953,5.546587875593145,4.951730229384626,6.939067887956981,,,3.2456350604443487,64.99502025817469,3.245635060435953,5.546587875593145,4.951730229384626,6.939067887956981,,,3.882290882764919,65.24680525561551,,,3.882290882764919,65.24680525561551,,,3.89119680184547,65.03229589341818,3.891196801879228,5.7241798582531285,5.6886811143450045,5.193899740685266,9.470812281443122,
Visibilities kernel pred2,,6.487861730291896,128.46894958994176,7.6167285710986645,15.691188355244082,14.00834773672835,27.752217861092376,,,6.487861730291896,128.46894958994176,6.487861730275114,15.691188355244082,14.00834773672835,27.752217861092376,,,6.487861730291896,128.46894958994176,6.487861730275114,15.691188355244082,14.00834773672835,27.752217861092376,,,7.761192165029814,130.1123243148036,,,7.761192165029814,130.1123243148036,,,7.778988677577373,128.72715467010218,7.778988677644859,16.19949217008277,16.09903033306374,14.698793585270538,18.941624562886243,
Visibilities kernel pred3,,18.354419208978058,203.77512681834207,26.936214607779874,78.44480629743715,70.03179745704506,95.83155349195314,,,18.354419208978058,203.77512681834207,18.35441920893058,78.44480629743715,70.03179745704506,95.83155349195314,,,18.354419208978058,203.77512681834207,18.35441920893058,78.44480629743715,70.03179745704506,95.83155349195314,,,27.518213220418637,254.60091982630118,,,27.518213220418637,254.60091982630118,,,27.520061791146365,146.81889345985812,27.520061791385114,80.98596883026036,80.48373091341507,73.48354051107692,37.88324912577249,
Visibilities kernel bw0,(undefined),1.624520832101154,32.55476508226232,1.9066827514387825,2.77486730807004,2.4772697449478667,3.15851067417326,(undefined),(undefined),1.624520832101154,32.55476508226232,1.624520832096952,2.77486730807004,2.4772697449478667,3.15851067417326,(undefined),(undefined),1.624520832101154,32.55476508226232,1.624520832096952,2.77486730807004,2.4772697449478667,3.15851067417326,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.9942492890919892,32.64426593397331,(undefined),(undefined),1.9473001201006965,32.567468020591605,1.9473001201175903,2.86371308544438,2.8459536474176446,2.5984226597005775,9.7402751999691,(undefined)
Visibilities kernel bw1,,3.2456350604443487,64.99502025817469,3.8100318439209016,5.546587875593145,4.951730229384626,6.939067887956981,,,3.2456350604443487,64.99502025817469,3.245635060435953,5.546587875593145,4.951730229384626,6.939067887956981,,,3.2456350604443487,64.99502025817469,3.245635060435953,5.546587875593145,4.951730229384626,6.939067887956981,,,3.882290882764919,65.24680525561551,,,3.882290882764919,65.24680525561551,,,3.89119680184547,65.03229589341818,3.891196801879228,5.7241798582531285,5.6886811143450045,5.193899740685266,9.470812281443122,
Visibilities kernel bw2,,6.487861730291896,128.46894958994176,7.6167285710986645,15.691188355244082,14.00834773672835,27.752217861092376,,,6.487861730291896,128.46894958994176,6.487861730275114,15.691188355244082,14.00834773672835,27.752217861092376,,,6.487861730291896,128.46894958994176,6.487861730275114,15.691188355244082,14.00834773672835,27.752217861092376,,,7.761192165029814,130.1123243148036,,,7.761192165029814,130.1123243148036,,,7.778988677577373,128.72715467010218,7.778988677644859,16.19949217008277,16.09903033306374,14.698793585270538,18.941624562886243,
Visibilities kernel bw3,,18.354419208978058,203.77512681834207,26.936214607779874,78.44480629743715,70.03179745704506,95.83155349195314,,,18.354419208978058,203.77512681834207,18.35441920893058,78.44480629743715,70.03179745704506,95.83155349195314,,,18.354419208978058,203.77512681834207,18.35441920893058,78.44480629743715,70.03179745704506,95.83155349195314,,,27.518213220418637,254.60091982630118,,,27.518213220418637,254.60091982630118,,,27.520061791146365,146.81889345985812,27.520061791385114,80.98596883026036,80.48373091341507,73.48354051107692,37.88324912577249,
Oversampling used pred0,(undefined),1.6165790984192583,25.671297738388773,1.8931702498910497,2.7365459996097528,2.4487503697077244,3.1055687422703997,(undefined),(undefined),1.6165790984192583,25.671297738388773,1.61657909841513,2.7365459996097528,2.4487503697077244,3.1055687422703997,(undefined),(undefined),1.6165790984192583,25.671297738388773,1.61657909841513,2.7365459996097528,2.4487503697077244,3.1055687422703997,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.9328846040257375,25.678964643980194,1.9328846040422505,2.8222043544252458,2.8050916350954154,2.566075690335346,9.101295403625677,(undefined)
Oversampling used pred1,,3.1890626244142055,41.00404563732292,3.727174818117547,5.353175081936264,4.80118835659227,6.625258367462209,,,3.1890626244142055,41.00404563732292,3.1890626244061693,5.353175081936264,4.80118835659227,6.625258367462209,,,3.1890626244142055,41.00404563732292,3.1890626244061693,5.353175081936264,4.80118835659227,6.625258367462209,,,3.795723940329488,41.09504865417958,,,3.795723940329488,41.09504865417958,,,3.8041672142357825,41.01754099116667,3.8041672142677854,5.516968308830258,5.484264411133481,5.026529149266629,8.86783234658165,
Oversampling used pred2,,6.216115560802422,55.53696204160445,7.234308355354251,14.012516310216625,12.670038697896338,22.65997124504355,,,6.216115560802422,55.53696204160445,6.216115560787145,14.012516310216625,12.670038697896338,22.65997124504355,,,6.216115560802422,55.53696204160445,6.216115560787145,14.012516310216625,12.670038697896338,22.65997124504355,,,7.363307154902799,55.753179318800974,,,7.363307154902799,55.753179318800974,,,7.379178260598458,55.57130546895441,7.379178260658634,14.411066299415616,14.332549112510833,13.225145850399755,16.50693890367768,
Oversampling used pred3,,16.065708896612094,61.41491175425521,22.1252943718102,45.39358764656579,42.75763922309809,49.8502979100042,,,16.065708896612094,61.41491175425521,16.065708896576254,45.39358764656579,42.75763922309809,49.8502979100042,,,16.065708896612094,61.41491175425521,16.065708896576254,45.39358764656579,42.75763922309809,49.8502979100042,,,22.50734438514013,62.83893589848848,,,22.50734438514013,62.83893589848848,,,22.508552299743883,57.66096379035838,22.508552299899883,46.123497574750324,45.981544128413205,43.881534878607184,28.75639293282805,
Oversampling used bw0,(undefined),1.6165790984192583,25.671297738388773,1.8931702498910497,2.7365459996097528,2.4487503697077244,3.1055687422703997,(undefined),(undefined),1.6165790984192583,25.671297738388773,1.61657909841513,2.7365459996097528,2.4487503697077244,3.1055687422703997,(undefined),(undefined),1.6165790984192583,25.671297738388773,1.61657909841513,2.7365459996097528,2.4487503697077244,3.1055687422703997,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.9787583472150985,25.725283657850348,(undefined),(undefined),1.9328846040257375,25.678964643980194,1.9328846040422505,2.8222043544252458,2.8050916350954154,2.566075690335346,9.101295403625677,(undefined)
Oversampling used bw1,,3.1890626244142055,41.00404563732292,3.727174818117547,5.353175081936264,4.80118835659227,6.625258367462209,,,3.1890626244142055,41.00404563732292,3.1890626244061693,5.353175081936264,4.80118835659227,6.625258367462209,,,3.1890626244142055,41.00404563732292,3.1890626244061693,5.353175081936264,4.80118835659227,6.625258367462209,,,3.795723940329488,41.09504865417958,,,3.795723940329488,41.09504865417958,,,3.8041672142357825,41.01754099116667,3.8041672142677854,5.516968308830258,5.484264411133481,5.026529149266629,8.86783234658165,
Oversampling used bw2,,6.216115560802422,55.53696204160445,7.234308355354251,14.012516310216625,12.670038697896338,22.65997124504355,,,6.216115560802422,55.53696204160445,6.216115560787145,14.012516310216625,12.670038697896338,22.65997124504355,,,6.216115560802422,55.53696204160445,6.216115560787145,14.012516310216625,12.670038697896338,22.65997124504355,,,7.363307154902799,55.753179318800974,,,7.363307154902799,55.753179318800974,,,7.379178260598458,55.57130546895441,7.379178260658634,14.411066299415616,14.332549112510833,13.225145850399755,16.50693890367768,
Oversampling used bw3,,16.065708896612094,61.41491175425521,22.1252943718102,45.39358764656579,42.75763922309809,49.8502979100042,,,16.065708896612094,61.41491175425521,16.065708896576254,45.39358764656579,42.75763922309809,49.8502979100042,,,16.065708896612094,61.41491175425521,16.065708896576254,45.39358764656579,42.75763922309809,49.8502979100042,,,22.50734438514013,62.83893589848848,,,22.50734438514013,62.83893589848848,,,22.508552299743883,57.66096379035838,22.508552299899883,46.123497574750324,45.981544128413205,43.881534878607184,28.75639293282805,
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),330.1970670581991,1186.6956875807953,396.0980287317132,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),330.1970670581991,1186.6956875807953,330.1970670581991,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),330.1970670581991,1186.6956875807953,330.1970670581991,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),556.1960211322845,1666.3443177517802,556.1960211322845,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels predict, no-smear1",,659.7017142056897,2372.6984303939844,791.5035165883376,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,659.7017142056897,2372.6984303939844,659.7017142056897,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,659.7017142056897,2372.6984303939844,659.7017142056897,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,485.0159097761033,1453.9394929925988,,,485.0159097761033,1453.9394929925988,,,1111.4199379380743,3331.7159644487933,1111.4199379380743,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels predict, no-smear2",,1318.7106453111485,4744.703814848597,1582.3141894581538,2441.466451169051,2441.466451169051,4744.703814848597,,,1318.7106453111485,4744.703814848597,1318.7106453111485,2441.466451169051,2441.466451169051,4744.703814848597,,,1318.7106453111485,4744.703814848597,1318.7106453111485,2441.466451169051,2441.466451169051,4744.703814848597,,,969.6083556181683,2907.4553987723175,,,969.6083556181683,2907.4553987723175,,,2221.867346610081,6662.459115881312,2221.867346610081,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels predict, no-smear3",,2636.728325593491,9488.714533153065,3163.935383545188,4882.239853545328,4882.239853545328,9488.714533153065,,,2636.728325593491,9488.714533153065,2636.728325593491,4882.239853545328,4882.239853545328,9488.714533153065,,,2636.728325593491,9488.714533153065,2636.728325593491,4882.239853545328,4882.239853545328,9488.714533153065,,,1938.7931548514175,5814.487179478897,,,1938.7931548514175,5814.487179478897,,,4442.761951158458,13323.945347729323,4442.761951158458,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
"Channels backward, no-smear0",(undefined),330.1970670581991,1186.6956875807953,396.0980287317132,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),330.1970670581991,1186.6956875807953,330.1970670581991,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),330.1970670581991,1186.6956875807953,330.1970670581991,610.88622741501,610.88622741501,1186.6956875807953,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),242.71959454507825,727.1815092638062,(undefined),(undefined),556.1960211322845,1666.3443177517802,556.1960211322845,857.7991819532908,857.7991819532908,857.7991819532908,1666.3443177517802,(undefined)
"Channels backward, no-smear1",,659.7017142056897,2372.6984303939844,791.5035165883376,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,659.7017142056897,2372.6984303939844,659.7017142056897,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,659.7017142056897,2372.6984303939844,659.7017142056897,1221.0797008176821,1221.0797008176821,2372.6984303939844,,,485.0159097761033,1453.9394929925988,,,485.0159097761033,1453.9394929925988,,,1111.4199379380743,3331.7159644487933,1111.4199379380743,1714.625960512763,1714.625960512763,1714.625960512763,3331.7159644487933,
"Channels backward, no-smear2",,1318.7106453111485,4744.703814848597,1582.3141894581538,2441.466451169051,2441.466451169051,4744.703814848597,,,1318.7106453111485,4744.703814848597,1318.7106453111485,2441.466451169051,2441.466451169051,4744.703814848597,,,1318.7106453111485,4744.703814848597,1318.7106453111485,2441.466451169051,2441.466451169051,4744.703814848597,,,969.6083556181683,2907.4553987723175,,,969.6083556181683,2907.4553987723175,,,2221.867346610081,6662.459115881312,2221.867346610081,3428.279241973887,3428.279241973887,3428.279241973887,6662.459115881312,
"Channels backward, no-smear3",,2636.728325593491,9488.714533153065,3163.935383545188,4882.239853545328,4882.239853545328,9488.714533153065,,,2636.728325593491,9488.714533153065,2636.728325593491,4882.239853545328,4882.239853545328,9488.714533153065,,,2636.728325593491,9488.714533153065,2636.728325593491,4882.239853545328,4882.239853545328,9488.714533153065,,,1938.7931548514175,5814.487179478897,,,1938.7931548514175,5814.487179478897,,,4442.761951158458,13323.945347729323,4442.761951158458,6855.585666930379,6855.585666930379,6855.585666930379,13323.945347729323,
Frequencies predict ifft,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,200.0,200,200.0,200.0,8192.0,8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,(undefined),8192.0,200.0,40.0,200.0,200,200.0,200.0,200.0,8192.0
Frequencies predict kernels0,(undefined),203.2581303565818,364.52288461678205,207.7419688371428,220.1497079295983,246.59657215805785,474.9073708267979,(undefined),(undefined),203.2581303565818,364.52288461678205,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,(undefined),(undefined),203.2581303565818,364.52288461678205,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),121.7097560834995,222.75933872570835,(undefined),(undefined),285.62419084302377,511.6591552951528,285.62419084054585,299.5408954595676,301.41010298310334,330.1230378171568,841.0439984309672,(undefined)
Frequencies predict kernels1,,203.2581303565818,365.0584953999703,207.7419688371428,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,365.0584953999703,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,203.2581303565818,365.0584953999703,203.2581303571076,220.1497079295983,246.59657215805785,474.9073708267979,,,124.93033737613217,222.83688638800666,,,124.93033737613217,222.83688638800666,,,285.62419084302377,512.317136997464,285.62419084054585,299.5408954595676,301.41010298310334,330.1230378171568,1201.3518418130955,
