,hpso01 (Ingest) [Nf_max=8192] [Na=128],hpso01 (RCAL) [Nf_max=8192] [Na=128],hpso01 (FastImg) [Nf_max=8192] [Na=128],hpso01 (ICAL) [Nf_max=8192] [Na=128],hpso01 (DPrepA) [Nf_max=8192] [Na=128],hpso01 (DPrepB) [Nf_max=8192] [Na=128],hpso01 (DPrepC) [Nf_max=8192] [Na=128],hpso01 (DPrepD) [Nf_max=8192] [Na=128],hpso02a (Ingest) [Nf_max=8192] [Na=128],hpso02a (RCAL) [Nf_max=8192] [Na=128],hpso02a (FastImg) [Nf_max=8192] [Na=128],hpso02a (ICAL) [Nf_max=8192] [Na=128],hpso02a (DPrepA) [Nf_max=8192] [Na=128],hpso02a (DPrepB) [Nf_max=8192] [Na=128],hpso02a (DPrepC) [Nf_max=8192] [Na=128],hpso02a (DPrepD) [Nf_max=8192] [Na=128],hpso02b (Ingest) [Nf_max=8192] [Na=128],hpso02b (RCAL) [Nf_max=8192] [Na=128],hpso02b (FastImg) [Nf_max=8192] [Na=128],hpso02b (ICAL) [Nf_max=8192] [Na=128],hpso02b (DPrepA) [Nf_max=8192] [Na=128],hpso02b (DPrepB) [Nf_max=8192] [Na=128],hpso02b (DPrepC) [Nf_max=8192] [Na=128],hpso02b (DPrepD) [Nf_max=8192] [Na=128],hpso04a (Ingest) [Nf_max=8192] [Na=128],hpso04a (RCAL) [Nf_max=8192] [Na=128],hpso04a (FastImg) [Nf_max=8192] [Na=128],hpso04a (PSS) [Nf_max=8192] [Na=128],hpso05a (Ingest) [Nf_max=8192] [Na=128],hpso05a (RCAL) [Nf_max=8192] [Na=128],hpso05a (FastImg) [Nf_max=8192] [Na=128],hpso05a (PST) [Nf_max=8192] [Na=128],max_low (Ingest) [Nf_max=8192] [Na=128],max_low (RCAL) [Nf_max=8192] [Na=128],max_low (FastImg) [Nf_max=8192] [Na=128],max_low (ICAL) [Nf_max=8192] [Na=128],max_low (DPrepA) [Nf_max=8192] [Na=128],max_low (DPrepA_Image) [Nf_max=8192] [Na=128],max_low (DPrepB) [Nf_max=8192] [Na=128],max_low (DPrepC) [Nf_max=8192] [Na=128],max_low (DPrepD) [Nf_max=8192] [Na=128]
Delta W earth3 [lambda],5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,14.500452378669118,14.500452378669118,14.500452378669118,,14.500452378669118,14.500452378669118,14.500452378669118,,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799
Delta W earth4 [lambda],22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,58.001809514676474,58.001809514676474,58.001809514676474,,58.001809514676474,58.001809514676474,58.001809514676474,,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W snapshot4 [lambda],379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,0.6324208123740446,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,1.660104632481867,,995.7450173095559,995.7450173095559,1.660104632481867,,414.893757212315,414.893757212315,0.6917102635341112,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W max1 [lambda],47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.3452488661587885,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.9062782736668199,,124.46812716369449,124.46812716369449,0.9062782736668199,,51.861719651539374,51.861719651539374,0.37761594736117493,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W max2 [lambda],94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,1.380995464635154,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,3.6251130946672796,,248.93625432738898,248.93625432738898,3.6251130946672796,,103.72343930307875,103.72343930307875,1.5104637894446997,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W max3 [lambda],189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,5.523981858540616,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,14.500452378669118,,497.87250865477796,497.87250865477796,14.500452378669118,,207.4468786061575,207.4468786061575,6.041855157778799,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W max4 [lambda],379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,22.095927434162466,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,995.7450173095559,995.7450173095559,58.001809514676474,,995.7450173095559,995.7450173095559,58.001809514676474,,414.893757212315,414.893757212315,24.167420631115196,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315,414.893757212315
Delta W stack [lambda],(undefined),41.16090716303583,22.0959211796192,41.16090716240892,15.612581098971463,64.21849884727558,23.36194762779434,(undefined),(undefined),41.16090716303583,22.0959211796192,45.51682813429893,15.612581098971463,64.21849884727558,23.36194762779434,(undefined),(undefined),41.16090716303583,22.0959211796192,45.51682813429893,15.612581098971463,64.21849884727558,23.36194762779434,(undefined),(undefined),207.84099831753943,58.00180405584694,(undefined),(undefined),207.84099831753943,58.00180405584694,(undefined),(undefined),41.66885669595584,24.16741378225537,41.66885665551326,16.50060094967764,17.01825248282686,25.24376520212898,97.93534854271411,(undefined)
Delta W theory [lambda],(undefined),79.41139376003576,12.587303150687525,79.41139376003576,12.587303150687525,81.42182316591781,12.587303150687525,(undefined),(undefined),79.41139376003576,12.587303150687525,100.63937084657701,12.587303150687525,81.42182316591781,12.587303150687525,(undefined),(undefined),79.41139376003576,12.587303150687525,100.63937084657701,12.587303150687525,81.42182316591781,12.587303150687525,(undefined),(undefined),418.92382398048045,89.35330487828081,(undefined),(undefined),418.92382398048045,89.35330487828081,(undefined),(undefined),95.02867157184744,15.152462172657435,95.02867157184744,15.152462172657435,15.152462172657435,15.152462172657435,15.152462172657435,(undefined)
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],(undefined),3.221029523176981,0.18455205923435844,3.221029523176981,9.174557835596529,3.161399749960686,12.435877678666355,(undefined),(undefined),3.221029523176981,0.18455205923435844,2.6981193008528086,9.174557835596529,3.161399749960686,12.435877678666355,(undefined),(undefined),3.221029523176981,0.18455205923435844,2.6981193008528086,9.174557835596529,3.161399749960686,12.435877678666355,(undefined),(undefined),1.9132901405246916,0.08981558727294352,(undefined),(undefined),1.9132901405246916,0.08981558727294352,(undefined),(undefined),3.012751334709158,0.17264561380323334,3.012751334709158,8.360752018462367,8.557764920327287,11.52260218097509,11.7585840842431,(undefined)
W kernel support pred1 [uv-pixels],,4.8783008912223265,0.5223241974335304,4.878300891166394,9.174557835596529,5.326038284555795,12.435877678666355,,,4.8783008912223265,0.5223241974335304,4.407040689489096,9.174557835596529,5.326038284555795,12.435877678666355,,,4.8783008912223265,0.5223241974335304,4.407040689489096,9.174557835596529,5.326038284555795,12.435877678666355,,,3.2217632139530017,0.254136932091098,,,3.2217632139530017,0.254136932091098,,,4.304577617836814,0.4886127695866622,4.304577614692667,8.360752018462367,8.557764920327287,11.52260218097509,19.856457837827552,
W kernel support pred2 [uv-pixels],,4.8783008912223265,1.4792330461194296,4.878300891166394,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,1.4792330461194296,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,1.4792330461194296,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.738448092081571,0.7193736457952092,,,4.738448092081571,0.7193736457952092,,,4.304577617836814,1.3836854797576588,4.304577614692667,8.360752018462367,8.557764920327287,11.52260218097509,32.15266836801676,
W kernel support pred3 [uv-pixels],,4.8783008912223265,4.194501294411046,4.878300891166394,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,4.194501294411046,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,4.194501294411046,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.738448092081571,2.037893113490042,,,4.738448092081571,2.037893113490042,,,4.304577617836814,3.923139052367293,4.304577614692667,8.360752018462367,8.557764920327287,11.52260218097509,32.15266836801676,
W kernel support pred4 [uv-pixels],,4.8783008912223265,11.923566330527258,4.878300891166394,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,11.923566330527258,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,11.923566330527258,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.738448092081571,5.782075307277625,,,4.738448092081571,5.782075307277625,,,4.304577617836814,11.149774998439602,4.304577614692667,8.360752018462367,8.557764920327287,11.52260218097509,32.15266836801676,
AW kernel support pred0 [uv-pixels],(undefined),9.559028778551603,9.001891993496013,9.559028778551603,12.851945824609816,9.53910102572834,15.350930057776697,(undefined),(undefined),9.559028778551603,9.001891993496013,9.395735615779875,12.851945824609816,9.53910102572834,15.350930057776697,(undefined),(undefined),9.559028778551603,9.001891993496013,9.395735615779875,12.851945824609816,9.53910102572834,15.350930057776697,(undefined),(undefined),9.20112379885354,9.000448146604544,(undefined),(undefined),9.20112379885354,9.000448146604544,(undefined),(undefined),9.49087301594494,9.001655764800468,9.49087301594494,12.284224611843538,12.41915216234926,14.620887832857889,14.807575752506388,(undefined)
AW kernel support pred1 [uv-pixels],,10.237080618286669,9.015144068023794,10.237080618260014,12.851945824609816,10.457852734120616,15.350930057776697,,,10.237080618286669,9.015144068023794,10.021078167483404,12.851945824609816,10.457852734120616,15.350930057776697,,,10.237080618286669,9.015144068023794,10.021078167483404,12.851945824609816,10.457852734120616,15.350930057776697,,,9.559276029427163,9.003587372833826,,,9.559276029427163,9.003587372833826,,,9.976441673662091,9.013253709876537,9.976441672305473,12.284224611843538,12.41915216234926,14.620887832857889,21.800892593318814,
AW kernel support pred2 [uv-pixels],,10.237080618286669,9.120752732353388,10.237080618260014,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,9.120752732353388,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,9.120752732353388,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.171179396773585,9.028704139701594,,,10.171179396773585,9.028704139701594,,,9.976441673662091,9.105744643184991,9.976441672305473,12.284224611843538,12.41915216234926,14.620887832857889,33.388532210680744,
AW kernel support pred3 [uv-pixels],,10.237080618286669,9.92944314192976,10.237080618260014,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,9.92944314192976,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,9.92944314192976,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.171179396773585,9.227838768748084,,,10.171179396773585,9.227838768748084,,,9.976441673662091,9.817892850515804,9.976441672305473,12.284224611843538,12.41915216234926,14.620887832857889,33.388532210680744,
AW kernel support pred4 [uv-pixels],,10.237080618286669,14.938923456477152,10.237080618260014,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,14.938923456477152,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,14.938923456477152,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.171179396773585,10.697307832301997,,,10.171179396773585,10.697307832301997,,,9.976441673662091,14.328903744384244,9.976441672305473,12.284224611843538,12.41915216234926,14.620887832857889,33.388532210680744,
W kernel support bw0 [uv-pixels],(undefined),3.221029523176981,0.18455205923435844,3.221029523176981,9.174557835596529,3.161399749960686,12.435877678666355,(undefined),(undefined),3.221029523176981,0.18455205923435844,2.6981193008528086,9.174557835596529,3.161399749960686,12.435877678666355,(undefined),(undefined),3.221029523176981,0.18455205923435844,2.6981193008528086,9.174557835596529,3.161399749960686,12.435877678666355,(undefined),(undefined),1.9132901405246916,0.08981558727294352,(undefined),(undefined),1.9132901405246916,0.08981558727294352,(undefined),(undefined),3.012751334709158,0.17264561380323334,3.012751334709158,8.360752018462367,8.557764920327287,11.52260218097509,11.7585840842431,(undefined)
W kernel support bw1 [uv-pixels],,4.8783008912223265,0.5223241974335304,4.878300891166394,9.174557835596529,5.326038284555795,12.435877678666355,,,4.8783008912223265,0.5223241974335304,4.407040689489096,9.174557835596529,5.326038284555795,12.435877678666355,,,4.8783008912223265,0.5223241974335304,4.407040689489096,9.174557835596529,5.326038284555795,12.435877678666355,,,3.2217632139530017,0.254136932091098,,,3.2217632139530017,0.254136932091098,,,4.304577617836814,0.4886127695866622,4.304577614692667,8.360752018462367,8.557764920327287,11.52260218097509,19.856457837827552,
W kernel support bw2 [uv-pixels],,4.8783008912223265,1.4792330461194296,4.878300891166394,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,1.4792330461194296,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,1.4792330461194296,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.738448092081571,0.7193736457952092,,,4.738448092081571,0.7193736457952092,,,4.304577617836814,1.3836854797576588,4.304577614692667,8.360752018462367,8.557764920327287,11.52260218097509,32.15266836801676,
W kernel support bw3 [uv-pixels],,4.8783008912223265,4.194501294411046,4.878300891166394,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,4.194501294411046,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,4.194501294411046,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.738448092081571,2.037893113490042,,,4.738448092081571,2.037893113490042,,,4.304577617836814,3.923139052367293,4.304577614692667,8.360752018462367,8.557764920327287,11.52260218097509,32.15266836801676,
W kernel support bw4 [uv-pixels],,4.8783008912223265,11.923566330527258,4.878300891166394,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,11.923566330527258,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.8783008912223265,11.923566330527258,4.407040689489096,9.174557835596529,6.6930227724118385,12.435877678666355,,,4.738448092081571,5.782075307277625,,,4.738448092081571,5.782075307277625,,,4.304577617836814,11.149774998439602,4.304577614692667,8.360752018462367,8.557764920327287,11.52260218097509,32.15266836801676,
AW kernel support bw0 [uv-pixels],(undefined),9.559028778551603,9.001891993496013,9.559028778551603,12.851945824609816,9.53910102572834,15.350930057776697,(undefined),(undefined),9.559028778551603,9.001891993496013,9.395735615779875,12.851945824609816,9.53910102572834,15.350930057776697,(undefined),(undefined),9.559028778551603,9.001891993496013,9.395735615779875,12.851945824609816,9.53910102572834,15.350930057776697,(undefined),(undefined),9.20112379885354,9.000448146604544,(undefined),(undefined),9.20112379885354,9.000448146604544,(undefined),(undefined),9.49087301594494,9.001655764800468,9.49087301594494,12.284224611843538,12.41915216234926,14.620887832857889,14.807575752506388,(undefined)
AW kernel support bw1 [uv-pixels],,10.237080618286669,9.015144068023794,10.237080618260014,12.851945824609816,10.457852734120616,15.350930057776697,,,10.237080618286669,9.015144068023794,10.021078167483404,12.851945824609816,10.457852734120616,15.350930057776697,,,10.237080618286669,9.015144068023794,10.021078167483404,12.851945824609816,10.457852734120616,15.350930057776697,,,9.559276029427163,9.003587372833826,,,9.559276029427163,9.003587372833826,,,9.976441673662091,9.013253709876537,9.976441672305473,12.284224611843538,12.41915216234926,14.620887832857889,21.800892593318814,
AW kernel support bw2 [uv-pixels],,10.237080618286669,9.120752732353388,10.237080618260014,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,9.120752732353388,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,9.120752732353388,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.171179396773585,9.028704139701594,,,10.171179396773585,9.028704139701594,,,9.976441673662091,9.105744643184991,9.976441672305473,12.284224611843538,12.41915216234926,14.620887832857889,33.388532210680744,
AW kernel support bw3 [uv-pixels],,10.237080618286669,9.92944314192976,10.237080618260014,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,9.92944314192976,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,9.92944314192976,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.171179396773585,9.227838768748084,,,10.171179396773585,9.227838768748084,,,9.976441673662091,9.817892850515804,9.976441672305473,12.284224611843538,12.41915216234926,14.620887832857889,33.388532210680744,
AW kernel support bw4 [uv-pixels],,10.237080618286669,14.938923456477152,10.237080618260014,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,14.938923456477152,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.237080618286669,14.938923456477152,10.021078167483404,12.851945824609816,11.215906286699413,15.350930057776697,,,10.171179396773585,10.697307832301997,,,10.171179396773585,10.697307832301997,,,9.976441673662091,14.328903744384244,9.976441672305473,12.284224611843538,12.41915216234926,14.620887832857889,33.388532210680744,
-- Data --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snapshot vis size0 [GB],0.015053269795660802,24.663277233210657,0.020552731027675547,24.663277233210657,2.4663277233210654,1.9730621786568523,0.6576873928856174,0.12042615836528642,0.015053269795660802,24.663277233210657,0.020552731027675547,24.663277233210657,2.4663277233210654,1.9730621786568523,0.6576873928856174,0.12042615836528642,0.015053269795660802,24.663277233210657,0.020552731027675547,24.663277233210657,2.4663277233210654,1.9730621786568523,0.6576873928856174,0.12042615836528642,0.015053269795660802,24.663277233210657,0.020552731027675547,(undefined),0.015053269795660802,24.663277233210657,0.020552731027675547,(undefined),0.015053269795660802,24.663277233210657,0.020552731027675547,24.663277233210657,2.4663277233210654,12.331638616605328,1.9730621786568523,0.015053269795660802,0.06021307918264321
Snapshot vis size1 [GB],0.004248586021683202,6.960883337925757,0.005800736114938131,6.960883337925757,0.6960883337925756,0.5568706670340605,0.18562355567802016,0.03398868817346561,0.004248586021683202,6.960883337925757,0.005800736114938131,6.960883337925757,0.6960883337925756,0.5568706670340605,0.18562355567802016,0.03398868817346561,0.004248586021683202,6.960883337925757,0.005800736114938131,6.960883337925757,0.6960883337925756,0.5568706670340605,0.18562355567802016,0.03398868817346561,0.004248586021683202,6.960883337925757,0.005800736114938131,,0.004248586021683202,6.960883337925757,0.005800736114938131,,0.004248586021683202,6.960883337925757,0.005800736114938131,6.960883337925757,0.6960883337925756,3.4804416689628783,0.5568706670340605,0.004248586021683202,0.016994344086732806
Snapshot vis size2 [GB],0.004806446002227202,7.874881130049046,0.006562400941707539,7.874881130049046,0.7874881130049045,0.6299904904039236,0.2099968301346412,0.038451568017817614,0.004806446002227202,7.874881130049046,0.006562400941707539,7.874881130049046,0.7874881130049045,0.6299904904039236,0.2099968301346412,0.038451568017817614,0.004806446002227202,7.874881130049046,0.006562400941707539,7.874881130049046,0.7874881130049045,0.6299904904039236,0.2099968301346412,0.038451568017817614,0.004806446002227202,7.874881130049046,0.006562400941707539,,0.004806446002227202,7.874881130049046,0.006562400941707539,,0.004806446002227202,7.874881130049046,0.006562400941707539,7.874881130049046,0.7874881130049045,3.937440565024523,0.6299904904039236,0.004806446002227202,0.019225784008908807
Snapshot vis size3 [GB],0.0060432345000448005,9.9012354048734,0.008251029504061168,9.9012354048734,0.99012354048734,0.792098832389872,0.2640329441299573,0.048345876000358404,0.0060432345000448005,9.9012354048734,0.008251029504061168,9.9012354048734,0.99012354048734,0.792098832389872,0.2640329441299573,0.048345876000358404,0.0060432345000448005,9.9012354048734,0.008251029504061168,9.9012354048734,0.99012354048734,0.792098832389872,0.2640329441299573,0.048345876000358404,0.0060432345000448005,9.9012354048734,0.008251029504061168,,0.0060432345000448005,9.9012354048734,0.008251029504061168,,0.0060432345000448005,9.9012354048734,0.008251029504061168,9.9012354048734,0.99012354048734,4.9506177024367,0.792098832389872,0.0060432345000448005,0.024172938000179202
Snapshot vis size4 [GB],0.002360463680384,3.8673836939411457,0.0032228197449509547,3.8673836939411457,0.38673836939411455,0.30939069551529164,0.10313023183843054,0.018883709443072,0.002360463680384,3.8673836939411457,0.0032228197449509547,3.8673836939411457,0.38673836939411455,0.30939069551529164,0.10313023183843054,0.018883709443072,0.002360463680384,3.8673836939411457,0.0032228197449509547,3.8673836939411457,0.38673836939411455,0.30939069551529164,0.10313023183843054,0.018883709443072,0.002360463680384,3.8673836939411457,0.0032228197449509547,,0.002360463680384,3.8673836939411457,0.0032228197449509547,,0.002360463680384,3.8673836939411457,0.0032228197449509547,3.8673836939411457,0.38673836939411455,1.9336918469705728,0.30939069551529164,0.002360463680384,0.009441854721536
Facet size [GB],(undefined),0.4415692622698669,0.9691506442136999,0.4415692622698669,2.6920851228158327,0.4307336196505332,2.6920851228158327,(undefined),(undefined),0.4415692622698669,0.9691506442136999,0.3488942319169318,2.6920851228158327,0.4307336196505332,2.6920851228158327,(undefined),(undefined),0.4415692622698669,0.9691506442136999,0.3488942319169318,2.6920851228158327,0.4307336196505332,2.6920851228158327,(undefined),(undefined),0.582742360382034,0.9792309896680268,(undefined),(undefined),0.582742360382034,0.9792309896680268,(undefined),(undefined),0.44221291357977194,0.9705633219857813,0.44221291357977194,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826,(undefined)
Image size [GB],2.692085122815833,19.625300545327423,0.9691506442136997,19.625300545327423,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.6960092277382826,19.653907270212073,0.9705633219857817,19.653907270212073,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826
