,hpso01 (Ingest) [Na=512] [Bmax=16250.0],hpso01 (RCAL) [Na=512] [Bmax=16250.0],hpso01 (FastImg) [Na=512] [Bmax=16250.0],hpso01 (ICAL) [Na=512] [Bmax=16250.0],hpso01 (DPrepA) [Na=512] [Bmax=16250.0],hpso01 (DPrepB) [Na=512] [Bmax=16250.0],hpso01 (DPrepC) [Na=512] [Bmax=16250.0],hpso01 (DPrepD) [Na=512] [Bmax=16250.0],hpso02a (Ingest) [Na=512] [Bmax=16250.0],hpso02a (RCAL) [Na=512] [Bmax=16250.0],hpso02a (FastImg) [Na=512] [Bmax=16250.0],hpso02a (ICAL) [Na=512] [Bmax=16250.0],hpso02a (DPrepA) [Na=512] [Bmax=16250.0],hpso02a (DPrepB) [Na=512] [Bmax=16250.0],hpso02a (DPrepC) [Na=512] [Bmax=16250.0],hpso02a (DPrepD) [Na=512] [Bmax=16250.0],hpso02b (Ingest) [Na=512] [Bmax=16250.0],hpso02b (RCAL) [Na=512] [Bmax=16250.0],hpso02b (FastImg) [Na=512] [Bmax=16250.0],hpso02b (ICAL) [Na=512] [Bmax=16250.0],hpso02b (DPrepA) [Na=512] [Bmax=16250.0],hpso02b (DPrepB) [Na=512] [Bmax=16250.0],hpso02b (DPrepC) [Na=512] [Bmax=16250.0],hpso02b (DPrepD) [Na=512] [Bmax=16250.0],hpso04a (Ingest) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso04a (RCAL) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso04a (FastImg) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso04a (PSS) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso05a (Ingest) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso05a (RCAL) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso05a (FastImg) [Nf_max=32768] [Na=512] [Bmax=16250.0],hpso05a (PST) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (Ingest) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (RCAL) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (FastImg) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (ICAL) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (DPrepA) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (DPrepA_Image) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (DPrepB) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (DPrepC) [Nf_max=32768] [Na=512] [Bmax=16250.0],max_low (DPrepD) [Nf_max=32768] [Na=512] [Bmax=16250.0]
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,74.49806954714234,0.0,23280.646733481983,0.0,0.0,0.0,0.0,0.0,74.49806954714234,0.0,23280.646733481983,0.0,0.0,0.0,0.0,0.0,74.49806954714234,0.0,23280.646733481983,0.0,0.0,0.0,0.0,0.0,124.16344924523725,0.0,(undefined),0.0,124.16344924523725,0.0,(undefined),0.0,53.21290681938739,0.0,23014.582199385048,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.262144,0.0,81.92,0.0,0.0,0.0,0.0,0.0,0.262144,0.0,81.92,0.0,0.0,0.0,0.0,0.0,0.262144,0.0,81.92,0.0,0.0,0.0,0.0,0.0,0.43690666666666667,0.0,(undefined),0.0,0.43690666666666667,0.0,(undefined),0.0,0.1872457142857143,0.0,80.98377142857143,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.00039863891732696324,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),0.00017717285214531697,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),0.00017717285214531697,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.0005589079879966561,7.666776241380742e-05,7.666776241380742e-05,0.0054762687438433865,0.7177854967930404,(undefined)
Working (cache) memory [TeraBytes],(undefined),6.303697563650673e-06,2.651533322819021e-07,6.303697563679689e-06,5.059095308769136e-07,1.3520335320688386e-06,1.0959123764068638e-06,(undefined),(undefined),6.303697563650673e-06,2.651533322819021e-07,2.0102547523851495e-06,5.059095308769136e-07,1.3520335320688386e-06,1.0959123764068638e-06,(undefined),(undefined),6.303697563650673e-06,2.651533322819021e-07,2.0102547523851495e-06,5.059095308769136e-07,1.3520335320688386e-06,1.0959123764068638e-06,(undefined),(undefined),1.2253632497224208e-06,9.148989368920384e-09,(undefined),(undefined),1.2253632497224208e-06,9.148989368920384e-09,(undefined),(undefined),2.9448018539038646e-06,1.5191361915229574e-07,2.9448018538374776e-06,2.413165664318172e-07,2.475810138673213e-07,6.461049271969575e-07,2.926108888522881e-06,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],1.953111043452442,1.953111043452442,2.7607923504098557,1.953111043452442,0.976555521726221,1.953111043452442,3.796165513220765,3.796165513220765,1.953111043452442,1.953111043452442,2.7607923504098557,1.953111043452442,0.976555521726221,1.953111043452442,3.796165513220765,3.796165513220765,1.953111043452442,1.953111043452442,2.7607923504098557,1.953111043452442,0.976555521726221,1.953111043452442,3.796165513220765,3.796165513220765,0.1305446690802846,0.1305446690802846,0.18405282336065704,0.002102152,0.1305446690802846,0.1305446690802846,0.18405282336065704,0.00077309411328,1.1722934342785074,1.1722934342785074,1.6564754102459132,1.1722934342785074,0.5861467171392537,0.5861467171392537,1.1722934342785074,2.2785288739736553,2.2785288739736553
Total buffer ingest rate [TeraBytes/s],0.10850616908069122,0.10850616908069122,0.1533773528005475,0.10850616908069122,0.05425308454034561,0.10850616908069122,0.2108980840678203,0.2108980840678203,0.10850616908069122,0.10850616908069122,0.1533773528005475,0.10850616908069122,0.05425308454034561,0.10850616908069122,0.2108980840678203,0.2108980840678203,0.10850616908069122,0.10850616908069122,0.1533773528005475,0.10850616908069122,0.05425308454034561,0.10850616908069122,0.2108980840678203,0.2108980840678203,0.05439361211678524,0.05439361211678524,0.07668867640027376,(undefined),0.05439361211678524,0.05439361211678524,0.07668867640027376,(undefined),0.054272844179560534,0.054272844179560534,0.07668867640027376,0.054272844179560534,0.027136422089780267,0.027136422089780267,0.054272844179560534,0.10548744786915072,0.10548744786915072
Output size [TB],0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,152.57204643254752,0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,152.57204643254752,0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,152.57204643254752,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.004161290243014038,0.004161290243014038,0.14861750867907278,19.47959409758343,183.08645571905703
Buffer Read Rate [TeraBytes/s],0.10793645844654305,0.04341953023467803,0.044183909347397805,0.21709765117339014,0.04825254678135446,0.09650509356270892,0.36452455298703734,0.6293722969017611,0.10793645844654305,0.04341953023467803,0.044183909347397805,0.14473937744394588,0.04825254678135446,0.09650509356270892,0.36452455298703734,0.6293722969017611,0.10793645844654305,0.04341953023467803,0.044183909347397805,0.14473937744394588,0.04825254678135446,0.09650509356270892,0.36452455298703734,0.6293722969017611,0.05410801896097474,0.01333775052525534,0.01353748840643466,0.0008758966666666667,0.05410801896097474,0.01333775052525534,0.01353748840643466,0.0003221225472,0.053987885114684074,0.030495708505352874,0.031021271410619902,0.15247854252676438,0.03389017563294843,0.03389017563294843,0.06778035126589686,1.2592030440326294,0.6296015220163147
Facet visibility rate [TeraBytes/s],0.0,0.006243196236434366,0.009801432529015457,0.0561887661279093,0.00746497008759142,0.01492994017518284,0.048792904101008734,(undefined),0.0,0.006243196236434366,0.009801432529015457,0.03554900577141172,0.00746497008759142,0.01492994017518284,0.048792904101008734,(undefined),0.0,0.006243196236434366,0.009801432529015457,0.03554900577141172,0.00746497008759142,0.01492994017518284,0.048792904101008734,(undefined),0.0,0.0022643672968330002,0.0030030551487959965,(undefined),0.0,0.0022643672968330002,0.0030030551487959965,(undefined),0.0,0.005177297063015879,0.006881529563969503,0.04659567356714291,0.00524223974718455,0.00524223974718455,0.0104844794943691,0.26053882051719235,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.0006541766848442473,0.009691506442137,0.005887590163598227,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0006541766848442473,0.009691506442137,0.0026167067393769888,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0006541766848442473,0.009691506442137,0.0026167067393769888,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0003304904590129591,0.004896154948340134,(undefined),0.0,0.0003304904590129591,0.004896154948340134,(undefined),0.0,0.0003275651211702014,0.004852816609928906,0.0029480860905318133,0.0012356708960467129,0.0002471341792093426,0.006178354480233564,0.8098092784331739,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.14955756880563176,0.05783328011603127,0.0859311760979555,0.5295784203902623,0.19806668879494224,0.213679322150716,0.7716681412364639,0.059567465517181256,0.14955756880563176,0.05783328011603127,0.0859311760979555,0.33471427858406794,0.19806668879494224,0.213679322150716,0.7716681412364639,0.059567465517181256,0.14955756880563176,0.05783328011603127,0.0859311760979555,0.33471427858406794,0.19806668879494224,0.213679322150716,0.7716681412364639,0.059567465517181256,0.07497236115812567,0.017842921821984298,0.02634307576691646,0.00050088,0.07497236115812567,0.017842921821984298,0.02634307576691646,2.755e-07,0.07480600330847285,0.04087102930502997,0.060299110544375846,0.37417234104092634,0.13858674715395047,0.1288012610195182,0.14742769170730569,3.034804596070018,0.05958916071916912
-> DFT [PetaFLOP/s],,0.03990436061263752,0.08121371384467359,0.3591392455137376,0.16260238334513688,0.16260238334513688,0.6141910122598622,,,0.03990436061263752,0.08121371384467359,0.23943875270133852,0.16260238334513688,0.16260238334513688,0.6141910122598622,,,0.03990436061263752,0.08121371384467359,0.23943875270133852,0.16260238334513688,0.16260238334513688,0.6141910122598622,,,0.01225794944911917,0.02488303379792539,,,0.01225794944911917,0.02488303379792539,,,0.028026829004325866,0.05701968650242163,0.2522414610389328,0.11420378192415098,0.11420378192415098,0.11420378192415098,2.121643620210688,
-> Subtract Visibility [PetaFLOP/s],,3.6182941862231686e-06,3.6819924456164834e-06,3.256464767600852e-05,7.3719168693736e-06,1.47438337387472e-05,5.569125115079736e-05,,,3.6182941862231686e-06,3.6819924456164834e-06,2.171090661659188e-05,7.3719168693736e-06,1.47438337387472e-05,5.569125115079736e-05,,,3.6182941862231686e-06,3.6819924456164834e-06,2.171090661659188e-05,7.3719168693736e-06,1.47438337387472e-05,5.569125115079736e-05,,,1.1114792104379449e-06,1.1281240338695552e-06,,,1.1114792104379449e-06,1.1281240338695552e-06,,,2.5413090421127398e-06,2.585105950884992e-06,2.2871781379014655e-05,5.177665721700456e-06,5.177665721700456e-06,1.0355331443400911e-05,0.00019237824283831838,
-> Flag [PetaFLOP/s],0.0025137262503693468,0.000504752038978132,0.0005136379461634995,0.0045427683508031886,0.001028382403277617,0.002056764806555234,0.0077689295355362325,0.013413497077718783,0.0025137262503693468,0.000504752038978132,0.0005136379461634995,0.0030286714730145678,0.001028382403277617,0.002056764806555234,0.0077689295355362325,0.013413497077718783,0.0025137262503693468,0.000504752038978132,0.0005136379461634995,0.0030286714730145678,0.001028382403277617,0.002056764806555234,0.0077689295355362325,0.013413497077718783,0.0012601186807055247,0.00015505134985609333,0.00015737330272480295,,0.0012601186807055247,0.00015505134985609333,0.00015737330272480295,,0.001257320890159819,0.0003545126113747271,0.00036062228014845636,0.003190613502372544,0.0007222843681772137,0.0007222843681772137,0.0014445687363544273,0.026836764875945412,0.013418382437972706
-> Degrid [PetaFLOP/s],,0.0016497241688290022,0.0005361347817072191,0.014847517519469338,0.008397201595109642,0.0034829495316011615,0.01127251264875872,,,0.0016497241688290022,0.0005361347817072191,0.008479101757527854,0.008397201595109642,0.0034829495316011615,0.01127251264875872,,,0.0016497241688290022,0.0005361347817072191,0.008479101757527854,0.008397201595109642,0.0034829495316011615,0.01127251264875872,,,0.0005709029727991045,0.00016266191392580435,,,0.0005709029727991045,0.00016266191392580435,,,0.001309040016553958,0.00037581530001990204,0.01178136014895982,0.0058438077448731696,0.0011693894547108801,0.002405163530237994,0.0658345865778965,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1486287335279706e-08,,,
-> Visibility Weighting [PetaFLOP/s],,8.324261648579154e-06,1.3068576705353944e-05,7.49183548372124e-05,9.953293450121893e-06,1.9906586900243786e-05,6.505720546801165e-05,,,8.324261648579154e-06,1.3068576705353944e-05,4.73986743618823e-05,9.953293450121893e-06,1.9906586900243786e-05,6.505720546801165e-05,,,8.324261648579154e-06,1.3068576705353944e-05,4.73986743618823e-05,9.953293450121893e-06,1.9906586900243786e-05,6.505720546801165e-05,,,3.0191563957773333e-06,4.004073531727996e-06,,,3.0191563957773333e-06,4.004073531727996e-06,,,6.903062750687839e-06,9.175372751959339e-06,6.212756475619054e-05,6.989652996246066e-06,6.989652996246066e-06,1.3979305992492132e-05,0.00034738509402292304,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.14693532189769107,,,,,,,,0.14693532189769107,,,,,,,,0.14693532189769107,,,,,,,,0.07365784160229383,,,,0.07365784160229383,,,,0.07349440232724971,,,,,,,,
-> FFT [PetaFLOP/s],,0.0006829272023250395,6.921009938857212e-05,0.006146344820912824,0.0009671992748273405,0.0031272193657480743,0.010297277258465179,,,0.0006829272023250395,6.921009938857212e-05,0.0019279224683254569,0.0009671992748273405,0.0031272193657480743,0.010297277258465179,,,0.0006829272023250395,6.921009938857212e-05,0.0019279224683254569,0.0009671992748273405,0.0031272193657480743,0.010297277258465179,,,0.0001602065170706643,3.498778929869069e-05,,,0.0001602065170706643,3.498778929869069e-05,,,0.00037429755439538794,3.4658705597434524e-05,0.00336867798959214,0.0005253555845910402,0.00010388323510700054,0.0016970984873580224,0.11387669419917307,
-> Grid [PetaFLOP/s],,0.0016497241688290022,0.0005361347817072191,0.014847517519469338,0.008397201595109642,0.0034829495316011615,0.01127251264875872,,,0.0016497241688290022,0.0005361347817072191,0.008479101757527854,0.008397201595109642,0.0034829495316011615,0.01127251264875872,,,0.0016497241688290022,0.0005361347817072191,0.008479101757527854,0.008397201595109642,0.0034829495316011615,0.01127251264875872,,,0.0005709029727991045,0.00016266191392580435,,,0.0005709029727991045,0.00016266191392580435,,,0.001309040016553958,0.00037581530001990204,0.01178136014895982,0.0058438077448731696,0.0011693894547108801,0.002405163530237994,0.0658345865778965,
-> Gridding Kernel Update [PetaFLOP/s],,0.004088754053169665,0.0012672724411509357,0.03679878647855603,0.006044821543832867,0.01266317656108617,0.03649384946662878,,,0.004088754053169665,0.0012672724411509357,0.023226771337196576,0.006044821543832867,0.01266317656108617,0.03649384946662878,,,0.004088754053169665,0.0012672724411509357,0.023226771337196576,0.006044821543832867,0.01266317656108617,0.03649384946662878,,,0.001376299538014332,0.0003834310890936626,,,0.001376299538014332,0.0003834310890936626,,,0.0031657132395180405,0.0008879402788810223,0.028491419155572795,0.004195751440269701,0.004198636668864999,0.008703277109066843,0.1311487456671504,
-> Correct [PetaFLOP/s],,0.001736781209387121,0.000441839093473978,0.01563103088448409,0.0035385200972993273,0.007077040194598655,0.026731800552382737,0.04615396843946248,,0.001736781209387121,0.000441839093473978,0.010421235175964105,0.0035385200972993273,0.007077040194598655,0.026731800552382737,0.04615396843946248,,0.001736781209387121,0.000441839093473978,0.010421235175964105,0.0035385200972993273,0.007077040194598655,0.026731800552382737,0.04615396843946248,,0.0005335100210102136,0.0001353748840643466,,,0.0005335100210102136,0.0001353748840643466,,,0.0012198283402141148,0.000310212714106199,0.010978455061927033,0.0024852795464162187,0.0024852795464162187,0.004970559092832437,0.09234155656239283,0.046170778281196416
-> IFFT [PetaFLOP/s],,0.0034146360116251973,6.921009938857212e-05,0.030731724104564116,0.0009671992748273405,0.00125088774629923,0.0013729703011286906,,,0.0034146360116251973,6.921009938857212e-05,0.009639612341627283,0.0009671992748273405,0.00125088774629923,0.0013729703011286906,,,0.0034146360116251973,6.921009938857212e-05,0.009639612341627283,0.0009671992748273405,0.00125088774629923,0.0013729703011286906,,,0.0008010325853533214,3.498778929869069e-05,,,0.0008010325853533214,3.498778929869069e-05,,,0.0018714877719769396,3.4658705597434524e-05,0.0168433899479607,0.0005253555845910402,0.0005194161755350026,0.000678839394943209,0.00034752409118399985,
-> Identify Component [PetaFLOP/s],,,,8.400370633025519e-05,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,8.396111670233564e-05,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,8.396111670233564e-05,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,,,,,,,,,4.900222721057665e-05,5.991195884495654e-06,5.991195884495654e-06,0.000427942563178261,0.05609128764090102,
-> Average [PetaFLOP/s],7.233744605379414e-05,,,,,,,,7.233744605379414e-05,,,,,,,,7.233744605379414e-05,,,,,,,,3.6262408077856824e-05,,,,3.6262408077856824e-05,,,,3.6181896119707015e-05,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],3.618321151755229e-05,,,,,,,,3.618321151755229e-05,,,,,,,,3.618321151755229e-05,,,,,,,,1.8138467048465425e-05,,,,1.8138467048465425e-05,,,,1.8098194943624172e-05,,,,,,,,
-> Solve [PetaFLOP/s],,7.639241556446338e-05,,0.009346719196731312,,,,,,7.639241556446338e-05,,0.006259432850941692,,,,,,7.639241556446338e-05,,0.006259432850941692,,,,,,2.4242850128758902e-05,,,,2.4242850128758902e-05,,,,5.28394467622548e-05,,0.006563800315168614,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.004088754053169665,0.0012672724411509357,0.03679878647855603,0.006044821543832867,0.01266317656108617,0.03649384946662878,,,0.004088754053169665,0.0012672724411509357,0.023226771337196576,0.006044821543832867,0.01266317656108617,0.03649384946662878,,,0.004088754053169665,0.0012672724411509357,0.023226771337196576,0.006044821543832867,0.01266317656108617,0.03649384946662878,,,0.001376299538014332,0.0003834310890936626,,,0.001376299538014332,0.0003834310890936626,,,0.0031657132395180405,0.0008879402788810223,0.028491419155572795,0.004195751440269701,0.004198636668864999,0.008703277109066843,0.1311487456671504,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,4.088604280276546e-06,,3.679743852248892e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,4.088604280276546e-06,,1.6354417121106183e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,4.088604280276546e-06,,1.6354417121106183e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,2.0655653688309947e-06,,,,2.0655653688309947e-06,,,,2.047282007313759e-06,,1.842553806582383e-05,7.722943100291956e-06,1.9307357750729888e-07,3.861471550145978e-05,0.0050613079902073355,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,2.0443021401382728e-05,,0.00018398719261244456,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,2.0443021401382728e-05,,8.177208560553091e-05,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,2.0443021401382728e-05,,8.177208560553091e-05,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,1.0327826844154974e-05,,,,1.0327826844154974e-05,,,,1.0236410036568794e-05,,9.212769032911915e-05,7.722943100291956e-06,1.9307357750729888e-07,1.5445886200583913e-05,1.5445886200583913e-05,
-> DFT [Tera/s],,0.02170976511733901,0.0220919546736989,0.1953878860560511,0.0442315012162416,0.0884630024324832,0.3341475069047842,,,0.02170976511733901,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.3341475069047842,,,0.02170976511733901,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.3341475069047842,,,0.00666887526262767,0.006768744203217331,,,0.00666887526262767,0.006768744203217331,,,0.015247854252676437,0.015510635705309951,0.13723068827408794,0.031065994330202736,0.031065994330202736,0.06213198866040547,1.1542694570299104,
-> Subtract Visibility [Tera/s],,0.02170976511733901,0.0220919546736989,0.1953878860560511,0.0442315012162416,0.0884630024324832,0.3341475069047842,,,0.02170976511733901,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.3341475069047842,,,0.02170976511733901,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.3341475069047842,,,0.00666887526262767,0.006768744203217331,,,0.00666887526262767,0.006768744203217331,,,0.015247854252676437,0.015510635705309951,0.13723068827408794,0.031065994330202736,0.031065994330202736,0.06213198866040547,1.1542694570299104,
-> Flag [Tera/s],0.10850616908069122,0.021709765117339016,0.0220919546736989,0.19538788605605115,0.0442315012162416,0.0884630024324832,0.33414750690478423,0.576924605493281,0.10850616908069122,0.021709765117339016,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.33414750690478423,0.576924605493281,0.10850616908069122,0.021709765117339016,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.33414750690478423,0.576924605493281,0.05439361211678524,0.00666887526262767,0.006768744203217331,,0.05439361211678524,0.00666887526262767,0.006768744203217331,,0.054272844179560534,0.015247854252676437,0.015510635705309951,0.13723068827408794,0.031065994330202736,0.031065994330202736,0.06213198866040547,1.1542694570299104,0.5771347285149552
-> Degrid [Tera/s],,0.006243196236434366,0.009801432529015459,0.056188766127909295,0.0373248504379571,0.014929940175182838,0.04879290410100873,,,0.006243196236434366,0.009801432529015459,0.03554900577141172,0.0373248504379571,0.014929940175182838,0.04879290410100873,,,0.006243196236434366,0.009801432529015459,0.03554900577141172,0.0373248504379571,0.014929940175182838,0.04879290410100873,,,0.0022643672968330002,0.0030030551487959965,,,0.0022643672968330002,0.0030030551487959965,,,0.005177297063015879,0.006881529563969505,0.04659567356714291,0.026211198735922744,0.00524223974718455,0.0104844794943691,0.2605388205171923,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.581047889213284e-07,,,
-> Visibility Weighting [Tera/s],,0.0012227345344398499,0.0037249034773571173,0.011004610809958649,0.004725269670371807,0.009450539340743615,0.012718853349405692,,,0.0012227345344398499,0.0037249034773571173,0.010308020752829933,0.004725269670371807,0.009450539340743615,0.012718853349405692,,,0.0012227345344398499,0.0037249034773571173,0.010308020752829933,0.004725269670371807,0.009450539340743615,0.012718853349405692,,,0.0007711080378896573,0.0018624517386785586,,,0.0007711080378896573,0.0018624517386785586,,,0.0007693959778978815,0.0018624517386785586,0.006924563801080933,0.0023628979364518944,0.0023628979364518944,0.004725795872903789,0.006360811047783015,
-> Subtract Image Component [Tera/s],,,,3.0664532102074096e-05,5.141134783155236e-06,0.0005141134783155237,0.0015423404349465708,,,,,1.362868093425515e-05,5.141134783155236e-06,0.0005141134783155237,0.0015423404349465708,,,,,1.362868093425515e-05,5.141134783155236e-06,0.0005141134783155237,0.0015423404349465708,,,,,,,,,,,,,1.791371756399539e-05,3.0033667612246496e-06,3.0033667612246496e-06,0.00021452619723033207,0.02811837772337409,
-> Demix [Tera/s],0.10850616908069122,,,,,,,,0.10850616908069122,,,,,,,,0.10850616908069122,,,,,,,,0.05439361211678524,,,,0.05439361211678524,,,,0.054272844179560534,,,,,,,,
-> FFT [Tera/s],,0.0006541766848442473,0.009691506442137,0.005887590163598226,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0006541766848442473,0.009691506442137,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0006541766848442473,0.009691506442137,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0003304904590129591,0.004896154948340134,,,0.0003304904590129591,0.004896154948340134,,,0.0003275651211702014,0.004852816609928906,0.0029480860905318133,0.0012356708960467129,0.00024713417920934255,0.006178354480233564,0.8098092784331737,
-> Grid [Tera/s],,0.18867431189347852,2.013442854922575,1.6980688070413066,0.26375847831303845,0.10550339132521536,0.21274822685129174,,,0.18867431189347852,2.013442854922575,0.5032174705567174,0.26375847831303845,0.10550339132521536,0.21274822685129174,,,0.18867431189347852,2.013442854922575,0.5032174705567174,0.26375847831303845,0.10550339132521536,0.21274822685129174,,,0.05840905681752015,0.6233118480952949,,,0.05840905681752015,0.6233118480952949,,,0.1326602339701002,1.415686538815212,1.1939421057309019,0.18545317697453265,0.037090635394906535,0.07418127078981307,1.2152432742114474,
-> Gridding Kernel Update [Tera/s],,5.079885376821405,0.03956171485128496,45.718968391615164,2.069575526230761,11.263517164775724,17.628845188759755,,,5.079885376821405,0.03956171485128496,13.854381764074654,2.069575526230761,11.263517164775724,17.628845188759755,,,5.079885376821405,0.03956171485128496,13.854381764074654,2.069575526230761,11.263517164775724,17.628845188759755,,,0.9826360311809983,0.0013771443956679234,,,0.9826360311809983,0.0013771443956679234,,,2.3276029617809986,0.02268978803296835,20.948426655533712,0.9853220755602279,1.0111710311969273,5.351754549106886,49.351647212274905,
-> Correct [Tera/s],,0.021709765117339016,0.0220919546736989,0.19538788605605115,0.0442315012162416,0.0884630024324832,0.33414750690478423,0.576924605493281,,0.021709765117339016,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.33414750690478423,0.576924605493281,,0.021709765117339016,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.33414750690478423,0.576924605493281,,0.00666887526262767,0.006768744203217331,,,0.00666887526262767,0.006768744203217331,,,0.015247854252676437,0.015510635705309951,0.13723068827408794,0.031065994330202736,0.031065994330202736,0.06213198866040547,1.1542694570299104,0.5771347285149552
