,hpso01 (Ingest) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (RCAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (FastImg) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (ICAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (DPrepA) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (DPrepB) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (DPrepC) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso01 (DPrepD) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (Ingest) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (RCAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (FastImg) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (ICAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (DPrepA) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (DPrepB) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (DPrepC) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02a (DPrepD) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (Ingest) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (RCAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (FastImg) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (ICAL) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (DPrepA) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (DPrepB) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (DPrepC) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso02b (DPrepD) [Nf_max=65536] [Na=512] [Bmax=4062.5],hpso04a (Ingest) [Na=512] [Bmax=4062.5],hpso04a (RCAL) [Na=512] [Bmax=4062.5],hpso04a (FastImg) [Na=512] [Bmax=4062.5],hpso04a (PSS) [Na=512] [Bmax=4062.5],hpso05a (Ingest) [Na=512] [Bmax=4062.5],hpso05a (RCAL) [Na=512] [Bmax=4062.5],hpso05a (FastImg) [Na=512] [Bmax=4062.5],hpso05a (PST) [Na=512] [Bmax=4062.5],max_low (Ingest) [Na=512] [Bmax=4062.5],max_low (RCAL) [Na=512] [Bmax=4062.5],max_low (FastImg) [Na=512] [Bmax=4062.5],max_low (ICAL) [Na=512] [Bmax=4062.5],max_low (DPrepA) [Na=512] [Bmax=4062.5],max_low (DPrepA_Image) [Na=512] [Bmax=4062.5],max_low (DPrepB) [Na=512] [Bmax=4062.5],max_low (DPrepC) [Na=512] [Bmax=4062.5],max_low (DPrepD) [Na=512] [Bmax=4062.5]
Total Compute Requirement [PetaFLOP/s],0.04686776728958923,0.004815539714435523,0.02201146394623468,0.044143317140551606,0.018031490480331248,0.024248449692654574,0.0866148458995505,0.009298509867936022,0.04686776728958923,0.004815539714435523,0.02201146394623468,0.028966077913734484,0.018031490480331248,0.024248449692654574,0.0866148458995505,0.009298509867936022,0.04686776728958923,0.004815539714435523,0.02201146394623468,0.028966077913734484,0.018031490480331248,0.024248449692654574,0.0866148458995505,0.009298509867936022,0.023494509365723417,0.0014588863489251762,0.006745089808972224,0.00050088,0.023494509365723417,0.0014588863489251762,0.006745089808972224,2.755e-07,0.023442408251872097,0.0033383467958748208,0.015452543166122783,0.030565951620778152,0.012636059189343343,0.010234149027523119,0.015511308371233533,1.6372589318983106,0.00930189649934663
-> DFT [PetaFLOP/s],,0.002494809283465694,0.020312324594484777,0.022453283551191243,0.010171300580726478,0.010171300580726478,0.04854288878404897,,,0.002494809283465694,0.020312324594484777,0.014972002130375446,0.010171300580726478,0.010171300580726478,0.04854288878404897,,,0.002494809283465694,0.020312324594484777,0.014972002130375446,0.010171300580726478,0.010171300580726478,0.04854288878404897,,,0.0007663628912760227,0.006223477092676345,,,0.0007663628912760227,0.006223477092676345,,,0.001752229182147962,0.014261165277068964,0.015770062639331655,0.007143810625976347,0.007143810625976347,0.007143810625976347,1.060821810105344,
-> Subtract Visibility [PetaFLOP/s],,1.4124890666334898e-07,5.750126191562812e-07,1.271240159970141e-06,2.879348525543632e-07,5.758697051087264e-07,2.7483583664970552e-06,,,1.4124890666334898e-07,5.750126191562812e-07,8.476715817487635e-07,2.879348525543632e-07,5.758697051087264e-07,2.7483583664970552e-06,,,1.4124890666334898e-07,5.750126191562812e-07,8.476715817487635e-07,2.879348525543632e-07,5.758697051087264e-07,2.7483583664970552e-06,,,4.338925673297453e-08,1.7617766231889596e-07,,,4.338925673297453e-08,1.7617766231889596e-07,,,9.920616290885195e-08,4.0371302457497196e-07,8.928554661796676e-07,2.0223097753737557e-07,2.0223097753737557e-07,4.0446195507475114e-07,6.0060671505063005e-05,
-> Flag [PetaFLOP/s],0.0007872663682310816,1.9704222479537183e-05,8.021426037230124e-05,0.00017733800231583462,4.016691193133366e-05,8.033382386266731e-05,0.00038339599212633917,0.002093853311665981,0.0007872663682310816,1.9704222479537183e-05,8.021426037230124e-05,0.00011825018565395251,4.016691193133366e-05,8.033382386266731e-05,0.00038339599212633917,0.002093853311665981,0.0007872663682310816,1.9704222479537183e-05,8.021426037230124e-05,0.00011825018565395251,4.016691193133366e-05,8.033382386266731e-05,0.00038339599212633917,0.002093853311665981,0.00039465278176309637,6.052801314249947e-06,2.4576783893485984e-05,,0.00039465278176309637,6.052801314249947e-06,2.4576783893485984e-05,,0.00039377655015209053,1.3839259725784847e-05,5.6317966928208586e-05,0.00012455333753206362,2.8211221366463895e-05,2.8211221366463895e-05,5.642244273292779e-05,0.008378463674956288,0.002094615918739072
-> Degrid [PetaFLOP/s],,0.00021623682575233727,0.00018638242708974743,0.0019461314317737403,0.0021242185053650625,0.000854908313934549,0.002099060332302811,,,0.00021623682575233727,0.00018638242708974743,0.0012680630516093909,0.0021242185053650625,0.000854908313934549,0.002099060332302811,,,0.00021623682575233727,0.00018638242708974743,0.0012680630516093909,0.0021242185053650625,0.000854908313934549,0.002099060332302811,,,6.557388132512414e-05,5.708724718980262e-05,,,6.557388132512414e-05,5.708724718980262e-05,,,0.0001503592962207919,0.000130851153064222,0.0013532336659871052,0.0014891336019762958,0.00029783736244966437,0.0005984920782763635,0.045944786180143554,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2178929584549816e-09,,,
-> Visibility Weighting [PetaFLOP/s],,1.2778264578935194e-06,4.60010095325025e-06,1.1500438121041675e-05,2.6048397926403535e-06,5.209679585280707e-06,1.2792102730795745e-05,,,1.2778264578935194e-06,4.60010095325025e-06,7.66857032985502e-06,2.6048397926403535e-06,5.209679585280707e-06,1.2792102730795745e-05,,,1.2778264578935194e-06,4.60010095325025e-06,7.66857032985502e-06,2.6048397926403535e-06,5.209679585280707e-06,1.2792102730795745e-05,,,3.9151240470802756e-07,1.4094212985511677e-06,,,3.9151240470802756e-07,1.4094212985511677e-06,,,8.971545974995724e-07,3.2297041965997757e-06,8.074391377496153e-06,1.8288425429898416e-06,1.8288425429898416e-06,3.657685085979683e-06,0.00027944774818847666,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.04604651457830465,,,,,,,,0.04604651457830465,,,,,,,,0.04604651457830465,,,,,,,,0.023082819396333273,,,,0.023082819396333273,,,,0.023031632341071636,,,,,,,,
-> FFT [PetaFLOP/s],,2.657128012042645e-05,3.5684705359384775e-06,0.00023914152107865652,4.223072119367288e-05,0.0001370988756430966,0.000412560035228184,,,2.657128012042645e-05,3.5684705359384775e-06,7.466416058138749e-05,4.223072119367288e-05,0.0001370988756430966,0.000412560035228184,,,2.657128012042645e-05,3.5684705359384775e-06,7.466416058138749e-05,4.223072119367288e-05,0.0001370988756430966,0.000412560035228184,,,6.174456255401516e-06,1.804261106222389e-06,,,6.174456255401516e-06,1.804261106222389e-06,,,1.4427553039123446e-05,1.7870352245179906e-06,0.00012984797735215265,2.294709291947178e-05,4.568608148182438e-06,7.448405010187385e-05,0.007506544879888499,
-> Grid [PetaFLOP/s],,0.00021623682575233727,0.00018638242708974743,0.0019461314317737403,0.0021242185053650625,0.000854908313934549,0.002099060332302811,,,0.00021623682575233727,0.00018638242708974743,0.0012680630516093909,0.0021242185053650625,0.000854908313934549,0.002099060332302811,,,0.00021623682575233727,0.00018638242708974743,0.0012680630516093909,0.0021242185053650625,0.000854908313934549,0.002099060332302811,,,6.557388132512414e-05,5.708724718980262e-05,,,6.557388132512414e-05,5.708724718980262e-05,,,0.0001503592962207919,0.000130851153064222,0.0013532336659871052,0.0014891336019762958,0.00029783736244966437,0.0005984920782763635,0.045944786180143554,
-> Gridding Kernel Update [PetaFLOP/s],,0.0008157607945608611,0.0005824233341275331,0.007341847151060589,0.0016566605260026745,0.0033385770923486575,0.008142433333673735,,,0.0008157607945608611,0.0005824233341275331,0.004862772056901641,0.0016566605260026745,0.0033385770923486575,0.008142433333673735,,,0.0008157607945608611,0.0005824233341275331,0.004862772056901641,0.0016566605260026745,0.0033385770923486575,0.008142433333673735,,,0.0002466793865955031,0.0001782629986856022,,,0.0002466793865955031,0.0001782629986856022,,,0.0005658070022185861,0.00040885228268897945,0.005092263019967173,0.001160928554952079,0.001160979989942217,0.0023355830223006765,0.07952217644098557,
-> Correct [PetaFLOP/s],,6.779947519840751e-05,6.900151429875376e-05,0.0006101952767856676,0.0001382087292260943,0.0002764174584521886,0.0013192120159185867,0.00720465655627004,,6.779947519840751e-05,6.900151429875376e-05,0.0004068823592394065,0.0001382087292260943,0.0002764174584521886,0.0013192120159185867,0.00720465655627004,,6.779947519840751e-05,6.900151429875376e-05,0.0004068823592394065,0.0001382087292260943,0.0002764174584521886,0.0013192120159185867,0.00720465655627004,,2.0826843231827774e-05,2.1141319478267513e-05,,,2.0826843231827774e-05,2.1141319478267513e-05,,,4.761895819624893e-05,4.844556294899664e-05,0.0004285706237662404,9.707086921794028e-05,9.707086921794028e-05,0.00019414173843588055,0.028829122322430237,0.007207280580607559
-> IFFT [PetaFLOP/s],,0.00013285640060213224,3.5684705359384775e-06,0.0011957076053932824,4.223072119367288e-05,5.483955025723865e-05,5.50080046970912e-05,,,0.00013285640060213224,3.5684705359384775e-06,0.00037332080290693734,4.223072119367288e-05,5.483955025723865e-05,5.50080046970912e-05,,,0.00013285640060213224,3.5684705359384775e-06,0.00037332080290693734,4.223072119367288e-05,5.483955025723865e-05,5.50080046970912e-05,,,3.087228127700758e-05,1.804261106222389e-06,,,3.087228127700758e-05,1.804261106222389e-06,,,7.213776519561724e-05,1.7870352245179906e-06,0.0006492398867607631,2.294709291947178e-05,2.2843040740912188e-05,2.9793620040749536e-05,2.2908156982081602e-05,
-> Identify Component [PetaFLOP/s],,,,8.393183633314094e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,8.392917448139598e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,8.392917448139598e-05,1.0258553246754313e-05,0.0010258553246754313,0.003077565974026294,,,,,,,,,,,,,4.896024193503604e-05,5.984156743649034e-06,5.984156743649034e-06,0.0004274397674035024,0.056025385193111864,
-> Average [PetaFLOP/s],2.2655147287225374e-05,,,,,,,,2.2655147287225374e-05,,,,,,,,2.2655147287225374e-05,,,,,,,,1.1356914583110687e-05,,,,1.1356914583110687e-05,,,,1.1331699284952244e-05,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],1.133119576627649e-05,,,,,,,,1.133119576627649e-05,,,,,,,,1.133119576627649e-05,,,,,,,,5.680273043939596e-06,,,,5.680273043939596e-06,,,,5.667661363418788e-06,,,,,,,,
-> Solve [PetaFLOP/s],,6.851509973266979e-06,,0.00044548328105817336,,,,,,6.851509973266979e-06,,0.0003250015521418705,,,,,,6.851509973266979e-06,,0.0003250015521418705,,,,,,2.8810510546594905e-06,,,,2.8810510546594905e-06,,,,3.997389178177039e-06,,0.000312016944406661,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.0008157607945608611,0.0005824233341275331,0.007341847151060589,0.0016566605260026745,0.0033385770923486575,0.008142433333673735,,,0.0008157607945608611,0.0005824233341275331,0.004862772056901641,0.0016566605260026745,0.0033385770923486575,0.008142433333673735,,,0.0008157607945608611,0.0005824233341275331,0.004862772056901641,0.0016566605260026745,0.0033385770923486575,0.008142433333673735,,,0.0002466793865955031,0.0001782629986856022,,,0.0002466793865955031,0.0001782629986856022,,,0.0005658070022185861,0.00040885228268897945,0.005092263019967173,0.001160928554952079,0.001160979989942217,0.0023355830223006765,0.07952217644098557,
-> Phase Rotation [PetaFLOP/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,2.555377675172841e-07,,2.2998399076555574e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,2.555377675172841e-07,,1.0221510700691364e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,2.555377675172841e-07,,1.0221510700691364e-06,9.639627718416068e-07,4.819813859208033e-06,1.4459441577624101e-05,,,1.2909783555193717e-07,,,,1.2909783555193717e-07,,,,1.2795512545710995e-07,,1.1515961291139894e-06,4.826839437682473e-07,1.206709859420618e-08,2.413419718841236e-06,0.00031633174938795847,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,1.2776888375864205e-06,,1.1499199538277785e-05,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,1.2776888375864205e-06,,5.110755350345682e-06,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,1.2776888375864205e-06,,5.110755350345682e-06,9.639627718416068e-07,1.9279255436832136e-06,1.9279255436832136e-06,,,6.454891777596859e-07,,,,6.454891777596859e-07,,,,6.397756272855496e-07,,5.757980645569947e-06,4.826839437682473e-07,1.206709859420618e-08,9.653678875364946e-07,9.653678875364946e-07,
-> DFT [Tera/s],,0.0008474934399800939,0.003450075714937688,0.007627440959820844,0.0017276091153261791,0.0034552182306523582,0.01649015019898233,,,0.0008474934399800939,0.003450075714937688,0.00508602949049258,0.0017276091153261791,0.0034552182306523582,0.01649015019898233,,,0.0008474934399800939,0.003450075714937688,0.00508602949049258,0.0017276091153261791,0.0034552182306523582,0.01649015019898233,,,0.0002603355403978471,0.0010570659739133758,,,0.0002603355403978471,0.0010570659739133758,,,0.0005952369774531117,0.0024222781474498314,0.005357132797078005,0.0012133858652242533,0.0012133858652242533,0.0024267717304485067,0.360364029030378,
-> Subtract Visibility [Tera/s],,0.0008474934399800939,0.003450075714937688,0.007627440959820844,0.0017276091153261791,0.0034552182306523582,0.01649015019898233,,,0.0008474934399800939,0.003450075714937688,0.00508602949049258,0.0017276091153261791,0.0034552182306523582,0.01649015019898233,,,0.0008474934399800939,0.003450075714937688,0.00508602949049258,0.0017276091153261791,0.0034552182306523582,0.01649015019898233,,,0.0002603355403978471,0.0010570659739133758,,,0.0002603355403978471,0.0010570659739133758,,,0.0005952369774531117,0.0024222781474498314,0.005357132797078005,0.0012133858652242533,0.0012133858652242533,0.0024267717304485067,0.360364029030378,
-> Flag [Tera/s],0.03398272093083805,0.0008474934399800939,0.003450075714937688,0.007627440959820844,0.0017276091153261793,0.0034552182306523587,0.01649015019898233,0.0900582069533755,0.03398272093083805,0.0008474934399800939,0.003450075714937688,0.00508602949049258,0.0017276091153261793,0.0034552182306523587,0.01649015019898233,0.0900582069533755,0.03398272093083805,0.0008474934399800939,0.003450075714937688,0.00508602949049258,0.0017276091153261793,0.0034552182306523587,0.01649015019898233,0.0900582069533755,0.01703537187466603,0.0002603355403978471,0.0010570659739133758,,0.01703537187466603,0.0002603355403978471,0.0010570659739133758,,0.016997548927428368,0.0005952369774531117,0.0024222781474498314,0.005357132797078005,0.0012133858652242533,0.0012133858652242533,0.0024267717304485067,0.360364029030378,0.0900910072575945
-> Degrid [Tera/s],,0.0009583698434201395,0.0034500757149376875,0.008625328590781255,0.009768149222401325,0.00390725968896053,0.009594077048096809,,,0.0009583698434201395,0.0034500757149376875,0.005751427747391266,0.009768149222401325,0.00390725968896053,0.009594077048096809,,,0.0009583698434201395,0.0034500757149376875,0.005751427747391266,0.009768149222401325,0.00390725968896053,0.009594077048096809,,,0.0002936343035310207,0.0010570659739133758,,,0.0002936343035310207,0.0010570659739133758,,,0.0006728659481246793,0.0024222781474498314,0.0060557935331221144,0.006858159536211905,0.001371631907242381,0.002743263814484762,0.2095858111413575,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3631549307583026e-08,,,
-> Visibility Weighting [Tera/s],,0.0004651673720289362,0.002325836860144681,0.004186506348260425,0.0025584205461591488,0.0051168410923182975,0.0051168410923182975,,,0.0004651673720289362,0.002325836860144681,0.004186506348260425,0.0025584205461591488,0.0051168410923182975,0.0051168410923182975,,,0.0004651673720289362,0.002325836860144681,0.004186506348260425,0.0025584205461591488,0.0051168410923182975,0.0051168410923182975,,,0.0002325836860144681,0.0011629184300723406,,,0.0002325836860144681,0.0011629184300723406,,,0.0002325836860144681,0.0011629184300723406,0.0020932531741302126,0.0012792102730795744,0.0012792102730795744,0.0025584205461591488,0.0025584205461591488,
-> Subtract Image Component [Tera/s],,,,1.916533256379631e-06,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,8.517925583909468e-07,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,8.517925583909468e-07,3.2132092394720225e-07,3.213209239472023e-05,9.639627718416068e-05,,,,,,,,,,,,,1.119607347749712e-06,1.877104225765406e-07,1.877104225765406e-07,1.3407887326895754e-05,0.0017573986077108806,
-> Demix [Tera/s],0.03398272093083805,,,,,,,,0.03398272093083805,,,,,,,,0.03398272093083805,,,,,,,,0.01703537187466603,,,,0.01703537187466603,,,,0.016997548927428368,,,,,,,,
-> FFT [Tera/s],,4.0886042802765456e-05,0.0006057191526335625,0.0003679743852248891,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,0.0006057191526335625,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,2.0655653688309945e-05,0.00030600968427125835,,,2.0655653688309945e-05,0.00030600968427125835,,,2.0472820073137588e-05,0.00030330103812055664,0.00018425538065823833,7.722943100291955e-05,1.544588620058391e-05,0.00038614715501459777,0.05061307990207336,
-> Grid [Tera/s],,0.001685813270382057,0.0180223532922051,0.01517231943343851,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.001685813270382057,0.0180223532922051,0.004497898597828332,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.001685813270382057,0.0180223532922051,0.004497898597828332,0.0023595952771527625,0.0009438381108611049,0.002317546382216688,,,0.0005218858623950403,0.0055792051334605875,,,0.0005218858623950403,0.0055792051334605875,,,0.0011853245004458492,0.012671807117285315,0.010667920504012642,0.0016590705416513257,0.00033181410833026516,0.0006636282166605303,0.050701305995687854,
-> Gridding Kernel Update [Tera/s],,0.2614583588275452,0.00022737852691115853,2.3531252295645064,0.08366975199080844,0.44406603419632484,0.8556175612186278,,,0.2614583588275452,0.00022737852691115853,0.7376319683239646,0.08366975199080844,0.44406603419632484,0.8556175612186278,,,0.2614583588275452,0.00022737852691115853,0.7376319683239646,0.08366975199080844,0.44406603419632484,0.8556175612186278,,,0.0526626396240977,8.007691397651452e-06,,,0.0526626396240977,8.007691397651452e-06,,,0.12454245570721446,0.0001306427655968637,1.1208821013641206,0.03996552796493248,0.040377424224263984,0.212023556794848,0.7454222373643977,
-> Correct [Tera/s],,0.0008474934399800939,0.003450075714937688,0.007627440959820844,0.0017276091153261793,0.0034552182306523587,0.01649015019898233,0.0900582069533755,,0.0008474934399800939,0.003450075714937688,0.00508602949049258,0.0017276091153261793,0.0034552182306523587,0.01649015019898233,0.0900582069533755,,0.0008474934399800939,0.003450075714937688,0.00508602949049258,0.0017276091153261793,0.0034552182306523587,0.01649015019898233,0.0900582069533755,,0.0002603355403978471,0.0010570659739133758,,,0.0002603355403978471,0.0010570659739133758,,,0.0005952369774531117,0.0024222781474498314,0.005357132797078005,0.0012133858652242533,0.0012133858652242533,0.0024267717304485067,0.360364029030378,0.0900910072575945
-> IFFT [Tera/s],,0.00020456229244354183,0.0006074801983630891,0.0018410606319918764,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.00020456229244354183,0.0006074801983630891,0.0008185133266335961,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.00020456229244354183,0.0006074801983630891,0.0008185133266335961,0.0001545030921477792,0.0003090061842955584,0.0003090061842955584,,,0.0001033446502120406,0.00030689477454447033,,,0.0001033446502120406,0.00030689477454447033,,,0.00010243018769389034,0.0003041822024965891,0.0009218716892450132,7.736405333814675e-05,7.736405333814675e-05,0.0001547281066762935,0.0001547281066762935,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.03369786561376397,,,,,,,,0.03369786561376397,,,,,,,,0.03369786561376397,,,,,,,,0.01689257529676078,,,,0.01689257529676078,,,,0.016855069394990135,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.03398272093083805,,,,,,,,0.03398272093083805,,,,,,,,0.03398272093083805,,,,,,,,0.01703537187466603,,,,0.01703537187466603,,,,0.016997548927428368,,,,,,,,
-> Solve [Tera/s],,2.62144e-07,,5.461333333333334e-06,,,,,,2.62144e-07,,5.461333333333334e-06,,,,,,2.62144e-07,,5.461333333333334e-06,,,,,,1.31072e-07,,,,1.31072e-07,,,,1.31072e-07,,3.779242666666667e-06,,,,,
-> Degridding Kernel Update [Tera/s],,0.2614583588275452,0.00022737852691115853,2.3531252295645064,0.08366975199080844,0.44406603419632484,0.8556175612186278,,,0.2614583588275452,0.00022737852691115853,0.7376319683239646,0.08366975199080844,0.44406603419632484,0.8556175612186278,,,0.2614583588275452,0.00022737852691115853,0.7376319683239646,0.08366975199080844,0.44406603419632484,0.8556175612186278,,,0.0526626396240977,8.007691397651452e-06,,,0.0526626396240977,8.007691397651452e-06,,,0.12454245570721446,0.0001306427655968637,1.1208821013641206,0.03996552796493248,0.040377424224263984,0.212023556794848,0.7454222373643977,
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,4.0886042802765456e-05,,0.0003679743852248891,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,4.0886042802765456e-05,,0.0001635441712110618,0.00015423404349465707,0.0007711702174732854,0.002313510652419856,,,2.0655653688309945e-05,,,,2.0655653688309945e-05,,,,2.0472820073137588e-05,,0.00018425538065823833,7.722943100291955e-05,1.9307357750729887e-06,0.00038614715501459777,0.05061307990207336,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0002044302140138273,,0.0018398719261244457,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.0002044302140138273,,0.0008177208560553091,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.0002044302140138273,,0.0008177208560553091,0.00015423404349465707,0.00030846808698931414,0.00030846808698931414,,,0.00010327826844154972,,,,0.00010327826844154972,,,,0.00010236410036568795,,0.0009212769032911916,7.722943100291955e-05,1.9307357750729887e-06,0.0001544588620058391,0.0001544588620058391,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,8.828056666459311,71.87657739453516,8.828056666459311,3.271986960845036,3.271986960845036,15.615672536915088,,,8.828056666459311,71.87657739453516,5.886608206588635,3.271986960845036,3.271986960845036,15.615672536915088,,,8.828056666459311,71.87657739453516,5.886608206588635,3.271986960845036,3.271986960845036,15.615672536915088,,,5.423657091621816,44.04441557972399,,,5.423657091621816,44.04441557972399,,,12.400770363606494,100.928256143743,12.400770363606492,4.596158580394899,4.596158580394899,4.596158580394899,682.5076307393522,
-> Subtract Visibility [Mvis/s],,8.828056666459311,71.87657739453516,8.828056666459311,3.271986960845036,3.271986960845036,15.615672536915088,,,8.828056666459311,71.87657739453516,5.886608206588635,3.271986960845036,3.271986960845036,15.615672536915088,,,8.828056666459311,71.87657739453516,5.886608206588635,3.271986960845036,3.271986960845036,15.615672536915088,,,5.423657091621816,44.04441557972399,,,5.423657091621816,44.04441557972399,,,12.400770363606494,100.928256143743,12.400770363606492,4.596158580394899,4.596158580394899,4.596158580394899,682.5076307393522,
-> Flag [Mvis/s],,8.828056666459311,71.87657739453516,8.828056666459311,3.271986960845036,3.271986960845036,15.615672536915088,85.28239294827226,,8.828056666459311,71.87657739453516,5.886608206588635,3.271986960845036,3.271986960845036,15.615672536915088,85.28239294827226,,8.828056666459311,71.87657739453516,5.886608206588635,3.271986960845036,3.271986960845036,15.615672536915088,85.28239294827226,,5.423657091621816,44.04441557972399,,,5.423657091621816,44.04441557972399,,,12.400770363606494,100.928256143743,12.400770363606492,4.596158580394899,4.596158580394899,4.596158580394899,682.5076307393522,170.62690768483805
-> Degrid [Mvis/s],,675.740080476054,23297.80338621843,675.7400804769931,120.69423325937855,242.87168009504236,596.3239580405715,,,675.740080476054,23297.80338621843,440.29967069770515,120.69423325937855,242.87168009504236,596.3239580405715,,,675.740080476054,23297.80338621843,440.29967069770515,120.69423325937855,242.87168009504236,596.3239580405715,,,204.9183791410129,7135.9058987253275,,,204.9183791410129,7135.9058987253275,,,469.87280068997467,16356.394133027748,469.87280068996705,84.60986374865314,84.61288705956375,170.02615860123964,13052.496073904418,
