,hpso01 (Ingest) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (RCAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (FastImg) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (ICAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (DPrepA) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (DPrepB) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (DPrepC) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso01 (DPrepD) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (Ingest) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (RCAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (FastImg) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (ICAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (DPrepA) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (DPrepB) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (DPrepC) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02a (DPrepD) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (Ingest) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (RCAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (FastImg) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (ICAL) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (DPrepA) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (DPrepB) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (DPrepC) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso02b (DPrepD) [Nf_max=65536] [Na=64] [Bmax=16250.0],hpso04a (Ingest) [Na=64] [Bmax=16250.0],hpso04a (RCAL) [Na=64] [Bmax=16250.0],hpso04a (FastImg) [Na=64] [Bmax=16250.0],hpso04a (PSS) [Na=64] [Bmax=16250.0],hpso05a (Ingest) [Na=64] [Bmax=16250.0],hpso05a (RCAL) [Na=64] [Bmax=16250.0],hpso05a (FastImg) [Na=64] [Bmax=16250.0],hpso05a (PST) [Na=64] [Bmax=16250.0],max_low (Ingest) [Na=64] [Bmax=16250.0],max_low (RCAL) [Na=64] [Bmax=16250.0],max_low (FastImg) [Na=64] [Bmax=16250.0],max_low (ICAL) [Na=64] [Bmax=16250.0],max_low (DPrepA) [Na=64] [Bmax=16250.0],max_low (DPrepA_Image) [Na=64] [Bmax=16250.0],max_low (DPrepB) [Na=64] [Bmax=16250.0],max_low (DPrepC) [Na=64] [Bmax=16250.0],max_low (DPrepD) [Na=64] [Bmax=16250.0]
Calibration output [GB],0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.0393216,0.0,(undefined),0.0,0.0393216,0.0,(undefined),0.0,0.3538944,0.0,2.4895488,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,1.1480866882265088,0.0,358.777090070784,0.0,0.0,0.0,0.0,0.0,1.1480866882265088,0.0,358.777090070784,0.0,0.0,0.0,0.0,0.0,1.1480866882265088,0.0,358.777090070784,0.0,0.0,0.0,0.0,0.0,1.9134778137108484,0.0,(undefined),0.0,1.9134778137108484,0.0,(undefined),0.0,0.820061920161792,0.0,354.6767804699751,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.05461333333333333,0.0,(undefined),0.0,0.05461333333333333,0.0,(undefined),0.0,0.023405714285714287,0.0,10.122971428571429,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.000574040040950827,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),0.00017717285214531697,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),0.00017717285214531697,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.0008048275027151848,7.666776241380742e-05,7.666776241380742e-05,0.0054762687438433865,0.7177854967930404,(undefined)
Working (cache) memory [TeraBytes],(undefined),0.00020141320061116953,2.651534766739143e-07,0.00022415431661483367,2.09573882299529e-05,5.3054937990997324e-05,4.282765474464855e-05,(undefined),(undefined),0.00020141320061116953,2.651534766739143e-07,7.494295493821734e-05,2.09573882299529e-05,5.3054937990997324e-05,4.282765474464855e-05,(undefined),(undefined),0.00020141320061116953,2.651534766739143e-07,7.494295493821734e-05,2.09573882299529e-05,5.3054937990997324e-05,4.282765474464855e-05,(undefined),(undefined),6.391231387680865e-05,9.148991528060779e-09,(undefined),(undefined),6.391231387680865e-05,9.148991528060779e-09,(undefined),(undefined),0.00010779135525646673,1.5191380918335504e-07,0.00010779135525305016,1.0056516570230552e-05,1.0119902149896253e-05,2.569156581107885e-05,6.901741629294195e-05,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.062446253567159764,0.062446253567159764,0.08827001400556404,0.062446253567159764,0.031223126783579882,0.062446253567159764,0.12137370018780677,0.12137370018780677,0.062446253567159764,0.062446253567159764,0.08827001400556404,0.062446253567159764,0.031223126783579882,0.062446253567159764,0.12137370018780677,0.12137370018780677,0.062446253567159764,0.062446253567159764,0.08827001400556404,0.062446253567159764,0.031223126783579882,0.062446253567159764,0.12137370018780677,0.12137370018780677,0.0041738668851200485,0.0041738668851200485,0.005884667600370937,0.002102152,0.0041738668851200485,0.0041738668851200485,0.005884667600370937,0.00077309411328,0.037481398355451355,0.037481398355451355,0.05296200840333843,0.037481398355451355,0.018740699177725677,0.018740699177725677,0.037481398355451355,0.07285074358739017,0.07285074358739017
Total buffer ingest rate [TeraBytes/s],0.0034692363092866537,0.0034692363092866537,0.004903889666975781,0.0034692363092866537,0.0017346181546433268,0.0034692363092866537,0.006742983343767042,0.006742983343767042,0.0034692363092866537,0.0034692363092866537,0.004903889666975781,0.0034692363092866537,0.0017346181546433268,0.0034692363092866537,0.006742983343767042,0.006742983343767042,0.0034692363092866537,0.0034692363092866537,0.004903889666975781,0.0034692363092866537,0.0017346181546433268,0.0034692363092866537,0.006742983343767042,0.006742983343767042,0.0017391112021333537,0.0017391112021333537,0.0024519448334878904,(undefined),0.0017391112021333537,0.0017391112021333537,0.0024519448334878904,(undefined),0.0017352499238634887,0.0017352499238634887,0.0024519448334878904,0.0017352499238634887,0.0008676249619317443,0.0008676249619317443,0.0017352499238634887,0.003372719610527323,0.003372719610527323
Output size [TB],0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,2.35128153748789,0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,2.35128153748789,0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,2.35128153748789,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.004161290243014038,0.004161290243014038,0.14861750867907278,19.47959409758343,2.8215378449854684
Buffer Read Rate [TeraBytes/s],0.003326808650749615,0.0006691365960823669,0.0006809164111756511,0.0033456829804118346,0.0007436180154660791,0.0014872360309321582,0.005617672905622152,0.009699230602938098,0.003326808650749615,0.0006691365960823669,0.0006809164111756511,0.0022305725975950564,0.0007436180154660791,0.0014872360309321582,0.005617672905622152,0.009699230602938098,0.003326808650749615,0.0006691365960823669,0.0006809164111756511,0.0022305725975950564,0.0007436180154660791,0.0014872360309321582,0.005617672905622152,0.009699230602938098,0.0016677129131807279,0.00020554752521797614,0.00020862567749642462,0.0008758966666666667,0.0016677129131807279,0.00020554752521797614,0.00020862567749642462,0.0003221225472,0.001664010157644372,0.0004699681105276984,0.0004780675388622931,0.002349840552638492,0.0005222801039324246,0.0005222801039324246,0.0010445602078648492,0.03881105272703311,0.009702763181758278
Facet visibility rate [TeraBytes/s],0.0,1.0078402069333442e-05,0.00015104947390606017,0.00012247950902407763,0.00011504234724027873,0.00023008469448055745,0.0007519454399128058,(undefined),0.0,1.0078402069333442e-05,0.00015104947390606017,0.0005478442670251805,0.00011504234724027873,0.00023008469448055745,0.0007519454399128058,(undefined),0.0,1.0078402069333442e-05,0.00015104947390606017,0.0005478442670251805,0.00011504234724027873,0.00023008469448055745,0.0007519454399128058,(undefined),0.0,4.174893068763302e-06,4.627995948486981e-05,(undefined),0.0,4.174893068763302e-06,4.627995948486981e-05,(undefined),0.0,9.556389126868353e-06,0.00010605096930774921,8.600750214181517e-05,8.078794130935093e-05,8.078794130935093e-05,0.00016157588261870185,0.00803030611183127,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.0009420144261757162,0.009691506442137,0.008478129835581445,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0009420144261757162,0.009691506442137,0.0026167067393769888,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0009420144261757162,0.009691506442137,0.0026167067393769888,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0004759062609786611,0.004896154948340134,(undefined),0.0,0.0004759062609786611,0.004896154948340134,(undefined),0.0,0.00047169377448509,0.004852816609928906,0.004245243970365811,0.0012356708960467129,0.0002471341792093426,0.006178354480233564,0.8098092784331739,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.004780318497421918,0.0017567780815210112,0.0016193060893960412,0.017767295928481718,0.003994615174027877,0.010063019252356994,0.03195794783678245,0.0009179917631072456,0.004780318497421918,0.0017567780815210112,0.0016193060893960412,0.00960595146427947,0.003994615174027877,0.010063019252356994,0.03195794783678245,0.0009179917631072456,0.004780318497421918,0.0017567780815210112,0.0016193060893960412,0.00960595146427947,0.003994615174027877,0.010063019252356994,0.03195794783678245,0.0009179917631072456,0.002396348423973997,0.0005064351665457397,0.0005235046860028218,0.00050088,0.002396348423973997,0.0005064351665457397,0.0005235046860028218,2.755e-07,0.0023910295111415365,0.0011520157966446194,0.0011089647870499318,0.011441189764659458,0.0026975218087549793,0.0024084491957963392,0.005352967795402216,0.4148667178748416,0.0009183261069734968
-> DFT [PetaFLOP/s],,0.0006929600326590033,0.0014103184948749945,0.00623664029393103,0.0028236751859543278,0.0028236751859543278,0.010665747236147213,,,0.0006929600326590033,0.0014103184948749945,0.004157978810947394,0.0028236751859543278,0.0028236751859543278,0.010665747236147213,,,0.0006929600326590033,0.0014103184948749945,0.004157978810947394,0.0028236751859543278,0.0028236751859543278,0.010665747236147213,,,0.00021286568485710643,0.00043210685871269673,,,0.00021286568485710643,0.00043210685871269673,,,0.00048670050200015635,0.000990176592590506,0.004380304518001407,0.001983208231806087,0.001983208231806087,0.001983208231806087,0.07368689585700837,
-> Subtract Visibility [PetaFLOP/s],,5.576138300686391e-08,5.674303426463759e-08,5.018524470617752e-07,1.1360830791842877e-07,2.2721661583685754e-07,8.582555828033841e-07,,,5.576138300686391e-08,5.674303426463759e-08,3.3458588963925846e-07,1.1360830791842877e-07,2.2721661583685754e-07,8.582555828033841e-07,,,5.576138300686391e-08,5.674303426463759e-08,3.3458588963925846e-07,1.1360830791842877e-07,2.2721661583685754e-07,8.582555828033841e-07,,,1.7128960434831343e-08,1.738547312470205e-08,,,1.7128960434831343e-08,1.738547312470205e-08,,,3.916400921064154e-08,3.983896157185776e-08,3.5247608289577384e-07,7.979279365634264e-08,7.979279365634264e-08,1.5958558731268528e-07,5.92946638885228e-06,
-> Flag [PetaFLOP/s],8.037064116514081e-05,7.778712929457515e-06,7.915653279916943e-06,7.000841636511765e-05,1.5848358954620813e-05,3.1696717909241626e-05,0.00011972665380107208,0.00020671485222511826,8.037064116514081e-05,7.778712929457515e-06,7.915653279916943e-06,4.667473160467657e-05,1.5848358954620813e-05,3.1696717909241626e-05,0.00011972665380107208,0.00020671485222511826,8.037064116514081e-05,7.778712929457515e-06,7.915653279916943e-06,4.667473160467657e-05,1.5848358954620813e-05,3.1696717909241626e-05,0.00011972665380107208,0.00020671485222511826,4.028940951608936e-05,2.389489980658973e-06,2.425273500895936e-06,,4.028940951608936e-05,2.389489980658973e-06,2.425273500895936e-06,,4.019995656950415e-05,5.463379284884494e-06,5.557535139274157e-06,4.917041356396044e-05,1.11310947150598e-05,1.11310947150598e-05,2.22621894301196e-05,0.000827160561244893,0.00020679014031122324
-> Degrid [PetaFLOP/s],,6.873884542427904e-05,8.262351123900185e-06,0.0005842957558330641,0.00018606084042307902,9.562659434767632e-05,0.0002925503744210834,,,6.873884542427904e-05,8.262351123900185e-06,0.000256008732299504,0.00018606084042307902,9.562659434767632e-05,0.0002925503744210834,,,6.873884542427904e-05,8.262351123900185e-06,0.000256008732299504,0.00018606084042307902,9.562659434767632e-05,0.0002925503744210834,,,1.9149472665261507e-05,2.5067760719032116e-06,,,1.9149472665261507e-05,2.5067760719032116e-06,,,4.280750379267664e-05,5.791674194868776e-06,0.00038526753413222967,0.0001209997768099547,2.4228287854355917e-05,6.0128245829704274e-05,0.004157515776467248,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1486287335279706e-08,,,
-> Visibility Weighting [PetaFLOP/s],,3.359467356444481e-07,2.0139929854141355e-07,2.6128961925136558e-06,1.5338979632037163e-07,3.0677959264074326e-07,1.0025939198837412e-06,,,3.359467356444481e-07,2.0139929854141355e-07,7.304590227002408e-07,1.5338979632037163e-07,3.0677959264074326e-07,1.0025939198837412e-06,,,3.359467356444481e-07,2.0139929854141355e-07,7.304590227002408e-07,1.5338979632037163e-07,3.0677959264074326e-07,1.0025939198837412e-06,,,8.906438546695045e-08,6.170661264649309e-08,,,8.906438546695045e-08,6.170661264649309e-08,,,2.0386963470652485e-07,1.4140129241033226e-07,1.8348267123587237e-06,1.0771725507913458e-07,1.0771725507913458e-07,2.1543451015826916e-07,1.0707074815775026e-05,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.004696476808886158,,,,,,,,0.004696476808886158,,,,,,,,0.004696476808886158,,,,,,,,0.002354318995379582,,,,0.002354318995379582,,,,0.0023490933987876978,,,,,,,,
-> FFT [PetaFLOP/s],,4.3117449272353885e-05,6.921008266615179e-05,0.00048784575646852426,0.00018573552267384718,0.0006158210479816576,0.002030918807616142,,,4.3117449272353885e-05,6.921008266615179e-05,0.00038855949526084104,0.00018573552267384718,0.0006158210479816576,0.002030918807616142,,,4.3117449272353885e-05,6.921008266615179e-05,0.00038855949526084104,0.00018573552267384718,0.0006158210479816576,0.002030918807616142,,,1.0731748413395415e-05,3.498778563274013e-05,,,1.0731748413395415e-05,3.498778563274013e-05,,,2.9327203783612366e-05,3.465868635963946e-05,0.00026394483405621575,0.0001005793960841086,2.006001075719749e-05,0.0003320864007748296,0.028123907067259545,
-> Grid [PetaFLOP/s],,6.873884542427904e-05,8.262351123900185e-06,0.0005842957558330641,0.00018606084042307902,9.562659434767632e-05,0.0002925503744210834,,,6.873884542427904e-05,8.262351123900185e-06,0.000256008732299504,0.00018606084042307902,9.562659434767632e-05,0.0002925503744210834,,,6.873884542427904e-05,8.262351123900185e-06,0.000256008732299504,0.00018606084042307902,9.562659434767632e-05,0.0002925503744210834,,,1.9149472665261507e-05,2.5067760719032116e-06,,,1.9149472665261507e-05,2.5067760719032116e-06,,,4.280750379267664e-05,5.791674194868776e-06,0.00038526753413222967,0.0001209997768099547,2.4228287854355917e-05,6.0128245829704274e-05,0.004157515776467248,
-> Gridding Kernel Update [PetaFLOP/s],,0.00027858156309069584,1.9529883608231426e-05,0.002377753161773976,0.00014753350282538431,0.00040326131722465635,0.0011095815225418853,,,0.00027858156309069584,1.9529883608231426e-05,0.0008909897968488992,0.00014753350282538431,0.00040326131722465635,0.0011095815225418853,,,0.00027858156309069584,1.9529883608231426e-05,0.0008909897968488992,0.00014753350282538431,0.00040326131722465635,0.0011095815225418853,,,7.713408299612855e-05,5.909040759603526e-06,,,7.713408299612855e-05,5.909040759603526e-06,,,0.0001715915984368773,1.3684011284265021e-05,0.0015443243859226408,9.406581421083046e-05,9.420448687874234e-05,0.00024685783189661725,0.007856553385875348,
-> Correct [PetaFLOP/s],,2.6765463843294674e-05,6.80916411175651e-06,0.0002408891745896521,5.4531987800845796e-05,0.00010906397560169159,0.0004119626797456244,0.0007112769108821274,,2.6765463843294674e-05,6.80916411175651e-06,0.0001606012270268441,5.4531987800845796e-05,0.00010906397560169159,0.0004119626797456244,0.0007112769108821274,,2.6765463843294674e-05,6.80916411175651e-06,0.0001606012270268441,5.4531987800845796e-05,0.00010906397560169159,0.0004119626797456244,0.0007112769108821274,,8.221901008719045e-06,2.0862567749642457e-06,,,8.221901008719045e-06,2.0862567749642457e-06,,,1.8798724421107935e-05,4.780675388622931e-06,0.0001691885197899714,3.8300540955044474e-05,3.8300540955044474e-05,7.660108191008895e-05,0.0028461438666490943,0.0007115359666622736
-> IFFT [PetaFLOP/s],,0.00021558724636176944,6.921008266615179e-05,0.0024392287823426216,0.00018573552267384718,0.00024632841919266303,0.000270789174348819,,,0.00021558724636176944,6.921008266615179e-05,0.001942797476304205,0.00018573552267384718,0.00024632841919266303,0.000270789174348819,,,0.00021558724636176944,6.921008266615179e-05,0.001942797476304205,0.00018573552267384718,0.00024632841919266303,0.000270789174348819,,,5.365874206697708e-05,3.498778563274013e-05,,,5.365874206697708e-05,3.498778563274013e-05,,,0.00014663601891806187,3.465868635963946e-05,0.0013197241702810792,0.0001005793960841086,0.00010030005378598745,0.0001328345603099318,8.582735311053328e-05,
-> Identify Component [PetaFLOP/s],,,,0.0013429431123155673,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,8.396111670233564e-05,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,8.396111670233564e-05,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,,,,,,,,,0.0007833835760498969,5.991195884495654e-06,5.991195884495654e-06,0.000427942563178261,0.05609128764090102,
-> Average [PetaFLOP/s],2.3128242061911025e-06,,,,,,,,2.3128242061911025e-06,,,,,,,,2.3128242061911025e-06,,,,,,,,1.1594074680889027e-06,,,,1.1594074680889027e-06,,,,1.156833282575659e-06,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,1.9516484052402366e-05,0.0,0.00011241494814183765,0.0,0.0,0.0,,,1.9516484052402366e-05,0.0,0.0,0.0,0.0,0.0,,,1.9516484052402366e-05,0.0,0.0,0.0,0.0,0.0,,,3.836887137402221e-06,0.0,,,3.836887137402221e-06,0.0,,,8.772738063183705e-06,0.0,7.895464256865333e-05,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],1.1582231644274532e-06,,,,,,,,1.1582231644274532e-06,,,,,,,,1.1582231644274532e-06,,,,,,,,5.806116102365775e-07,,,,5.806116102365775e-07,,,,5.793225017591622e-07,,,,,,,,
-> Solve [PetaFLOP/s],,1.1781422201372783e-06,,0.00014405986049757162,,,,,,1.1781422201372783e-06,,9.648181749738906e-05,,,,,,1.1781422201372783e-06,,9.648181749738906e-05,,,,,,3.7403648869662695e-07,,,,3.7403648869662695e-07,,,,8.147374642128306e-07,,0.00010116688181924233,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.00027858156309069584,1.9529883608231426e-05,0.002377753161773976,0.00014753350282538431,0.00040326131722465635,0.0011095815225418853,,,0.00027858156309069584,1.9529883608231426e-05,0.0008909897968488992,0.00014753350282538431,0.00040326131722465635,0.0011095815225418853,,,0.00027858156309069584,1.9529883608231426e-05,0.0008909897968488992,0.00014753350282538431,0.00040326131722465635,0.0011095815225418853,,,7.713408299612855e-05,5.909040759603526e-06,,,7.713408299612855e-05,5.909040759603526e-06,,,0.0001715915984368773,1.3684011284265021e-05,0.0015443243859226408,9.406581421083046e-05,9.420448687874234e-05,0.00024685783189661725,0.007856553385875348,
-> Phase Rotation [PetaFLOP/s],,1.9516484052402366e-05,0.0,0.00011241494814183765,0.0,0.0,0.0,,,1.9516484052402366e-05,0.0,0.0,0.0,0.0,0.0,,,1.9516484052402366e-05,0.0,0.0,0.0,0.0,0.0,,,3.836887137402221e-06,0.0,,,3.836887137402221e-06,0.0,,,8.772738063183705e-06,0.0,7.895464256865333e-05,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,5.887590163598226e-06,,5.298831147238403e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,5.887590163598226e-06,,1.6354417121106183e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,5.887590163598226e-06,,1.6354417121106183e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,2.974414131116632e-06,,,,2.974414131116632e-06,,,,2.948086090531813e-06,,2.653277481478631e-05,7.722943100291956e-06,1.9307357750729888e-07,3.861471550145978e-05,0.0050613079902073355,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,2.9437950817991127e-05,,0.0002649415573619201,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,2.9437950817991127e-05,,8.177208560553091e-05,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,2.9437950817991127e-05,,8.177208560553091e-05,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,1.4872070655583163e-05,,,,1.4872070655583163e-05,,,,1.4740430452659063e-05,,0.00013266387407393157,7.722943100291956e-06,1.9307357750729888e-07,1.5445886200583913e-05,1.5445886200583913e-05,
-> DFT [Tera/s],,0.0003345682980411834,0.00034045820558782554,0.003011114682370651,0.0006816498475105726,0.0013632996950211451,0.005149533496820304,,,0.0003345682980411834,0.00034045820558782554,0.002007515337835551,0.0006816498475105726,0.0013632996950211451,0.005149533496820304,,,0.0003345682980411834,0.00034045820558782554,0.002007515337835551,0.0006816498475105726,0.0013632996950211451,0.005149533496820304,,,0.00010277376260898807,0.0001043128387482123,,,0.00010277376260898807,0.0001043128387482123,,,0.00023498405526384923,0.00023903376943114652,0.002114856497374643,0.0004787567619380559,0.0004787567619380559,0.0009575135238761118,0.035576798333113675,
-> Subtract Visibility [Tera/s],,0.0003345682980411834,0.00034045820558782554,0.003011114682370651,0.0006816498475105726,0.0013632996950211451,0.005149533496820304,,,0.0003345682980411834,0.00034045820558782554,0.002007515337835551,0.0006816498475105726,0.0013632996950211451,0.005149533496820304,,,0.0003345682980411834,0.00034045820558782554,0.002007515337835551,0.0006816498475105726,0.0013632996950211451,0.005149533496820304,,,0.00010277376260898807,0.0001043128387482123,,,0.00010277376260898807,0.0001043128387482123,,,0.00023498405526384923,0.00023903376943114652,0.002114856497374643,0.0004787567619380559,0.0004787567619380559,0.0009575135238761118,0.035576798333113675,
-> Flag [Tera/s],0.0034692363092866537,0.00033456829804118346,0.00034045820558782554,0.0030111146823706514,0.0006816498475105726,0.0013632996950211451,0.005149533496820305,0.00889096138602659,0.0034692363092866537,0.00033456829804118346,0.00034045820558782554,0.002007515337835551,0.0006816498475105726,0.0013632996950211451,0.005149533496820305,0.00889096138602659,0.0034692363092866537,0.00033456829804118346,0.00034045820558782554,0.002007515337835551,0.0006816498475105726,0.0013632996950211451,0.005149533496820305,0.00889096138602659,0.0017391112021333537,0.00010277376260898807,0.0001043128387482123,,0.0017391112021333537,0.00010277376260898807,0.0001043128387482123,,0.0017352499238634887,0.00023498405526384923,0.00023903376943114652,0.002114856497374643,0.0004787567619380559,0.0004787567619380559,0.0009575135238761118,0.035576798333113675,0.008894199583278419
-> Degrid [Tera/s],,0.00025196005173333606,0.00015104947390606017,0.001959672144385242,0.0005752117362013936,0.00023008469448055745,0.0007519454399128059,,,0.00025196005173333606,0.00015104947390606017,0.0005478442670251805,0.0005752117362013936,0.00023008469448055745,0.0007519454399128059,,,0.00025196005173333606,0.00015104947390606017,0.0005478442670251805,0.0005752117362013936,0.00023008469448055745,0.0007519454399128059,,,6.679828910021284e-05,4.627995948486981e-05,,,6.679828910021284e-05,4.627995948486981e-05,,,0.00015290222602989365,0.0001060509693077492,0.0013761200342690427,0.00040393970654675467,8.078794130935094e-05,0.00016157588261870188,0.008030306111831271,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.581047889213284e-07,,,
-> Visibility Weighting [Tera/s],,0.0002870216720566272,5.740433441132544e-05,0.001712269416712537,7.282093670093539e-05,0.00014564187340187078,0.00019600972627508773,,,0.0002870216720566272,5.740433441132544e-05,0.0001588564842045709,7.282093670093539e-05,0.00014564187340187078,0.00019600972627508773,,,0.0002870216720566272,5.740433441132544e-05,0.0001588564842045709,7.282093670093539e-05,0.00014564187340187078,0.00019600972627508773,,,9.518200308650527e-05,2.870216720566272e-05,,,9.518200308650527e-05,2.870216720566272e-05,,,9.513394225592052e-05,2.870216720566272e-05,0.0008562054803032846,3.6414522993265496e-05,3.6414522993265496e-05,7.282904598653099e-05,9.802619765419032e-05,
-> Subtract Image Component [Tera/s],,,,4.415692622698669e-05,5.141134783155236e-06,0.0005141134783155237,0.0015423404349465708,,,,,1.362868093425515e-05,5.141134783155236e-06,0.0005141134783155237,0.0015423404349465708,,,,,1.362868093425515e-05,5.141134783155236e-06,0.0005141134783155237,0.0015423404349465708,,,,,,,,,,,,,2.5795753292153362e-05,3.0033667612246496e-06,3.0033667612246496e-06,0.00021452619723033207,0.02811837772337409,
-> Demix [Tera/s],0.0034692363092866537,,,,,,,,0.0034692363092866537,,,,,,,,0.0034692363092866537,,,,,,,,0.0017391112021333537,,,,0.0017391112021333537,,,,0.0017352499238634887,,,,,,,,
-> FFT [Tera/s],,0.0009420144261757162,0.009691506442137,0.008478129835581445,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0009420144261757162,0.009691506442137,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0009420144261757162,0.009691506442137,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0004759062609786611,0.004896154948340134,,,0.0004759062609786611,0.004896154948340134,,,0.00047169377448509,0.004852816609928906,0.004245243970365811,0.0012356708960467129,0.00024713417920934255,0.006178354480233564,0.8098092784331737,
