,hpso01 (Ingest) [Nf_max=16384] [Na=64],hpso01 (RCAL) [Nf_max=16384] [Na=64],hpso01 (FastImg) [Nf_max=16384] [Na=64],hpso01 (ICAL) [Nf_max=16384] [Na=64],hpso01 (DPrepA) [Nf_max=16384] [Na=64],hpso01 (DPrepB) [Nf_max=16384] [Na=64],hpso01 (DPrepC) [Nf_max=16384] [Na=64],hpso01 (DPrepD) [Nf_max=16384] [Na=64],hpso02a (Ingest) [Nf_max=16384] [Na=64],hpso02a (RCAL) [Nf_max=16384] [Na=64],hpso02a (FastImg) [Nf_max=16384] [Na=64],hpso02a (ICAL) [Nf_max=16384] [Na=64],hpso02a (DPrepA) [Nf_max=16384] [Na=64],hpso02a (DPrepB) [Nf_max=16384] [Na=64],hpso02a (DPrepC) [Nf_max=16384] [Na=64],hpso02a (DPrepD) [Nf_max=16384] [Na=64],hpso02b (Ingest) [Nf_max=16384] [Na=64],hpso02b (RCAL) [Nf_max=16384] [Na=64],hpso02b (FastImg) [Nf_max=16384] [Na=64],hpso02b (ICAL) [Nf_max=16384] [Na=64],hpso02b (DPrepA) [Nf_max=16384] [Na=64],hpso02b (DPrepB) [Nf_max=16384] [Na=64],hpso02b (DPrepC) [Nf_max=16384] [Na=64],hpso02b (DPrepD) [Nf_max=16384] [Na=64],hpso04a (Ingest) [Nf_max=16384] [Na=64],hpso04a (RCAL) [Nf_max=16384] [Na=64],hpso04a (FastImg) [Nf_max=16384] [Na=64],hpso04a (PSS) [Nf_max=16384] [Na=64],hpso05a (Ingest) [Nf_max=16384] [Na=64],hpso05a (RCAL) [Nf_max=16384] [Na=64],hpso05a (FastImg) [Nf_max=16384] [Na=64],hpso05a (PST) [Nf_max=16384] [Na=64],max_low (Ingest) [Nf_max=16384] [Na=64],max_low (RCAL) [Nf_max=16384] [Na=64],max_low (FastImg) [Nf_max=16384] [Na=64],max_low (ICAL) [Nf_max=16384] [Na=64],max_low (DPrepA) [Nf_max=16384] [Na=64],max_low (DPrepA_Image) [Nf_max=16384] [Na=64],max_low (DPrepB) [Nf_max=16384] [Na=64],max_low (DPrepC) [Nf_max=16384] [Na=64],max_low (DPrepD) [Nf_max=16384] [Na=64]
Image size [GB],2.692085122815833,19.625300545327423,0.9691506442136997,19.625300545327423,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,19.625300545327423,0.9691506442136997,8.722355797923298,2.692085122815833,2.692085122815833,2.692085122815833,2.692085122815833,2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.7200860824111843,19.82942754077754,0.9792309896680266,(undefined),2.6960092277382826,19.653907270212073,0.9705633219857817,19.653907270212073,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826,2.6960092277382826
Image cube size [GB],1411427.9248708675,6280.096174504775,155.06410307419196,6280.096174504775,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,1411427.9248708675,6280.096174504775,155.06410307419196,2791.153855335455,430.73361965053334,10768.340491263332,32305.021473789995,176428.49060885844,713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),713054.2459875975,3172.7084065244067,78.33847917344212,(undefined),706742.6429962243,3144.6251632339317,77.64506575886253,3144.6251632339317,215.68073821906262,215.68073821906262,5392.018455476566,706742.6429962243,176685.6607490561
Calibration output [GB],0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.294912,0.0,1.4848,0.0,0.0,0.0,0.0,0.0,0.0393216,0.0,(undefined),0.0,0.0393216,0.0,(undefined),0.0,0.3538944,0.0,2.4895488,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,1.548288,0.0,483.84,0.0,0.0,0.0,0.0,0.0,1.548288,0.0,483.84,0.0,0.0,0.0,0.0,0.0,1.548288,0.0,483.84,0.0,0.0,0.0,0.0,0.0,2.58048,0.0,(undefined),0.0,2.58048,0.0,(undefined),0.0,1.10592,0.0,478.3104,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.032768,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.05461333333333333,0.0,(undefined),0.0,0.05461333333333333,0.0,(undefined),0.0,0.023405714285714287,0.0,10.122971428571429,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.009184640655213232,0.0012598958374778098,0.125989583747781,0.37796875124334295,(undefined),(undefined),(undefined),(undefined),0.004082062513428103,0.0012598958374778098,0.125989583747781,0.37796875124334295,(undefined),(undefined),(undefined),(undefined),0.004082062513428103,0.0012598958374778098,0.125989583747781,0.37796875124334295,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.012877240043442957,0.0017664252460141228,0.0017664252460141228,0.12617323185815163,11.484567948688646,(undefined)
Working (cache) memory [TeraBytes],(undefined),0.0022959020195665396,0.0001388700120197461,0.002152053672437225,0.0003179882936338836,0.000824407061657655,0.0005124724513952754,(undefined),(undefined),0.0022959020195665396,0.0001388700120197461,0.0008990041591324405,0.0003179882936338836,0.000824407061657655,0.0005124724513952754,(undefined),(undefined),0.0022959020195665396,0.0001388700120197461,0.0008990041591324405,0.0003179882936338836,0.000824407061657655,0.0005124724513952754,(undefined),(undefined),0.0004908348862668885,4.750752776321458e-06,(undefined),(undefined),0.0004908348862668885,4.750752776321458e-06,(undefined),(undefined),0.0009690917396131829,7.948520652491394e-05,0.0010416863808926603,0.0001392705355415825,0.00013263341026346556,0.0004012484459840265,0.0044307843331854516,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.0654311424,0.0654311424,0.0327155712,0.0654311424,0.0327155712,0.0654311424,0.0654311424,0.0654311424,0.0654311424,0.0654311424,0.0327155712,0.0654311424,0.0327155712,0.0654311424,0.0654311424,0.0654311424,0.0654311424,0.0654311424,0.0327155712,0.0654311424,0.0327155712,0.0654311424,0.0654311424,0.0654311424,0.0043620761600000005,0.0043620761600000005,0.0021810380800000003,0.002102152,0.0043620761600000005,0.0043620761600000005,0.0021810380800000003,0.00077309411328,0.03925868544,0.03925868544,0.01962934272,0.03925868544,0.01962934272,0.01962934272,0.03925868544,0.03925868544,0.03925868544
Total buffer ingest rate [TeraBytes/s],0.003635063466666667,0.003635063466666667,0.0018175317333333336,0.003635063466666667,0.0018175317333333336,0.003635063466666667,0.003635063466666667,0.003635063466666667,0.003635063466666667,0.003635063466666667,0.0018175317333333336,0.003635063466666667,0.0018175317333333336,0.003635063466666667,0.003635063466666667,0.003635063466666667,0.003635063466666667,0.003635063466666667,0.0018175317333333336,0.003635063466666667,0.0018175317333333336,0.003635063466666667,0.003635063466666667,0.003635063466666667,0.0018175317333333336,0.0018175317333333336,0.0009087658666666668,(undefined),0.0018175317333333336,0.0018175317333333336,0.0009087658666666668,(undefined),0.0018175317333333336,0.0018175317333333336,0.0009087658666666668,0.0018175317333333336,0.0009087658666666668,0.0009087658666666668,0.0018175317333333336,0.0018175317333333336,0.0018175317333333336
Output size [TB],0.0,0.0,0.0,0.0,0.11587165102218994,5.584633672217024,16.75390101665107,3.170893824,0.0,0.0,0.0,0.0,0.11587165102218994,5.584633672217024,16.75390101665107,3.170893824,0.0,0.0,0.0,0.0,0.11587165102218994,5.584633672217024,16.75390101665107,3.170893824,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.08122838554363401,0.08122838554363401,2.7963870433054336,311.6735055613349,3.8050725888
Buffer Read Rate [TeraBytes/s],0.00352321536,0.00704643072,0.00352321536,0.0352321536,0.012597628034551922,0.025195256069103843,0.04227858432,0.04227858432,0.00352321536,0.00704643072,0.00352321536,0.0352321536,0.012597628034551922,0.025195256069103843,0.04227858432,0.04227858432,0.00352321536,0.00704643072,0.00352321536,0.0352321536,0.012597628034551922,0.025195256069103843,0.04227858432,0.04227858432,0.00176160768,0.0034736493105739,0.0012503017740034868,0.0008758966666666667,0.00176160768,0.0034736493105739,0.0012503017740034868,0.0003221225472,0.00176160768,0.00352321536,0.00176160768,0.0176160768,0.008844723222654734,0.008844723222654734,0.017689446445309467,0.02113929216,0.02113929216
Facet visibility rate [TeraBytes/s],0.0,1.6176799132788404e-05,0.0004496202355680401,0.00023900918859765812,9.061860965095788e-05,0.00031398602861756826,0.0012416036608447736,(undefined),0.0,1.6176799132788404e-05,0.0004496202355680401,0.00020671803206919959,9.061860965095788e-05,0.00031398602861756826,0.0012416036608447736,(undefined),0.0,1.6176799132788404e-05,0.0004496202355680401,0.00020671803206919959,9.061860965095788e-05,0.00031398602861756826,0.0012416036608447736,(undefined),0.0,8.13664901174438e-06,0.00014396013700372097,(undefined),0.0,8.13664901174438e-06,0.00014396013700372097,(undefined),0.0,1.3318165282617754e-05,0.0002898284024532221,0.00016780696642087635,0.00010128337685583183,6.362279409548271e-05,0.00021026981148328534,0.005047996453361686,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.015072230818811459,0.155064103074192,0.13565007736930312,0.05685683779387039,0.2842841889693519,0.8528525669080557,(undefined),0.0,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387039,0.2842841889693519,0.8528525669080557,(undefined),0.0,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387039,0.2842841889693519,0.8528525669080557,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.007614500175658578,0.07833847917344214,(undefined),0.0,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.028469857444916265,0.005693971488983253,0.14234928722458132,12.956948454930782,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.005009231860622223,0.01671343527717266,0.008270304771974263,0.15976976611847538,0.051289540674027904,0.07808719615864373,0.18080536791673285,0.00400149184512,0.005009231860622223,0.01671343527717266,0.008270304771974263,0.10124340924937321,0.051289540674027904,0.07808719615864373,0.18080536791673285,0.00400149184512,0.005009231860622223,0.01671343527717266,0.008270304771974263,0.10124340924937321,0.051289540674027904,0.07808719615864373,0.18080536791673285,0.00400149184512,0.0025046159303111115,0.006043172612263098,0.003302497564216753,0.00050088,0.0025046159303111115,0.006043172612263098,0.003302497564216753,2.755e-07,0.0025046159303111115,0.009324600956484245,0.004159169841439293,0.08856959595778809,0.034827691465883444,0.030367302929920036,0.047427219775282255,0.9550505870670798,0.00200074592256
-> DFT [PetaFLOP/s],,0.005411099552426667,0.005411099552426667,0.04869989597184001,0.035471254568886036,0.035471254568886036,0.059522095076693336,,,0.005411099552426667,0.005411099552426667,0.04869989597184001,0.035471254568886036,0.035471254568886036,0.059522095076693336,,,0.005411099552426667,0.005411099552426667,0.04869989597184001,0.035471254568886036,0.035471254568886036,0.059522095076693336,,,0.0026674869840675355,0.0019202650642703074,,,0.0026674869840675355,0.0019202650642703074,,,0.0027055497762133334,0.0027055497762133334,0.024349947985920006,0.02490416673374047,0.02490416673374047,0.02490416673374047,0.029761047538346668,
-> Subtract Visibility [PetaFLOP/s],,5.8720256e-07,2.9360128e-07,5.28482304e-06,1.9246376163898772e-06,3.8492752327797545e-06,6.459228160000001e-06,,,5.8720256e-07,2.9360128e-07,5.28482304e-06,1.9246376163898772e-06,3.8492752327797545e-06,6.459228160000001e-06,,,5.8720256e-07,2.9360128e-07,5.28482304e-06,1.9246376163898772e-06,3.8492752327797545e-06,6.459228160000001e-06,,,2.8947077588115833e-07,1.0419181450029056e-07,,,2.8947077588115833e-07,1.0419181450029056e-07,,,2.9360128e-07,1.4680064e-07,2.64241152e-06,1.3512771590166956e-06,1.3512771590166956e-06,2.702554318033391e-06,3.2296140800000006e-06,
-> Flag [PetaFLOP/s],8.421230364444445e-05,8.191475712e-05,4.095737856e-05,0.00073723281408,0.00026848694748638787,0.0005369738949727757,0.00090106232832,0.00090106232832,8.421230364444445e-05,8.191475712e-05,4.095737856e-05,0.00073723281408,0.00026848694748638787,0.0005369738949727757,0.00090106232832,0.00090106232832,8.421230364444445e-05,8.191475712e-05,4.095737856e-05,0.00073723281408,0.00026848694748638787,0.0005369738949727757,0.00090106232832,0.00090106232832,4.210615182222223e-05,4.038117323542159e-05,1.4534758122790533e-05,,4.210615182222223e-05,4.038117323542159e-05,1.4534758122790533e-05,,4.210615182222223e-05,4.095737856e-05,2.047868928e-05,0.00036861640704,0.00018850316368282906,0.00018850316368282906,0.0003770063273656581,0.00045053116416,0.00045053116416
-> Degrid [PetaFLOP/s],,0.000590533466440622,3.850930466638812e-05,0.005354436397545574,0.002209135186265026,0.0012601081037490317,0.004458747568164912,,,0.000590533466440622,3.850930466638812e-05,0.0024177592692129343,0.002209135186265026,0.0012601081037490317,0.004458747568164912,,,0.000590533466440622,3.850930466638812e-05,0.0024177592692129343,0.002209135186265026,0.0012601081037490317,0.004458747568164912,,,0.0001648627627995623,8.937900049624678e-06,,,0.0001648627627995623,8.937900049624678e-06,,,0.00038433621047945,2.2245153102555364e-05,0.0034514489633058875,0.0014487525800689432,0.00028556298517420003,0.0007696537840502916,0.019393316296581954,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.237805973644753e-07,,,
-> Visibility Weighting [PetaFLOP/s],,2.6098569267565283e-06,5.994936474240535e-07,2.0395450760333492e-05,1.933197005887102e-06,3.767832343410819e-06,1.4899243930137285e-05,,,2.6098569267565283e-06,5.994936474240535e-07,9.922465539321581e-06,1.933197005887102e-06,3.767832343410819e-06,1.4899243930137285e-05,,,2.6098569267565283e-06,5.994936474240535e-07,9.922465539321581e-06,1.933197005887102e-06,3.767832343410819e-06,1.4899243930137285e-05,,,6.943273823355204e-07,1.9194684933829458e-07,,,6.943273823355204e-07,1.9194684933829458e-07,,,1.7757553710157004e-06,3.864378699376295e-07,1.4319527801248116e-05,1.215400522269982e-06,1.3572862740369644e-06,2.523237737799424e-06,6.730661937815581e-06,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.004921378804622223,,,,,,,,0.004921378804622223,,,,,,,,0.004921378804622223,,,,,,,,0.0024606894023111114,,,,0.0024606894023111114,,,,0.0024606894023111114,,,,,,,,
-> FFT [PetaFLOP/s],,0.00041937774846715297,0.0013011890654640538,0.005745306656495268,0.0016112749492052868,0.007531280000807509,0.027875794734138582,,,0.00041937774846715297,0.0013011890654640538,0.00227094108993523,0.0016112749492052868,0.007531280000807509,0.027875794734138582,,,0.00041937774846715297,0.0013011890654640538,0.00227094108993523,0.0016112749492052868,0.007531280000807509,0.027875794734138582,,,0.0001394954792077486,0.0006577268470011605,,,0.0001394954792077486,0.0006577268470011605,,,0.0002702771954179982,0.0006515938579102485,0.0030990057440706408,0.001293888737674393,0.00018567886746461516,0.004051743569081484,0.3357096721349526,
-> Grid [PetaFLOP/s],,0.000590533466440622,3.850930466638812e-05,0.005354436397545574,0.002209135186265026,0.0012601081037490317,0.004458747568164912,,,0.000590533466440622,3.850930466638812e-05,0.0024177592692129343,0.002209135186265026,0.0012601081037490317,0.004458747568164912,,,0.000590533466440622,3.850930466638812e-05,0.0024177592692129343,0.002209135186265026,0.0012601081037490317,0.004458747568164912,,,0.0001648627627995623,8.937900049624678e-06,,,0.0001648627627995623,8.937900049624678e-06,,,0.00038433621047945,2.2245153102555364e-05,0.0034514489633058875,0.0014487525800689432,0.00028556298517420003,0.0007696537840502916,0.019393316296581954,
-> Gridding Kernel Update [PetaFLOP/s],,0.0023357876804548216,5.1362926099643886e-05,0.020409446931407157,0.0017494679695052705,0.005168749195287386,0.014493765958418734,,,0.0023357876804548216,5.1362926099643886e-05,0.009171420350936547,0.0017494679695052705,0.005168749195287386,0.014493765958418734,,,0.0023357876804548216,5.1362926099643886e-05,0.009171420350936547,0.0017494679695052705,0.005168749195287386,0.014493765958418734,,,0.0006092900118847484,1.078454565910534e-05,,,0.0006092900118847484,1.078454565910534e-05,,,0.0014668784528109762,3.3657019305207104e-05,0.01285188381640336,0.0010775634563085677,0.0011075700554845445,0.003068304202211113,0.09265013418647228,
-> Correct [PetaFLOP/s],,0.0002818572288,3.52321536e-05,0.0025367150592000005,0.000923826055867141,0.001847652111734282,0.0031004295168,0.0031004295168,,0.0002818572288,3.52321536e-05,0.0025367150592000005,0.000923826055867141,0.001847652111734282,0.0031004295168,0.0031004295168,,0.0002818572288,3.52321536e-05,0.0025367150592000005,0.000923826055867141,0.001847652111734282,0.0031004295168,0.0031004295168,,0.00013894597242295603,1.2503017740034868e-05,,,0.00013894597242295603,1.2503017740034868e-05,,,0.0001409286144,1.76160768e-05,0.0012683575296000003,0.0006486130363280139,0.0006486130363280139,0.0012972260726560277,0.0015502147584,0.0015502147584
-> IFFT [PetaFLOP/s],,0.0020968887423357652,0.0013011890654640538,0.02872653328247633,0.0016112749492052868,0.003012512000323004,0.0037167726312184782,,,0.0020968887423357652,0.0013011890654640538,0.011354705449676148,0.0016112749492052868,0.003012512000323004,0.0037167726312184782,,,0.0020968887423357652,0.0013011890654640538,0.011354705449676148,0.0016112749492052868,0.003012512000323004,0.0037167726312184782,,,0.000697477396038743,0.0006577268470011605,,,0.000697477396038743,0.0006577268470011605,,,0.001351385977089991,0.0006515938579102485,0.015495028720353203,0.001293888737674393,0.0009283943373230758,0.0016206974276325938,0.0010245046146696553,
-> Identify Component [PetaFLOP/s],,,,0.005373097157049079,0.00016442012847462086,0.009261587886350975,0.02778476365905292,,,,,0.003022158632021813,0.00016442012847462086,0.009261587886350975,0.02778476365905292,,,,,0.003022158632021813,0.00016442012847462086,0.009261587886350975,0.02778476365905292,,,,,,,,,,,,,0.0031343081767983526,5.402618113377988e-05,9.591199340692802e-05,0.003859012938127134,0.05714572680552755,
-> Average [PetaFLOP/s],2.423375644444445e-06,,,,,,,,2.423375644444445e-06,,,,,,,,2.423375644444445e-06,,,,,,,,1.2116878222222225e-06,,,,1.2116878222222225e-06,,,,1.2116878222222225e-06,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.0009947211366400002,0.0,0.004735201443840001,0.0021555941303566624,0.000485008679330249,0.0008138627481600001,,,0.0009947211366400002,0.0,0.0026635508121600005,0.0021555941303566624,0.000485008679330249,0.0008138627481600001,,,0.0009947211366400002,0.0,0.0026635508121600005,0.0021555941303566624,0.000485008679330249,0.0008138627481600001,,,0.0002593658151895179,0.0,,,0.0002593658151895179,0.0,,,0.0004110417920000001,0.0,0.0023676007219200004,0.0008513046101805183,0.0003026860836197398,0.0003405218440722073,0.0,
-> Receive [PetaFLOP/s],1.2173767111111113e-06,,,,,,,,1.2173767111111113e-06,,,,,,,,1.2173767111111113e-06,,,,,,,,6.086883555555557e-07,,,,6.086883555555557e-07,,,,6.086883555555557e-07,,,,,,,,
-> Solve [PetaFLOP/s],,1.180696576e-05,,0.0015045492736,,,,,,1.180696576e-05,,0.0015045492736,,,,,,1.180696576e-05,,0.0015045492736,,,,,,5.820872797623167e-06,,,,5.820872797623167e-06,,,,5.90348288e-06,,0.00075252629504,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.0023357876804548216,5.1362926099643886e-05,0.020409446931407157,0.0017494679695052705,0.005168749195287386,0.014493765958418734,,,0.0023357876804548216,5.1362926099643886e-05,0.009171420350936547,0.0017494679695052705,0.005168749195287386,0.014493765958418734,,,0.0023357876804548216,5.1362926099643886e-05,0.009171420350936547,0.0017494679695052705,0.005168749195287386,0.014493765958418734,,,0.0006092900118847484,1.078454565910534e-05,,,0.0006092900118847484,1.078454565910534e-05,,,0.0014668784528109762,3.3657019305207104e-05,0.01285188381640336,0.0010775634563085677,0.0011075700554845445,0.003068304202211113,0.09265013418647228,
-> Phase Rotation [PetaFLOP/s],,0.0009947211366400002,0.0,0.004735201443840001,0.00043111882607133246,0.000485008679330249,0.0008138627481600001,,,0.0009947211366400002,0.0,0.0026635508121600005,0.00043111882607133246,0.000485008679330249,0.0008138627481600001,,,0.0009947211366400002,0.0,0.0026635508121600005,0.00043111882607133246,0.000485008679330249,0.0008138627481600001,,,0.0002593658151895179,0.0,,,0.0002593658151895179,0.0,,,0.0004110417920000001,0.0,0.0023676007219200004,0.00017026092203610365,0.0003026860836197398,0.0003405218440722073,0.0,
-> Reprojection [PetaFLOP/s],,9.420144261757161e-05,,0.0008478129835581445,0.00035535523621168987,0.0017767761810584494,0.005330328543175349,,,9.420144261757161e-05,,0.00037680577047028644,0.00035535523621168987,0.0017767761810584494,0.005330328543175349,,,9.420144261757161e-05,,0.00037680577047028644,0.00035535523621168987,0.0017767761810584494,0.005330328543175349,,,4.7590626097866115e-05,,,,4.7590626097866115e-05,,,,4.716937744850901e-05,,0.000424524397036581,0.00017793660903072666,4.448415225768167e-06,0.0008896830451536333,0.08098092784331737,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,0.000471007213087858,,0.004239064917790722,0.00035535523621168987,0.0007107104724233797,0.0007107104724233797,,,0.000471007213087858,,0.001884028852351432,0.00035535523621168987,0.0007107104724233797,0.0007107104724233797,,,0.000471007213087858,,0.001884028852351432,0.00035535523621168987,0.0007107104724233797,0.0007107104724233797,,,0.0002379531304893306,,,,0.0002379531304893306,,,,0.000235846887242545,,0.002122621985182905,0.00017793660903072666,4.448415225768167e-06,0.0003558732180614533,0.0002471341792093426,
-> DFT [Tera/s],,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,,,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,,,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,,,0.0017368246552869498,0.0006251508870017433,,,0.0017368246552869498,0.0006251508870017433,,,0.00176160768,0.00088080384,0.01585446912,0.008107662954100174,0.008107662954100174,0.016215325908200347,0.01937768448,
-> Subtract Visibility [Tera/s],,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,,,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,,,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,,,0.0017368246552869498,0.0006251508870017433,,,0.0017368246552869498,0.0006251508870017433,,,0.00176160768,0.00088080384,0.01585446912,0.008107662954100174,0.008107662954100174,0.016215325908200347,0.01937768448,
-> Flag [Tera/s],0.003635063466666667,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,0.03875536896,0.003635063466666667,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,0.03875536896,0.003635063466666667,0.00352321536,0.00176160768,0.03170893824,0.011547825698339263,0.023095651396678525,0.03875536896,0.03875536896,0.0018175317333333336,0.0017368246552869498,0.0006251508870017433,,0.0018175317333333336,0.0017368246552869498,0.0006251508870017433,,0.0018175317333333336,0.00176160768,0.00088080384,0.01585446912,0.008107662954100175,0.008107662954100175,0.01621532590820035,0.01937768448,0.01937768448
-> Degrid [Tera/s],,0.0019573926950673965,0.0004496202355680401,0.01529658807025012,0.00724948877207663,0.002825874257558114,0.011174432947602965,,,0.0019573926950673965,0.0004496202355680401,0.007441849154491185,0.00724948877207663,0.002825874257558114,0.011174432947602965,,,0.0019573926950673965,0.0004496202355680401,0.007441849154491185,0.00724948877207663,0.002825874257558114,0.011174432947602965,,,0.0005207455367516403,0.00014396013700372095,,,0.0005207455367516403,0.00014396013700372095,,,0.0013318165282617752,0.0002898284024532221,0.010739645850936086,0.004557751958512433,0.0010179647055277234,0.0018924283033495682,0.005047996453361686,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3729676622741255e-05,,,
-> Visibility Weighting [Tera/s],,0.0019533110316629606,7.803890062725119e-05,0.009893692442128416,0.001420589841209426,0.0017004783884908216,0.0024131802876785047,,,0.0019533110316629606,7.803890062725119e-05,0.005471015788158526,0.001420589841209426,0.0017004783884908216,0.0024131802876785047,,,0.0019533110316629606,7.803890062725119e-05,0.005471015788158526,0.001420589841209426,0.0017004783884908216,0.0024131802876785047,,,0.0005496495801182454,3.9019450313625595e-05,,,0.0005496495801182454,3.9019450313625595e-05,,,0.000822022381422592,3.9019450313625595e-05,0.004946846221064208,0.0004251195971227054,0.000710294920604713,0.0008502391942454108,0.0002464842018243011,
-> Subtract Image Component [Tera/s],,,,0.0007065108196317871,0.00011845174540389664,0.011845174540389664,0.03553552362116899,,,,,0.00031400480872523863,0.00011845174540389664,0.011845174540389664,0.03553552362116899,,,,,0.00031400480872523863,0.00011845174540389664,0.011845174540389664,0.03553552362116899,,,,,,,,,,,,,0.0004127320526744538,6.919757017861592e-05,6.919757017861592e-05,0.004942683584186851,0.44989404357398544,
-> Demix [Tera/s],0.003635063466666667,,,,,,,,0.003635063466666667,,,,,,,,0.003635063466666667,,,,,,,,0.0018175317333333336,,,,0.0018175317333333336,,,,0.0018175317333333336,,,,,,,,
-> FFT [Tera/s],,0.015072230818811459,0.155064103074192,0.13565007736930312,0.05685683779387038,0.2842841889693519,0.8528525669080557,,,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.8528525669080557,,,0.015072230818811459,0.155064103074192,0.06028892327524582,0.05685683779387038,0.2842841889693519,0.8528525669080557,,,0.007614500175658578,0.07833847917344214,,,0.007614500175658578,0.07833847917344214,,,0.00754710039176144,0.0776450657588625,0.06792390352585298,0.028469857444916265,0.005693971488983252,0.14234928722458132,12.95694845493078,
-> Grid [Tera/s],,2.1015013875536184,132.51399404614432,25.99905047543865,8.074133960500074,4.456655274050345,9.261835636320935,,,2.1015013875536184,132.51399404614432,10.272155486039708,8.074133960500074,4.456655274050345,9.261835636320935,,,2.1015013875536184,132.51399404614432,10.272155486039708,8.074133960500074,4.456655274050345,9.261835636320935,,,0.8942971574812851,44.13528695640362,,,0.8942971574812851,44.13528695640362,,,1.6252160573539394,80.31601010526248,18.28038736764732,7.567578428137742,1.1354128335759082,3.0715411165847657,16.197950090535766,
-> Gridding Kernel Update [Tera/s],,16.991493873527155,0.2645579679420451,183.62988894789567,13.190807101614942,77.40295389314811,103.56100732549513,,,16.991493873527155,0.2645579679420451,71.47529918378905,13.190807101614942,77.40295389314811,103.56100732549513,,,16.991493873527155,0.2645579679420451,71.47529918378905,13.190807101614942,77.40295389314811,103.56100732549513,,,2.903660311418552,0.006749365445814468,,,2.903660311418552,0.006749365445814468,,,8.014410484661296,0.14596050983659034,88.11519426352886,7.153630750812673,5.823453214642168,37.73199556807935,2263.483508293348,
