,hpso01 (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso01 (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02a (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso02b (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso04a (PSS) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],hpso05a (PST) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (Ingest) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (RCAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (FastImg) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (ICAL) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepA) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepB) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepC) [Nf_max=8192] [Na=256] [Bmax=32500.0],max_low (DPrepD) [Nf_max=8192] [Na=256] [Bmax=32500.0]
Frequencies predict kernels2,,268.03327880419164,369.3268941633874,268.03327880974376,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,369.3268941633874,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,369.3268941633874,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,151.57201249413393,223.45734073105942,,,151.57201249413393,223.45734073105942,,,359.63565165042905,517.5643890331957,359.6356516493868,279.985581971751,281.0385025351735,295.3528596465837,899.7705506462361,
Frequencies predict kernels3,,268.03327880419164,402.01179181291724,268.03327880974376,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,402.01179181291724,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,402.01179181291724,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,151.57201249413393,228.3765188389614,,,151.57201249413393,228.3765188389614,,,359.63565165042905,557.9663554485392,359.6356516493868,279.985581971751,281.0385025351735,295.3528596465837,899.7705506462361,
Frequencies predict de-grid0,8192.0,1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1009.991056768289,727.1815092638062,(undefined),8192.0,1009.991056768289,727.1815092638062,(undefined),8192.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,8192.0,8192.0
Frequencies predict de-grid1,8192.0,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,2019.558553451659,1453.9394929925988,,8192.0,2019.558553451659,1453.9394929925988,,8192.0,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,8192.0,8192.0
Frequencies predict de-grid2,8192.0,6590.78122076136,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,4038.693502406632,2907.4553987723175,,8192.0,4038.693502406632,2907.4553987723175,,8192.0,8192.0,6662.459115881312,8192.0,3428.279241973887,3428.279241973887,3428.279241973887,8192.0,8192.0
Frequencies predict de-grid3,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093995,5814.487179478897,,8192.0,8076.963378093995,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,(undefined),8192.0,8076.963378093996,5814.487179478897,(undefined),8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total1,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total2,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies total3,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093996,5814.487179478897,,8192.0,8076.963378093996,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies backward kernels0,(undefined),268.03327880419164,364.52288461678205,268.03327880974376,202.69722212551432,216.3366198859483,418.05098344194937,(undefined),(undefined),268.03327880419164,364.52288461678205,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,(undefined),(undefined),268.03327880419164,364.52288461678205,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,(undefined),(undefined),151.57201249413393,222.75933872570835,(undefined),(undefined),151.57201249413393,222.75933872570835,(undefined),(undefined),359.63565165042905,511.6591552951528,359.6356516493868,279.985581971751,281.0385025351735,295.3528596465837,841.0439984309672,(undefined)
Frequencies backward kernels1,,268.03327880419164,365.0584953999703,268.03327880974376,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,365.0584953999703,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,365.0584953999703,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,151.57201249413393,222.83688638800666,,,151.57201249413393,222.83688638800666,,,359.63565165042905,512.317136997464,359.6356516493868,279.985581971751,281.0385025351735,295.3528596465837,899.7705506462361,
Frequencies backward kernels2,,268.03327880419164,369.3268941633874,268.03327880974376,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,369.3268941633874,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,369.3268941633874,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,151.57201249413393,223.45734073105942,,,151.57201249413393,223.45734073105942,,,359.63565165042905,517.5643890331957,359.6356516493868,279.985581971751,281.0385025351735,295.3528596465837,899.7705506462361,
Frequencies backward kernels3,,268.03327880419164,402.01179181291724,268.03327880974376,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,402.01179181291724,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,268.03327880419164,402.01179181291724,227.30892937540835,202.69722212551432,216.3366198859483,418.05098344194937,,,151.57201249413393,228.3765188389614,,,151.57201249413393,228.3765188389614,,,359.63565165042905,557.9663554485392,359.6356516493868,279.985581971751,281.0385025351735,295.3528596465837,899.7705506462361,
Frequencies backward grid0,8192.0,1648.215074483811,1186.6956875807953,1648.215074483811,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1648.215074483811,1186.6956875807953,1099.0410177748508,610.88622741501,610.88622741501,1500.0,8192.0,8192.0,1009.991056768289,727.1815092638062,(undefined),8192.0,1009.991056768289,727.1815092638062,(undefined),8192.0,2314.4046245197887,1666.3443177517802,2314.4046245197887,857.7991819532908,857.7991819532908,857.7991819532908,8192.0,8192.0
Frequencies backward grid1,8192.0,3295.7371475272034,2372.6984303939844,3295.7371475272034,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,3295.7371475272034,2372.6984303939844,2197.389106924063,1221.0797008176821,1221.0797008176821,2372.6984303939844,8192.0,8192.0,2019.558553451659,1453.9394929925988,,8192.0,2019.558553451659,1453.9394929925988,,8192.0,4627.836498461537,3331.7159644487933,4627.836498461537,1714.625960512763,1714.625960512763,1714.625960512763,8192.0,8192.0
Frequencies backward grid2,8192.0,6590.78122076136,4744.703814848597,6590.78122076136,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,6590.78122076136,4744.703814848597,4394.085175985427,2441.466451169051,2441.466451169051,4744.703814848597,8192.0,8192.0,4038.693502406632,2907.4553987723175,,8192.0,4038.693502406632,2907.4553987723175,,8192.0,8192.0,6662.459115881312,8192.0,3428.279241973887,3428.279241973887,3428.279241973887,8192.0,8192.0
Frequencies backward grid3,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,4882.239853545328,4882.239853545328,8192.0,8192.0,8192.0,8076.963378093995,5814.487179478897,,8192.0,8076.963378093995,5814.487179478897,,8192.0,8192.0,8192.0,8192.0,6855.585666930379,6855.585666930379,6855.585666930379,8192.0,8192.0
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,4096,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],176.9116754790456,176.9116754790456,277.8566488111332,176.9116754790456,176.9116754790456,176.9116754790456,277.8566488111332,277.8566488111332,176.9116754790456,176.9116754790456,277.8566488111332,176.9116754790456,176.9116754790456,176.9116754790456,277.8566488111332,277.8566488111332,176.9116754790456,176.9116754790456,277.8566488111332,176.9116754790456,176.9116754790456,176.9116754790456,277.8566488111332,277.8566488111332,177.3699161341084,177.3699161341084,277.8566488111332,(undefined),177.3699161341084,177.3699161341084,277.8566488111332,(undefined),176.9761088824178,176.9761088824178,277.8566488111332,176.9761088824178,176.9761088824178,176.9761088824178,176.9761088824178,277.8566488111332,277.8566488111332
Averaged rate0 [M/s],87.5831267481023,87.5831267481023,137.55764861042687,87.5831267481023,52.197489246545025,52.197489246545025,137.55764861042687,137.55764861042687,87.5831267481023,87.5831267481023,137.55764861042687,87.5831267481023,52.197489246545025,52.197489246545025,137.55764861042687,137.55764861042687,87.5831267481023,87.5831267481023,137.55764861042687,87.5831267481023,52.197489246545025,52.197489246545025,137.55764861042687,137.55764861042687,87.80998655972763,86.57690987229566,97.63515433161501,(undefined),87.80998655972763,86.57690987229566,97.63515433161501,(undefined),87.61502559773493,87.61502559773493,137.55764861042687,87.61502559773493,73.32181563666624,73.32181563666624,73.32181563666624,137.55764861042687,137.55764861042687
Averaged rate1 [M/s],24.719177500197127,24.719177500197127,38.82382439131818,24.719177500197127,14.732049992471115,14.732049992471115,38.82382439131818,38.82382439131818,24.719177500197127,24.719177500197127,38.82382439131818,24.719177500197127,14.732049992471115,14.732049992471115,38.82382439131818,38.82382439131818,24.719177500197127,24.719177500197127,38.82382439131818,24.719177500197127,14.732049992471115,14.732049992471115,38.82382439131818,38.82382439131818,24.783205677306587,24.435186114181697,27.556229148151814,,24.783205677306587,24.435186114181697,27.556229148151814,,24.72818052801079,24.72818052801079,38.82382439131818,24.72818052801079,20.694111327770713,20.694111327770713,20.694111327770713,38.82382439131818,38.82382439131818
Averaged rate2 [M/s],27.964925570012696,27.964925570012696,43.92158110591659,27.964925570012696,16.66643971183408,16.66643971183408,43.92158110591659,43.92158110591659,27.964925570012696,27.964925570012696,43.92158110591659,27.964925570012696,16.66643971183408,16.66643971183408,43.92158110591659,43.92158110591659,27.964925570012696,27.964925570012696,43.92158110591659,27.964925570012696,16.66643971183408,16.66643971183408,43.92158110591659,43.92158110591659,28.03736095776924,27.643644735632876,31.17449587924738,,28.03736095776924,27.643644735632876,31.17449587924738,,27.97511073910709,27.97511073910709,43.92158110591659,27.97511073910709,23.411348658912683,23.411348658912683,23.411348658912683,43.92158110591659,43.92158110591659
Averaged rate3 [M/s],35.160824217639295,35.160824217639295,55.22342581458261,35.160824217639295,20.955026523298375,20.955026523298375,55.22342581458261,55.22342581458261,35.160824217639295,35.160824217639295,55.22342581458261,35.160824217639295,20.955026523298375,20.955026523298375,55.22342581458261,55.22342581458261,35.160824217639295,35.160824217639295,55.22342581458261,35.160824217639295,20.955026523298375,20.955026523298375,55.22342581458261,55.22342581458261,35.25189858612521,34.75687181255088,39.19627702707453,,35.25189858612521,34.75687181255088,39.19627702707453,,35.1736302213334,35.1736302213334,55.22342581458261,35.1736302213334,29.43552675772491,29.43552675772491,29.43552675772491,55.22342581458261,55.22342581458261
Predict rate0 [M/s],(undefined),2.4908707402981856,17.933979682589495,2.4908707402981856,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),1.5465837946475405,10.989555746408628,(undefined),(undefined),1.5465837946475405,10.989555746408628,(undefined),(undefined),3.49765200529585,25.182686219818457,3.49765200529585,1.2963519849181904,1.2963519849181904,1.2963519849181904,12.380188374938419,(undefined)
Predict rate1 [M/s],,2.4862033552160123,10.120300839313368,2.4862033552160123,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,2.4862033552160123,10.120300839313368,1.1050954461884677,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,2.4862033552160123,10.120300839313368,1.1050954461884677,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,2.036585897117359,6.201506640184591,,,2.036585897117359,6.201506640184591,,,3.49236988488996,14.210810543574235,3.49236988488996,0.7313415950801818,0.7313415950801818,0.7313415950801818,4.852978048914773,
Predict rate2 [M/s],,11.249432756764456,22.894946787680915,11.249432756764456,1.6668805563629288,1.6668805563629288,6.3597074410224765,,,11.249432756764456,22.894946787680915,5.000010778594101,1.6668805563629288,1.6668805563629288,6.3597074410224765,,,11.249432756764456,22.894946787680915,5.000010778594101,1.6668805563629288,1.6668805563629288,6.3597074410224765,,,13.822547305270023,14.029545202406258,,,13.822547305270023,14.029545202406258,,,13.987555369553546,32.14882380135876,13.987555369553546,2.3414670761426173,2.3414670761426173,2.3414670761426173,10.980395276479147,
Predict rate3 [M/s],,35.160824217639295,49.70108323312435,35.160824217639295,10.477513261649188,10.477513261649188,27.611712907291306,,,35.160824217639295,49.70108323312435,35.160824217639295,10.477513261649188,10.477513261649188,27.611712907291306,,,35.160824217639295,49.70108323312435,35.160824217639295,10.477513261649188,10.477513261649188,27.611712907291306,,,34.75687181255088,35.27664932436708,,,34.75687181255088,35.27664932436708,,,35.1736302213334,49.70108323312435,35.1736302213334,14.717763378862456,14.717763378862456,14.717763378862456,27.611712907291306,
Backward rate0 [M/s],(undefined),2.4908707402981856,17.933979682589495,2.4908707402981856,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),2.4908707402981856,17.933979682589495,1.6609295449019406,0.923203927130529,0.923203927130529,2.2668801956064,(undefined),(undefined),1.5465837946475405,10.989555746408628,(undefined),(undefined),1.5465837946475405,10.989555746408628,(undefined),(undefined),3.49765200529585,25.182686219818457,3.49765200529585,1.2963519849181904,1.2963519849181904,1.2963519849181904,12.380188374938419,(undefined)
Backward rate1 [M/s],,2.4862033552160123,10.120300839313368,2.4862033552160123,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,2.4862033552160123,10.120300839313368,1.1050954461884677,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,2.4862033552160123,10.120300839313368,1.1050954461884677,0.5208286802382097,0.5208286802382097,1.4055973387935232,,,2.036585897117359,6.201506640184591,,,2.036585897117359,6.201506640184591,,,3.49236988488996,14.210810543574235,3.49236988488996,0.7313415950801818,0.7313415950801818,0.7313415950801818,4.852978048914773,
Backward rate2 [M/s],,11.249432756764456,22.894946787680915,11.249432756764456,1.6668805563629288,1.6668805563629288,6.3597074410224765,,,11.249432756764456,22.894946787680915,5.000010778594101,1.6668805563629288,1.6668805563629288,6.3597074410224765,,,11.249432756764456,22.894946787680915,5.000010778594101,1.6668805563629288,1.6668805563629288,6.3597074410224765,,,13.822547305270023,14.029545202406258,,,13.822547305270023,14.029545202406258,,,13.987555369553546,32.14882380135876,13.987555369553546,2.3414670761426173,2.3414670761426173,2.3414670761426173,10.980395276479147,
Backward rate3 [M/s],,35.160824217639295,49.70108323312435,35.160824217639295,10.477513261649188,10.477513261649188,27.611712907291306,,,35.160824217639295,49.70108323312435,35.160824217639295,10.477513261649188,10.477513261649188,27.611712907291306,,,35.160824217639295,49.70108323312435,35.160824217639295,10.477513261649188,10.477513261649188,27.611712907291306,,,34.75687181255088,35.27664932436708,,,34.75687181255088,35.27664932436708,,,35.1736302213334,49.70108323312435,35.1736302213334,14.717763378862456,14.717763378862456,14.717763378862456,27.611712907291306,
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.22656956841670498,0.22656956841670498,0.22656956841670498,(undefined),0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373
Delta W earth1 [lambda],0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.9062782736668199,0.9062782736668199,0.9062782736668199,,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493
Delta W earth2 [lambda],1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,3.6251130946672796,3.6251130946672796,3.6251130946672796,,3.6251130946672796,3.6251130946672796,3.6251130946672796,,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997
Delta W earth3 [lambda],5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,14.500452378669118,14.500452378669118,14.500452378669118,,14.500452378669118,14.500452378669118,14.500452378669118,,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799
Delta W snapshot0 [lambda],23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.039526300773377786,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),62.234063581847245,62.234063581847245,0.10375653953011668,(undefined),25.930859825769687,25.930859825769687,0.04323189147088195,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
Delta W snapshot1 [lambda],47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,0.07905260154675557,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,124.46812716369449,124.46812716369449,0.20751307906023336,,124.46812716369449,124.46812716369449,0.20751307906023336,,51.861719651539374,51.861719651539374,0.0864637829417639,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374,51.861719651539374
Delta W snapshot2 [lambda],94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,0.15810520309351114,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,248.93625432738898,248.93625432738898,0.4150261581204667,,248.93625432738898,248.93625432738898,0.4150261581204667,,103.72343930307875,103.72343930307875,0.1729275658835278,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875,103.72343930307875
Delta W snapshot3 [lambda],189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,0.3162104061870223,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,497.87250865477796,497.87250865477796,0.8300523162409335,,497.87250865477796,497.87250865477796,0.8300523162409335,,207.4468786061575,207.4468786061575,0.3458551317670556,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575,207.4468786061575
Delta W max0 [lambda],23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,0.08631221653969713,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),62.234063581847245,62.234063581847245,0.22656956841670498,(undefined),25.930859825769687,25.930859825769687,0.09440398684029373,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687,25.930859825769687
